rollout/actions_mean,train/param_noise_distance,reference_Q_mean,ret_rms_std,rollout/episode_steps,total/epochs,eval/return,rollout/Q_mean,eval/return_history,rollout/episodes,param_noise_stddev,total/steps_per_second,total/duration,eval/Q,reference_actor_Q_mean,eval/episodes,train/loss_critic,reference_perturbed_action_mean,train/loss_actor,total/episodes,reference_Q_std,obs_rms_std,reference_perturbed_action_std,obs_rms_mean,reference_action_std,reference_actor_Q_std,rollout/return,ret_rms_mean,reference_action_mean,rollout/actions_std,rollout/return_history,total/steps
-0.3123629689216614,0.7012527585029602,-1.3496651649475098,1.0,1000.0,1,-1036.3444242683354,-0.9300528168678284,-1036.3444242683354,1.0,0.16720346283821505,61.775938943520366,16.18753218650818,0.7484593987464905,-0.213847815990448,1.0,0.11956153064966202,0.32037580013275146,0.3032478392124176,1.0,1.328805923461914,0.33975473046302795,0.5996431112289429,0.006253906060010195,0.5839089751243591,0.7115120887756348,-681.5542246192612,0.0,0.4555955231189728,0.46953997015953064,-681.5542246192612,1000
0.0026417693588882685,0.3493669927120209,-1.017791748046875,1.0,1000.0,2,-1010.4725178081665,-0.9699393510818481,-1023.4084710382509,2.0,0.1370306733903066,62.783309921027346,31.855599880218506,0.47099795937538147,-0.1245398074388504,2.0,0.08911280333995819,0.43056201934814453,0.5507630109786987,2.0,1.5524919033050537,0.3182675242424011,0.4076247811317444,0.030592702329158783,0.673956036567688,1.1176787614822388,-805.8260486108654,0.0,0.03272757679224014,0.6336522102355957,-805.8260486108654,2000
0.1529286801815033,0.3965296745300293,0.029414169490337372,1.0,1000.0,3,-1648.3267438199607,-0.3028988540172577,-1231.7145619654875,3.0,0.11230273064362171,63.325560938274265,47.37423491477966,1.3256309032440186,1.1683140993118286,3.0,0.12632137537002563,-0.16176539659500122,-1.2624294757843018,3.0,1.7661540508270264,0.3302781283855438,0.5977373123168945,0.035733964294195175,0.7227375507354736,1.2752611637115479,-727.5064168956577,0.0,-0.2300768494606018,0.6140643954277039,-727.5064168956577,3000
0.07594788074493408,0.61238032579422,0.9053836464881897,1.0,1000.0,4,-1245.8985511382184,-0.12332495301961899,-1235.2605592586701,4.0,0.09203708190275892,63.81124826331767,62.68487310409546,2.549891233444214,1.664905071258545,4.0,0.11949595808982849,-0.16175055503845215,-1.4995286464691162,4.0,1.870219349861145,0.30791935324668884,0.6752609014511108,0.03329785540699959,0.6862667798995972,1.4929921627044678,-716.9208088777322,0.0,-0.2099078744649887,0.6320203542709351,-716.9208088777322,4000
0.030659668147563934,0.490776002407074,0.9068067073822021,1.0,1000.0,5,-600.5563887636766,0.1481146216392517,-1108.3197251596714,5.0,0.07542848153938683,65.56367545184065,76.2617404460907,1.7498507499694824,1.8605388402938843,5.0,0.20602351427078247,-0.2638111114501953,-1.3397583961486816,5.0,2.2978484630584717,0.3194200396537781,0.5946342349052429,0.028760671615600586,0.6388949751853943,1.8787076473236084,-806.3883107870518,0.0,-0.019222978502511978,0.6563562154769897,-806.3883107870518,5000
-0.03037598356604576,0.4322929382324219,2.2950782775878906,1.0,1000.0,6,-1448.5870959270867,0.41398099064826965,-1165.0309536209072,6.0,0.06181699495154324,65.34575264801454,91.81928062438965,4.2444939613342285,3.36702299118042,6.0,0.3093034625053406,0.06643442064523697,-2.361233711242676,6.0,2.041804313659668,0.3330468535423279,0.7132887840270996,0.020682863891124725,0.7473067045211792,1.6320631504058838,-761.1383346369422,0.0,0.09213913977146149,0.6478771567344666,-761.1383346369422,6000
-0.03616049140691757,0.37245023250579834,2.945561170578003,1.0,1000.0,7,-1669.1943798110224,0.743552565574646,-1237.0543002194952,7.0,0.05066177638540577,65.31580583909546,107.17160892486572,3.720081329345703,3.8596036434173584,7.0,0.38865527510643005,-0.11282841861248016,-2.9803757667541504,7.0,2.004870891571045,0.34224918484687805,0.7276265621185303,0.02005733922123909,0.7431080937385559,1.6890194416046143,-781.6219119352157,0.0,-0.1133691668510437,0.6546775698661804,-781.6219119352157,7000
-0.05501091107726097,0.269314706325531,3.7088685035705566,1.0,964.625,8,-521.8632310762487,1.1317729949951172,-1147.6554165765892,8.0,0.04151957869412388,66.35389954942715,120.56563448905945,3.8345818519592285,4.472662925720215,8.0,0.6180873513221741,-0.054878149181604385,-4.065501689910889,8.0,2.016110897064209,0.3503668010234833,0.6167517900466919,0.017858382314443588,0.6712011098861694,1.6259993314743042,-795.5373705417528,0.0,-0.07233566045761108,0.659604549407959,-795.5373705417528,8000
-0.06435583531856537,0.27342715859413147,4.4538798332214355,1.0,968.5555555555555,9,-790.809466170534,1.419097900390625,-1108.005866531472,9.0,0.034027141129503384,66.19701198707749,135.95779824256897,3.9953203201293945,5.2145586013793945,9.0,0.6569397449493408,-0.16837351024150848,-4.574949741363525,9.0,2.4189229011535645,0.3548845946788788,0.6348859667778015,0.01599782146513462,0.5966459512710571,2.175117015838623,-761.5283948377087,0.0,-0.09265731275081635,0.6549944877624512,-761.5283948377087,9000
-0.06467213481664658,0.21947848796844482,5.244745254516602,1.0,971.7,10,-207.38391902039135,1.594907522201538,-1017.943671780364,10.0,0.02901906944733551,66.98088977614658,149.2963147163391,5.824000358581543,6.0958404541015625,10.0,0.7343809604644775,-0.1561468541622162,-4.815124988555908,10.0,2.6241025924682617,0.3637023866176605,0.5285857915878296,0.01515660434961319,0.5733980536460876,2.360542058944702,-762.5881623455982,0.0,-0.1675010323524475,0.6557532548904419,-762.5881623455982,10000
