reference_actor_Q_mean,rollout/return,eval/return,rollout/Q_mean,rollout/episodes,rollout/actions_mean,reference_perturbed_action_mean,eval/episodes,reference_Q_mean,param_noise_stddev,obs_rms_mean,total/episodes,eval/Q,train/loss_critic,rollout/return_history,total/steps,ret_rms_mean,reference_perturbed_action_std,obs_rms_std,total/epochs,rollout/episode_steps,rollout/actions_std,eval/return_history,reference_action_std,ret_rms_std,train/param_noise_distance,total/steps_per_second,reference_actor_Q_std,total/duration,reference_action_mean,train/loss_actor,reference_Q_std
0.8320598602294922,-41.73201433949986,-226.42442839916401,0.42903172969818115,1.0,-0.029101921245455742,0.2241615653038025,1.0,0.6880143880844116,0.16720346283821505,0.1000208780169487,1.0,1.5286304950714111,0.048347409814596176,-41.73201433949986,1000,0.0,0.5338938236236572,1.8881357908248901,1,1000.0,0.5664123296737671,-226.42442839916401,0.6586911678314209,1.0,0.7523787021636963,86.35453118220585,0.6271976232528687,11.5801682472229,-0.002987504005432129,-0.7388855218887329,0.693468451499939
1.8408808708190918,-145.549361182556,-406.1637503910588,0.640832781791687,2.0,0.09255166351795197,-0.26628145575523376,2.0,1.5677655935287476,0.1370306733903066,0.0945359542965889,2.0,1.9972741603851318,0.08895787596702576,-145.549361182556,2000,0.0,0.685631275177002,1.9549181461334229,2,1000.0,0.5844812989234924,-316.2940893951114,0.6255472302436829,1.0,0.4483446478843689,88.15272940234775,0.6989076733589172,22.687896490097046,-0.4817599058151245,-1.6723761558532715,0.8114576935768127
2.6718626022338867,-209.64033965798117,-261.1927439236375,0.9495744109153748,3.0,-0.10430160909891129,0.027479326352477074,3.0,2.466639757156372,0.11230273064362171,0.028769727796316147,3.0,0.7211102247238159,0.10018550604581833,-209.64033965798117,3000,0.0,0.6323836445808411,1.6445989608764648,3,1000.0,0.6398971676826477,-297.92697423795346,0.7046332955360413,1.0,0.5527448654174805,89.47314334925113,1.1859118938446045,33.52961444854736,0.004423916339874268,-2.2693557739257812,1.1872903108596802
5.400459289550781,-213.17297395734312,-490.99319660292815,0.826872706413269,4.0,-0.06272228807210922,-0.42360177636146545,4.0,4.915084362030029,0.09203708190275892,0.061686865985393524,4.0,2.064531087875366,0.2826663851737976,-213.17297395734312,4000,0.0,0.5503409504890442,1.6382460594177246,4,1000.0,0.6590785980224609,-346.19352982919713,0.5648809671401978,1.0,0.6388162970542908,90.12577489736661,1.3268437385559082,44.3824200630188,-0.5133464932441711,-3.7223424911499023,1.3979660272598267
6.677135467529297,-273.90646958759436,-289.2823423086623,1.633935570716858,5.0,-0.07251680642366409,0.1557595282793045,5.0,6.388863563537598,0.07542848153938683,0.04214610904455185,5.0,4.970015048980713,0.1486607789993286,-273.90646958759436,5000,0.0,0.651431143283844,1.8207852840423584,5,1000.0,0.6468487977981567,-334.81129232509016,0.7397581934928894,1.0,0.39407098293304443,90.30553842049268,1.4449151754379272,55.367589712142944,0.22221122682094574,-6.723079681396484,1.5292412042617798
7.796261787414551,-293.97705890833134,-1024.2880408805718,2.6743550300598145,6.0,0.04805789142847061,0.04304330423474312,6.0,7.451485633850098,0.06181699495154324,0.058642953634262085,6.0,5.9890456199646,0.09423258155584335,-293.97705890833134,6000,0.0,0.6110748648643494,1.6862375736236572,6,1000.0,0.6793662905693054,-449.7240837510038,0.6935827732086182,1.0,0.3556596636772156,90.81573303685947,1.4780322313308716,66.06784749031067,0.07389067858457565,-8.275331497192383,1.5388587713241577
9.882892608642578,-409.4615671387533,-516.2901338581096,2.922182559967041,7.0,0.02505365014076233,0.09401770681142807,7.0,9.583791732788086,0.05066177638540577,0.06522578746080399,7.0,5.415150165557861,0.13864554464817047,-409.4615671387533,7000,0.0,0.7063304781913757,2.142617702484131,7,1000.0,0.6958153247833252,-459.23351948059036,0.7047862410545349,1.0,0.2529875934123993,90.9228100697948,1.3884499073028564,76.9883816242218,0.18438822031021118,-9.094805717468262,1.4789884090423584
11.386228561401367,-422.3296235116502,-562.346058787207,2.9889631271362305,8.0,-0.053980112075805664,-0.12797661125659943,8.0,11.032771110534668,0.046785300513072836,0.06240088865160942,8.0,1.6732789278030396,0.31994542479515076,-422.3296235116502,8000,0.0,0.6629959344863892,2.0375595092773438,8,1000.0,0.7306864261627197,-472.1225868939174,0.6877508163452148,1.0,0.17532584071159363,90.92730352973383,1.1283938884735107,87.98237371444702,0.0830577090382576,-8.788647651672363,1.2072381973266602
13.395337104797363,-433.23736456410126,-357.8649075597072,2.7100017070770264,9.0,-0.11617075651884079,0.08981940895318985,9.0,13.00041389465332,0.040701478966889394,0.06017189845442772,9.0,5.135412693023682,0.20860107243061066,-433.23736456410126,9000,0.0,0.6076542735099792,1.9445536136627197,9,1000.0,0.7511758208274841,-459.4272891901162,0.6411614418029785,1.0,0.2471562772989273,90.95300543236038,0.9747371673583984,98.95220017433167,0.07794464379549026,-8.298567771911621,1.005815863609314
14.915990829467773,-421.9367083130734,-461.39212230016847,3.003366231918335,10.0,-0.1036825031042099,0.13149042427539825,10.0,14.550048828125,0.039113321278561465,0.06768836081027985,10.0,3.0071167945861816,0.28763529658317566,-421.9367083130734,10000,0.0,0.7377098202705383,1.9277234077453613,10,1000.0,0.7503184080123901,-459.6237725011215,0.7444479465484619,1.0,0.1387248933315277,91.01250691362289,1.390499234199524,109.87500882148743,0.0853860154747963,-9.358857154846191,1.3652937412261963
