train/loss_critic,rollout/episode_steps,total/episodes,reference_actor_Q_mean,reference_actor_Q_std,rollout/return,rollout/return_history,eval/Q,rollout/episodes,rollout/actions_mean,train/param_noise_distance,reference_Q_mean,reference_action_mean,eval/return,total/steps,obs_rms_mean,rollout/Q_mean,rollout/actions_std,reference_action_std,ret_rms_std,eval/episodes,train/loss_actor,eval/return_history,reference_Q_std,obs_rms_std,total/steps_per_second,ret_rms_mean,total/epochs,total/duration
1.8395527601242065,1000.0,11.0,36.26774978637695,1.009095549583435,33.93366948715235,33.93366948715235,41.725826263427734,11.0,0.14488554000854492,0.0,35.49425506591797,0.20305877923965454,757.3177317961831,11000,0.17013713717460632,12.039606094360352,0.7020823359489441,0.7920493483543396,1.0,11.0,-38.316734313964844,75.64064340703163,1.0093830823898315,2.624474048614502,42.904930752118965,0.0,11,256.38078904151917
1.9407953023910522,1000.0,12.0,42.143943786621094,1.5419191122055054,88.86885588209473,88.86885588209473,49.08121109008789,12.0,0.14868052303791046,0.0,40.97466278076172,0.07097294181585312,723.7326389291371,12000,0.17717227339744568,14.821125984191895,0.6953073143959045,0.8282997012138367,1.0,12.0,-45.811767578125,129.6483097005404,1.569559097290039,2.64957857131958,42.93182273697636,0.0,12,279.51294016838074
2.7230286598205566,1000.0,13.0,48.04836654663086,2.1498258113861084,100.13235844338945,100.13235844338945,56.83489227294922,13.0,0.14435029029846191,0.0,47.222320556640625,-0.030154751613736153,713.7792946776383,13000,0.1785738170146942,17.622182846069336,0.6952364444732666,0.8455621600151062,1.0,13.0,-52.900150299072266,174.5814623910864,1.9169715642929077,2.624241590499878,42.954167015801865,0.0,13,302.64816904067993
5.077111721038818,1000.0,14.0,54.68841552734375,2.763502359390259,133.37137569033115,133.37137569033115,57.387325286865234,14.0,0.1425965130329132,0.0,53.21824645996094,0.12684266269207,-153.46211888289992,14000,0.18240010738372803,20.696697235107422,0.6936115026473999,0.8926742076873779,1.0,14.0,-60.42622375488281,151.14977801437308,2.4264042377471924,2.6440587043762207,42.94066479176441,0.0,14,326.0312821865082
6.099544525146484,1000.0,15.0,59.326171875,4.220671653747559,90.2396266565391,90.2396266565391,67.66214752197266,15.0,0.13248474895954132,0.0,58.308536529541016,0.10650218278169632,378.27872518469866,15000,0.15680955350399017,22.911558151245117,0.7013185620307922,0.8075991868972778,1.0,15.0,-66.36605834960938,166.2917078257281,4.1173505783081055,2.6286063194274902,43.03786427663154,0.0,15,348.53030586242676
2.5155012607574463,1000.0,16.0,65.9996109008789,5.1730194091796875,98.35442258335192,98.35442258335192,78.85208892822266,16.0,0.1310112029314041,0.0,64.88070678710938,-0.08125896006822586,565.1164270646817,16000,0.15684998035430908,25.92796516418457,0.7011235952377319,0.8639078140258789,1.0,16.0,-73.0549087524414,191.21825277816274,4.8609724044799805,2.61956524848938,43.04903216503907,0.0,16,371.66921520233154
2.7306602001190186,1000.0,17.0,73.31598663330078,5.423027992248535,118.64752358679948,118.64752358679948,84.85034942626953,17.0,0.12797948718070984,0.0,71.77017211914062,0.021695056930184364,543.6452874796221,17000,0.16066056489944458,29.251523971557617,0.6992161870002747,0.874573826789856,1.0,17.0,-80.40364074707031,211.94925481942505,5.434590816497803,2.639662504196167,43.01625523402369,0.0,17,395.19944047927856
10.180868148803711,1000.0,18.0,79.04539489746094,5.8902997970581055,121.45451357522087,121.45451357522087,83.62580871582031,18.0,0.13041920959949493,0.0,77.42376708984375,0.024371042847633362,171.64084090911086,18000,0.16264556348323822,32.42840576171875,0.6992340683937073,0.8975765109062195,1.0,18.0,-86.71937561035156,209.70989849107426,5.335489273071289,2.6346161365509033,43.10854006798265,0.0,18,417.5506749153137
11.246711730957031,1000.0,19.0,85.92245483398438,5.552232265472412,129.49118375541113,129.49118375541113,101.21849822998047,19.0,0.12449843436479568,0.0,84.80351257324219,0.019727468490600586,761.6097826808967,19000,0.16415472328662872,35.739105224609375,0.6979996562004089,0.8767582774162292,1.0,19.0,-93.76727294921875,238.75726081685437,5.598637580871582,2.63775897026062,43.17664003233383,0.0,19,440.05276894569397
7.468667984008789,1000.0,20.0,93.18428039550781,5.694027900695801,147.62635032069213,147.62635032069213,106.21863555908203,20.0,0.12410569190979004,0.0,91.70542907714844,0.046325694769620895,488.6315001377022,20000,0.16755209863185883,39.10504150390625,0.6955575346946716,0.8788721561431885,1.0,20.0,-100.9677734375,251.25097278289678,5.655850887298584,2.6537320613861084,43.27533312207787,0.0,20,462.15704321861267
10.278703689575195,1000.0,21.0,100.450927734375,5.06083345413208,160.33747876899312,160.33747876899312,107.5467758178711,21.0,0.12145636975765228,0.0,98.98213195800781,0.04085361585021019,179.57675998192386,21000,0.1702784299850464,42.46893310546875,0.6983889937400818,0.8451013565063477,1.0,21.0,-107.25342559814453,247.83791503046947,5.0623297691345215,2.6573843955993652,43.34786608664909,0.0,21,484.4529130458832
6.199369430541992,1000.0,22.0,106.18141174316406,4.871294975280762,175.3362371351989,175.3362371351989,116.07953643798828,22.0,0.11823625862598419,0.0,105.05612182617188,-0.13185769319534302,368.110374853127,22000,0.1724088191986084,45.74282455444336,0.6968110203742981,0.8513454794883728,1.0,22.0,-113.18049621582031,253.30484502240844,4.700462818145752,2.6687912940979004,43.33195092789555,0.0,22,507.70850443840027
12.862195014953613,1000.0,23.0,110.8929443359375,4.849241256713867,184.14270903598458,184.14270903598458,122.01227569580078,23.0,0.1130758598446846,0.0,109.65282440185547,0.024069448933005333,563.4019022083683,23000,0.17319300770759583,48.90913009643555,0.6958880424499512,0.8800341486930847,1.0,23.0,-117.89735412597656,266.7873257696241,4.683162212371826,2.6872057914733887,43.343495806676046,0.0,23,530.6447846889496
8.939786911010742,1000.0,24.0,114.3304214477539,5.4051923751831055,195.86329916626684,195.86329916626684,125.63092803955078,24.0,0.1141723096370697,0.0,112.98007202148438,0.08753407001495361,546.7529254039238,24000,0.17538830637931824,52.05032730102539,0.6945699453353882,0.8700463771820068,1.0,24.0,-122.40072631835938,278.4525590877199,5.231027603149414,2.697206497192383,43.353404893421114,0.0,24,553.589736700058
11.758816719055176,1000.0,25.0,117.71320343017578,4.753951072692871,201.33912034369587,201.33912034369587,129.08419799804688,25.0,0.10935688763856888,0.0,116.19185638427734,0.0628231093287468,267.95278348300195,25000,0.1759762316942215,55.04767990112305,0.6940334439277649,0.8360595107078552,1.0,25.0,-126.47632598876953,278.03256806353124,4.107517242431641,2.706770658493042,43.34816309477985,0.0,25,576.7257068157196
11.044072151184082,1000.0,26.0,122.82032012939453,4.68560266494751,205.61243178507218,205.61243178507218,136.23574829101562,26.0,0.11169485002756119,0.0,121.43354797363281,-0.03332288935780525,581.7790073919653,26000,0.1778213530778885,58.025596618652344,0.693635880947113,0.8800882697105408,1.0,26.0,-131.21885681152344,289.7151234223171,4.6532158851623535,2.7115638256073,43.42077393886772,0.0,26,598.7917220592499
19.723087310791016,1000.0,27.0,127.4154052734375,5.5080485343933105,215.48676176507723,215.48676176507723,138.40426635742188,27.0,0.1157519519329071,0.0,125.88411712646484,0.09527746587991714,235.6309033857031,27000,0.18038250505924225,60.95988082885742,0.6920781135559082,0.8844967484474182,1.0,27.0,-135.28463745117188,287.7120041617018,5.35172700881958,2.7204926013946533,43.49285077794605,0.0,27,620.7916822433472
14.965776443481445,1000.0,28.0,131.97714233398438,6.188440799713135,216.86157658928374,216.86157658928374,142.48007202148438,28.0,0.11054927855730057,0.0,130.4551544189453,-0.02577684260904789,492.46271110417365,28000,0.18054765462875366,63.80198669433594,0.6933661103248596,0.8520565629005432,1.0,28.0,-139.97117614746094,295.0245294096472,5.927066326141357,2.7346034049987793,43.525304013592844,0.0,28,643.3039500713348
17.39506721496582,1000.0,29.0,134.98863220214844,5.904201984405518,220.8137537898976,220.8137537898976,145.98472595214844,29.0,0.10912806540727615,0.0,133.85885620117188,0.09263937920331955,297.32963260016237,29000,0.18133802711963654,66.54454040527344,0.6940022110939026,0.8478966355323792,1.0,29.0,-142.86402893066406,295.1040157265615,5.494961738586426,2.7464561462402344,43.58181675870067,0.0,29,665.4151239395142
11.042496681213379,1000.0,30.0,137.81427001953125,4.94393253326416,222.5882169233907,222.5882169233907,148.51589965820312,30.0,0.10812973231077194,0.0,136.55108642578125,0.07779168337583542,279.22928364851583,30000,0.18232448399066925,69.22648620605469,0.6943249702453613,0.8397440910339355,1.0,30.0,-145.74949645996094,294.57485799062664,4.545511722564697,2.745465040206909,43.61635248922372,0.0,30,687.8154244422913
10.549583435058594,1000.0,31.0,140.1822052001953,6.251070022583008,220.43096768315638,220.43096768315638,148.74554443359375,31.0,0.10698432475328445,0.0,138.94515991210938,0.12557902932167053,186.8777218504344,31000,0.18203388154506683,71.72976684570312,0.6943961381912231,0.8308597803115845,1.0,31.0,-148.15419006347656,291.10075682481397,5.888726711273193,2.7549290657043457,43.59990945554648,0.0,31,711.0106508731842
21.214200973510742,1000.0,32.0,141.72386169433594,5.157158374786377,216.06615996733328,216.06615996733328,154.5487518310547,32.0,0.10194616764783859,0.0,140.56491088867188,0.13745643198490143,408.10548789231314,32000,0.18184660375118256,74.22982788085938,0.6940006017684937,0.7840778231620789,1.0,32.0,-151.049072265625,294.7571546706734,4.648988723754883,2.762395143508911,43.63329964392434,0.0,32,733.384829044342
16.170825958251953,1000.0,33.0,144.42172241210938,5.717722415924072,219.74471761035227,219.74471761035227,156.04400634765625,33.0,0.10379137843847275,0.0,143.27908325195312,0.2552913427352905,327.7956240579006,33000,0.18311260640621185,76.68941497802734,0.6932067275047302,0.7687128186225891,1.0,33.0,-153.7460174560547,295.75832040968027,5.5304646492004395,2.7697460651397705,43.66466164539852,0.0,33,755.7598927021027
6.727534294128418,1000.0,34.0,146.74180603027344,5.440742015838623,221.55392603907487,221.55392603907487,157.69509887695312,34.0,0.10507765412330627,0.0,145.3206787109375,0.3449517488479614,126.93824198101186,34000,0.1841924786567688,79.06226348876953,0.692818284034729,0.7519474029541016,1.0,34.0,-155.7604522705078,290.7930239853077,5.508928298950195,2.7775280475616455,43.67207365594553,0.0,34,778.5295534133911
17.291902542114258,1000.0,35.0,149.62222290039062,5.085482120513916,218.28581021382044,218.28581021382044,159.00363159179688,35.0,0.10574787855148315,0.0,148.4167938232422,0.3277098834514618,104.24802314699953,35000,0.18501564860343933,81.34429931640625,0.6935427188873291,0.7706859707832336,1.0,35.0,-157.90867614746094,285.4631668184989,4.644321918487549,2.777677297592163,43.621278791828395,0.0,35,802.3607048988342
23.678739547729492,1000.0,36.0,151.4908447265625,5.318670749664307,221.12290827378027,221.12290827378027,162.9948272705078,36.0,0.10403075814247131,0.0,149.87632751464844,0.3722844421863556,343.3381669999302,36000,0.18566051125526428,83.57177734375,0.6938060522079468,0.7692069411277771,1.0,36.0,-159.87705993652344,287.07080571242756,5.157317638397217,2.77577805519104,43.603986521394745,0.0,36,825.6125843524933
28.48436737060547,1000.0,37.0,153.043212890625,4.7983808517456055,220.4946416003753,220.4946416003753,154.03945922851562,37.0,0.1029989942908287,0.0,151.54000854492188,0.36843982338905334,-385.7498253270837,37000,0.18639537692070007,85.72166442871094,0.6929317712783813,0.7281859517097473,1.0,37.0,-161.2477569580078,268.8864643329813,4.017456531524658,2.77565598487854,43.5617711753386,0.0,37,849.3685863018036
31.20061492919922,1000.0,38.0,155.33377075195312,3.8978915214538574,215.9947065676949,215.9947065676949,164.53701782226562,38.0,0.10308441519737244,0.0,154.34469604492188,0.3209197223186493,198.0121351097507,38000,0.1866418868303299,87.74320220947266,0.6943902969360352,0.7842581868171692,1.0,38.0,-162.68148803710938,267.0213504060542,3.869079828262329,2.7765934467315674,43.5589264905734,0.0,38,872.3814625740051
31.840347290039062,1000.0,39.0,155.45590209960938,4.6393723487854,214.7509942096013,214.7509942096013,166.593017578125,39.0,0.10603013634681702,0.0,154.23635864257812,0.28158557415008545,238.31821424020308,39000,0.18741586804389954,89.72637176513672,0.6943817734718323,0.7838044166564941,1.0,39.0,-164.37501525878906,266.28537255564777,4.084183692932129,2.7784409523010254,43.59330810391525,0.0,39,894.6327245235443
28.368244171142578,1000.0,40.0,156.48583984375,4.559405326843262,218.6686462722295,218.6686462722295,166.74813842773438,40.0,0.10611370950937271,0.0,155.15341186523438,0.25726422667503357,212.3145845065888,40000,0.1883465051651001,91.67538452148438,0.6947148442268372,0.7957360744476318,1.0,40.0,-165.58358764648438,264.9361028544212,4.307060718536377,2.785604476928711,43.60466507219097,0.0,40,917.3330407142639
16.894737243652344,1000.0,41.0,158.87184143066406,4.252603530883789,214.94771755728826,214.94771755728826,166.94529724121094,41.0,0.10494525730609894,0.0,157.39404296875,0.19451506435871124,323.20371425381285,41000,0.18847107887268066,93.51531219482422,0.6957588195800781,0.8246971964836121,1.0,41.0,-166.94769287109375,266.3572641080649,3.6099605560302734,2.787537097930908,43.5920309803824,0.0,41,940.538880109787
30.789064407348633,1000.0,42.0,159.03805541992188,4.374256134033203,215.06571246080608,215.06571246080608,169.9471435546875,42.0,0.1033613532781601,0.0,157.47634887695312,0.22512435913085938,430.2504428422124,42000,0.18827039003372192,95.29096984863281,0.6965582966804504,0.7876036167144775,1.0,42.0,-168.13531494140625,270.25948264935414,3.899367332458496,2.7895238399505615,43.608071119701016,0.0,42,963.1244611740112
12.087708473205566,1000.0,43.0,160.86566162109375,4.120392799377441,214.692006982032,214.692006982032,170.97422790527344,43.0,0.10511260479688644,0.0,159.59463500976562,0.206226646900177,354.0389938099192,43000,0.18895971775054932,97.01622009277344,0.6970704197883606,0.8481231331825256,1.0,43.0,-169.71241760253906,272.20784337401847,4.299324989318848,2.800283432006836,43.64332194063653,0.0,43,985.259556055069
15.550519943237305,1000.0,44.0,161.7815704345703,3.65059757232666,215.43960555696248,215.43960555696248,171.8170166015625,44.0,0.10393029451370239,0.0,160.33135986328125,0.17035168409347534,429.04467631278897,44000,0.1894293874502182,98.71141815185547,0.6970221400260925,0.8544040322303772,1.0,44.0,-170.60433959960938,275.7723168498996,3.241443395614624,2.808030843734741,43.681720631666934,0.0,44,1007.2863285541534
21.003494262695312,1000.0,45.0,161.74761962890625,3.6849119663238525,216.48046727320676,216.48046727320676,173.3675537109375,45.0,0.1043698638677597,0.0,160.79769897460938,0.34814679622650146,483.2341207735981,45000,0.18998762965202332,100.33057403564453,0.6979156732559204,0.7586799263954163,1.0,45.0,-171.01588439941406,280.3825791593151,3.0529918670654297,2.8127410411834717,43.71418734826405,0.0,45,1029.4140810966492
18.76679229736328,1000.0,46.0,163.8075714111328,3.722935914993286,219.46398944468032,219.46398944468032,174.70046997070312,46.0,0.1046026423573494,0.0,162.53196716308594,0.48843255639076233,591.9052770249689,46000,0.19063450396060944,101.92252349853516,0.6976725459098816,0.6918946504592896,1.0,46.0,-172.16148376464844,287.15481172161196,3.5402119159698486,2.817882776260376,43.74818927449931,0.0,46,1051.472089767456
18.74097442626953,1000.0,47.0,164.44302368164062,3.47253680229187,223.08966095905754,223.08966095905754,171.94744873046875,47.0,0.10384471714496613,0.0,163.16616821289062,0.3484519422054291,430.9513133375035,47000,0.1911310851573944,103.47486114501953,0.6990354061126709,0.747629702091217,1.0,47.0,-173.1202392578125,290.21431175599264,3.202305555343628,2.8208706378936768,43.774535795815915,0.0,47,1073.6835730075836
17.50948715209961,1000.0,48.0,164.93234252929688,3.7395756244659424,229.85988289402803,229.85988289402803,162.3184051513672,48.0,0.10441595315933228,0.0,163.776611328125,0.22534076869487762,-595.839657303811,48000,0.19208748638629913,104.96770477294922,0.6996995210647583,0.782604992389679,1.0,48.0,-173.58950805664062,271.7548540672467,3.5009684562683105,2.8279476165771484,43.78761765002291,0.0,48,1096.2003090381622
18.189273834228516,1000.0,49.0,165.95260620117188,3.896085262298584,221.24338660879064,221.24338660879064,172.1389923095703,49.0,0.10020513832569122,0.0,164.78372192382812,0.4153318405151367,-128.25353503609998,49000,0.18876062333583832,106.2024917602539,0.7009599208831787,0.7190408706665039,1.0,49.0,-174.46640014648438,263.5914175549335,3.6620266437530518,2.833221197128296,43.8071010334026,0.0,49,1118.540118932724
15.045553207397461,1000.0,50.0,165.53994750976562,4.7181830406188965,210.2071884927924,210.2071884927924,162.46917724609375,50.0,0.09628484398126602,0.0,164.45230102539062,0.3583970069885254,-320.9940135558194,50000,0.1866002231836319,107.41700744628906,0.7026457786560059,0.7274940609931946,1.0,50.0,-174.85781860351562,251.89970893271845,4.6949872970581055,2.8256261348724365,43.81530662717515,0.0,50,1141.1537165641785
18.497364044189453,1000.0,51.0,165.15213012695312,5.119543075561523,204.3602583495761,204.3602583495761,174.9522705078125,51.0,0.09300361573696136,0.0,164.0841064453125,0.2300153523683548,348.3413870142952,51000,0.18265506625175476,108.47513580322266,0.7043059468269348,0.7947804927825928,1.0,51.0,-175.3265380859375,253.79072222843567,5.117287635803223,2.8288002014160156,43.80122249997136,0.0,51,1164.351063489914
29.590496063232422,1000.0,52.0,167.38543701171875,5.216529846191406,195.33120047589577,195.33120047589577,172.69497680664062,52.0,0.09184735268354416,0.0,166.1749725341797,0.3229352533817291,309.603508966182,52000,0.1791684776544571,109.45535278320312,0.7057786583900452,0.7925262451171875,1.0,52.0,-175.52413940429688,254.86404505031538,5.142749309539795,2.8323957920074463,43.79435378214586,0.0,52,1187.3676743507385
56.254966735839844,1000.0,53.0,165.1339874267578,5.976449966430664,193.36046875250028,193.36046875250028,177.35223388671875,53.0,0.09018795937299728,0.0,164.14157104492188,0.412639856338501,-206.09548580510946,53000,0.17934313416481018,110.7491226196289,0.7062468528747559,0.7625967264175415,1.0,53.0,-176.26400756835938,246.1666954115338,5.278096675872803,2.8314430713653564,43.763935106275646,0.0,53,1211.0428340435028
32.75321960449219,1000.0,54.0,165.00390625,7.699428558349609,187.0429610891765,187.0429610891765,170.44168090820312,54.0,0.09335816651582718,0.0,163.83876037597656,0.135120689868927,-144.49421725210266,54000,0.1793430894613266,111.8917236328125,0.7077593803405762,0.8384581208229065,1.0,54.0,-177.27804565429688,238.9322340659109,7.610795021057129,2.825768232345581,43.736178099947864,0.0,54,1234.6757843494415
18.105764389038086,1000.0,55.0,166.0780792236328,7.428316116333008,177.31261848348962,177.31261848348962,173.06683349609375,55.0,0.08970366418361664,0.0,164.81124877929688,0.06854414194822311,-479.6645566850252,55000,0.17666886746883392,112.88662719726562,0.7098336219787598,0.8605360984802246,1.0,55.0,-177.8061065673828,225.86683787043933,7.121151924133301,2.8238677978515625,43.6768797121558,0.0,55,1259.2474637031555
27.369970321655273,1000.0,56.0,166.0170440673828,8.690070152282715,169.40234810834772,169.40234810834772,182.4866180419922,56.0,0.09265696257352829,0.0,164.55560302734375,0.4269663989543915,250.04053612622283,56000,0.17746026813983917,114.1099853515625,0.710283100605011,0.8040607571601868,1.0,56.0,-178.27813720703125,226.2985110535783,8.426502227783203,2.812678098678589,43.59479333126954,0.0,56,1284.5570702552795
32.28522872924805,1000.0,57.0,165.14950561523438,7.7204670906066895,166.25856448532457,166.25856448532457,182.31930541992188,57.0,0.09361906349658966,0.0,163.94761657714844,0.2845613658428192,45.14541028805451,57000,0.17798875272274017,115.29704284667969,0.7102243900299072,0.8122352957725525,1.0,57.0,-178.33758544921875,223.12038647874454,7.638024806976318,2.8129892349243164,43.52623913939669,0.0,57,1309.5549058914185
35.556575775146484,1000.0,58.0,165.93275451660156,8.466817855834961,166.77074081843816,166.77074081843816,181.5824432373047,58.0,0.09443972259759903,0.0,164.37869262695312,0.5252399444580078,170.0436499771842,58000,0.17877811193466187,116.45703125,0.710417628288269,0.7407867312431335,1.0,58.0,-178.76065063476562,222.20527033216592,8.3252534866333,2.816270112991333,43.48337017192936,0.0,58,1333.8432548046112
35.17409133911133,1000.0,59.0,166.78662109375,7.721444606781006,156.77331781673746,156.77331781673746,177.62583923339844,59.0,0.09315087646245956,0.0,165.60757446289062,0.41470226645469666,-11.792047595169617,59000,0.17752178013324738,117.36895751953125,0.7128517627716064,0.7891146540641785,1.0,59.0,-179.17010498046875,218.23921409610935,7.852266311645508,2.802433490753174,43.43813315895408,0.0,59,1358.2535829544067
26.888437271118164,1000.0,60.0,166.6453857421875,7.3017401695251465,156.66916837416298,156.66916837416298,183.7522430419922,60.0,0.09471144527196884,0.0,165.1923828125,0.41818633675575256,-177.51237275300932,60000,0.17851534485816956,118.47742462158203,0.712841808795929,0.7945067286491394,1.0,60.0,-179.27337646484375,211.6433543152907,7.005326747894287,2.8058557510375977,43.40097395871044,0.0,60,1382.457454919815
15.655325889587402,1000.0,61.0,166.00347900390625,8.437274932861328,155.85488981936942,155.85488981936942,183.89955139160156,61.0,0.09419205784797668,0.0,164.81005859375,0.24253840744495392,358.9454935100799,61000,0.17897944152355194,119.54756927490234,0.7129459381103516,0.838467001914978,1.0,61.0,-179.22084045410156,214.05814348241842,8.159956932067871,2.8080296516418457,43.39524775966917,0.0,61,1405.6838743686676
24.061979293823242,1000.0,62.0,166.37020874023438,7.219639778137207,155.9360948357087,155.9360948357087,183.90054321289062,62.0,0.09334354102611542,0.0,165.02655029296875,0.4508878290653229,363.2744538938842,62000,0.17931689321994781,120.57282257080078,0.7134033441543579,0.7878928780555725,1.0,62.0,-179.21713256835938,216.4648581664743,7.3963751792907715,2.811981439590454,43.40344472849587,0.0,62,1428.4580495357513
19.359525680541992,1000.0,63.0,166.79454040527344,7.476207256317139,156.95367100506206,156.95367100506206,183.4499053955078,63.0,0.09301440417766571,0.0,165.31163024902344,0.45936548709869385,331.27354153217465,63000,0.17965878546237946,121.56912994384766,0.7142376899719238,0.7730597257614136,1.0,63.0,-178.9810791015625,218.28721821989814,7.049274921417236,2.813983201980591,43.4079641824668,0.0,63,1451.3465716838837
9.022727966308594,1000.0,64.0,167.45323181152344,6.1811323165893555,158.64850550565723,158.64850550565723,183.5946044921875,64.0,0.09402342885732651,0.0,166.35031127929688,0.38970112800598145,683.5084294858891,64000,0.18039894104003906,122.5247802734375,0.7145236730575562,0.8303347826004028,1.0,64.0,-178.6572723388672,225.55629964592924,6.0010986328125,2.817708730697632,43.41332269668437,0.0,64,1474.2018353939056
31.532913208007812,1000.0,65.0,167.68788146972656,5.430566310882568,160.87366225893408,160.87366225893408,180.94300842285156,65.0,0.09358856081962585,0.0,166.44601440429688,0.4133966267108917,286.5555428972847,65000,0.1809631735086441,123.43267822265625,0.7149508595466614,0.8082892298698425,1.0,65.0,-177.96417236328125,226.49474954210393,5.205358028411865,2.823568820953369,43.41782999016844,0.0,65,1497.0808079242706
30.931398391723633,1000.0,66.0,168.27328491210938,5.8112897872924805,162.3852843551504,162.3852843551504,181.4098663330078,66.0,0.09288021177053452,0.0,166.97024536132812,0.34922096133232117,351.43144822890747,66000,0.18139319121837616,124.30963897705078,0.7153766751289368,0.8542572259902954,1.0,66.0,-177.6990966796875,228.38772982523733,5.331490516662598,2.8221120834350586,43.42124285749903,0.0,66,1519.9933409690857
