total/steps_per_second,reference_Q_mean,train/param_noise_distance,obs_rms_mean,param_noise_stddev,rollout/return,eval/episodes,train/loss_critic,rollout/return_history,ret_rms_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_std,eval/Q,rollout/actions_mean,eval/return,reference_Q_std,ret_rms_mean,total/duration,rollout/Q_mean,obs_rms_std,eval/return_history,reference_action_mean,total/steps,rollout/episodes,total/episodes,total/epochs,train/loss_actor,rollout/actions_std,rollout/episode_steps,reference_perturbed_action_mean,reference_action_std
83.97150602588476,476.37677001953125,0.2220587432384491,0.08583714067935944,0.0156587938752642,1501.7234408310833,617.0,336.812255859375,2490.68648266043,1.0,479.6763610839844,103.30642700195312,0.6254823803901672,548.7211303710938,-0.09991186857223511,3060.4992432152617,103.81026458740234,0.0,7347.730548143387,318.7360534667969,2.5182933807373047,2773.183525429879,-0.3232432007789612,617000,617.0,617.0,617,-506.25164794921875,0.642048180103302,1000.0,-0.35963404178619385,0.6406229734420776
83.96665381676857,477.3232116699219,0.2182517945766449,0.08603586256504059,0.01662212523270047,1504.1514645574305,618.0,101.66339111328125,2492.6426986512206,1.0,480.7499694824219,103.41452026367188,0.687763512134552,549.44140625,-0.10001645237207413,3120.136334574124,104.92391967773438,0.0,7360.064643621445,319.1073303222656,2.519456624984741,2774.816727114403,-0.24580465257167816,618000,618.0,618.0,618,-503.99493408203125,0.6422285437583923,1000.0,-0.19573156535625458,0.6754022240638733
83.96463986719743,478.49041748046875,0.17873185873031616,0.08605029433965683,0.015973535632157008,1504.7054673282992,619.0,190.07630920410156,2482.584863005251,1.0,482.35211181640625,101.54932403564453,0.6745197176933289,545.021728515625,-0.09999458491802216,2341.5178116336233,102.6588363647461,0.0,7372.150955200195,319.4592590332031,2.520545721054077,2770.4931866634583,-0.37873074412345886,619000,619.0,619.0,619,-506.26434326171875,0.6424465179443359,1000.0,-0.3892589509487152,0.664289116859436
83.95872493195405,477.9451904296875,0.1932574212551117,0.08612038195133209,0.01695622994987775,1504.3236731013358,620.0,540.35205078125,2471.303988483668,1.0,482.08563232421875,102.66043090820312,0.6986886262893677,543.8826293945312,-0.10003824532032013,2394.883901791051,103.07743072509766,0.0,7384.580941438675,319.7638244628906,2.5206384658813477,2767.8111469123473,-0.3888280689716339,620000,620.0,620.0,620,-509.55938720703125,0.6425773501396179,1000.0,-0.28244948387145996,0.6528857946395874
83.94260663229726,478.94451904296875,0.21088683605194092,0.08618100732564926,0.017999379770019416,1502.2911585683435,621.0,526.2853393554688,2448.4259238051513,1.0,482.4051818847656,102.81169891357422,0.6029232144355774,539.5819091796875,-0.09974098950624466,1996.634149783185,103.41403198242188,0.0,7397.911798477173,320.034423828125,2.519487142562866,2760.948261706524,-0.5567725300788879,621000,621.0,621.0,621,-505.7832946777344,0.6426697969436646,1000.0,-0.4550715982913971,0.5601244568824768
83.93128210955682,478.8455810546875,0.2871781885623932,0.0861499011516571,0.01695622994987775,1501.62471527794,622.0,370.369873046875,2438.9226961792892,1.0,482.47088623046875,100.70122528076172,0.6250540018081665,547.1533813476562,-0.09991449862718582,2863.450561112776,101.79917907714844,0.0,7410.82447886467,320.3504333496094,2.5196375846862793,2767.8691913412786,-0.35799989104270935,622000,622.0,622.0,622,-507.2872619628906,0.6427899599075317,1000.0,-0.3895064890384674,0.6309826970100403
83.92225186995219,478.5316467285156,0.23705194890499115,0.08625117689371109,0.016294603698363365,1503.2400036794936,623.0,10.690961837768555,2447.562245490104,1.0,482.9178466796875,102.45523834228516,0.6827176809310913,550.3892822265625,-0.10010077804327011,2963.413078367307,103.09673309326172,0.0,7423.5376925468445,320.710205078125,2.520920753479004,2768.1581508619365,-0.337552547454834,623000,623.0,623.0,623,-506.7166442871094,0.6429929137229919,1000.0,-0.322806715965271,0.6562322974205017
83.91598678087422,479.9612731933594,0.18223150074481964,0.08630027621984482,0.01662212523270047,1502.672245134129,624.0,187.25611877441406,2432.7053787509885,1.0,484.2074890136719,102.92577362060547,0.5980211496353149,543.6920166015625,-0.10003624111413956,2578.830478308527,103.363037109375,0.0,7436.008607387543,321.0089416503906,2.520763874053955,2762.2647679392544,-0.4340689182281494,624000,624.0,624.0,624,-509.5730895996094,0.643097996711731,1000.0,-0.35829198360443115,0.5905205011367798
83.90965352973068,480.34649658203125,0.18858514726161957,0.08635012060403824,0.01662212523270047,1504.4286364102607,625.0,86.9679946899414,2430.3463955487155,1.0,484.06842041015625,101.2435073852539,0.6782802939414978,550.0371704101562,-0.10026020556688309,2970.6584391245788,102.25293731689453,0.0,7448.487435102463,321.37255859375,2.5211880207061768,2761.492866350348,-0.2779187858104706,625000,625.0,625.0,625,-511.64410400390625,0.6432155966758728,1000.0,-0.27177366614341736,0.651663601398468
83.9023809084004,479.86602783203125,0.20941132307052612,0.08635418117046356,0.016294603698363365,1505.0923985128486,626.0,427.7583312988281,2422.1672866521453,1.0,483.5528869628906,100.14077758789062,0.6469907760620117,552.0269775390625,-0.1004621610045433,3253.271785307071,100.45480346679688,0.0,7461.051679611206,321.7245788574219,2.5214900970458984,2762.3387239228055,-0.33724865317344666,626000,626.0,626.0,626,-512.111572265625,0.6433522701263428,1000.0,-0.3572979271411896,0.6518360376358032
83.88603868846727,478.89373779296875,0.1928570419549942,0.08649463206529617,0.016294603698363365,1507.2146219672327,627.0,722.8839721679688,2423.87293406196,1.0,483.277099609375,101.55834197998047,0.6795095801353455,546.8954467773438,-0.1005885899066925,2723.8705630649074,103.17579650878906,0.0,7474.426135778427,322.0859069824219,2.5224416255950928,2760.9993777067175,-0.3048194348812103,627000,627.0,627.0,627,-510.1773376464844,0.643501877784729,1000.0,-0.24799342453479767,0.6423372626304626
