rollout/Q_mean,rollout/episode_steps,rollout/episodes,obs_rms_std,train/loss_critic,rollout/return,rollout/actions_mean,ret_rms_mean,param_noise_stddev,train/loss_actor,ret_rms_std,total/episodes,reference_Q_std,total/epochs,total/steps,total/steps_per_second,reference_actor_Q_std,eval/episodes,eval/Q,rollout/return_history,obs_rms_mean,reference_Q_mean,total/duration,reference_perturbed_action_std,reference_action_std,train/param_noise_distance,reference_perturbed_action_mean,reference_action_mean,rollout/actions_std,eval/return,reference_actor_Q_mean,eval/return_history
173.74070739746094,1000.0,503.0,3.1619279384613037,29.297704696655273,674.6357180382179,0.026753203943371773,0.0,0.023313810312614227,-203.75765991210938,1.0,503.0,2.0199270248413086,503,503000,92.23621688859939,1.9859089851379395,503.0,205.88148498535156,893.9516131630023,0.20244497060775757,198.4167022705078,5453.389318943024,0.651239812374115,0.668210506439209,0.2042877972126007,-0.3263877332210541,-0.2580088675022125,0.7283838987350464,1037.700728867697,200.21949768066406,1017.0313825432597
173.8041229248047,1000.0,504.0,3.162172317504883,16.09324836730957,675.3616192861169,0.026384275406599045,0.0,0.022854436146078055,-203.49134826660156,1.0,504.0,2.0221948623657227,504,504000,92.2318749664792,1.9774469137191772,504.0,205.85777282714844,894.1181515690344,0.2024211585521698,198.00196838378906,5464.488282203674,0.6886212825775146,0.6868582367897034,0.21364825963974,-0.17774830758571625,-0.18575519323349,0.7284196615219116,1017.4500724800221,199.386962890625,1017.5867576977948
173.8649139404297,1000.0,505.0,3.1628427505493164,68.2267074584961,675.7088289188321,0.026173185557127,0.0,0.023313810312614227,-203.88636779785156,1.0,505.0,2.2239725589752197,505,505000,92.22838937410246,1.9759986400604248,505.0,206.1450958251953,893.2528830052913,0.20242491364479065,197.96536254882812,5475.537450313568,0.6645256280899048,0.6581003069877625,0.169422909617424,-0.20406824350357056,-0.18088674545288086,0.7284283638000488,968.9810968268117,199.7577667236328,1017.7466872887869
173.9292755126953,1000.0,506.0,3.1627085208892822,66.37199401855469,676.4796187475191,0.026017645373940468,0.0,0.023313810312614227,-203.87771606445312,1.0,506.0,1.9926530122756958,506,506000,92.22515649085103,2.0000739097595215,506.0,205.4991912841797,894.7705714051132,0.20246170461177826,197.76475524902344,5486.572419643402,0.6576966047286987,0.656590461730957,0.21503131091594696,-0.2688521444797516,-0.2529277503490448,0.7284461259841919,966.0832048248403,199.7427215576172,1017.0857712442138
173.9891815185547,1000.0,507.0,3.163128137588501,94.13001251220703,676.7427636466198,0.02557976357638836,0.0,0.02240411346542305,-204.1176300048828,1.0,507.0,1.822899341583252,507,507000,92.22157658851826,1.8201863765716553,507.0,206.76174926757812,890.2365676435677,0.20243382453918457,198.416259765625,5497.628849506378,0.6504881978034973,0.6380311250686646,0.2046303153038025,-0.3136765658855438,-0.3080938458442688,0.7284972667694092,1116.9069133846365,200.04263305664062,1018.4864564691229
174.05284118652344,1000.0,508.0,3.1627795696258545,28.8995418548584,677.2206672955887,0.025329042226076126,0.0,0.023313810312614227,-204.2834014892578,1.0,508.0,1.7885141372680664,508,508000,92.21724114074507,1.8853257894515991,508.0,205.9677276611328,889.0615854039387,0.20244452357292175,198.44680786132812,5508.731271028519,0.667077362537384,0.6713731288909912,0.20908601582050323,-0.3239459991455078,-0.31932148337364197,0.7284712195396423,932.0059026086786,200.00051879882812,1017.3209640069836
174.1147003173828,1000.0,509.0,3.1629445552825928,68.35919189453125,677.6208412303314,0.024796629324555397,0.0,0.023782417899897774,-204.28082275390625,1.0,509.0,1.9959551095962524,509,509000,92.21323632247706,2.026092529296875,509.0,206.14602661132812,888.834155358218,0.20242445170879364,198.80731201171875,5519.814945220947,0.6808697581291199,0.665301501750946,0.19709964096546173,-0.26274019479751587,-0.3415147364139557,0.7285369634628296,873.8507506557064,200.40286254882812,1016.2614838928116
174.17715454101562,1000.0,510.0,3.1629719734191895,67.24932098388672,678.0952420024915,0.024303153157234192,0.0,0.022854436146078055,-204.3371124267578,1.0,510.0,1.8975255489349365,510,510000,92.20920758426121,1.9261863231658936,510.0,205.21495056152344,887.0530816555728,0.20243214070796967,197.99325561523438,5530.901016950607,0.6617744565010071,0.6223102807998657,0.21599555015563965,-0.26729559898376465,-0.3392958641052246,0.7286438941955566,956.1057067922727,199.61001586914062,1017.0445970289599
174.23849487304688,1000.0,511.0,3.1633379459381104,55.330894470214844,678.5497476321865,0.0238177590072155,0.0,0.022854436146078055,-203.9328155517578,1.0,511.0,1.8556915521621704,511,511000,92.2052623504929,1.7189198732376099,511.0,206.461181640625,887.9780086130517,0.20239727199077606,198.5631103515625,5541.983038425446,0.6873197555541992,0.6551790833473206,0.17523536086082458,-0.18717652559280396,-0.22726266086101532,0.7287293672561646,974.4469223659095,200.35787963867188,1017.3086550246746
174.28890991210938,1000.0,512.0,3.1610019207000732,49.738155364990234,676.5387536255419,0.023710638284683228,0.0,0.023782417899897774,-204.12818908691406,1.0,512.0,1.9006359577178955,512,512000,92.20128230781125,1.814863920211792,512.0,206.48377990722656,881.6909997537871,0.2023489773273468,199.15567016601562,5553.0681047439575,0.632145345211029,0.6349772214889526,0.21240440011024475,-0.31204286217689514,-0.29606324434280396,0.729116678237915,1085.3746370863673,200.82318115234375,1017.9512495941411
174.35142517089844,1000.0,513.0,3.160921335220337,29.341779708862305,677.2756011372223,0.023239681497216225,0.0,0.024748079434129402,-204.3111114501953,1.0,513.0,1.9142227172851562,513,513000,92.19515025399112,1.8912467956542969,513.0,206.62335205078125,880.4594033084254,0.2023402601480484,199.2192840576172,5564.284006118774,0.6967618465423584,0.6737515330314636,0.18565231561660767,-0.09634595364332199,-0.16935092210769653,0.7291082739830017,909.3131204882144,200.8287353515625,1016.6824730299386
174.41416931152344,1000.0,514.0,3.1608963012695312,42.585872650146484,677.9144037697852,0.023217903450131416,0.0,0.024748079434129402,-204.71580505371094,1.0,514.0,1.6837414503097534,514,514000,92.1900921789425,1.6445515155792236,514.0,204.93919372558594,880.2238869246057,0.20239198207855225,198.86788940429688,5575.436447143555,0.6608995795249939,0.665015459060669,0.17978376150131226,-0.31313955783843994,-0.3029066026210785,0.7291804552078247,678.7906124455574,200.44613647460938,1011.6494847907657
