ret_rms_std,reference_actor_Q_std,train/loss_critic,rollout/Q_mean,train/param_noise_distance,eval/return,total/steps_per_second,ret_rms_mean,rollout/return_history,rollout/episode_steps,reference_Q_std,rollout/actions_mean,total/episodes,eval/Q,reference_perturbed_action_std,reference_action_mean,rollout/actions_std,total/epochs,eval/episodes,reference_perturbed_action_mean,rollout/episodes,reference_Q_mean,obs_rms_mean,train/loss_actor,total/duration,param_noise_stddev,reference_action_std,total/steps,eval/return_history,rollout/return,obs_rms_std,reference_actor_Q_mean
1.0,0.3484988808631897,2.272172451019287,9.513323783874512,0.4375823438167572,327.6598787516187,81.39057971351971,0.0,173.3650637664994,34.32142857142857,0.7158235311508179,0.133152037858963,28.0,20.451927185058594,0.49960219860076904,0.2487746924161911,0.5124556422233582,1,1.0,0.2798325717449188,28.0,20.820640563964844,1.4357815980911255,-20.06993293762207,12.286434173583984,0.16720346283821505,0.40535783767700195,1000,327.6598787516187,173.3650637664994,5.378137588500977,20.901947021484375
1.0,1.169640064239502,5.485855579376221,19.91030502319336,0.6069366931915283,318.1442483378829,82.97248572446026,0.0,171.9349198200797,34.275862068965516,2.1336429119110107,0.13676628470420837,58.0,41.910362243652344,0.5526710152626038,0.028603816404938698,0.5426657199859619,2,2.0,0.113001748919487,58.0,43.24348068237305,1.4361817836761475,-41.95355987548828,24.104376077651978,0.1370306733903066,0.4951140582561493,2000,322.90206354475083,171.9349198200797,5.946533679962158,43.530582427978516
1.0,3.4983017444610596,8.349041938781738,30.41900062561035,0.48447373509407043,243.11622907871796,84.11728701822595,0.0,180.20880080395767,36.13253012048193,5.184647083282471,0.10179112106561661,83.0,61.77004623413086,0.5777840614318848,0.0028061524499207735,0.5584201812744141,3,3.0,0.11116088926792145,83.0,65.16134643554688,1.4572831392288208,-63.133888244628906,35.664488315582275,0.11230273064362171,0.5913088917732239,3000,296.30678538940657,180.20880080395767,6.156628131866455,65.73483276367188
1.0,4.460810661315918,9.348987579345703,40.79401397705078,0.4955196976661682,225.2897307229112,84.65170429760781,0.0,189.18876727400166,36.888888888888886,6.306259632110596,0.1016397476196289,108.0,83.44863891601562,0.6799837946891785,0.10456568002700806,0.5740455389022827,4,4.0,0.04041772708296776,108.0,88.0169677734375,1.499215841293335,-83.8020248413086,47.25244498252869,0.09203708190275892,0.6540580987930298,4000,278.5525217227827,185.54735733432452,6.6571173667907715,88.94578552246094
1.0,10.299954414367676,10.958510398864746,51.17973709106445,0.41507259011268616,338.5431964625061,84.7895300792163,0.0,202.3231291892789,38.9375,13.410953521728516,0.11001700162887573,128.0,107.42170715332031,0.6902713179588318,0.036345936357975006,0.5912903547286987,5,5.0,-0.024210961535573006,128.0,108.60164642333984,1.5602366924285889,-101.7752456665039,58.969544887542725,0.07542848153938683,0.6941084265708923,5000,290.5506566707274,195.98855237804588,6.549882411956787,110.28036499023438
1.0,16.974672317504883,20.545984268188477,61.610687255859375,0.4274516701698303,299.1367729503089,84.76491500998114,0.0,216.7478871460627,40.51020408163265,21.333703994750977,0.1012139841914177,147.0,115.9526596069336,0.7141056656837463,0.13067281246185303,0.6115100979804993,6,6.0,0.1021355614066124,147.0,128.18814086914062,1.5888769626617432,-119.92857360839844,70.78400301933289,0.06181699495154324,0.7017287611961365,6000,291.98167605065765,203.08281568691018,6.627633094787598,130.63705444335938
1.0,32.07591247558594,16.890356063842773,71.73728942871094,0.35410118103027344,269.54758156853234,84.78829651683775,0.0,239.65103308277168,42.607361963190186,36.463626861572266,0.10664045065641403,163.0,139.16061401367188,0.7188929319381714,0.12120513617992401,0.6274096369743347,7,7.0,0.09160067141056061,163.0,143.02517700195312,1.6590877771377563,-137.8551025390625,82.55856394767761,0.05066177638540577,0.72947096824646,7000,288.77680541035403,213.03532881171358,6.4722771644592285,146.69302368164062
1.0,45.84731674194336,22.09551429748535,80.89996337890625,0.2988050878047943,232.74393384677174,85.11969635130293,0.0,249.12958061969047,43.60109289617486,48.7673225402832,0.11674896627664566,183.0,155.0979766845703,0.7213720679283142,0.18739807605743408,0.6398188471794128,8,8.0,0.18016090989112854,183.0,158.06532287597656,1.7086342573165894,-153.0972442626953,93.98529767990112,0.04151957869412388,0.7282932996749878,8000,281.77269646490623,217.87042911856568,6.4029645919799805,162.05050659179688
1.0,49.842655181884766,26.442283630371094,89.2289047241211,0.2596997022628784,357.3153081355259,85.12692927956643,0.0,258.33544492283653,44.004901960784316,54.13716125488281,0.12772274017333984,204.0,178.1781005859375,0.7364594340324402,0.10960131883621216,0.6516702175140381,9,9.0,0.14094842970371246,204.0,177.62548828125,1.75283682346344,-168.77114868164062,105.72447609901428,0.034027141129503384,0.7301582098007202,9000,290.16631998386396,220.74991543052593,6.4677629470825195,182.49978637695312
1.0,58.81915283203125,29.097169876098633,97.81697845458984,0.2647327482700348,300.4208517048242,85.31499213747318,0.0,260.2135612393773,44.549107142857146,62.33497619628906,0.12901706993579865,224.0,192.233642578125,0.700831413269043,0.14756284654140472,0.6604617238044739,10,10.0,0.1287185549736023,224.0,191.25164794921875,1.7594956159591675,-179.8106231689453,117.2126932144165,0.027886755354071244,0.7028219103813171,10000,291.19177315596,223.30383118238956,6.630387306213379,196.52784729003906
