eval/episodes,total/episodes,rollout/return,total/steps,reference_actor_Q_mean,reference_action_std,eval/Q,ret_rms_mean,rollout/return_history,rollout/Q_mean,rollout/actions_mean,reference_Q_mean,rollout/actions_std,total/epochs,obs_rms_std,reference_perturbed_action_std,reference_actor_Q_std,eval/return_history,rollout/episodes,reference_perturbed_action_mean,reference_Q_std,total/duration,train/loss_actor,total/steps_per_second,eval/return,ret_rms_std,param_noise_stddev,train/param_noise_distance,train/loss_critic,reference_action_mean,rollout/episode_steps,obs_rms_mean
1.0,38.0,119.83372617882077,1000,37.38302230834961,0.7249071002006531,37.06238555908203,0.0,119.83372617882077,18.00701141357422,0.13948629796504974,36.28950500488281,0.7675053477287292,1,9.282642364501953,0.7762073278427124,8.824877738952637,158.07727667531194,38.0,0.06231950968503952,9.839598655700684,21.242072820663452,-37.0219841003418,47.07638507986091,158.07727667531194,1.0,0.16720346283821505,0.7584959864616394,2.8947324752807617,0.12581948935985565,26.07894736842105,1.0264670848846436
2.0,77.0,117.89926123196493,2000,71.44931030273438,0.7410611510276794,69.6246337890625,0.0,117.89926123196493,35.58955383300781,0.1333739012479782,68.83203125,0.7805873155593872,2,8.959907531738281,0.7570247054100037,24.91765022277832,164.7986133565076,77.0,0.15665091574192047,26.664426803588867,42.1976580619812,-71.44671630859375,47.39599522471933,171.51995003770324,1.0,0.1370306733903066,0.844251275062561,3.7105045318603516,0.1839970201253891,25.792207792207794,1.0398967266082764
3.0,102.0,137.5152809523044,3000,106.13346862792969,0.7900127172470093,113.644775390625,0.0,138.4271001356568,54.16892623901367,0.16619418561458588,101.044189453125,0.7811288833618164,3,8.458542823791504,0.7378174662590027,43.16415786743164,188.56246093021437,102.0,0.3167082965373993,46.19129180908203,63.37834644317627,-109.6767349243164,47.33477864856791,236.0901560776279,1.0,0.11230273064362171,0.7786656618118286,13.394805908203125,0.18751561641693115,29.362745098039216,1.3072764873504639
4.0,125.0,149.79687565905164,4000,143.97003173828125,0.7794546484947205,158.82965087890625,0.0,159.937924555775,72.55992126464844,0.19835001230239868,136.1455078125,0.7729614973068237,4,8.415420532226562,0.7831357717514038,54.27865982055664,188.91195232500843,125.0,0.30504000186920166,60.79960250854492,84.34191536903381,-150.27182006835938,47.426003814333605,189.96042650939057,1.0,0.09203708190275892,0.6440696716308594,21.51372718811035,0.2744869589805603,32.0,1.4322482347488403
5.0,143.0,162.33710666149818,5000,180.75668334960938,0.7905523777008057,191.17005920410156,0.0,182.51626400891786,92.79851531982422,0.2129986733198166,170.41146850585938,0.7757655382156372,5,8.199962615966797,0.8219484090805054,68.14976501464844,192.797586122125,143.0,0.20040254294872284,74.98628997802734,105.54232954978943,-185.80145263671875,47.374357012285365,208.3401213105914,1.0,0.07542848153938683,0.5560377240180969,21.27375030517578,0.23967333137989044,34.40559440559441,1.57831609249115
6.0,165.0,171.05093393428683,6000,211.51498413085938,0.8048056960105896,205.72605895996094,0.0,204.27160843707082,108.90110778808594,0.22095298767089844,200.09384155273438,0.7811325788497925,6,8.119994163513184,0.819148600101471,87.8260269165039,222.94725838532113,165.0,0.22494852542877197,94.98851776123047,126.853590965271,-208.22901916503906,47.29862161838709,373.69561970130184,1.0,0.06181699495154324,0.531204879283905,26.951635360717773,0.2742292582988739,36.23030303030303,1.657812237739563
7.0,181.0,183.10022570313635,7000,234.34129333496094,0.7994150519371033,247.61288452148438,0.0,235.85052537935763,125.22404479980469,0.23243071138858795,222.30743408203125,0.7819189429283142,7,7.947096824645996,0.8055529594421387,116.04579162597656,219.0738572983249,181.0,0.25876060128211975,121.78759002685547,147.8651168346405,-234.45068359375,47.34044208566238,195.8334507763476,1.0,0.05066177638540577,0.5252231359481812,43.581363677978516,0.2585272490978241,38.646408839779006,1.7366329431533813
8.0,196.0,193.54689885901476,8000,271.25823974609375,0.8132082223892212,262.4601135253906,0.0,248.98068874227704,139.1627655029297,0.23984894156455994,254.75283813476562,0.7840065956115723,8,7.841946125030518,0.7949514389038086,132.43746948242188,223.1552744137739,196.0,0.2456386834383011,139.5417022705078,168.95794582366943,-262.8747863769531,47.34906050733528,251.72519422191644,1.0,0.04151957869412388,0.46626898646354675,81.26363372802734,0.20824488997459412,40.704081632653065,1.8067729473114014
9.0,215.0,199.5720369895179,9000,314.18121337890625,0.8281275033950806,273.03680419921875,0.0,264.4124023741228,154.00135803222656,0.24373473227024078,297.3519287109375,0.7858277559280396,9,7.835555076599121,0.8183832168579102,148.7872772216797,232.171009064559,215.0,0.16191866993904114,155.77529907226562,190.1282021999359,-297.0186767578125,47.33648083694463,304.29688627083976,1.0,0.034027141129503384,0.39368316531181335,99.34789276123047,0.13658809661865234,41.818604651162794,1.849581003189087
10.0,231.0,205.25928733193655,10000,340.927001953125,0.863898754119873,266.45367431640625,0.0,271.8404721089467,169.1597900390625,0.2321946620941162,324.2923583984375,0.7925307750701904,10,7.896974086761475,0.8546615242958069,174.9813690185547,241.78600833825763,231.0,0.11949875950813293,182.1232452392578,211.55873656272888,-319.19061279296875,47.26819682549446,328.3210018015452,1.0,0.027886755354071244,0.34166955947875977,144.93862915039062,0.03476259857416153,42.97835497835498,1.8673728704452515
