reference_Q_std,total/epochs,obs_rms_mean,total/duration,rollout/return_history,reference_Q_mean,eval/Q,reference_action_mean,eval/return_history,reference_action_std,total/steps_per_second,rollout/actions_mean,obs_rms_std,param_noise_stddev,reference_actor_Q_mean,reference_actor_Q_std,rollout/Q_mean,ret_rms_mean,train/loss_actor,ret_rms_std,total/episodes,rollout/episode_steps,train/param_noise_distance,rollout/actions_std,rollout/return,reference_perturbed_action_mean,total/steps,train/loss_critic,eval/episodes,reference_perturbed_action_std,rollout/episodes,eval/return
2.5218207836151123,1,1.3088548183441162,12.081071615219116,170.91500129499858,20.321453094482422,20.973787307739258,-0.05219215527176857,282.53818355231493,0.485905259847641,82.77411407281545,0.029943708330392838,6.3814568519592285,0.16720346283821505,20.589216232299805,1.7733784914016724,9.545269966125488,0.0,-19.88147735595703,1.0,29.0,34.48275862068966,0.5083882808685303,0.5661981105804443,170.91500129499858,0.02473871223628521,1000,2.730975389480591,1.0,0.6584241986274719,29.0,282.53818355231493
6.98069953918457,2,1.2706220149993896,23.461685180664062,169.1814952487558,42.110984802246094,35.78921890258789,-0.2977798283100128,188.66640584977893,0.5519974231719971,85.24536854873064,-0.04833240061998367,6.366384983062744,0.1370306733903066,42.77301025390625,5.295642852783203,19.646934509277344,0.0,-41.38017272949219,1.0,59.0,33.88135593220339,0.41598498821258545,0.596057116985321,169.1814952487558,-0.19313682615756989,2000,5.629171371459961,2.0,0.5873621106147766,59.0,94.79462814724295
12.036341667175293,3,1.1859638690948486,34.918612003326416,170.11607377739819,62.5950813293457,65.25178527832031,-0.018025636672973633,202.59428614973638,0.528613805770874,85.91406782475242,-0.07372955977916718,6.146875858306885,0.11230273064362171,63.90393829345703,9.960351943969727,30.383197784423828,0.0,-61.41505432128906,1.0,87.0,34.14942528735632,0.47840166091918945,0.5931777954101562,170.11607377739819,-0.05339039862155914,3000,3.816160202026367,3.0,0.5783819556236267,87.0,230.4500467496513
20.691675186157227,4,1.2066638469696045,46.509565591812134,176.03450811491496,80.79283142089844,81.32457733154297,0.08953547477722168,228.71504826611044,0.6617292165756226,86.00381338982422,-0.07577062398195267,6.047216415405273,0.09203708190275892,82.68156433105469,18.770248413085938,40.03410339355469,0.0,-80.07909393310547,1.0,115.0,34.356521739130436,0.5149040818214417,0.5991774797439575,172.00133882972435,0.06682907789945602,4000,6.346826553344727,4.0,0.628477156162262,115.0,307.07733461523264
31.073328018188477,5,1.2526609897613525,58.01397228240967,180.31478275922174,96.73773956298828,104.70428466796875,0.18739767372608185,229.2239173912075,0.6075893044471741,86.18613418953976,-0.06323231011629105,5.956680774688721,0.07542848153938683,98.75755310058594,29.879255294799805,50.21506881713867,0.0,-96.82711791992188,1.0,139.0,35.65467625899281,0.4106995165348053,0.6071820855140686,179.57207416209104,0.19037474691867828,5000,9.87695026397705,5.0,0.5624133944511414,139.0,231.2593938915956
40.50167465209961,6,1.3351023197174072,69.6875364780426,196.38944460403818,112.13636779785156,123.06015014648438,0.30827653408050537,242.0037750314077,0.6167786717414856,86.09860964005381,-0.027718381956219673,6.131643295288086,0.06181699495154324,116.21080017089844,38.5623779296875,58.97103500366211,0.0,-116.30329132080078,1.0,163.0,36.533742331288344,0.3925372362136841,0.6094737648963928,184.6286374116363,0.26595133543014526,6000,13.568524360656738,6.0,0.5977383255958557,163.0,305.90306323240884
48.68476104736328,7,1.4175604581832886,81.42162680625916,220.2378114654739,128.28150939941406,121.76898193359375,0.35202187299728394,240.74870060541022,0.6077492833137512,85.97224440941638,-0.0012079898733645678,6.125744342803955,0.05066177638540577,133.66348266601562,45.52960968017578,68.71928405761719,0.0,-135.48623657226562,1.0,182.0,38.395604395604394,0.43023818731307983,0.6139697432518005,194.64401938455518,0.33003342151641846,7000,12.904504776000977,7.0,0.5904194712638855,182.0,233.21825404942516
56.304107666015625,8,1.4811900854110718,93.47766089439392,237.38657440602137,144.6175079345703,153.04605102539062,0.27848750352859497,258.0611205875647,0.6603469848632812,85.58194464277378,0.02940957620739937,6.155047416687012,0.04151957869412388,149.43832397460938,53.7913703918457,78.787841796875,0.0,-152.9441375732422,1.0,197.0,40.46700507614213,0.3576400578022003,0.6219047904014587,204.18131900231234,0.2943178713321686,8000,37.67754364013672,8.0,0.6273581385612488,197.0,379.2480604626458
68.3603515625,9,1.5254607200622559,105.3916118144989,260.0047991074748,153.73724365234375,181.01080322265625,0.20523232221603394,265.10081728748605,0.7013280987739563,85.39579047183578,0.03634285926818848,6.097555637359619,0.034027141129503384,160.0308837890625,66.06451416015625,89.21817016601562,0.0,-171.52471923828125,1.0,211.0,42.502369668246445,0.30838072299957275,0.6317696571350098,213.83691717984553,0.18143168091773987,9000,21.595121383666992,9.0,0.7030982375144958,211.0,321.4183908868566
78.0855712890625,10,1.5910724401474,117.30089402198792,278.07050990049856,170.51495361328125,180.12118530273438,0.22253011167049408,267.18112870463943,0.7138080596923828,85.25084214725176,0.05719003826379776,6.086993217468262,0.027886755354071244,178.5970001220703,75.1628189086914,98.42286682128906,0.0,-187.1037139892578,1.0,229.0,43.519650655021834,0.24060824513435364,0.6373971104621887,220.11315184489936,0.18969295918941498,10000,27.080759048461914,10.0,0.7166271209716797,229.0,285.90393145902016
85.49930572509766,11,1.6302746534347534,129.18867945671082,290.27964401498616,186.00579833984375,203.45278930664062,0.22877620160579681,273.17555117897666,0.7180699706077576,85.14677947215905,0.0686570405960083,6.13425874710083,0.022854436146078055,193.9223175048828,82.3205795288086,106.49981689453125,0.0,-202.97572326660156,1.0,248.0,44.274193548387096,0.2250445932149887,0.6431789994239807,224.6474958198251,0.31310898065567017,11000,30.586336135864258,11.0,0.6858276128768921,248.0,333.1197759223494
93.59266662597656,12,1.6654033660888672,141.0619854927063,304.7703187081061,199.02442932128906,206.24717712402344,0.21446025371551514,276.03491743338503,0.7222186923027039,85.06898551077369,0.07639773935079575,6.091030597686768,0.021962663920618616,207.96978759765625,89.51056671142578,114.7880859375,0.0,-217.3340301513672,1.0,265.0,45.264150943396224,0.204358771443367,0.6484237313270569,230.56661130748617,0.18967562913894653,12000,35.15126037597656,12.0,0.7293699383735657,265.0,307.4879462318769
100.3928451538086,13,1.704852819442749,152.98097348213196,312.36881935431177,213.15884399414062,221.8230743408203,0.26812979578971863,275.92904229845954,0.7058877348899841,84.97788779935034,0.09129086881875992,6.091335296630859,0.02152991267583435,224.05865478515625,96.26091003417969,122.7280502319336,0.0,-226.9368896484375,1.0,281.0,46.22775800711744,0.19259364902973175,0.6523744463920593,235.87825547427312,0.29404789209365845,13000,43.270851135253906,13.0,0.6892902255058289,281.0,274.65854067935385
108.12909698486328,14,1.7414709329605103,164.97497034072876,312.6110940213491,229.95999145507812,217.9772186279297,0.17594461143016815,278.6357049881795,0.7344565391540527,84.8613578840796,0.10393252968788147,6.0897722244262695,0.0211056883401964,242.44569396972656,103.64524841308594,130.44580078125,0.0,-240.62547302246094,1.0,297.0,47.0942760942761,0.1905289590358734,0.6565444469451904,240.68966075956374,0.21975193917751312,14000,46.58199691772461,14.0,0.7215287089347839,297.0,313.82231995453884
116.60842895507812,15,1.7647777795791626,176.8886957168579,305.95782253645865,244.759521484375,243.28857421875,0.21761003136634827,279.0603605763403,0.7158459424972534,84.79908757996718,0.11654037237167358,6.1656084060668945,0.020689822899908242,258.0721740722656,111.96749877929688,138.12338256835938,0.0,-246.64112854003906,1.0,314.0,47.761146496815286,0.17955800890922546,0.661910891532898,243.9390076911429,0.21483376622200012,15000,67.96858215332031,15.0,0.7259900569915771,314.0,285.00553881059244
125.12112426757812,16,1.762309193611145,188.77561402320862,307.2589429441015,257.32525634765625,258.02490234375,0.19720949232578278,282.4562078420197,0.7190362215042114,84.75671014389027,0.11683019250631332,6.216656684875488,0.019882513137642284,267.7978515625,121.79205322265625,146.5472869873047,0.0,-260.26080322265625,1.0,331.0,48.32628398791541,0.20735293626785278,0.6646782159805298,246.6400795869179,0.17225706577301025,16000,70.04487609863281,16.0,0.729287326335907,331.0,333.39391682720975
137.5946502685547,17,1.7757198810577393,200.7498962879181,314.34781462496125,259.0468444824219,278.0987243652344,0.14003419876098633,287.22837033189074,0.7384291291236877,84.68248459574983,0.11886655539274216,6.2327470779418945,0.019882513137642284,270.0701904296875,134.08859252929688,153.78762817382812,0.0,-266.84344482421875,1.0,346.0,49.040462427745666,0.1805274337530136,0.6671589016914368,250.4334020345787,0.20506824553012848,17000,82.82878875732422,17.0,0.7203891277313232,346.0,363.5829701698276
140.37144470214844,18,1.778037190437317,212.6647138595581,315.03235175501743,273.0876159667969,322.23779296875,0.12904764711856842,287.23903717782673,0.7495843768119812,84.64027564011884,0.11992147564888,6.256960391998291,0.019490749081111935,284.91412353515625,136.84400939941406,160.43020629882812,0.0,-270.6631164550781,1.0,362.0,49.60220994475138,0.2043335735797882,0.6696627140045166,253.25865279322161,0.12002283334732056,18000,88.818603515625,18.0,0.7508400082588196,362.0,287.420373558739
