rollout/return,train/loss_actor,total/steps,total/steps_per_second,eval/return_history,reference_action_std,total/epochs,ret_rms_std,rollout/actions_mean,reference_Q_mean,reference_action_mean,reference_Q_std,eval/episodes,rollout/episode_steps,param_noise_stddev,reference_actor_Q_mean,train/loss_critic,obs_rms_mean,rollout/Q_mean,obs_rms_std,eval/return,rollout/actions_std,rollout/return_history,reference_perturbed_action_std,train/param_noise_distance,reference_actor_Q_std,eval/Q,total/duration,total/episodes,rollout/episodes,ret_rms_mean,reference_perturbed_action_mean
-102.73466044915257,-4.92158317565918,1000,54.23631467651405,-546.6419378841315,0.911602795124054,1,1.0,-0.42832398414611816,4.220198631286621,0.30811285972595215,1.6807094812393188,1.0,1000.0,0.18105739093859663,4.716050624847412,0.10363506525754929,-0.08016195893287659,2.2969472408294678,1.7337003946304321,-546.6419378841315,0.4800174832344055,-102.73466044915257,0.8448668122291565,0.26619753241539,1.6106122732162476,2.1303863525390625,18.437830924987793,1.0,1.0,0.0,0.13607458770275116
-579.9464547115158,-8.13914680480957,2000,54.716458183022915,-420.90388826325045,0.6810556054115295,2,1.0,-0.15506434440612793,10.50440788269043,-0.38881516456604004,1.4565726518630981,2.0,1000.0,0.15440959267203633,11.100016593933105,0.15065725147724152,-0.04589847847819328,2.199957847595215,1.6956379413604736,-295.16583864236935,0.7464880347251892,-579.9464547115158,0.7759328484535217,0.47618231177330017,1.3007104396820068,9.988137245178223,36.55207347869873,2.0,2.0,0.0,-0.14910390973091125
-486.6965328968072,-11.354970932006836,3000,54.91485617415782,-204.3902834625893,0.6395797729492188,3,1.0,-0.18019463121891022,14.361680030822754,-0.2747671604156494,1.7328189611434937,3.0,1000.0,0.12654552784140155,14.859235763549805,0.17624935507774353,-0.047352343797683716,4.881537437438965,1.6030546426773071,228.63692613873295,0.7534201741218567,-486.6965328968072,0.710749626159668,0.5100955367088318,1.586172342300415,16.111602783203125,54.63002562522888,3.0,3.0,0.0,-0.29552385210990906
-412.14326767235195,-15.067211151123047,4000,55.07330478609646,-60.961819981237284,0.6067430377006531,4,1.0,-0.2495540976524353,17.397602081298828,-0.1708350032567978,2.002819299697876,4.0,1000.0,0.10370968758833489,18.03852081298828,0.28271758556365967,-0.058733657002449036,7.593108654022217,1.4821743965148926,369.3235704628188,0.7336021661758423,-412.14326767235195,0.6804277896881104,0.5359302759170532,1.7327781915664673,19.04618263244629,72.63046979904175,4.0,4.0,0.0,-0.3508518636226654
-412.4608821676855,-19.706256866455078,5000,55.12317866616239,8.502693626418624,0.6378066539764404,5,1.0,-0.3059994876384735,20.902828216552734,-0.1666584461927414,1.5897372961044312,5.0,1000.0,0.0849947009834283,21.485483169555664,0.48071911931037903,-0.07278978824615479,10.446979522705078,1.3454358577728271,286.36074805704226,0.7243982553482056,-412.4608821676855,0.7084040641784668,0.5669195652008057,1.411363124847412,22.436908721923828,90.70594477653503,5.0,5.0,0.0,-0.04494383931159973
-336.22776825297075,-22.78253936767578,6000,55.18316889035276,71.97541898250593,0.6786170601844788,6,1.0,-0.28260335326194763,24.191143035888672,-0.08215378224849701,1.7336324453353882,6.0,1000.0,0.06965693719894053,24.765304565429688,0.5781732797622681,-0.06015937402844429,12.229998588562012,1.4340320825576782,389.3390457629424,0.725968599319458,-336.22776825297075,0.6972312331199646,0.4387349784374237,1.5460143089294434,25.446134567260742,108.72880482673645,6.0,6.0,0.0,-0.30098626017570496
-252.70023114276265,-26.073678970336914,7000,55.16661227912532,76.79982383476091,0.7005772590637207,7,1.0,-0.28759002685546875,27.366558074951172,-0.06712854653596878,1.622441053390503,7.0,1000.0,0.057086957702023974,27.916784286499023,0.7765352725982666,-0.05632108449935913,14.266219139099121,1.4725559949874878,105.74625294829085,0.7187399864196777,-252.70023114276265,0.7002919912338257,0.4007801115512848,1.478361964225769,27.860416412353516,126.88834261894226,7.0,7.0,0.0,-0.11008770018815994
-261.96731667685634,-28.99762535095215,8000,55.179679003742194,137.26442281199178,0.7002896666526794,8,1.0,-0.26017725467681885,30.37310218811035,-0.15851624310016632,1.5960382223129272,8.0,1000.0,0.046785300513072836,30.792217254638672,0.9439462423324585,-0.05329960957169533,15.77933120727539,1.3990774154663086,560.5166156526078,0.7330173850059509,-261.96731667685634,0.7445378303527832,0.29170575737953186,1.4402587413787842,32.16141891479492,144.98090863227844,8.0,8.0,0.0,-0.17414380609989166
-178.69218834783078,-31.99852752685547,9000,55.19388177836132,187.61796648200138,0.7461012005805969,9,1.0,-0.2593996226787567,32.923458099365234,-0.1520758718252182,1.8012022972106934,9.0,1000.0,0.039113321278561465,33.48956298828125,0.4791330099105835,-0.0487232506275177,17.763320922851562,1.4374537467956543,590.446315842078,0.7271010875701904,-178.69218834783078,0.7218438386917114,0.22246405482292175,1.6539771556854248,35.632469177246094,163.06155157089233,9.0,9.0,0.0,-0.2160850316286087
-112.29044163081213,-36.12016677856445,10000,55.16454275992404,228.72968144073837,0.7554642558097839,10,1.0,-0.26916712522506714,36.480613708496094,-0.15351180732250214,1.775789737701416,10.0,1000.0,0.0368465179454358,37.110130310058594,1.1727821826934814,-0.047423671931028366,19.73098373413086,1.4774105548858643,598.7351160693713,0.7193605899810791,-112.29044163081213,0.7313058376312256,0.2169157713651657,1.6164590120315552,39.37944793701172,181.27586126327515,10.0,10.0,0.0,-0.16438381373882294
