obs_rms_mean,reference_actor_Q_mean,reference_actor_Q_std,rollout/Q_mean,total/steps,rollout/actions_std,eval/return,total/episodes,reference_perturbed_action_mean,eval/return_history,eval/episodes,rollout/return_history,reference_action_std,ret_rms_mean,reference_action_mean,total/epochs,rollout/episodes,rollout/actions_mean,reference_perturbed_action_std,obs_rms_std,total/duration,train/loss_critic,rollout/return,train/loss_actor,reference_Q_mean,total/steps_per_second,train/param_noise_distance,eval/Q,ret_rms_std,reference_Q_std,rollout/episode_steps,param_noise_stddev
0.9515856504440308,37.539772033691406,8.864273071289062,17.948503494262695,1000,0.7781651616096497,108.584918209068,45.0,-0.037101540714502335,108.584918209068,1.0,104.23085354263822,0.7067819237709045,0.0,-0.05849646031856537,1,45.0,0.03167625144124031,0.7668595910072327,8.891414642333984,18.87800407409668,2.519544839859009,104.23085354263822,-37.611576080322266,36.22061538696289,52.97170167327927,0.815542995929718,35.0219841003418,1.0,10.278793334960938,22.22222222222222,0.16720346283821505
0.9245283007621765,70.25889587402344,26.253612518310547,34.544498443603516,2000,0.7942491173744202,292.98922418717507,87.0,-0.037332288920879364,200.78707119812154,2.0,105.67440423044151,0.7761750221252441,0.0,-0.06935805082321167,2,87.0,0.004137673880904913,0.7881672978401184,8.77514934539795,37.86934685707092,5.4927077293396,105.67440423044151,-70.75194549560547,67.22657012939453,52.81316330985418,0.6912962794303894,82.66654205322266,1.0,28.3425350189209,22.471264367816094,0.1370306733903066
1.161608338356018,105.20547485351562,42.28007507324219,53.27678298950195,3000,0.7989605069160461,385.58806783568326,112.0,0.02339264564216137,262.3874034106421,3.0,129.42999329827208,0.7666965126991272,0.0,0.14328782260417938,3,112.0,0.02349279634654522,0.766441285610199,8.379240989685059,57.11760854721069,13.06816291809082,126.1519068977119,-108.83900451660156,99.62364196777344,52.52320740145034,0.7520449161529541,122.82776641845703,1.0,45.93157958984375,26.758928571428573,0.11230273064362171
1.3231083154678345,144.68296813964844,52.582435607910156,71.95431518554688,4000,0.8001171946525574,253.47234829318685,129.0,0.04345111921429634,260.1586396312783,4.0,157.88945389739595,0.8169764876365662,0.0,0.06158478185534477,4,129.0,0.043697334825992584,0.8245174288749695,8.008403778076172,76.10027146339417,16.472148895263672,144.9072895529843,-151.1365203857422,134.62171936035156,52.56223037159709,0.7230481505393982,169.2034454345703,1.0,59.33728790283203,30.74418604651163,0.09203708190275892
1.4661037921905518,177.42074584960938,72.94189453125,94.08174896240234,5000,0.8028371930122375,198.66589896576394,147.0,0.1066940650343895,247.86009149817542,5.0,186.84773052206373,0.8203187584877014,0.0,0.15364299714565277,5,147.0,0.06575805693864822,0.8364269733428955,7.692598819732666,95.08665466308594,19.73311424255371,160.39575477393203,-192.08277893066406,167.07339477539062,52.58361457468621,0.6491913199424744,204.02645874023438,1.0,78.71761322021484,33.68707482993197,0.07542848153938683
1.566542387008667,207.94134521484375,94.84101867675781,116.0710220336914,6000,0.8052399754524231,262.60890663624366,166.0,0.1177179142832756,250.3182273545201,6.0,216.88958523207623,0.8241102695465088,0.0,0.09279294312000275,6,166.0,0.07997158169746399,0.8359807729721069,7.461418151855469,114.12982392311096,54.173004150390625,173.12753307622506,-225.48284912109375,194.44175720214844,52.57170995061018,0.5636084079742432,222.3898468017578,1.0,101.91799926757812,36.04819277108434,0.06181699495154324
1.6340254545211792,224.64654541015625,125.50936889648438,132.07394409179688,7000,0.8074074387550354,316.0049356332956,185.0,-0.01966164819896221,259.7020428229166,7.0,248.20241837274105,0.8501306176185608,0.0,0.046880368143320084,7,185.0,0.08629433810710907,0.8314193487167358,7.274649620056152,133.2087950706482,67.64252471923828,183.01508331584364,-252.2641143798828,209.43896484375,52.54908278606906,0.5169728398323059,257.3583984375,1.0,130.81011962890625,37.8054054054054,0.05066177638540577
1.6959559917449951,251.18704223632812,151.580322265625,146.4486846923828,8000,0.80935138463974,269.72312021886046,204.0,0.239949569106102,260.95467749740965,8.0,262.71952201558935,0.8155631422996521,0.0,0.1749468445777893,8,204.0,0.09818810224533081,0.7966373562812805,7.186932563781738,152.24592280387878,140.38357543945312,190.17020812325273,-277.6932678222656,233.60382080078125,52.54656317007252,0.4608076810836792,253.49127197265625,1.0,153.5961456298828,39.088235294117645,0.04151957869412388
1.739964246749878,274.4720153808594,176.13592529296875,158.09521484375,9000,0.8097792863845825,287.28980961364175,226.0,0.2103140503168106,263.88080328810213,9.0,263.40473129407263,0.8433526158332825,0.0,0.1298493593931198,9,226.0,0.10840772837400436,0.8272014260292053,7.150308609008789,171.29183864593506,168.38490295410156,194.16919661587355,-298.310791015625,255.35598754882812,52.541907840707154,0.3781740963459015,290.1760559082031,1.0,176.5797576904297,39.78761061946903,0.034027141129503384
1.7569562196731567,286.5892333984375,193.92474365234375,170.48446655273438,10000,0.8132975101470947,287.2663963254639,246.0,0.17900145053863525,266.2193625918383,10.0,255.48374002430185,0.7957825660705566,0.0,0.2414611428976059,10,246.0,0.10795888304710388,0.8030102252960205,7.1951398849487305,190.32702827453613,270.3075256347656,198.28083808241337,-317.9613342285156,263.8514709472656,52.54114505258579,0.3107657730579376,240.8411407470703,1.0,192.4458770751953,40.642276422764226,0.027886755354071244
