eval/return,eval/Q,obs_rms_std,reference_action_std,rollout/Q_mean,rollout/return_history,reference_actor_Q_mean,total/steps,train/loss_actor,reference_perturbed_action_mean,total/duration,rollout/episode_steps,reference_perturbed_action_std,reference_action_mean,ret_rms_std,rollout/return,rollout/actions_mean,train/param_noise_distance,rollout/episodes,ret_rms_mean,eval/episodes,train/loss_critic,total/steps_per_second,total/episodes,reference_Q_std,reference_Q_mean,obs_rms_mean,reference_actor_Q_std,total/epochs,rollout/actions_std,param_noise_stddev,eval/return_history
141.73707072777412,20.121313095092773,7.514557361602783,0.616448700428009,9.37381362915039,157.18561602247723,20.31614875793457,1000,-19.582738876342773,0.20292150974273682,11.637423038482666,32.225806451612904,0.6900866627693176,0.2482321709394455,1.0,157.18561602247723,0.15983600914478302,0.4471547603607178,31.0,0.0,1.0,2.025331974029541,85.92967675860858,31.0,1.1699305772781372,20.155885696411133,1.5135223865509033,0.7293612360954285,1,0.6497507691383362,0.16720346283821505,141.73707072777412
114.13881768443045,40.702186584472656,7.5324835777282715,0.5974280834197998,18.733661651611328,138.4666198457794,41.391815185546875,2000,-39.191043853759766,-0.06354562193155289,23.084968090057373,28.514285714285716,0.7368631362915039,0.2070368081331253,1.0,138.4666198457794,0.13403719663619995,0.6473357677459717,70.0,0.0,2.0,5.055477619171143,86.63646370216964,70.0,6.477133750915527,40.490718841552734,1.3998607397079468,4.63893461227417,2,0.6785869598388672,0.1370306733903066,127.93794420610229
253.13852531761168,62.819393157958984,7.444117069244385,0.628012478351593,28.654205322265625,145.17322258943074,61.07750701904297,3000,-57.82552719116211,-0.022801389917731285,34.62171387672424,29.939393939393938,0.7413501739501953,0.2398613691329956,1.0,145.17322258943074,0.14702634513378143,0.6320487856864929,99.0,0.0,3.0,4.7429046630859375,86.6508229685551,99.0,13.919463157653809,59.988426208496094,1.486925482749939,12.27709674835205,3,0.6819917559623718,0.11230273064362171,169.6714712432721
189.6278062590582,75.61891174316406,7.307960033416748,0.6732677817344666,38.09977340698242,157.0684694550837,79.81405639648438,4000,-74.81294250488281,0.4037299156188965,46.1271538734436,32.13008130081301,0.6104444861412048,0.3188190758228302,1.0,155.71623476074203,0.17466352880001068,0.614237904548645,123.0,0.0,4.0,6.200099468231201,86.71681784171138,123.0,21.942678451538086,78.15804290771484,1.62480890750885,20.07044219970703,4,0.680452287197113,0.09203708190275892,174.6605549972186
318.2971985139814,103.29580688476562,7.226160526275635,0.7069436311721802,47.12416076660156,177.39750101602647,97.30119323730469,5000,-92.29071044921875,0.4146115481853485,57.77502226829529,34.41379310344828,0.6192958950996399,0.31812503933906555,1.0,167.93108037175037,0.19357465207576752,0.5245485305786133,145.0,0.0,5.0,5.90665340423584,86.54258888522848,145.0,30.8603572845459,94.99156951904297,1.7356359958648682,28.923559188842773,5,0.6856303215026855,0.07542848153938683,203.3878837005712
220.0305176504509,116.19139099121094,6.991943359375,0.7425362467765808,57.22312545776367,200.88060022666818,115.19099426269531,6000,-111.98211669921875,0.2520090937614441,69.31137013435364,36.07272727272727,0.7331007719039917,0.19796180725097656,1.0,177.7744675721017,0.19740991294384003,0.47068706154823303,165.0,0.0,6.0,9.613168716430664,86.5658836114415,165.0,40.89622497558594,111.65325927734375,1.8038504123687744,38.72957992553711,6,0.6889551877975464,0.06181699495154324,206.16165602555114
251.24834249149535,131.69140625,6.888399600982666,0.7224690318107605,65.96891784667969,225.4090771750845,132.8160400390625,7000,-130.77891540527344,0.27680712938308716,80.81398344039917,37.82702702702703,0.7333638668060303,0.26313453912734985,1.0,187.37001661211158,0.19276629388332367,0.4433009624481201,185.0,0.0,7.0,13.171390533447266,86.61867293254446,185.0,48.85007095336914,128.59066772460938,1.8285716772079468,45.89983367919922,7,0.6948973536491394,0.05066177638540577,212.60261123497176
275.5404436694029,130.16650390625,6.768097400665283,0.6852947473526001,74.75884246826172,245.52767421540358,149.33653259277344,8000,-146.2909698486328,0.39653274416923523,92.35501742362976,39.45771144278607,0.6737658977508545,0.3944016993045807,1.0,196.08483715455225,0.21144908666610718,0.33895137906074524,201.0,0.0,8.0,17.221820831298828,86.62225640978697,201.0,58.15906524658203,144.48098754882812,1.882967472076416,55.10628890991211,8,0.6969989538192749,0.04151957869412388,220.46984028927562
554.029941075464,189.95428466796875,6.738311290740967,0.7302771210670471,83.76611328125,265.3524866060757,165.1303253173828,9000,-165.18638610839844,0.37846240401268005,104.4035542011261,40.95412844036697,0.6929931044578552,0.2900947630405426,1.0,204.23449863268763,0.2292761206626892,0.3099711239337921,218.0,0.0,9.0,22.335304260253906,86.20396181783364,218.0,66.8252182006836,159.735107421875,1.9295384883880615,63.41314697265625,9,0.6975449919700623,0.034027141129503384,257.5320737099632
289.41239768718293,190.27467346191406,6.725821018218994,0.7518641948699951,93.74028778076172,283.308003336342,178.416259765625,10000,-176.2996063232422,0.2566291391849518,116.02557229995728,42.935344827586206,0.7691952586174011,0.28850600123405457,1.0,213.49714604812215,0.23355986177921295,0.30965086817741394,232.0,0.0,10.0,22.64426040649414,86.18789635570435,232.0,79.36344909667969,173.34890747070312,1.9533004760742188,77.04120635986328,10,0.7009475827217102,0.027886755354071244,260.7201061076852
