ret_rms_mean,eval/return,reference_action_std,eval/return_history,rollout/return_history,train/param_noise_distance,reference_Q_std,ret_rms_std,rollout/episodes,eval/episodes,reference_perturbed_action_mean,obs_rms_mean,total/steps,rollout/return,reference_action_mean,total/epochs,reference_actor_Q_std,eval/Q,total/duration,reference_actor_Q_mean,train/loss_actor,reference_perturbed_action_std,obs_rms_std,rollout/episode_steps,param_noise_stddev,rollout/Q_mean,total/episodes,reference_Q_mean,rollout/actions_std,total/steps_per_second,rollout/actions_mean,train/loss_critic
0.0,920.5285315658327,0.885004460811615,115.57762222698511,-25.09603693318413,0.24172569811344147,9.703351974487305,1.0,21.0,21.0,0.011687864549458027,0.0860033929347992,21000,-25.09603693318413,-0.008907586336135864,21,9.390254974365234,33.28495788574219,239.70922231674194,10.797515869140625,-19.275440216064453,0.8541069030761719,1.5005149841308594,1000.0,0.03612049597631192,4.665402889251709,21.0,8.566858291625977,0.7021493315696716,87.6061412950206,0.3503427505493164,0.9948513507843018
0.0,1275.767772258816,0.908254861831665,168.31353813752287,-5.31207779724561,0.19935716688632965,6.744940757751465,1.0,22.0,22.0,0.08145961165428162,0.08602429926395416,22000,-5.31207779724561,0.08171099424362183,22,6.950942039489746,38.908687591552734,250.8264307975769,17.33184242248535,-25.273496627807617,0.8960526585578918,1.5556505918502808,1000.0,0.036846517945435794,5.914797306060791,22.0,15.67310905456543,0.7012840509414673,87.71005483769986,0.34701642394065857,1.9107110500335693
0.0,1874.993619631814,0.8989865779876709,242.5170199416225,19.734077652348944,0.14917311072349548,7.568491458892822,1.0,23.0,23.0,0.084614597260952,0.0852743610739708,23000,19.734077652348944,0.10784760862588882,23,8.206393241882324,43.16588592529297,262.05682349205017,20.118616104125977,-29.60226821899414,0.8809909224510193,1.6214202642440796,1000.0,0.04070147896688939,7.3005690574646,23.0,18.839982986450195,0.6993271708488464,87.76722427415721,0.3424728810787201,1.1173361539840698
0.0,1493.0806886825978,0.8959996700286865,294.62383947249646,84.2883384355968,0.15514594316482544,9.064682006835938,1.0,24.0,24.0,0.10988803952932358,0.08563098311424255,24000,84.2883384355968,0.10137384384870529,24,9.680034637451172,48.552574157714844,273.21470880508423,23.808914184570312,-33.74345016479492,0.8738148808479309,1.6700801849365234,1000.0,0.04070147896688939,8.901362419128418,24.0,22.05527114868164,0.7025949358940125,87.84300122407387,0.3333207368850708,2.586981773376465
0.0,1156.8107367422826,0.8971364498138428,329.1113153632879,127.7835631734593,0.17075751721858978,9.426292419433594,1.0,25.0,25.0,0.020556846633553505,0.08621802926063538,25000,127.7835631734593,0.08034312725067139,25,9.686880111694336,51.2277717590332,284.5731155872345,28.504501342773438,-39.54020690917969,0.8916943669319153,1.692017674446106,1000.0,0.03989949903626055,10.581552505493164,25.0,26.55270004272461,0.7041636109352112,87.85088481886608,0.32758593559265137,1.2008118629455566
0.0,1732.3931871026082,0.8657900094985962,383.08369504556947,146.15355449117627,0.22488154470920563,7.183304309844971,1.0,26.0,26.0,0.16856767237186432,0.0852571502327919,26000,146.15355449117627,0.1636812388896942,26,7.191791534423828,60.20127487182617,295.79367685317993,33.278011322021484,-45.157676696777344,0.8806542158126831,1.7037785053253174,1000.0,0.03989949903626055,12.172723770141602,26.0,31.61727523803711,0.7058761715888977,87.89910682541517,0.3211907148361206,1.9188694953918457
0.0,1671.8874315622215,0.7175952792167664,430.8171667684084,199.29095818072474,0.2535689175128937,7.522619247436523,1.0,27.0,27.0,0.3092055320739746,0.08614332973957062,27000,199.29095818072474,0.3834129869937897,27,8.178540229797363,65.75120544433594,306.95246624946594,35.908695220947266,-49.3253173828125,0.7261821627616882,1.7358349561691284,1000.0,0.03989949903626055,14.043441772460938,27.0,34.3031120300293,0.7086344957351685,87.96150208500556,0.3147261142730713,3.7139105796813965
0.0,1868.254509112901,0.7747561931610107,482.15421470928317,176.57636922779452,0.15902194380760193,9.384758949279785,1.0,28.0,28.0,0.30821195244789124,0.08421963453292847,28000,176.57636922779452,0.33500710129737854,28,9.998968124389648,73.0172119140625,318.1864128112793,39.93354034423828,-54.02476501464844,0.7825272083282471,1.707547664642334,1000.0,0.03758713295613906,15.297941207885742,28.0,38.23027038574219,0.7113465070724487,87.99872927511579,0.31590041518211365,2.8093128204345703
0.0,2084.047579085032,0.7922335863113403,537.3919169291365,235.4450807882316,0.2944755256175995,10.885542869567871,1.0,29.0,29.0,0.3090973198413849,0.08682931214570999,29000,235.4450807882316,0.2854112982749939,29,11.550481796264648,79.46880340576172,329.3549313545227,43.419921875,-60.079952239990234,0.7781869173049927,1.7392393350601196,1000.0,0.036846517945435794,17.39073944091797,29.0,41.718284606933594,0.7135912179946899,88.05090569232726,0.31068524718284607,6.189833164215088
0.0,2123.5258968296625,0.8169872164726257,590.2630495924875,260.89159057773935,0.15619422495365143,11.525774002075195,1.0,30.0,30.0,0.18312382698059082,0.08815238624811172,30000,260.89159057773935,0.20283222198486328,30,11.442523002624512,86.3992919921875,340.5076353549957,49.16107940673828,-66.24972534179688,0.8487120270729065,1.7677998542785645,1000.0,0.03911332127856146,19.355056762695312,30.0,46.94603729248047,0.7138165235519409,88.10375123812875,0.3099757730960846,9.735651016235352
0.0,1959.6425699047795,0.7991235256195068,634.4365825057872,307.14739833156574,0.22789639234542847,10.383153915405273,1.0,31.0,31.0,0.13873670995235443,0.08980831503868103,31000,307.14739833156574,0.21024346351623535,31,10.489794731140137,93.3897705078125,351.6210412979126,55.28933334350586,-72.95752716064453,0.8198133111000061,1.8044310808181763,1000.0,0.03834263432855745,21.618438720703125,31.0,53.160972595214844,0.7159914374351501,88.163097081938,0.30581793189048767,2.949913263320923
0.0,2048.0930389824325,0.8069635629653931,678.6133467706824,328.42749393743713,0.17555348575115204,9.559966087341309,1.0,32.0,32.0,0.16321592032909393,0.08946291357278824,32000,328.42749393743713,0.11893635988235474,32,9.605199813842773,100.56746673583984,362.7540535926819,62.028846740722656,-79.83602905273438,0.793208658695221,1.834409236907959,1000.0,0.03834263432855745,23.81926727294922,32.0,59.484649658203125,0.7207888960838318,88.21403836311413,0.2990624010562897,4.655684471130371
0.0,1989.952545522321,0.7780375480651855,718.3508982480048,355.35718913845244,0.17371754348278046,7.688730716705322,1.0,33.0,33.0,0.05982695147395134,0.08960095047950745,33000,355.35718913845244,0.05150497332215309,33,7.826779365539551,107.52214813232422,373.9426872730255,68.56302642822266,-87.23026275634766,0.827937126159668,1.8557360172271729,1000.0,0.03758713295613906,26.16111946105957,33.0,65.90099334716797,0.7250218391418457,88.24881759462198,0.2915290296077728,11.005967140197754
0.0,1894.3027037375373,0.7922150492668152,752.9377160565205,401.24384448424655,0.17867304384708405,7.699639797210693,1.0,34.0,34.0,0.1428198367357254,0.09048113226890564,34000,401.24384448424655,0.15119706094264984,34,8.265905380249023,113.83148956298828,385.2159023284912,74.65241241455078,-94.23448181152344,0.8023008108139038,1.8814765214920044,1000.0,0.03834263432855745,28.6475887298584,34.0,72.12113952636719,0.7280070781707764,88.2621921745241,0.28619977831840515,17.26201820373535
0.0,2127.1638677573274,0.7907927632331848,792.2013203908292,460.13174133970784,0.2339888960123062,8.603781700134277,1.0,35.0,35.0,0.19800062477588654,0.09202247858047485,35000,460.13174133970784,0.07575986534357071,35,9.44845962524414,121.5001220703125,396.3542387485504,81.013427734375,-100.53804779052734,0.7653427720069885,1.9182153940200806,1000.0,0.03758713295613906,31.190082550048828,35.0,78.52725982666016,0.7306749820709229,88.30484596432994,0.27685222029685974,1.8709821701049805
0.0,1776.4880629086433,0.7619927525520325,819.5426187941018,499.0196086304299,0.1669916957616806,10.281632423400879,1.0,36.0,36.0,0.10557428747415543,0.09349137544631958,36000,499.0196086304299,0.13462333381175995,36,10.822102546691895,128.1002197265625,407.5073845386505,88.29203796386719,-107.94779968261719,0.7975176572799683,1.932903528213501,1000.0,0.03758713295613906,33.730735778808594,36.0,85.53166198730469,0.7295421361923218,88.34195738748764,0.27125850319862366,8.6005859375
0.0,2003.1533864395055,0.7679486274719238,851.5320990007344,505.7511099546805,0.24635456502437592,10.209136009216309,1.0,37.0,37.0,0.23067857325077057,0.09182382375001907,37000,505.7511099546805,0.21096645295619965,37,10.542272567749023,136.4530792236328,418.78768968582153,95.71446228027344,-117.06120300292969,0.7460706233978271,1.9482421875,1000.0,0.03758713295613906,36.100494384765625,37.0,92.97416687011719,0.7289765477180481,88.35025697091943,0.26481306552886963,20.529495239257812
0.0,2432.34131370209,0.6993253827095032,893.1323414928753,538.6828992052548,0.23728983104228973,10.284880638122559,1.0,38.0,38.0,0.21187978982925415,0.09180411696434021,38000,538.6828992052548,0.20592176914215088,38,11.104975700378418,144.22482299804688,429.9059200286865,104.12439727783203,-124.79443359375,0.7364668846130371,1.9605493545532227,1000.0,0.036846517945435794,38.81547546386719,38.0,101.24826049804688,0.7296672463417053,88.3914322404873,0.2602531909942627,25.63402557373047
0.0,2133.4814838017983,0.6565338373184204,924.9361656546427,578.5201210612183,0.21303486824035645,10.690013885498047,1.0,39.0,39.0,0.23040448129177094,0.09321630001068115,39000,578.5201210612183,0.19008703529834747,39,11.006511688232422,151.10545349121094,441.11827397346497,111.07051086425781,-133.01930236816406,0.6568557620048523,1.971099853515625,1000.0,0.036846517945435794,41.591217041015625,39.0,107.87953186035156,0.7316214442253113,88.41166258812939,0.2541441023349762,18.197715759277344
0.0,2328.5562440824915,0.6231033205986023,960.0266676153387,622.946933239536,0.2150055319070816,9.890777587890625,1.0,40.0,40.0,0.1167510449886322,0.09371034801006317,40000,622.946933239536,0.1324533373117447,40,10.158498764038086,158.51275634765625,452.4296495914459,119.26564025878906,-140.40655517578125,0.647354006767273,1.9869000911712646,1000.0,0.034027141129503384,44.41828536987305,40.0,115.91291809082031,0.733298122882843,88.41153544229671,0.24909944832324982,15.231640815734863
0.0,2459.6661291221653,0.6375556588172913,996.6032398472126,659.3145193349172,0.21571336686611176,8.122444152832031,1.0,41.0,41.0,0.001225551008246839,0.0934511348605156,41000,659.3145193349172,0.08235581964254379,41,8.45195484161377,166.10244750976562,463.661084651947,127.16458892822266,-149.50994873046875,0.6809237003326416,2.000472068786621,1000.0,0.034711086666206405,47.27198028564453,41.0,124.21492767333984,0.735131561756134,88.42665765399992,0.24093736708164215,2.1248843669891357
0.0,2609.1412678960064,0.520315945148468,1034.9970024198028,693.0869229864157,0.2197721302509308,8.338895797729492,1.0,42.0,42.0,0.2039342075586319,0.09367179125547409,42000,693.0869229864157,0.2854626476764679,42,8.66342830657959,172.28379821777344,474.9149556159973,134.3687286376953,-157.2764892578125,0.613897442817688,2.011273145675659,1000.0,0.034711086666206405,50.161102294921875,42.0,131.8708953857422,0.7373778223991394,88.43688644322248,0.23284441232681274,35.22974395751953
0.0,2368.1597681835146,0.6155419945716858,1066.0007876701218,725.1338261745411,0.1882801651954651,8.079344749450684,1.0,43.0,43.0,0.14350897073745728,0.09373209625482559,43000,725.1338261745411,0.12610383331775665,43,8.626045227050781,180.20254516601562,486.0996079444885,141.43438720703125,-164.71022033691406,0.6386029720306396,2.024782180786133,1000.0,0.034027141129503384,53.07442855834961,43.0,138.152099609375,0.7401230931282043,88.45923612616964,0.22685392200946808,22.890512466430664
0.0,2425.4510583334422,0.5729072690010071,1096.8973847306518,758.1924492624806,0.23295125365257263,9.42006778717041,1.0,44.0,44.0,0.205475851893425,0.09370218962430954,44000,758.1924492624806,0.18630355596542358,44,9.853363037109375,187.28579711914062,497.26654028892517,148.9890899658203,-171.51974487304688,0.5764142274856567,2.035283327102661,1000.0,0.03269941380439557,56.029659271240234,44.0,145.8876953125,0.7412344813346863,88.48373344089232,0.22168216109275818,27.96420669555664
0.0,2408.8781754248057,0.6135944128036499,1126.052513412744,796.797349354036,0.20132488012313843,10.981608390808105,1.0,45.0,45.0,0.13448858261108398,0.09513341635465622,45000,796.797349354036,0.16634438931941986,45,10.686097145080566,193.68643188476562,508.4690639972687,157.12283325195312,-178.3228302001953,0.5784955024719238,2.0461831092834473,1000.0,0.034027141129503384,59.013160705566406,45.0,153.4904022216797,0.741763710975647,88.50095942167628,0.21646621823310852,34.157840728759766
0.0,2619.333475865481,0.649168848991394,1158.5151430312817,831.844665040152,0.15993930399417877,10.075252532958984,1.0,46.0,46.0,-0.04425138235092163,0.09584253281354904,46000,831.844665040152,0.04970235750079155,46,10.341493606567383,200.98123168945312,519.6892309188843,164.75320434570312,-185.2411346435547,0.7083866000175476,2.0567703247070312,1000.0,0.03269941380439557,62.00983810424805,46.0,161.3509063720703,0.7424341440200806,88.51443759699518,0.21117405593395233,22.687089920043945
0.0,2495.90964380134,0.6236996054649353,1186.9703451753255,865.9019156029501,0.1641923487186432,9.922369003295898,1.0,47.0,47.0,-0.11483892798423767,0.09651921689510345,47000,865.9019156029501,0.06831449270248413,47,10.530255317687988,207.63206481933594,530.9309847354889,170.8057098388672,-192.0357208251953,0.6923665404319763,2.0749282836914062,1000.0,0.03335667202186392,65.0159912109375,47.0,167.30020141601562,0.744338870048523,88.5237466851092,0.20526732504367828,26.614519119262695
0.0,2316.955622207429,0.6381624341011047,1210.5117051134944,891.0739067195628,0.1719636470079422,9.89295768737793,1.0,48.0,48.0,0.11148450523614883,0.09704257547855377,48000,891.0739067195628,0.06899972259998322,48,10.040457725524902,213.77650451660156,542.1705586910248,178.44601440429688,-199.69337463378906,0.6307689547538757,2.087278366088867,1000.0,0.034027141129503384,68.03095245361328,48.0,174.96728515625,0.7459344863891602,88.53302568824013,0.20015062391757965,51.7269172668457
0.0,2442.055013787582,0.5332503914833069,1235.6452420252106,917.6392277024347,0.2174021154642105,9.497627258300781,1.0,49.0,49.0,0.3801395893096924,0.09755600243806839,49000,917.6392277024347,0.28492096066474915,49,9.782652854919434,221.53329467773438,553.3746745586395,186.49774169921875,-207.06271362304688,0.545050859451294,2.093362331390381,1000.0,0.03540877950819716,71.07437896728516,49.0,183.42501831054688,0.7470779418945312,88.54760120542454,0.19444280862808228,43.162662506103516
0.0,2509.2287660730462,0.5374094247817993,1261.1169125061672,940.8367587818856,0.19948802888393402,9.482973098754883,1.0,50.0,50.0,0.4806537926197052,0.0986107885837555,50000,940.8367587818856,0.33376777172088623,50,9.52540111541748,227.84555053710938,564.5686025619507,196.49868774414062,-214.89297485351562,0.4720776677131653,2.1078810691833496,1000.0,0.034711086666206405,74.11122131347656,50.0,193.09413146972656,0.7471796274185181,88.5631963469195,0.19335955381393433,29.599876403808594
0.0,2308.610167396612,0.5354414582252502,1281.6559959353915,961.3386615870593,0.21455100178718567,7.242635250091553,1.0,51.0,51.0,0.4129750728607178,0.09849587082862854,51000,961.3386615870593,0.2664268910884857,51,6.996163368225098,233.86270141601562,575.7568321228027,203.34457397460938,-222.19874572753906,0.48679178953170776,2.1138548851013184,1000.0,0.03612049597631192,77.16228485107422,51.0,199.7996826171875,0.7469920516014099,88.57906177502771,0.19213484227657318,2.7405240535736084
0.0,2513.504886345042,0.5306070446968079,1305.3453976740386,984.7966131719472,0.1674632579088211,6.650895118713379,1.0,52.0,52.0,0.4845486879348755,0.09891991317272186,52000,984.7966131719472,0.31963589787483215,52,6.768138408660889,239.4091033935547,586.9108288288116,210.2274169921875,-228.19650268554688,0.49367794394493103,2.1228394508361816,1000.0,0.034027141129503384,80.22688293457031,52.0,206.68438720703125,0.7474430799484253,88.5994898130721,0.18909697234630585,35.1285400390625
0.0,2181.272732344959,0.5389688611030579,1321.8723285168865,1014.5048212055024,0.19973185658454895,5.930613040924072,1.0,53.0,53.0,0.26427143812179565,0.0998430848121643,53000,1014.5048212055024,0.18010063469409943,53,6.170243740081787,245.41616821289062,598.1787869930267,216.9736785888672,-235.1151885986328,0.5309100151062012,2.1404495239257812,1000.0,0.034711086666206405,83.28394317626953,53.0,214.53353881835938,0.7472031116485596,88.6022726857712,0.18659204244613647,57.87310028076172
0.0,1714.2462184233366,0.5578513145446777,1329.1385116633019,1043.1095099080176,0.2199462354183197,6.519938945770264,1.0,54.0,54.0,0.230581596493721,0.10037370026111603,54000,1043.1095099080176,0.10340339690446854,54,6.796249866485596,250.50157165527344,609.3893322944641,222.51339721679688,-241.77391052246094,0.5063896775245667,2.155092239379883,1000.0,0.034711086666206405,86.34352111816406,54.0,219.5267333984375,0.7479797601699829,88.61330046044614,0.1836511790752411,60.11247253417969
0.0,2079.0153399193664,0.524616539478302,1342.7726358134123,1041.1825110246873,0.16315093636512756,7.13099479675293,1.0,55.0,55.0,0.18219535052776337,0.09942956268787384,55000,1041.1825110246873,0.3237088620662689,55,7.685459613800049,256.4375,620.5939428806305,228.20626831054688,-247.69003295898438,0.6077799201011658,2.1559503078460693,1000.0,0.03540877950819716,89.26712799072266,55.0,225.3934326171875,0.746692955493927,88.6247773297702,0.18141712248325348,77.12097930908203
