reference_actor_Q_std,rollout/actions_std,param_noise_stddev,total/duration,reference_Q_std,eval/episodes,total/steps_per_second,reference_actor_Q_mean,eval/return_history,rollout/return_history,train/param_noise_distance,reference_action_std,rollout/actions_mean,total/steps,rollout/episode_steps,ret_rms_mean,total/epochs,obs_rms_std,reference_perturbed_action_mean,reference_action_mean,eval/return,obs_rms_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/return,total/episodes,rollout/episodes,reference_Q_mean,train/loss_actor,eval/Q,ret_rms_std,train/loss_critic
1.1535815000534058,0.5606971979141235,0.16720346283821505,11.769736051559448,1.3807697296142578,1.0,84.96367255980252,0.8695833683013916,-438.2231668381539,-283.03063940208716,0.6546132564544678,0.8240010142326355,0.2610819637775421,1000,1000.0,0.0,1,2.6639745235443115,0.18196767568588257,0.2442333698272705,-438.2231668381539,0.03673841059207916,0.8492342233657837,0.1108933538198471,-283.03063940208716,1.0,1.0,0.21245494484901428,-0.8524371385574341,-0.16594089567661285,1.0,0.10094514489173889
1.4706016778945923,0.694861114025116,0.13978498992545177,23.25434899330139,1.6690402030944824,2.0,86.00541776405423,2.7344882488250732,-401.29477786374775,-353.9930491137301,0.7135300040245056,0.6409291625022888,0.2598007917404175,2000,1000.0,0.0,2,1.9518569707870483,0.28939756751060486,0.4231478273868561,-364.36638888934164,0.06049942970275879,0.7346561551094055,-0.512633204460144,-353.9930491137301,2.0,2.0,2.1956138610839844,-0.9622610211372375,0.5260670781135559,1.0,0.06545509397983551
2.02346134185791,0.7251407504081726,0.11456001552955852,34.61394023895264,2.1301491260528564,3.0,86.67028310819015,3.7565953731536865,-408.5571333616947,-369.73732031247636,0.5644369125366211,0.6274516582489014,0.2601710557937622,3000,1000.0,0.0,3,1.7616796493530273,0.48474016785621643,0.5114567279815674,-423.0818443575886,0.07396553456783295,0.4205652177333832,-0.6595550775527954,-369.73732031247636,3.0,3.0,3.3202524185180664,-0.8006953597068787,1.8903398513793945,1.0,0.08488013595342636
2.464665651321411,0.6753105521202087,0.09577415649670935,45.900654315948486,2.5923056602478027,4.0,87.14472722908818,5.575960159301758,-446.34085490765267,-350.3358575349466,0.6109423041343689,0.6080206632614136,0.3344132602214813,4000,1000.0,0.0,4,1.5390151739120483,0.40748700499534607,0.5298870205879211,-559.6920195455266,0.08929333835840225,0.6009967923164368,-0.3038504123687744,-350.3358575349466,4.0,4.0,5.087742805480957,-0.9108977317810059,2.063816785812378,1.0,0.08824174851179123
3.071467638015747,0.6569955945014954,0.08167823703026889,57.205424785614014,3.2766661643981934,5.0,87.40429808428583,7.1959381103515625,-446.3233003101415,-342.3623897642739,0.1569090634584427,0.7468039989471436,0.3660988211631775,5000,1000.0,0.0,5,1.4661980867385864,0.6559792160987854,0.45509791374206543,-446.2530819200971,0.09223625808954239,0.6207430958747864,0.6119751930236816,-342.3623897642739,5.0,5.0,6.56132173538208,-1.6874237060546875,7.399281978607178,1.0,0.12007836252450943
3.387554883956909,0.6485466361045837,0.07105704163663924,68.51540899276733,3.554727792739868,6.0,87.5715417627205,8.462606430053711,-405.61108769436964,-357.40597906772445,0.26417985558509827,0.6671216487884521,0.41170772910118103,6000,1000.0,0.0,6,1.3583861589431763,0.26946398615837097,0.2674849033355713,-202.05002461551038,0.09777344018220901,0.6734083294868469,1.027837872505188,-357.40597906772445,6.0,6.0,7.980051040649414,-2.011557102203369,8.936408996582031,1.0,0.11917786300182343
2.95021653175354,0.667751133441925,0.05823440555183466,79.77593159675598,3.2152490615844727,7.0,87.74576316304213,9.841318130493164,-369.1553076916926,-347.3900670064889,0.2109755277633667,0.6220436692237854,0.3653942346572876,7000,1000.0,0.0,7,1.3139342069625854,0.20579206943511963,0.3680226802825928,-150.4206276756303,0.08461667597293854,0.7039446234703064,2.036107063293457,-347.3900670064889,7.0,7.0,9.320082664489746,-4.467422962188721,12.162725448608398,1.0,0.1312081515789032
2.523012399673462,0.6676800847053528,0.054859444277966955,91.09286093711853,2.742837429046631,8.0,87.82246948553308,10.157966613769531,-366.5031447398185,-338.12183288999154,0.27129483222961426,0.6185746788978577,0.3450133800506592,8000,1000.0,0.0,8,1.2535065412521362,0.39263710379600525,0.42050227522850037,-347.93800407669926,0.0742378830909729,0.6061520576477051,3.1757373809814453,-338.12183288999154,8.0,8.0,9.600478172302246,-6.6039252281188965,2.6056249141693115,1.0,0.12711848318576813
2.406935453414917,0.6583009362220764,0.0477256850533856,102.30577874183655,2.616922616958618,9.0,87.97157023466919,10.938301086425781,-354.8228138560454,-344.1172661059547,0.17876790463924408,0.6090266704559326,0.34894859790802,9000,1000.0,0.0,9,1.255243182182312,0.2367127388715744,0.347196489572525,-261.38016678586075,0.0688912644982338,0.6116662621498108,4.13162088394165,-344.1172661059547,9.0,9.0,10.30615234375,-7.775841236114502,4.75222635269165,1.0,0.12443093955516815
2.233414649963379,0.6660727262496948,0.04320544008261588,113.62932634353638,2.4641153812408447,10.0,88.00545001707505,11.555951118469238,-363.2453074295788,-332.33056804306295,0.18499399721622467,0.6338992714881897,0.3103889524936676,10000,1000.0,0.0,10,1.311566948890686,0.3975200653076172,0.39551225304603577,-439.0477495913798,0.06861777603626251,0.6455010175704956,4.350035190582275,-332.33056804306295,10.0,10.0,11.149507522583008,-9.04809856414795,6.074753284454346,1.0,0.2032882124185562
