train/loss_critic,reference_actor_Q_mean,total/steps_per_second,reference_actor_Q_std,eval/episodes,eval/return_history,rollout/actions_mean,train/loss_actor,ret_rms_mean,reference_Q_mean,rollout/actions_std,reference_action_std,total/duration,rollout/return_history,train/param_noise_distance,obs_rms_mean,ret_rms_std,rollout/Q_mean,rollout/episode_steps,eval/return,total/episodes,reference_Q_std,total/epochs,rollout/episodes,reference_action_mean,total/steps,eval/Q,rollout/return,obs_rms_std
0.02436462603509426,-0.4491100609302521,27.04649802060938,0.8598209023475647,1.0,-504.31325877553354,0.17916758358478546,0.7780206799507141,0.0,-1.3057947158813477,0.7556391954421997,0.05988993123173714,36.973363399505615,-344.8199645604066,0.0,0.06789841502904892,1.0,-1.1337729692459106,1000.0,-504.31325877553354,1.0,1.3432859182357788,1,1.0,-0.9761190414428711,1000,1.367584228515625,-344.8199645604066,0.44462406635284424
0.04636475443840027,1.1169109344482422,27.33238081394466,1.2065917253494263,2.0,-415.7411675492954,0.13894225656986237,-0.8448788523674011,0.0,0.6278687715530396,0.7329270243644714,0.8609357476234436,73.1732816696167,-319.7919596067384,0.0,0.03798242658376694,1.0,-0.7954857349395752,1000.0,-327.1690763230573,2.0,1.264434814453125,2,2.0,-0.10271299630403519,2000,1.8289592266082764,-319.7919596067384,0.7551379203796387
0.12603934109210968,10.672649383544922,27.24189710538151,0.8110208511352539,3.0,-346.8462649031567,-0.030315382406115532,-7.028504848480225,0.0,9.793938636779785,0.7733757495880127,0.8070623278617859,110.12448906898499,-342.3385644922974,0.0,0.054647091776132584,1.0,-1.067318320274353,1000.0,-209.05645961087916,3.0,0.9096906185150146,3,3.0,0.2060159295797348,3000,10.671607971191406,-342.3385644922974,0.8518539667129517
0.2518364489078522,17.16964340209961,27.04837951588119,1.621691346168518,4.0,-363.8880887004033,-0.04906458407640457,-10.31965446472168,0.0,16.281192779541016,0.7649415731430054,0.8241683840751648,147.8831660747528,-338.6609084032227,0.0,0.07407674938440323,1.0,-0.1426355242729187,1000.0,-415.01356009214317,4.0,1.7564876079559326,4,4.0,0.04933406785130501,4000,17.607568740844727,-338.6609084032227,1.4728575944900513
0.27140867710113525,24.602497100830078,26.947591760853793,1.3654625415802002,5.0,-292.8680872831459,-0.07576102763414383,-16.845539093017578,0.0,23.780155181884766,0.7172766923904419,0.7467153668403625,185.5453372001648,-284.63020068874255,0.0,0.07249615341424942,1.0,4.502872467041016,1000.0,-8.788081614116441,5.0,1.5588520765304565,5,5.0,0.1582794487476349,5000,25.701940536499023,-284.63020068874255,1.4094116687774658
0.4073946475982666,29.146034240722656,26.969458189933707,0.9590067863464355,6.0,-402.0261107869974,-0.0770614966750145,-20.804176330566406,0.0,28.429899215698242,0.7004135847091675,0.6784315705299377,222.47387981414795,-223.5980773344415,0.0,0.07850831747055054,1.0,7.899665355682373,1000.0,-947.816228306255,6.0,1.0841951370239258,6,6.0,-0.19012881815433502,6000,29.157861709594727,-223.5980773344415,1.49933922290802
0.38736504316329956,33.56859588623047,27.00070823670901,1.0766515731811523,7.0,-340.869743712501,-0.08585919439792633,-25.317365646362305,0.0,32.90257263183594,0.6840211153030396,0.6897322535514832,259.2524588108063,-223.18982727748127,0.0,0.0732927918434143,1.0,11.220171928405762,1000.0,26.068458734477257,7.0,1.1700547933578491,7,7.0,0.17115825414657593,7000,35.36320495605469,-223.18982727748127,1.4910222291946411
0.6538611054420471,38.25800704956055,26.975976842422956,1.858458161354065,8.0,-288.1454811112771,-0.0888347402215004,-26.243322372436523,0.0,37.62239074707031,0.7006362080574036,0.7059836387634277,296.56015968322754,-219.79762901480353,0.0,0.07996091991662979,1.0,11.27649211883545,1000.0,80.92435709729052,8.0,1.8599780797958374,8,8.0,-0.047157082706689835,8000,31.833660125732422,-219.79762901480353,1.509514331817627
0.9383231997489929,44.66847229003906,27.067870327517912,1.9135215282440186,9.0,-268.1091443331338,-0.12378629297018051,-25.26034927368164,0.0,43.54621124267578,0.7222334742546082,0.6808342337608337,332.4975290298462,-242.08100212584657,0.0,0.07928705215454102,1.0,9.439537048339844,1000.0,-107.8184501079879,9.0,2.1859383583068848,9,9.0,-0.21471963822841644,9000,44.72003936767578,-242.08100212584657,1.4773575067520142
0.8644759654998779,51.010215759277344,27.080198720032964,1.9294530153274536,10.0,-223.5682887253143,-0.1140226349234581,-34.88862228393555,0.0,50.06255340576172,0.7113694548606873,0.7481586337089539,369.27350878715515,-216.32595221056357,0.0,0.07670325040817261,1.0,13.41504955291748,1000.0,177.2994117450618,10.0,2.0880956649780273,10,10.0,0.2420639842748642,10000,56.12372589111328,-216.32595221056357,1.5439010858535767
