reference_actor_Q_mean,eval/return_history,rollout/return_history,rollout/Q_mean,rollout/episode_steps,reference_actor_Q_std,total/steps,param_noise_stddev,obs_rms_mean,rollout/episodes,total/epochs,rollout/actions_std,reference_perturbed_action_std,total/steps_per_second,total/episodes,reference_Q_std,reference_action_std,eval/episodes,eval/return,ret_rms_std,train/param_noise_distance,rollout/actions_mean,obs_rms_std,ret_rms_mean,reference_Q_mean,train/loss_actor,total/duration,reference_perturbed_action_mean,rollout/return,reference_action_mean,eval/Q,train/loss_critic
2.8778443336486816,83.74069284784368,18.033920031920356,1.6432139873504639,56.0,3.838319778442383,1000,0.16720346283821505,-0.22926238179206848,17.0,1,0.6175639629364014,0.56085205078125,109.07430917199564,17.0,4.100971698760986,0.02862723544239998,1.0,83.74069284784368,1.0,0.4354742169380188,0.4385700821876526,1.8224084377288818,0.0,1.9120489358901978,-3.1863396167755127,9.16806173324585,0.4368029832839966,18.033920031920356,0.9800660014152527,2.9949026107788086,0.22623150050640106
7.370306491851807,215.23122729865221,32.16204579208431,4.528031349182129,75.81818181818181,7.679955959320068,2000,0.13978498992545177,-0.08341129869222641,22.0,2,0.5388239026069641,0.5333350300788879,108.61867786026096,22.0,7.770473003387451,0.4554649293422699,2.0,346.72176174946077,1.0,0.3082243502140045,0.6024985909461975,1.4120447635650635,0.0,6.537198066711426,-9.035675048828125,18.413039445877075,0.6613966822624207,32.16204579208431,0.8129549026489258,13.698125839233398,0.4395003914833069
11.581015586853027,286.1986114317724,75.02464657780247,7.962225914001465,118.54166666666667,11.571812629699707,3000,0.11456001552955852,-0.022674573585391045,24.0,3,0.5017220973968506,0.4713854193687439,107.7281364932826,24.0,11.680391311645508,0.28421515226364136,3.0,428.13337969801285,1.0,0.33643075823783875,0.6450297236442566,1.2667951583862305,0.0,10.594484329223633,-14.648096084594727,27.847877979278564,0.741291344165802,75.02464657780247,0.8976235389709473,19.229148864746094,0.49093520641326904
16.182201385498047,321.13873541496616,97.41840380560822,9.436946868896484,137.24137931034483,14.8231201171875,4000,0.09577415649670935,0.01189004722982645,29.0,4,0.471037894487381,0.3883779048919678,105.11375631148229,29.0,14.908937454223633,0.362633615732193,4.0,425.95910736454755,1.0,0.3272424042224884,0.6969010233879089,1.2354991436004639,0.0,15.115270614624023,-18.67056655883789,38.05401062965393,0.8347851634025574,97.41840380560822,0.8634440302848816,16.52718734741211,0.772901177406311
22.648223876953125,307.49285579018823,107.04013797755091,11.289254188537598,151.90322580645162,18.20879364013672,5000,0.07849118035809692,0.03643004596233368,31.0,5,0.4454893171787262,0.5499352812767029,106.88311029263825,31.0,18.516517639160156,0.725161612033844,5.0,252.90933729107647,1.0,0.33461442589759827,0.7236260175704956,1.1199747323989868,0.0,20.87187957763672,-24.170631408691406,46.780075788497925,0.7119916081428528,107.04013797755091,0.5049326419830322,47.01764678955078,0.8699509501457214
29.270631790161133,286.2435114524157,109.17909512002359,14.2207612991333,152.42105263157896,20.15779685974121,6000,0.06432701283272566,0.028243081644177437,38.0,6,0.44626978039741516,0.5274231433868408,107.44777042673317,38.0,20.480594635009766,0.730821430683136,6.0,179.9967897635531,1.0,0.4143454134464264,0.7211103439331055,1.1503734588623047,0.0,27.355649948120117,-29.907819747924805,55.841084241867065,0.6616575717926025,109.17909512002359,0.4647104740142822,38.704742431640625,1.3426955938339233
36.07293701171875,284.75541190386974,126.0371865219655,17.548023223876953,170.46341463414635,22.999530792236328,7000,0.052718847660376544,0.03737005963921547,41.0,7,0.43384596705436707,0.5467342138290405,108.26228891277974,41.0,23.500030517578125,0.6671800017356873,7.0,275.82681461259403,1.0,0.36493250727653503,0.7288939952850342,1.1392056941986084,0.0,33.95521545410156,-36.991615295410156,64.65778684616089,0.5404606461524963,126.0371865219655,0.4135284721851349,58.25022506713867,2.2559516429901123
38.22671890258789,268.2726354149929,115.61974220789769,20.32845687866211,158.88,26.15022850036621,8000,0.04320544008261588,0.016640054062008858,50.0,8,0.4495903551578522,0.6720911860466003,109.32824548980771,50.0,26.323244094848633,0.6775699853897095,8.0,152.89319999285505,1.0,0.31249868869781494,0.7061072587966919,1.2436189651489258,0.0,36.47539520263672,-43.95332336425781,73.17413687705994,0.3815273940563202,115.61974220789769,0.32929494976997375,62.58610153198242,4.750925064086914
45.597373962402344,277.7335774566516,102.69318434727273,22.548254013061523,146.11475409836066,28.259368896484375,9000,0.03540877950819716,-0.006191696040332317,61.0,9,0.4809933304786682,0.7204828262329102,109.48307374447887,61.0,28.244760513305664,0.7410005927085876,9.0,353.42111378992064,1.0,0.2820909321308136,0.6728188395500183,1.378436803817749,0.0,43.546775817871094,-50.034183502197266,82.20448780059814,0.32264426350593567,102.69318434727273,0.3052997291088104,58.00127410888672,6.742228984832764
48.232818603515625,260.32035531018846,105.4007382584893,24.23862075805664,150.16923076923078,31.63197135925293,10000,0.029602352743226958,-0.01392406690865755,65.0,10,0.49033811688423157,0.672035813331604,109.72934249972784,65.0,31.80169677734375,0.6581816673278809,10.0,103.60135599202067,1.0,0.3223726451396942,0.6608933806419373,1.4533984661102295,0.0,46.287315368652344,-54.4310417175293,91.13332653045654,0.46483781933784485,105.4007382584893,0.5170783996582031,36.64316177368164,6.67228889465332
