total/episodes,reference_action_mean,total/duration,train/param_noise_distance,obs_rms_std,reference_actor_Q_mean,ret_rms_std,rollout/return_history,eval/return,total/steps,rollout/episodes,obs_rms_mean,reference_actor_Q_std,train/loss_actor,ret_rms_mean,eval/Q,eval/episodes,reference_Q_mean,rollout/episode_steps,reference_Q_std,total/epochs,rollout/Q_mean,train/loss_critic,eval/return_history,rollout/return,total/steps_per_second,reference_action_std,rollout/actions_mean,rollout/actions_std
13.0,-0.1792190819978714,572.6779944896698,0.0,2.04878568649292,227.76341247558594,1.0,703.0502362791127,1638.8489520153041,13000,13.0,0.03955061733722687,4.454979419708252,-243.6536102294922,0.0,261.09686279296875,13.0,225.80886840820312,1000.0,4.636279582977295,13,98.6639633178711,38.468814849853516,1086.2213662091335,703.0502362791127,22.700365868928984,0.8907846808433533,-0.08357428759336472,0.6698814630508423
14.0,-0.008326967246830463,648.88241147995,0.0,2.095754384994507,243.94363403320312,1.0,766.6732127602378,1976.552677064235,14000,14.0,0.0428566113114357,4.258692741394043,-264.7098388671875,0.0,282.7632141113281,14.0,240.8234405517578,1000.0,5.081297874450684,14,110.89708709716797,35.96516418457031,1149.8164598416408,766.6732127602378,21.575557839623446,0.9111407995223999,-0.07611701637506485,0.6694709062576294
15.0,0.048035699874162674,683.5949864387512,0.0,2.1335272789001465,269.72576904296875,1.0,823.7454821647195,2224.1334429532885,15000,15.0,0.04502313956618309,3.5226778984069824,-289.6205139160156,0.0,307.3341369628906,15.0,266.75335693359375,1000.0,3.836954355239868,15,122.66021728515625,23.115739822387695,1221.437592049084,823.7454821647195,21.94281745415342,0.945647120475769,-0.08142353594303131,0.6690236330032349
16.0,0.10227098315954208,759.6074068546295,0.0,2.1493117809295654,292.6064453125,1.0,889.5769918297501,1705.4961803887782,16000,16.0,0.0458814837038517,3.8311238288879395,-313.4320373535156,0.0,326.971435546875,16.0,289.50079345703125,1000.0,3.6142337322235107,16,134.66688537597656,20.424116134643555,1251.6912538203146,889.5769918297501,21.06351235601105,0.9365501403808594,-0.09285097569227219,0.6645535826683044
17.0,0.12746255099773407,837.836540222168,0.0,2.170297861099243,317.0917663574219,1.0,916.0770062557791,1440.724303201456,17000,17.0,0.04605260491371155,4.447929382324219,-337.2497253417969,0.0,343.1734619140625,17.0,313.90594482421875,1000.0,4.006964206695557,17,146.11448669433594,41.49842834472656,1262.8108449603817,916.0770062557791,20.29035400567769,0.9550743699073792,-0.10204971581697464,0.6632839441299438
18.0,0.15498600900173187,911.1636919975281,0.0,2.1867518424987793,336.4433288574219,1.0,946.514340315926,2027.8504074471323,18000,18.0,0.04638359323143959,3.6659977436065674,-354.0072326660156,0.0,365.87786865234375,18.0,333.42230224609375,1000.0,3.5391829013824463,18,157.6557159423828,55.539024353027344,1305.3130428763122,946.514340315926,19.754957487977727,0.9548888206481934,-0.10827836394309998,0.6628296375274658
19.0,0.12761203944683075,945.9839150905609,0.0,2.1900672912597656,350.71484375,1.0,981.5081666320743,2360.4079271703213,19000,19.0,0.04771645739674568,4.065898895263672,-370.2286682128906,0.0,385.6165466308594,19.0,348.14837646484375,1000.0,3.586472988128662,19,168.7447967529297,78.7392807006836,1360.844352575997,981.5081666320743,20.084908101403702,0.9538757801055908,-0.10987213253974915,0.6620157361030579
20.0,0.08982185274362564,980.8821363449097,0.0,2.2133121490478516,360.17523193359375,1.0,1035.197070208949,1149.7370856564592,20000,20.0,0.048822592943906784,6.4291462898254395,-389.78826904296875,0.0,388.47021484375,20.0,356.9830627441406,1000.0,5.454559326171875,20,179.99009704589844,65.56314086914062,1350.2889892300202,1035.197070208949,20.38980959988383,0.9327660799026489,-0.11385845392942429,0.6596059203147888
21.0,0.09170899540185928,1060.8693811893463,0.0,2.231732130050659,379.3844299316406,1.0,1070.3127920173927,2157.078143875341,21000,21.0,0.04940023273229599,4.306685924530029,-409.3996887207031,0.0,429.437255859375,21.0,376.1219787597656,1000.0,4.161968231201172,21,190.952392578125,77.2797622680664,1388.7075204036068,1070.3127920173927,19.79508540104795,0.9219362735748291,-0.11766112595796585,0.6598319411277771
22.0,0.09283890575170517,1128.3327157497406,0.0,2.2373807430267334,396.46728515625,1.0,1073.0210299424261,2190.938205852609,22000,22.0,0.04901893436908722,5.35281229019165,-428.76336669921875,0.0,447.3788146972656,22.0,392.7144470214844,1000.0,4.641031265258789,22,201.33914184570312,51.16569519042969,1425.1725515603796,1073.0210299424261,19.497795014639554,0.923426628112793,-0.11840059608221054,0.6617376804351807
23.0,0.02835792303085327,1184.1346876621246,0.0,2.2521767616271973,411.59100341796875,1.0,1107.3796159951469,2179.9746446465765,23000,23.0,0.05003334581851959,6.158106327056885,-448.3985595703125,0.0,467.3424072265625,23.0,407.83416748046875,1000.0,5.524019718170166,23,212.29034423828125,94.83704376220703,1457.9900338684754,1107.3796159951469,19.4234661307065,0.9082426428794861,-0.12401868402957916,0.6620988845825195
24.0,0.07992016524076462,1218.6013553142548,0.0,2.2663848400115967,433.41864013671875,1.0,1118.5741067534593,1986.934970002394,24000,24.0,0.05013257637619972,5.272019386291504,-466.5563659667969,0.0,481.0,24.0,429.4815673828125,1000.0,4.654777526855469,24,222.6459197998047,81.74906158447266,1480.0294062073883,1118.5741067534593,19.694709755029645,0.9018842577934265,-0.12514974176883698,0.6623546481132507
25.0,0.13826440274715424,1254.2409007549286,0.0,2.276024580001831,452.7843017578125,1.0,1156.5611065178862,2300.869422059278,25000,25.0,0.05216028541326523,4.74553918838501,-480.4058532714844,0.0,491.56671142578125,25.0,448.6674499511719,1000.0,3.9634945392608643,25,233.1558074951172,166.62518310546875,1512.863006841464,1156.5611065178862,19.932375020582153,0.9016063809394836,-0.12384187430143356,0.662452220916748
26.0,0.10485620051622391,1308.87606215477,0.0,2.2956817150115967,468.22381591796875,1.0,1188.929059763271,2175.104862257832,26000,26.0,0.05425126478075981,6.507186412811279,-491.8414306640625,0.0,502.7335510253906,26.0,464.04986572265625,1000.0,5.114639759063721,26,243.1264190673828,106.17745208740234,1538.3338474344014,1188.929059763271,19.864371235575085,0.8756712079048157,-0.11829060316085815,0.6660454273223877
27.0,0.1629156470298767,1361.6779799461365,0.0,2.308117389678955,480.56427001953125,1.0,1207.6777117116662,2419.4515107548264,27000,27.0,0.05416155233979225,7.726767539978027,-503.080078125,0.0,512.2147216796875,27.0,476.65155029296875,1000.0,6.884955883026123,27,252.79879760742188,88.44818115234375,1570.9678349647875,1207.6777117116662,19.828476627835336,0.8726673126220703,-0.12514165043830872,0.6677598357200623
28.0,0.1640612632036209,1427.7311322689056,0.0,2.324005603790283,494.3937683105469,1.0,1232.233200971575,1747.8806984560622,28000,28.0,0.05486985296010971,9.108843803405762,-514.5254516601562,0.0,517.298583984375,28.0,490.2496643066406,1000.0,7.938972473144531,28,262.12811279296875,106.17931365966797,1577.2861515180473,1232.233200971575,19.61153565062581,0.911764919757843,-0.12543155252933502,0.667155921459198
29.0,0.10322582721710205,1501.6410882472992,0.0,2.3313605785369873,506.9818115234375,1.0,1243.571870519475,2151.650943659674,29000,29.0,0.055337682366371155,8.378396987915039,-526.3927612304688,0.0,533.7033081054688,29.0,502.54638671875,1000.0,7.762216091156006,29,271.16455078125,79.02189636230469,1597.0918340056896,1243.571870519475,19.31220464528479,0.9099999666213989,-0.12377825379371643,0.6708860397338867
30.0,0.0026797205209732056,1537.667784690857,0.0,2.330909252166748,521.0020141601562,1.0,1237.175954179392,1275.3406563271424,30000,30.0,0.054776113480329514,9.058514595031738,-537.3594360351562,0.0,536.4048461914062,30.0,516.9638671875,1000.0,8.396383285522461,30,279.782470703125,116.81405639648438,1586.3667947497381,1237.175954179392,19.510066022506546,0.9174414277076721,-0.12533216178417206,0.674396276473999
31.0,0.058919768780469894,1583.2142255306244,0.0,2.3196651935577393,522.9918212890625,1.0,1207.2641605855554,-416.18339279935117,31000,31.0,0.05221743509173393,5.729235649108887,-544.5398559570312,0.0,525.22607421875,31.0,519.7626953125,1000.0,5.4767165184021,31,287.7070617675781,207.16773986816406,1521.7684016029934,1207.2641605855554,19.580420324741684,0.8718748688697815,-0.13089221715927124,0.6782622933387756
32.0,0.05085960030555725,1619.3245441913605,0.0,2.3280019760131836,531.0694580078125,1.0,1178.9262819600854,1116.6080488677146,32000,32.0,0.05154169723391533,6.540130615234375,-551.3922729492188,0.0,548.1287231445312,32.0,526.7169189453125,1000.0,5.918647766113281,32,295.387939453125,157.03231811523438,1509.1071405800158,1178.9262819600854,19.761325865643435,0.8998230695724487,-0.12463495135307312,0.6811364889144897
33.0,-0.09547878056764603,1674.1462116241455,0.0,2.3422226905822754,537.076171875,1.0,1156.290373288396,1686.5514190245608,33000,33.0,0.050311893224716187,6.228846549987793,-559.20068359375,0.0,564.835693359375,33.0,533.5756225585938,1000.0,5.217656135559082,33,302.8915100097656,177.78562927246094,1514.48423992682,1156.290373288396,19.71153999027695,0.9284145832061768,-0.12568813562393188,0.6823173761367798
34.0,-0.11664717644453049,1710.329764842987,0.0,2.356218099594116,545.7236328125,1.0,1178.615573774589,1417.636877503473,34000,34.0,0.051905613392591476,7.397099018096924,-568.01513671875,0.0,568.3360595703125,34.0,541.4808959960938,1000.0,6.8276543617248535,34,310.83380126953125,127.60881805419922,1511.6357880908392,1178.615573774589,19.879207331178787,0.9087303876876831,-0.12462380528450012,0.6839582920074463
35.0,-0.1558626890182495,1767.2987141609192,0.0,2.3639628887176514,556.822021484375,1.0,1172.3641396664182,555.0720900906945,35000,35.0,0.05179121345281601,5.999972820281982,-573.6698608398438,0.0,569.5390014648438,35.0,552.5912475585938,1000.0,5.455204486846924,35,318.1087646484375,169.63336181640625,1484.3053967194066,1172.3641396664182,19.80423553729419,0.9372717142105103,-0.12249535322189331,0.6846530437469482
36.0,-0.19496487081050873,1802.6291496753693,0.0,2.3683149814605713,559.5845947265625,1.0,1147.1514473894183,2063.3108895134174,36000,36.0,0.049367163330316544,5.578225135803223,-577.1134643554688,0.0,584.4329223632812,36.0,556.11328125,1000.0,4.482729434967041,36,324.8786315917969,181.5680694580078,1500.3888826303514,1147.1514473894183,19.970829832904425,0.9495540261268616,-0.12703031301498413,0.6856727600097656
37.0,-0.09101784229278564,1860.5728850364685,0.0,2.379387855529785,560.18115234375,1.0,1172.8437479559598,1925.248742938877,37000,37.0,0.0508110448718071,6.940849304199219,-577.22509765625,0.0,587.2637329101562,37.0,556.1087646484375,1000.0,5.620640754699707,37,332.0134582519531,161.7301788330078,1511.871581557609,1172.8437479559598,19.88634806922642,0.9605056047439575,-0.12663547694683075,0.6865968108177185
38.0,-0.08353596925735474,1895.067466020584,0.0,2.3949697017669678,563.43310546875,1.0,1175.8574377951763,1454.3576505285494,38000,38.0,0.051546432077884674,8.459845542907715,-580.5452270507812,0.0,589.8009033203125,38.0,559.9576416015625,1000.0,7.311495304107666,38,338.5010681152344,176.322265625,1510.3580570568442,1175.8574377951763,20.05205655279148,0.9596322178840637,-0.122226282954216,0.6893131136894226
39.0,-0.10226798057556152,1929.4663667678833,0.0,2.4049031734466553,563.4303588867188,1.0,1194.3943910046353,1363.7517139244776,39000,39.0,0.052312325686216354,8.527587890625,-581.5595092773438,0.0,585.50048828125,39.0,560.4228515625,1000.0,6.872059345245361,39,344.89239501953125,154.46754455566406,1506.5989200534505,1194.3943910046353,20.21284261374831,0.9736620187759399,-0.12204989790916443,0.6898296475410461
40.0,-0.08914270251989365,1964.4263350963593,0.0,2.403146743774414,564.6998901367188,1.0,1170.4021435104776,2284.0141469795435,40000,40.0,0.05396328493952751,7.839934349060059,-585.2076416015625,0.0,599.5958862304688,40.0,560.8446044921875,1000.0,6.639823913574219,40,351.6763916015625,160.26153564453125,1526.0343007266024,1170.4021435104776,20.362178660182703,0.9651080965995789,-0.12291410565376282,0.6876675486564636
41.0,-0.07637151330709457,2000.2640137672424,0.0,2.3915457725524902,565.754638671875,1.0,1149.7809007914261,2010.4175040226426,41000,41.0,0.0540570467710495,7.58272647857666,-589.9773559570312,0.0,596.4536743164062,41.0,561.4832153320312,1000.0,5.32108211517334,41,357.1106262207031,254.54150390625,1537.8485251972374,1149.7809007914261,20.49729421606787,0.9459573030471802,-0.12508542835712433,0.6886006593704224
42.0,-0.06790472567081451,2035.121648311615,0.0,2.3975112438201904,582.099365234375,1.0,1163.3362179264232,2277.1423433174386,42000,42.0,0.05443830415606499,8.861572265625,-599.5468139648438,0.0,609.815673828125,42.0,578.6558837890625,1000.0,5.811143398284912,42,362.84417724609375,272.4275207519531,1555.4507589620039,1163.3362179264232,20.637586964319404,0.9543626308441162,-0.12719932198524475,0.6891937255859375
43.0,-0.12194639444351196,2070.2993652820587,0.0,2.3999710083007812,586.42724609375,1.0,1173.6673611760532,1575.8988835113528,43000,43.0,0.05456819012761116,10.78530216217041,-602.7696533203125,0.0,607.7034301757812,43.0,582.918701171875,1000.0,8.694442749023438,43,368.4282531738281,215.6678924560547,1555.9262967422214,1173.6673611760532,20.76994309184926,0.9403184056282043,-0.12912890315055847,0.6891350746154785
44.0,-0.25887390971183777,2146.374928712845,0.0,2.403090476989746,600.254150390625,1.0,1164.5865229262615,-284.6352193697419,44000,44.0,0.05350662022829056,11.4491605758667,-607.5043334960938,0.0,637.0714111328125,44.0,595.3994140625,1000.0,6.763950824737549,44,373.7374572753906,287.9748840332031,1514.0953531942223,1164.5865229262615,20.49968037335689,0.9101385474205017,-0.13192179799079895,0.690969705581665
45.0,-0.27148672938346863,2180.464282989502,0.0,2.391488552093506,614.051025390625,1.0,1143.4721726931919,-470.27063949633157,45000,45.0,0.05124782398343086,13.30337142944336,-614.6635131835938,0.0,628.5286254882812,45.0,608.0636596679688,1000.0,11.273347854614258,45,378.9586181640625,110.91569519042969,1469.9983311344322,1143.4721726931919,20.637806521785002,0.9063366651535034,-0.1360708475112915,0.6908630728721619
46.0,-0.21743924915790558,2214.661600828171,0.0,2.3838610649108887,605.6079711914062,1.0,1115.5605130450149,29.558517764043597,46000,46.0,0.048526108264923096,14.999273300170898,-614.7465209960938,0.0,601.28466796875,46.0,602.627197265625,1000.0,11.827372550964355,46,384.10833740234375,229.9159393310547,1438.6844221481194,1115.5605130450149,20.770667619287,0.9282603859901428,-0.1416829377412796,0.6934551000595093
47.0,-0.2748045027256012,2248.7196278572083,0.0,2.4186654090881348,606.6285400390625,1.0,1087.6398540178113,-904.59403876755,47000,47.0,0.046236954629421234,19.515216827392578,-614.2821044921875,0.0,592.5321044921875,47.0,601.71435546875,1000.0,15.170417785644531,47,388.6734619140625,252.5376739501953,1388.8274336179988,1087.6398540178113,20.900782568783832,0.8726387023925781,-0.14444167912006378,0.6959639191627502
48.0,-0.154936283826828,2283.070030927658,0.0,2.4587621688842773,607.801025390625,1.0,1049.8816055958953,1495.4721428424161,48000,48.0,0.04355666786432266,30.168554306030273,-615.507080078125,0.0,613.2313842773438,48.0,603.6192626953125,1000.0,26.87394142150879,48,392.8497619628906,61.0756950378418,1391.0491983935074,1049.8816055958953,21.024322228300907,0.9040430188179016,-0.1465885043144226,0.6986241936683655
49.0,-0.1556081920862198,2317.990948677063,0.0,2.4682626724243164,604.3114013671875,1.0,1060.7292244728528,1803.2567713749165,49000,49.0,0.044681258499622345,37.00544738769531,-615.4381103515625,0.0,615.7009887695312,49.0,600.6160888671875,1000.0,33.27301025390625,49,397.343505859375,231.9370574951172,1399.4615978421077,1060.7292244728528,21.138995399427923,0.9168509244918823,-0.14450892806053162,0.7001190185546875
50.0,-0.1356891244649887,2395.706782579422,0.0,2.4760544300079346,607.9436645507812,1.0,1050.1385513703265,1866.9289158526021,50000,50.0,0.04423949867486954,43.4069938659668,-619.6168823242188,0.0,621.1034545898438,50.0,604.6630859375,1000.0,41.20446014404297,50,401.40869140625,273.74261474609375,1408.8109442023176,1050.1385513703265,20.870667630771468,0.9149912595748901,-0.14502480626106262,0.7020841836929321
51.0,-0.1954648494720459,2429.5482823848724,0.0,2.4747371673583984,609.793212890625,1.0,1052.4080365262,84.11991993774859,51000,51.0,0.044385362416505814,49.28138732910156,-625.265380859375,0.0,595.759521484375,51.0,605.7275390625,1000.0,46.585994720458984,51,405.5719909667969,379.5294189453125,1382.8366103932083,1052.4080365262,20.991556483881777,0.9229532480239868,-0.14646156132221222,0.7043623328208923
52.0,-0.18777990341186523,2463.0678527355194,0.0,2.485166549682617,622.932861328125,1.0,1038.8982160263,676.2901127507711,52000,52.0,0.043710142374038696,59.28776168823242,-634.0160522460938,0.0,613.1810913085938,52.0,619.882080078125,1000.0,58.29494094848633,52,409.357177734375,229.6283721923828,1369.2491777462383,1038.8982160263,21.11188286682725,0.9244531393051147,-0.14862757921218872,0.7065960168838501
53.0,-0.041028544306755066,2496.4671638011932,0.0,2.4935965538024902,623.171630859375,1.0,1057.8208468006214,1323.0790806743134,53000,53.0,0.04515916854143143,62.375789642333984,-636.891845703125,0.0,631.11962890625,53.0,618.9874267578125,1000.0,55.393959045410156,53,413.761962890625,204.1331787109375,1368.378043839221,1057.8208468006214,21.230000846196056,0.9289764165878296,-0.1472926288843155,0.7083803415298462
54.0,0.0491410456597805,2529.8230245113373,0.0,2.5022671222686768,637.7708740234375,1.0,1068.2257953628307,444.99456360158854,54000,54.0,0.045921966433525085,71.8699951171875,-645.6705932617188,0.0,710.5930786132812,54.0,631.9338989257812,1000.0,69.56175994873047,54,417.99822998046875,216.1348114013672,1351.2783497607463,1068.2257953628307,21.34536664296139,0.9267220497131348,-0.14598090946674347,0.708990216255188
55.0,-0.09018296003341675,2563.4375574588776,0.0,2.504709005355835,654.49267578125,1.0,1058.0179071522866,385.7230865610573,55000,55.0,0.044830385595560074,81.7499008178711,-654.2799072265625,0.0,628.3361206054688,55.0,650.9268798828125,1000.0,79.1358413696289,55,421.8801574707031,220.1187744140625,1333.722799520752,1058.0179071522866,21.455564556259844,0.9239223003387451,-0.14859507977962494,0.7102698087692261
56.0,0.02299203909933567,2642.16783118248,0.0,2.5155105590820312,661.8785400390625,1.0,1071.0196219088534,1404.6929079753957,56000,56.0,0.04540026932954788,90.53105163574219,-655.055908203125,0.0,649.0607299804688,56.0,657.3082885742188,1000.0,88.89510345458984,56,426.008056640625,411.05926513671875,1334.9901228860133,1071.0196219088534,21.194717208761745,0.8771980404853821,-0.14958661794662476,0.7113698720932007
57.0,0.010664979927241802,2676.847035884857,0.0,2.5278303623199463,680.4136962890625,1.0,1064.6939338154368,47.190282109004414,57000,57.0,0.04547005519270897,99.2334213256836,-663.0723266601562,0.0,822.4711303710938,57.0,674.48583984375,1000.0,97.21017456054688,57,429.6330261230469,405.4502868652344,1312.3971432232588,1064.6939338154368,21.293708320228358,0.8956783413887024,-0.1490952968597412,0.7122417688369751
58.0,0.18977709114551544,2710.899020910263,0.0,2.5158486366271973,711.0176391601562,1.0,1041.2838261823913,-421.14059843678405,58000,58.0,0.04296429827809334,105.10519409179688,-670.3148193359375,0.0,701.0324096679688,58.0,704.3258666992188,1000.0,100.9215087890625,58,433.9284362792969,392.3692321777344,1282.5085614704994,1041.2838261823913,21.395116362735198,0.9035940766334534,-0.1536238044500351,0.7125326991081238
59.0,0.36897730827331543,2787.8790938854218,0.0,2.4983251094818115,743.3482666015625,1.0,1016.7941596299194,-552.4993069550518,59000,59.0,0.041359663009643555,111.2719497680664,-690.6173706054688,0.0,729.2352294921875,59.0,737.104736328125,1000.0,110.05504608154297,59,438.84625244140625,255.34506225585938,1251.4067331921,1016.7941596299194,21.16304115533671,0.8407038450241089,-0.15458258986473083,0.713909924030304
60.0,0.31875744462013245,2822.7966725826263,0.0,2.4883666038513184,740.6396484375,1.0,994.7076822077266,-797.2144785982222,60000,60.0,0.04264409840106964,89.55241394042969,-716.7288818359375,0.0,736.349853515625,60.0,735.08740234375,1000.0,87.97021484375,60,450.1319274902344,259.6083068847656,1217.263046328928,994.7076822077266,21.255516057097,0.86476069688797,-0.15305103361606598,0.7144244313240051
61.0,0.16322220861911774,2857.5784871578217,0.0,2.4772887229919434,746.7384033203125,1.0,965.758804644545,-499.0840949041719,61000,61.0,0.0395759642124176,87.81993103027344,-727.7249145507812,0.0,695.7421875,61.0,742.5845336914062,1000.0,85.6653060913086,61,454.361572265625,361.5075378417969,1189.1262079480575,965.758804644545,21.346745250966407,0.8773791193962097,-0.1548561453819275,0.7168619632720947
62.0,0.18906532227993011,2892.51606965065,0.0,2.461970567703247,735.1588134765625,1.0,944.1802802477166,-469.05832496398796,62000,62.0,0.037963662296533585,95.60052490234375,-722.2174072265625,0.0,877.5205078125,62.0,730.7933959960938,1000.0,91.30601501464844,62,458.97198486328125,504.182861328125,1162.3812961268954,944.1802802477166,21.434625947467314,0.9017351269721985,-0.1573023945093155,0.7163060903549194
63.0,0.5188748836517334,2926.92449593544,0.0,2.459829807281494,717.91845703125,1.0,924.1948857977192,-463.30992945411356,63000,63.0,0.0388227216899395,94.07040405273438,-714.3455200195312,0.0,891.8568115234375,63.0,711.343017578125,1000.0,89.85537719726562,63,469.0947265625,345.007080078125,1136.5766734986255,924.1948857977192,21.52429968299039,0.7335938215255737,-0.15776732563972473,0.7154219150543213
64.0,0.533933162689209,2962.493422269821,0.0,2.450108766555786,708.4498901367188,1.0,901.6074310932747,-563.1682183430455,64000,64.0,0.04056382551789284,89.84394836425781,-704.8238525390625,0.0,687.035400390625,64.0,703.62060546875,1000.0,85.4639892578125,64,473.07745361328125,420.8076477050781,1110.0181595635997,901.6074310932747,21.60342349417407,0.7347552180290222,-0.14352792501449585,0.7211894392967224
65.0,0.17198574542999268,2997.867401599884,0.0,2.4420032501220703,725.6898193359375,1.0,882.7195286141471,-398.06679131877866,65000,65.0,0.042373109608888626,102.57941436767578,-713.51171875,0.0,954.0584106445312,65.0,720.9564208984375,1000.0,100.0330581665039,65,483.7625732421875,251.6556854248047,1086.8168526269478,882.7195286141471,21.68207972284271,0.8861910700798035,-0.1398625671863556,0.7213221192359924
66.0,0.226409912109375,3032.382949113846,0.0,2.437103033065796,726.6109619140625,1.0,866.3979952314382,-384.8407922811549,66000,66.0,0.04364402964711189,104.30487823486328,-719.5247802734375,0.0,1036.46484375,66.0,723.0826416015625,1000.0,100.85353088378906,66,493.7003173828125,364.6409912109375,1064.5190095222795,866.3979952314382,21.76506104523744,0.8673701882362366,-0.13851062953472137,0.7204530239105225
