total/steps,train/param_noise_distance,rollout/return_history,eval/return,rollout/Q_mean,rollout/actions_mean,total/epochs,reference_actor_Q_std,rollout/actions_std,reference_actor_Q_mean,total/duration,reference_Q_std,train/loss_actor,reference_action_std,eval/return_history,obs_rms_mean,ret_rms_mean,reference_action_mean,rollout/episodes,ret_rms_std,train/loss_critic,total/steps_per_second,total/episodes,obs_rms_std,reference_Q_mean,eval/episodes,rollout/episode_steps,rollout/return,eval/Q
254000,0.0,475.56745839407006,554.4775571623776,205.4300537109375,0.07513085007667542,254,135.71324157714844,0.6954290866851807,140.25543212890625,10195.269382953644,134.98776245117188,-201.63507080078125,0.7452172040939331,620.9784083627836,0.12488037347793579,0.0,-0.2705349922180176,254.0,1.0,23.355382919311523,24.9135153235563,254.0,2.391000747680664,139.24163818359375,254.0,1000.0,337.5256229854548,214.39646911621094
255000,0.0,480.7079835401594,821.8589775398959,205.6040802001953,0.07564324140548706,255,135.24868774414062,0.6951779127120972,139.48114013671875,10235.480751752853,135.1708984375,-202.4015655517578,0.8012988567352295,620.7071481277883,0.12508785724639893,0.0,-0.007393451873213053,255.0,1.0,53.06926345825195,24.913338824493472,255.0,2.392033815383911,138.64263916015625,255.0,1000.0,339.59356217455627,250.06707763671875
256000,0.0,478.08884690681504,339.40502417518337,205.76690673828125,0.07578439265489578,256,137.02328491210938,0.6950509548187256,138.52635192871094,10275.619590997696,136.03346252441406,-199.32476806640625,0.8046932220458984,614.3509572502479,0.12522226572036743,0.0,-0.14437100291252136,256.0,1.0,57.011356353759766,24.913339554169312,256.0,2.3935952186584473,137.78363037109375,256.0,1000.0,340.2645517441714,195.4797821044922
257000,0.0,477.9411765301889,497.2888018203039,205.92904663085938,0.07544871419668198,257,136.77757263183594,0.6948288083076477,137.842041015625,10315.784768819809,135.98223876953125,-200.3794708251953,0.8072443008422852,609.5673836516041,0.12523986399173737,0.0,-0.08584722131490707,257.0,1.0,52.48957061767578,24.913276668664192,257.0,2.3938331604003906,136.8191375732422,257.0,1000.0,341.68200010661167,167.7314910888672
258000,0.0,480.8212156174988,-326.3902178416882,206.06915283203125,0.0748772919178009,258,136.6049346923828,0.6949849128723145,138.84222412109375,10356.140878915787,135.98057556152344,-200.5985565185547,0.6065818667411804,603.2826423614523,0.12458793073892593,0.0,-0.5574772357940674,258.0,1.0,60.679222106933594,24.912754955397126,258.0,2.391352891921997,137.86642456054688,258.0,1000.0,340.0085888340327,24.60361099243164
259000,0.0,471.1256562177725,642.4659258341883,205.3326873779297,0.0747518464922905,259,135.64210510253906,0.6957495808601379,136.2625274658203,10396.420388698578,135.05850219726562,-202.47265625,0.7939571738243103,610.8435215132234,0.12473411858081818,0.0,-0.16667795181274414,259.0,1.0,55.501983642578125,24.91242084453855,259.0,2.3920066356658936,135.35255432128906,259.0,1000.0,336.9436105213225,196.74099731445312
260000,0.0,467.7773946192949,871.5731543875538,205.1759490966797,0.07476545870304108,260,135.6505584716797,0.6958572268486023,136.3568115234375,10436.581563949585,135.18214416503906,-198.83169555664062,0.6937995553016663,613.5166333083994,0.12475786358118057,0.0,-0.36271095275878906,260.0,1.0,59.26478958129883,24.91237177679915,260.0,2.3925511837005615,135.4296875,260.0,1000.0,336.1887692960602,239.07879638671875
261000,0.0,477.7711603439234,689.7690825660725,205.33828735351562,0.07472506910562515,261,135.1418914794922,0.6956397294998169,137.57337951660156,10476.814872264862,134.37811279296875,-200.53175354003906,0.7407994866371155,613.1711429981973,0.12481700628995895,0.0,-0.34056922793388367,261.0,1.0,41.456031799316406,24.912151563443384,261.0,2.3926279544830322,136.3372344970703,261.0,1000.0,337.6073439595293,207.95030212402344
262000,0.0,480.92491047015204,637.6881563010882,205.4984130859375,0.07468578219413757,262,136.10830688476562,0.6954779028892517,138.05810546875,10516.999740600586,135.35467529296875,-200.01856994628906,0.7774081230163574,610.9460391921061,0.12486034631729126,0.0,-0.30507948994636536,262.0,1.0,59.23387145996094,24.912047776188132,262.0,2.3923304080963135,137.0546417236328,262.0,1000.0,339.0428076697545,224.78500366210938
263000,0.0,479.73498318965375,743.212228977736,205.65435791015625,0.07514186203479767,263,136.62106323242188,0.6952696442604065,138.55828857421875,10557.190556526184,136.52146911621094,-200.21217346191406,0.7985172867774963,609.5801156448778,0.12500512599945068,0.0,-0.02678283117711544,263.0,1.0,50.3699836730957,24.911930744436564,263.0,2.3934082984924316,136.95013427734375,263.0,1000.0,339.9850246806977,215.5785675048828
264000,0.0,480.1273326718701,843.9107596305219,205.81488037109375,0.07442501932382584,264,138.0269317626953,0.6950724720954895,137.1220703125,10597.359548807144,137.39700317382812,-200.4820556640625,0.8043007254600525,608.397596788119,0.12498468160629272,0.0,0.017570992931723595,264.0,1.0,34.89787673950195,24.911865902456455,264.0,2.3929245471954346,136.12521362304688,264.0,1000.0,340.75346601305046,249.30455017089844
265000,0.0,480.99581810068287,809.3412698406963,205.9767303466797,0.07467953115701675,265,136.77069091796875,0.6948977112770081,137.38217163085938,10637.589320659637,136.34263610839844,-201.04904174804688,0.813017725944519,610.8418323015023,0.1251438856124878,0.0,0.016528626903891563,265.0,1.0,43.66874694824219,24.911659212612594,265.0,2.3938920497894287,135.86048889160156,265.0,1000.0,342.3394638255109,249.4201202392578
266000,0.0,485.90550000879426,961.770045882791,206.1381378173828,0.07477480173110962,266,136.74517822265625,0.6947369575500488,137.1248321533203,10677.757791280746,136.31155395507812,-199.5638885498047,0.737845778465271,617.6609095557488,0.12530450522899628,0.0,-0.29936084151268005,266.0,1.0,42.91593933105469,24.911597097399092,266.0,2.393944501876831,136.0399627685547,266.0,1000.0,343.6943850372873,249.85549926757812
267000,0.0,487.6734823622494,1030.7867695237524,206.2944793701172,0.07502790540456772,267,135.23768615722656,0.6944876313209534,137.9253692626953,10718.113636732101,135.02024841308594,-202.50772094726562,0.7799285650253296,630.2779774293444,0.12547540664672852,0.0,-0.14272244274616241,267.0,1.0,45.315242767333984,24.911099942527475,267.0,2.3948490619659424,137.10658264160156,267.0,1000.0,345.15095209734415,251.2013702392578
268000,0.0,494.2144736921601,996.0649714882999,206.4450225830078,0.07516460865736008,268,137.78050231933594,0.6944995522499084,138.07911682128906,10758.351995944977,137.19961547851562,-200.9800262451172,0.807973325252533,633.8274489892075,0.1254364550113678,0.0,-0.022620538249611855,268.0,1.0,27.703886032104492,24.910878552868894,268.0,2.3950986862182617,137.28770446777344,268.0,1000.0,345.3711019796175,251.12445068359375
269000,0.0,486.3830400678021,894.7060902397054,206.11767578125,0.07485608756542206,269,138.6627197265625,0.6951378583908081,136.15145874023438,10798.609651327133,138.07028198242188,-201.98016357421875,0.7790348529815674,643.2596089038409,0.12454962730407715,0.0,-0.1742827296257019,269.0,1.0,48.79201126098633,24.910614299956688,269.0,2.3944222927093506,135.41195678710938,269.0,1000.0,343.3995094380546,242.19749450683594
270000,0.0,489.7512574879036,-125.62000082817823,206.27554321289062,0.07544717192649841,270,139.1822509765625,0.6950407028198242,135.9912109375,10838.853015184402,138.75045776367188,-200.9974365234375,0.767838716506958,634.7011693739487,0.12471966445446014,0.0,-0.22570626437664032,270.0,1.0,32.131927490234375,24.9103848554594,270.0,2.3955469131469727,135.378662109375,270.0,1000.0,344.1968626534108,93.98128509521484
271000,0.0,480.79836879978035,931.2844359624636,205.56446838378906,0.07522320747375488,271,140.17164611816406,0.6954340934753418,135.23089599609375,10879.081741809845,139.16836547851562,-199.88499450683594,0.7569453716278076,635.0814159866525,0.12486658245325089,0.0,-0.298953115940094,271.0,1.0,49.376197814941406,24.910190623764578,271.0,2.395947217941284,134.02423095703125,271.0,1000.0,342.0823136953341,250.8448486328125
272000,0.0,484.86391019840676,547.5450020318561,205.7296905517578,0.07586272060871124,272,138.9936981201172,0.695320725440979,138.09146118164062,10919.917830705643,139.20555114746094,-203.13755798339844,0.7590510249137878,636.350732385302,0.12510423362255096,0.0,-0.15365639328956604,272.0,1.0,65.53985595703125,24.908612337280143,272.0,2.3975670337677,137.27220153808594,272.0,1000.0,343.4127737305539,206.0799560546875
273000,0.0,480.53886356774166,619.6721647605451,204.97140502929688,0.07535746693611145,273,138.42796325683594,0.6960648894309998,138.9007568359375,10960.07485961914,138.30255126953125,-201.3544158935547,0.7792763113975525,646.8836860386957,0.12513995170593262,0.0,-0.0851299837231636,273.0,1.0,63.8348388671875,24.908588992017766,273.0,2.397552251815796,137.73727416992188,273.0,1000.0,340.67363555816485,214.71890258789062
274000,0.0,483.5216534541663,-24.46245900032994,205.13624572753906,0.07548573613166809,274,139.4261016845703,0.6958249807357788,138.54266357421875,11000.380815267563,138.73049926757812,-201.55873107910156,0.7464950084686279,639.2631943034941,0.12524861097335815,0.0,-0.28241977095603943,274.0,1.0,39.291988372802734,24.90822859693294,274.0,2.397399663925171,137.36781311035156,274.0,1000.0,341.8960081902971,121.85923767089844
275000,0.0,471.1564718276404,1051.2513299871916,204.4034423828125,0.07449828088283539,275,138.49179077148438,0.6966473460197449,139.62606811523438,11040.57332277298,138.0985107421875,-204.14476013183594,0.8171117901802063,640.1661995409033,0.12515568733215332,0.0,-0.023001154884696007,275.0,1.0,65.3615951538086,24.908126775696307,275.0,2.3951942920684814,138.82656860351562,275.0,1000.0,339.2968805836341,254.56149291992188
276000,0.0,474.29255219568046,993.7611349876221,204.5870361328125,0.07443096488714218,276,138.5703582763672,0.6966504454612732,140.10000610351562,11080.924391508102,137.74171447753906,-205.0224609375,0.7107977867126465,641.430392268544,0.12538990378379822,0.0,-0.3622352182865143,276.0,1.0,56.2078971862793,24.907669274551985,276.0,2.397247791290283,139.13729858398438,276.0,1000.0,341.8040637410051,254.6346435546875
277000,0.0,482.02169448705484,672.8181764778087,204.77023315429688,0.07412309944629669,277,139.29632568359375,0.6964960694313049,141.17276000976562,11121.577445983887,139.14413452148438,-204.30101013183594,0.7952136397361755,645.0981045118888,0.1255432367324829,0.0,-0.23908638954162598,277.0,1.0,66.84746551513672,24.906538784210642,277.0,2.3983259201049805,140.50875854492188,277.0,1000.0,343.9929376341731,253.6396484375
278000,0.0,487.48363019048935,1001.7850619197621,204.94883728027344,0.0747160017490387,278,139.40098571777344,0.696326494216919,141.78900146484375,11161.650360584259,138.93112182617188,-204.7092742919922,0.7075756788253784,646.3897168089338,0.1257346272468567,0.0,-0.4113865792751312,278.0,1.0,45.46360778808594,24.906711016653638,278.0,2.4000563621520996,140.6082000732422,278.0,1000.0,345.62635599661434,251.2893524169922
279000,0.0,488.6097357524705,977.9748998533466,205.12823486328125,0.07501646876335144,279,139.5400848388672,0.6961243152618408,141.01959228515625,11201.584995985031,139.29443359375,-204.5244598388672,0.8126744627952576,645.9813248727804,0.12591911852359772,0.0,-0.04434773325920105,279.0,1.0,65.45736694335938,24.907189482559975,279.0,2.4015023708343506,140.46095275878906,279.0,1000.0,347.6921800038456,244.57444763183594
280000,0.0,487.15282804065095,681.0977690357702,205.30262756347656,0.07499285787343979,280,139.99493408203125,0.6959590911865234,140.2574462890625,11241.628300666809,139.71768188476562,-204.35125732421875,0.7422574758529663,648.5598930717015,0.12593401968479156,0.0,-0.32963743805885315,280.0,1.0,68.68482208251953,24.90742377448928,280.0,2.401637554168701,139.6063995361328,280.0,1000.0,348.56811255803126,197.8203125
281000,0.0,491.62071994936446,1078.8789410401328,205.4797821044922,0.07489388436079025,281,139.00396728515625,0.695866048336029,141.11578369140625,11281.911117076874,138.47210693359375,-204.6376953125,0.8005769848823547,653.2597462699649,0.1260615438222885,0.0,-0.1830400675535202,281.0,1.0,47.52877426147461,24.907127620839358,281.0,2.4028499126434326,139.8533935546875,281.0,1000.0,350.6421440721814,255.7104949951172
282000,0.0,493.3881593078815,665.9278192407251,205.64776611328125,0.07490048557519913,282,140.9436798095703,0.695769727230072,140.4415283203125,11322.219149589539,139.95787048339844,-204.56878662109375,0.8483102917671204,655.7239061545015,0.12604059278964996,0.0,-0.03162156417965889,282.0,1.0,52.32450866699219,24.906778103674426,282.0,2.403562068939209,138.97154235839844,282.0,1000.0,351.00418348743693,219.3551483154297
283000,0.0,491.2117855586759,761.4953396144572,205.81137084960938,0.07507926970720291,283,141.12179565429688,0.6957547664642334,140.82366943359375,11362.409946203232,140.46432495117188,-205.22084045410156,0.8035778999328613,657.0853280112243,0.12589633464813232,0.0,-0.11313643306493759,283.0,1.0,47.560203552246094,24.906688047685247,283.0,2.4035632610321045,139.79421997070312,283.0,1000.0,351.0230484320692,248.49562072753906
284000,0.0,483.62732888031593,538.8437780237938,205.197265625,0.07493437081575394,284,141.85275268554688,0.6962716579437256,141.167724609375,11402.703090667725,141.3640899658203,-205.18829345703125,0.731203556060791,653.0502005773513,0.12598372995853424,0.0,-0.43893980979919434,284.0,1.0,55.76799774169922,24.906375071050753,284.0,2.402505874633789,140.045654296875,284.0,1000.0,349.08377040138527,224.74867248535156
285000,0.0,483.8984389394313,433.9762741429555,205.37103271484375,0.07500695437192917,285,142.3240509033203,0.6960620880126953,138.49212646484375,11442.98723602295,141.5869598388672,-204.8126983642578,0.8437460064888,648.8315465246662,0.1260981410741806,0.0,-0.14169229567050934,285.0,1.0,57.89407730102539,24.906083885404453,285.0,2.404176950454712,137.04324340820312,285.0,1000.0,350.6034880050537,147.79922485351562
286000,0.0,487.1493892591627,177.0878474805589,205.5448760986328,0.0754367932677269,286,142.5519561767578,0.6959685683250427,138.59954833984375,11483.300956487656,142.0550079345703,-204.94308471679688,0.8119044899940491,646.2858775594091,0.12629887461662292,0.0,-0.027645623311400414,286.0,1.0,52.02411651611328,24.90573059817092,286.0,2.406066417694092,137.67189025878906,286.0,1000.0,352.6963408570764,101.58613586425781
287000,0.0,481.6221419573591,660.7072414055608,205.09767150878906,0.0750289335846901,287,142.8424835205078,0.6962919235229492,139.70030212402344,11523.642145633698,142.7149658203125,-205.28106689453125,0.7268711924552917,648.298815059898,0.12633022665977478,0.0,-0.3646182715892792,287.0,1.0,45.71321105957031,24.905320416318563,287.0,2.405583620071411,139.46609497070312,287.0,1000.0,351.2785526491885,239.39114379882812
288000,0.0,480.4637061056669,764.5448687842165,205.26553344726562,0.0755191370844841,288,144.81163024902344,0.6961541771888733,137.6287384033203,11563.833231449127,144.36070251464844,-205.5103302001953,0.8385739922523499,647.2507057719362,0.12635710835456848,0.0,-0.019496789202094078,288.0,1.0,40.928443908691406,24.90523637237798,288.0,2.4061527252197266,136.61721801757812,288.0,1000.0,351.3951703342114,255.3011932373047
289000,0.0,482.4242704730565,849.0201182001289,205.4417266845703,0.07615639269351959,289,146.81539916992188,0.6960479617118835,137.7374725341797,11604.14620065689,145.55520629882812,-203.47494506835938,0.8596039414405823,647.8161235101778,0.1265944093465805,0.0,-0.04680250212550163,289.0,1.0,43.6906623840332,24.904891320969416,289.0,2.4077205657958984,136.192138671875,289.0,1000.0,352.9876714237247,246.98880004882812
290000,0.0,488.6777092179995,733.479458501647,205.60707092285156,0.07584899663925171,290,147.7310791015625,0.6959062814712524,136.6322479248047,11644.515995979309,146.97222900390625,-202.8340606689453,0.7962697148323059,649.4367777782337,0.12657800316810608,0.0,-0.08222027868032455,290.0,1.0,56.27012252807617,24.904427122615743,290.0,2.407810926437378,136.06353759765625,290.0,1000.0,353.27511920994647,256.09130859375
291000,0.0,488.12616104292715,855.6158581439744,205.78036499023438,0.07657184451818466,291,148.50538635253906,0.6958344578742981,137.04757690429688,11684.72006392479,147.75662231445312,-206.77447509765625,0.8183504939079285,653.2519799924738,0.12679752707481384,0.0,-0.09698613733053207,291.0,1.0,41.690589904785156,24.904319351083863,291.0,2.4086172580718994,135.76907348632812,291.0,1000.0,354.1070473494197,257.0574035644531
292000,0.0,487.5523523297232,937.7289741265461,205.9531707763672,0.07649468630552292,292,146.46286010742188,0.6955158710479736,137.416259765625,11725.012373924255,145.75221252441406,-206.44642639160156,0.7767960429191589,659.2622297765384,0.12682364881038666,0.0,-0.31475499272346497,292.0,1.0,44.14378356933594,24.90402489036097,292.0,2.4083993434906006,136.11004638671875,292.0,1000.0,354.7249737262862,258.3778991699219
293000,0.0,483.6527191566478,576.5561422859392,206.1186065673828,0.07626538723707199,293,146.90560913085938,0.6956140398979187,137.66041564941406,11765.335770368576,146.34970092773438,-206.95468139648438,0.7541418671607971,657.7072840775743,0.12665848433971405,0.0,-0.25472429394721985,293.0,1.0,42.81389617919922,24.903666645700934,293.0,2.4078943729400635,136.43084716796875,293.0,1000.0,354.44543724073435,220.78500366210938
294000,0.0,490.5822221552424,892.605522724058,206.29078674316406,0.07652541249990463,294,147.18992614746094,0.695441484451294,138.78225708007812,11805.728696346283,146.6251678466797,-205.69407653808594,0.8232954144477844,658.0856242407021,0.1268324851989746,0.0,0.04233844578266144,294.0,1.0,75.0601806640625,24.90316418087679,294.0,2.4091644287109375,138.2506103515625,294.0,1000.0,356.0227251067423,258.3421936035156
295000,0.0,490.84419941480746,806.8539584151105,206.45497131347656,0.0767563059926033,295,146.9570770263672,0.6951673626899719,138.4703369140625,11845.977920770645,146.42715454101562,-205.4746551513672,0.7702173590660095,658.5945504487165,0.12688063085079193,0.0,0.007918871939182281,295.0,1.0,25.554672241210938,24.90296723267982,295.0,2.40838360786438,137.6313934326172,295.0,1000.0,355.77910531416626,257.8453063964844
296000,0.0,478.30552051928714,882.1127222155262,205.6432342529297,0.07699346542358398,296,145.6488037109375,0.6956607699394226,137.320068359375,11886.268544912338,145.29481506347656,-205.91432189941406,0.8136388659477234,662.061121074795,0.12704606354236603,0.0,0.039698828011751175,296.0,1.0,50.05890655517578,24.902684882270847,296.0,2.408510446548462,136.59317016601562,296.0,1000.0,352.8707788598715,257.1878967285156
297000,0.0,480.22429672036014,817.1669306811654,205.81150817871094,0.07727579027414322,297,143.91806030273438,0.695460855960846,138.60018920898438,11926.54048037529,143.20831298828125,-204.1355438232422,0.7628856897354126,664.3968833101488,0.1272045522928238,0.0,-0.2823926508426666,297.0,1.0,43.75575256347656,24.902443461178304,297.0,2.409668207168579,137.4814453125,297.0,1000.0,354.1128972402127,256.3907165527344
298000,0.0,478.7200494915836,920.3210522986161,205.9774169921875,0.07713670283555984,298,142.6008758544922,0.6953191161155701,137.709716796875,11966.777777433395,142.2810516357422,-205.3463134765625,0.8117228150367737,665.0295042789802,0.1272849589586258,0.0,0.026047803461551666,298.0,1.0,39.5832405090332,24.90227574560295,298.0,2.410801410675049,136.56509399414062,298.0,1000.0,355.4775156971839,256.0989685058594
299000,0.0,480.7986167351885,559.4144235950082,206.14390563964844,0.07760652899742126,299,141.95130920410156,0.6950985193252563,140.052734375,12007.13326716423,141.39794921875,-204.23577880859375,0.7404764890670776,665.5680428174768,0.1274452805519104,0.0,-0.3104306161403656,299.0,1.0,51.11879348754883,24.901864029249335,299.0,2.4115350246429443,139.07064819335938,299.0,1000.0,356.7285646521682,235.2749481201172
300000,0.0,482.34715403880136,692.2691639429806,206.31210327148438,0.0781656801700592,300,141.175048828125,0.6949038505554199,141.16690063476562,12047.356877565384,140.67880249023438,-206.34060668945312,0.8112320899963379,667.0566538803021,0.12766051292419434,0.0,0.09419727325439453,300.0,1.0,45.60215377807617,24.901727660999292,300.0,2.4127354621887207,140.29238891601562,300.0,1000.0,358.19132807423244,246.0128936767578
301000,0.0,483.5836839524563,862.126257183653,206.48326110839844,0.07802893221378326,301,142.9891815185547,0.6948274970054626,140.32464599609375,12087.580831050873,142.309814453125,-207.0007781982422,0.7898182272911072,668.8064507439518,0.12778332829475403,0.0,-0.22738313674926758,301.0,1.0,50.345909118652344,24.901591493542185,301.0,2.4137167930603027,139.3656005859375,301.0,1000.0,359.83722322236946,258.36279296875
302000,0.0,494.5357621376686,785.060773328309,206.6529083251953,0.07836657017469406,302,141.16336059570312,0.694669246673584,142.4769287109375,12127.821595430374,140.63121032714844,-208.81976318359375,0.8010191321372986,672.4958575735902,0.12792378664016724,0.0,-0.11821570992469788,302.0,1.0,43.876399993896484,24.901421712353535,302.0,2.4148366451263428,140.788330078125,302.0,1000.0,360.9651996226459,259.1429443359375
303000,0.0,491.9402934208289,33.94413669028969,206.81138610839844,0.07874191552400589,303,140.76687622070312,0.6946154236793518,144.39227294921875,12168.207218408585,140.4208526611328,-209.75550842285156,0.8341803550720215,668.8910866291152,0.12794005870819092,0.0,-0.07535003870725632,303.0,1.0,43.97526550292969,24.900956612705333,303.0,2.4158596992492676,142.80484008789062,303.0,1000.0,360.784351048635,131.5024871826172
304000,0.0,502.56376208828084,833.1785162497217,206.98193359375,0.07872983813285828,304,141.7049102783203,0.6945467591285706,143.8151397705078,12208.413004398346,140.5638885498047,-208.69400024414062,0.7737259864807129,673.3233483676318,0.1280127763748169,0.0,-0.1737244576215744,304.0,1.0,65.31024169921875,24.900861388820758,304.0,2.4163589477539062,142.4319610595703,304.0,1000.0,361.7550825272308,259.21044921875
305000,0.0,504.59249455657266,877.723957075949,207.13172912597656,0.0784066841006279,305,141.63465881347656,0.6946529746055603,143.71292114257812,12248.71557021141,140.9627227783203,-210.4598388671875,0.7660749554634094,673.9956434275452,0.1276073455810547,0.0,-0.32194939255714417,305.0,1.0,46.15414047241211,24.90057004358505,305.0,2.415820598602295,142.5271759033203,305.0,1000.0,360.98389839365996,259.30615234375
306000,0.0,504.82139055500505,590.2237140830806,207.29922485351562,0.07812874764204025,306,141.7222900390625,0.6946059465408325,144.28155517578125,12288.954280614853,140.8959197998047,-211.04771423339844,0.6382442116737366,672.0575474393065,0.1276617795228958,0.0,-0.49804529547691345,306.0,1.0,68.91643524169922,24.900409995234348,306.0,2.4166159629821777,143.02706909179688,306.0,1000.0,361.91148116813764,226.5635528564453
307000,0.0,504.04434227772435,890.6637944473845,207.46658325195312,0.07831589132547379,307,142.25711059570312,0.6946073770523071,144.31463623046875,12329.207851171494,141.92184448242188,-211.32826232910156,0.7158309817314148,674.3563259452178,0.1277383267879486,0.0,-0.3346420228481293,307.0,1.0,50.55859375,24.900220979795513,307.0,2.417215347290039,143.72760009765625,307.0,1000.0,362.42396192197936,260.4442443847656
308000,0.0,507.1802121850985,852.0990458406575,207.63478088378906,0.0785638764500618,308,141.1763458251953,0.6944411396980286,145.17510986328125,12369.87857890129,140.7381591796875,-211.6358642578125,0.7693052887916565,673.4950427352165,0.1278739720582962,0.0,-0.19052565097808838,308.0,1.0,64.70146179199219,24.89919347513571,308.0,2.41803240776062,143.61949157714844,308.0,1000.0,363.72506943191263,259.82244873046875
309000,0.0,507.69104764401703,815.7655228651023,207.80224609375,0.07896143198013306,309,140.43670654296875,0.6941900849342346,144.494140625,12412.042161226273,140.0824432373047,-210.58091735839844,0.7498859167098999,673.1191275181648,0.12807200849056244,0.0,-0.33194246888160706,309.0,1.0,75.66886138916016,24.895178084818212,309.0,2.418353319168091,143.3446044921875,309.0,1000.0,364.9873592789631,259.4013977050781
310000,0.0,505.89909456942246,813.2461190007049,207.45114135742188,0.07844506949186325,310,139.2922821044922,0.6941539645195007,145.19589233398438,12453.993225336075,138.2203369140625,-212.88412475585938,0.7905794978141785,674.3971674926889,0.1281644105911255,0.0,-0.1870342344045639,310.0,1.0,39.007850646972656,24.89161463243325,310.0,2.417651414871216,143.5243377685547,310.0,1000.0,364.31637296167827,259.03094482421875
311000,0.0,504.0696860651709,1002.806617753791,207.61404418945312,0.07826118916273117,311,139.48277282714844,0.6938474774360657,145.00025939941406,12497.022343873978,139.49008178710938,-214.47976684570312,0.8276708722114563,676.1368417951602,0.12818643450737,0.0,-0.04976773262023926,311.0,1.0,65.66172790527344,24.885928138909968,311.0,2.4170989990234375,143.96778869628906,311.0,1000.0,365.16640852255466,259.8212890625
312000,0.0,502.9746393243197,369.97831036144004,207.7760772705078,0.07828357815742493,312,139.88717651367188,0.6936876177787781,145.71693420410156,12538.24839425087,139.37515258789062,-212.60818481445312,0.7741746306419373,670.4010784926078,0.1282564401626587,0.0,-0.2508164644241333,312.0,1.0,36.47633361816406,24.8838585892955,312.0,2.4166746139526367,144.70916748046875,312.0,1000.0,365.80049622873963,155.2267608642578
313000,0.0,502.55776362863,576.6033709001391,207.9349365234375,0.07820708304643631,313,140.0878143310547,0.6935986876487732,145.162353515625,12579.280809402466,139.6478729248047,-210.9160919189453,0.7772766947746277,668.4653063429458,0.1283136010169983,0.0,-0.27520084381103516,313.0,1.0,50.257469177246094,24.882185614780624,313.0,2.416868209838867,144.19244384765625,313.0,1000.0,366.38114945728466,257.525390625
314000,0.0,490.6763585780929,771.0897910081824,208.06605529785156,0.07726093381643295,314,139.2596435546875,0.6939834952354431,145.39508056640625,12620.189214229584,138.32162475585938,-211.50167846679688,0.8251425623893738,668.6071160796043,0.12766581773757935,0.0,-0.2032567411661148,314.0,1.0,46.896854400634766,24.880768003538094,314.0,2.415602207183838,144.37306213378906,314.0,1000.0,364.19340308254135,257.6111755371094
315000,0.0,488.3101495517497,777.0102311723383,208.22203063964844,0.07772266864776611,315,139.25296020507812,0.6938943266868591,143.55718994140625,12661.254402399063,138.92691040039062,-209.44287109375,0.8031444549560547,666.3722145231857,0.12785832583904266,0.0,-0.21924971044063568,315.0,1.0,42.11551284790039,24.879051473787115,315.0,2.416746139526367,143.156005859375,315.0,1000.0,364.8720202614798,258.3543395996094
316000,0.0,488.7553642355901,704.2635124061387,208.02732849121094,0.07717005163431168,316,139.4416046142578,0.694149374961853,143.2122344970703,12702.305810213089,138.48426818847656,-209.1743621826172,0.7433276772499084,664.5141982388024,0.1278461068868637,0.0,-0.38868892192840576,316.0,1.0,37.202266693115234,24.877373031432228,316.0,2.4161746501922607,141.787841796875,316.0,1000.0,364.16648010258535,256.8939208984375
317000,0.0,492.6152871320393,649.1820084068262,208.18258666992188,0.07732681185007095,317,139.0518035888672,0.6939066052436829,144.73770141601562,12743.527799367905,138.6572723388672,-210.82098388671875,0.7825165390968323,662.9110948286627,0.1279807835817337,0.0,-0.21695059537887573,317.0,1.0,65.04219818115234,24.87537242361755,317.0,2.416365623474121,144.14369201660156,317.0,1000.0,365.10730052778024,257.4252624511719
318000,0.0,484.74240255412167,766.7718042341993,208.32086181640625,0.07707307487726212,318,140.68211364746094,0.6937386989593506,143.2018585205078,12785.407793283463,139.9868927001953,-211.00396728515625,0.7263810634613037,660.9740342145355,0.1277638077735901,0.0,-0.3693821430206299,318.0,1.0,37.171749114990234,24.872104600922814,318.0,2.414870500564575,142.18832397460938,318.0,1000.0,364.05549501770844,258.17279052734375
319000,0.0,486.62312697796756,856.3072581197123,208.47093200683594,0.07692316174507141,319,140.8458251953125,0.6936864852905273,142.42391967773438,12826.893150806427,140.11392211914062,-209.88558959960938,0.7339476346969604,663.0218522874933,0.12777391076087952,0.0,-0.36227551102638245,319.0,1.0,53.57015609741211,24.86962323997721,319.0,2.414292812347412,141.6110382080078,319.0,1000.0,364.403050677789,258.53753662109375
320000,0.0,484.3724237257447,1012.3035035257606,208.6208038330078,0.07676941156387329,320,141.64169311523438,0.6934942603111267,141.56710815429688,12867.846995592117,141.45562744140625,-211.7686004638672,0.8157379627227783,665.1040491455611,0.12780289351940155,0.0,-0.012627269141376019,320.0,1.0,67.22201538085938,24.868185028126,320.0,2.4137632846832275,140.8207244873047,320.0,1000.0,365.06918575887227,257.77288818359375
321000,0.0,481.54359396481345,869.4589465887691,208.7685546875,0.0765388011932373,321,141.52598571777344,0.6933311820030212,140.90232849121094,12908.977264404297,140.75152587890625,-209.61570739746094,0.7856763005256653,668.9342818511843,0.1277981996536255,0.0,-0.2084556668996811,321.0,1.0,61.326995849609375,24.866416093638772,321.0,2.413039207458496,139.71331787109375,321.0,1000.0,365.5541108406725,257.447998046875
