rollout/actions_std,train/loss_critic,total/duration,param_noise_stddev,obs_rms_mean,rollout/actions_mean,eval/episodes,rollout/return_history,reference_perturbed_action_std,total/steps,ret_rms_std,rollout/return,reference_action_std,reference_actor_Q_mean,obs_rms_std,total/episodes,total/steps_per_second,eval/return,rollout/episode_steps,total/epochs,rollout/episodes,reference_perturbed_action_mean,eval/return_history,reference_Q_std,reference_action_mean,train/param_noise_distance,train/loss_actor,reference_actor_Q_std,ret_rms_mean,eval/Q,rollout/Q_mean,reference_Q_mean
0.5427672863006592,1.6616510152816772,12.946131944656372,0.16720346283821505,0.6777356863021851,-0.09023237973451614,1.0,118.42318311204704,0.5434128046035767,1000,1.0,118.42318311204704,0.3773934245109558,19.754085540771484,7.002755641937256,40.0,77.24314909464202,71.08478247155077,24.625,1,40.0,-0.13222047686576843,71.08478247155077,2.4367964267730713,-0.31301331520080566,0.6303988099098206,-18.953638076782227,2.0700008869171143,0.0,17.563879013061523,9.057443618774414,19.572372436523438
0.5738299489021301,2.6143381595611572,25.120978593826294,0.1370306733903066,0.36341801285743713,-0.09895789623260498,2.0,96.58642440463211,0.6094005703926086,2000,1.0,96.58642440463211,0.6026254892349243,39.32792663574219,7.015998840332031,99.0,79.61473286281601,71.63198551861052,20.07070707070707,2,99.0,0.09637518227100372,71.35838399508064,8.99739933013916,-0.014103583991527557,0.5255837440490723,-36.833892822265625,7.548884391784668,0.0,32.69915008544922,17.480741500854492,38.451194763183594
0.6014177203178406,5.139846324920654,37.88446927070618,0.11230273064362171,0.5617548227310181,-0.06930717825889587,3.0,96.20327886322808,0.6536652445793152,3000,1.0,102.5518229343192,0.6588681936264038,55.511966705322266,7.286428928375244,140.0,79.1881226727313,204.86527535104983,21.135714285714286,3,140.0,0.1138283759355545,115.86068111373704,17.774818420410156,0.1397487372159958,0.4372051954269409,-50.714725494384766,16.381607055664062,0.0,58.5730094909668,26.551603317260742,54.081573486328125
0.63503497838974,4.661215782165527,50.55200409889221,0.09203708190275892,0.9454269409179688,-0.012553744949400425,4.0,131.09464666486318,0.6796151995658875,4000,1.0,121.65216236724858,0.6479893326759338,72.7326431274414,7.180427551269531,161.0,79.12643764181954,249.99969681238855,24.664596273291924,4,161.0,0.31797847151756287,149.3954350383999,26.65267562866211,0.32116058468818665,0.5454686880111694,-68.70641326904297,24.860322952270508,0.0,80.2044677734375,36.45023727416992,70.1068344116211
0.6526927947998047,6.132571220397949,63.35828638076782,0.07542848153938683,1.1814912557601929,0.02747667394578457,5.0,167.82746146490908,0.7184967994689941,5000,1.0,138.48028703807614,0.7182180881500244,91.35130310058594,6.961282253265381,178.0,78.91627576464461,438.2879491594866,27.814606741573034,5,178.0,0.24372470378875732,207.17393786261724,33.65547561645508,0.25706222653388977,0.40355199575424194,-86.23458099365234,31.585098266601562,0.0,99.39791870117188,46.1153450012207,88.31159210205078
0.6684744954109192,10.496886253356934,75.98069953918457,0.06181699495154324,1.2885175943374634,0.036867231130599976,6.0,202.74386881240702,0.7651285529136658,6000,1.0,150.61550734515632,0.7611501812934875,108.02604675292969,6.9062180519104,197.0,78.9674224689876,355.05330413672044,30.32994923857868,6,197.0,0.12258437275886536,231.82049890830112,42.248313903808594,0.1693170964717865,0.42820560932159424,-104.4038314819336,38.94452667236328,0.0,111.31869506835938,55.591678619384766,103.92642974853516
0.6843084096908569,11.635527610778809,89.59451508522034,0.05066177638540577,1.4126460552215576,0.059912651777267456,7.0,240.73967736829297,0.7378239035606384,7000,1.0,163.63312068397565,0.7456445693969727,125.31930541992188,6.834092140197754,212.0,78.12978275893065,303.8097694432155,32.886792452830186,7,212.0,0.23261776566505432,242.10468041328886,49.952449798583984,0.26517990231513977,0.3305274546146393,-119.64985656738281,46.413818359375,0.0,120.50170135498047,64.36519622802734,119.64868927001953
0.6969593167304993,11.947884559631348,102.80901288986206,0.04151957869412388,1.49712073802948,0.07585828006267548,8.0,272.58300498333085,0.7622140645980835,8000,1.0,173.4114942835987,0.7825111746788025,142.44375610351562,6.79863977432251,229.0,77.81418938989614,300.7486833055849,34.75982532751092,8,229.0,0.22098150849342346,249.43518077482588,59.60722732543945,0.21886508166790009,0.33657306432724,-135.0373077392578,55.2442512512207,0.0,122.6245346069336,71.9288101196289,135.85240173339844
0.7082510590553284,19.65622901916504,116.71139860153198,0.034027141129503384,1.5674241781234741,0.08563414216041565,9.0,288.83814849440586,0.7747050523757935,9000,1.0,181.94839497314933,0.7734790444374084,155.6323699951172,6.719044208526611,248.0,77.11329062834025,276.24421074684255,36.23790322580645,9,248.0,0.138220876455307,252.41396188282772,70.83872985839844,0.15381278097629547,0.2903374433517456,-148.4049835205078,66.67316436767578,0.0,147.40101623535156,79.6593246459961,148.63479614257812
0.7160775065422058,21.908445358276367,130.28172159194946,0.027886755354071244,1.6136739253997803,0.08888966590166092,10.0,290.59826614668884,0.7959042191505432,10000,1.0,188.9722678568551,0.7833338379859924,171.5953369140625,6.681365489959717,266.0,76.75673822702949,381.4905456176146,37.556390977443606,10,266.0,-0.008345653302967548,265.3216202563064,79.09858703613281,0.036194030195474625,0.23742716014385223,-162.69668579101562,75.33443450927734,0.0,192.44302368164062,87.74066925048828,164.11676025390625
