reference_Q_std,eval/Q,reference_action_std,ret_rms_mean,reference_actor_Q_mean,total/duration,reference_perturbed_action_std,rollout/return_history,reference_actor_Q_std,train/loss_actor,obs_rms_mean,eval/episodes,train/loss_critic,total/episodes,total/steps_per_second,rollout/Q_mean,rollout/actions_std,rollout/actions_mean,obs_rms_std,reference_Q_mean,train/param_noise_distance,eval/return_history,param_noise_stddev,rollout/episodes,rollout/return,reference_action_mean,total/steps,rollout/episode_steps,eval/return,total/epochs,ret_rms_std,reference_perturbed_action_mean
4.419418811798096,2.270554304122925,0.013145114295184612,0.0,1.8903597593307495,11.416745662689209,0.39019420742988586,25.14678147105477,4.239838123321533,-2.4096221923828125,-0.1014709323644638,1.0,0.14255157113075256,13.0,87.59063480480921,0.19783081114292145,0.4478180706501007,0.6167590618133545,1.3198068141937256,1.5899133682250977,0.21505965292453766,100.09438785669116,0.16720346283821505,13.0,25.14678147105477,0.9445002675056458,1000,60.15384615384615,100.09438785669116,1,1.0,0.5865635871887207
8.260232925415039,15.87971305847168,0.5153734087944031,0.0,5.584577560424805,22.222373723983765,0.38137030601501465,40.28920754917891,8.058061599731445,-6.295891284942627,-0.03282294422388077,2.0,0.35053008794784546,19.0,89.99938642204887,1.877584457397461,0.41791921854019165,0.6591646075248718,1.0674034357070923,4.881695747375488,0.4512598514556885,168.2366290256092,0.13978498992545177,19.0,40.28920754917891,0.7415832877159119,2000,93.63157894736842,236.37887019452722,2,1.0,0.6363635063171387
11.695157051086426,24.467042922973633,0.4603796899318695,0.0,10.420495986938477,33.42438983917236,0.4858075678348541,84.29327726073907,11.403665542602539,-11.915838241577148,0.012289506383240223,3.0,1.114809513092041,20.0,89.7548171989094,4.310690879821777,0.4046775698661804,0.6502638459205627,0.9474068880081177,9.555253982543945,0.49211034178733826,249.20065441251413,0.11456001552955852,20.0,84.29327726073907,0.8175632953643799,3000,138.95,411.128705186324,3,1.0,0.5827885270118713
14.418953895568848,31.666961669921875,0.4890315532684326,0.0,14.95671272277832,44.34580659866333,0.09967895597219467,85.8279620631927,14.283003807067871,-16.20354652404785,0.033418960869312286,4.0,0.5401613116264343,25.0,90.20018592063602,6.504612445831299,0.37665531039237976,0.7202582955360413,0.8564980626106262,14.08829116821289,0.46118003129959106,263.74466113902025,0.09388702724900437,25.0,85.8279620631927,0.7654106616973877,4000,156.16,307.37668131853866,4,1.0,0.917125403881073
17.180561065673828,39.919918060302734,0.43243223428726196,0.0,18.179292678833008,55.25359797477722,0.21255652606487274,94.7214194168211,17.262847900390625,-20.715566635131836,0.050308264791965485,5.0,1.1146072149276733,29.0,90.49184457241057,8.802701950073242,0.3762154281139374,0.7369685769081116,0.8179631233215332,17.320213317871094,0.29078251123428345,271.15411734732413,0.07694459401832851,29.0,94.7214194168211,0.7299084067344666,5000,163.13793103448276,300.7919421805399,5,1.0,0.8685529828071594
20.335134506225586,45.02428436279297,0.5205603241920471,0.0,20.138051986694336,68.44504714012146,0.6045908331871033,103.3034968541661,20.481534957885742,-25.18614959716797,0.06486964970827103,6.0,1.1063926219940186,32.0,87.66156574801875,12.456101417541504,0.3951917290687561,0.7149292230606079,0.7858331203460693,19.209840774536133,0.2116515338420868,363.7884617890327,0.06432701283272566,32.0,103.3034968541661,0.6785102486610413,6000,169.125,826.9601839975755,6,1.0,0.5680260062217712
24.162322998046875,21.43358039855957,0.67840975522995,0.0,22.280635833740234,78.98594379425049,0.5934509038925171,125.81276616219786,24.409191131591797,-31.557876586914062,0.06944596022367477,7.0,1.8376497030258179,35.0,88.6233633953177,15.933351516723633,0.4238141179084778,0.685192883014679,0.8195368647575378,21.153549194335938,0.23434501886367798,310.2437700297009,0.052718847660376544,35.0,125.81276616219786,0.4318852424621582,7000,194.88571428571427,-11.024380526290058,7,1.0,0.5841695666313171
26.027692794799805,57.82228088378906,0.7333056330680847,0.0,25.901325225830078,89.56201577186584,0.7022745609283447,141.55407388285192,25.88404083251953,-39.643341064453125,0.06611981987953186,8.0,2.1685094833374023,38.0,89.32358133137333,20.21843910217285,0.44606921076774597,0.6469361782073975,0.831734836101532,24.649444580078125,0.21814443171024323,302.13696727841716,0.04320544008261588,38.0,141.55407388285192,0.2979864776134491,8000,208.81578947368422,245.38934801943088,8,1.0,0.27645090222358704
26.168155670166016,60.1578369140625,0.715510368347168,0.0,31.029541015625,100.00078558921814,0.6980599164962769,137.74370827568148,25.807785034179688,-44.30034255981445,0.069025419652462,9.0,3.009845495223999,46.0,89.99929297525799,23.004240036010742,0.45423251390457153,0.6262790560722351,0.9293790459632874,29.071266174316406,0.19497893750667572,291.0406276228509,0.037587132956139066,46.0,137.74370827568148,0.3769523799419403,9000,194.7391304347826,202.26991037832073,9,1.0,0.36801305413246155
26.9713134765625,66.11553192138672,0.7269216775894165,0.0,34.93791198730469,110.92638182640076,0.7088937759399414,141.15337934683245,26.586584091186523,-49.23020935058594,0.07455946505069733,10.0,2.914088726043701,53.0,90.14987990548498,26.15480613708496,0.4545225501060486,0.6130351424217224,0.9363342523574829,32.96773147583008,0.1847822666168213,294.79043374039514,0.03335667202186392,53.0,141.15337934683245,0.3691370189189911,10000,188.37735849056602,328.5386887982936,10,1.0,0.3472624719142914
