eval/episodes,rollout/episode_steps,total/steps_per_second,total/episodes,reference_actor_Q_mean,train/param_noise_distance,total/steps,obs_rms_std,train/loss_critic,reference_Q_std,param_noise_stddev,reference_actor_Q_std,ret_rms_mean,reference_action_mean,rollout/episodes,ret_rms_std,rollout/return,eval/return_history,train/loss_actor,total/epochs,reference_action_std,obs_rms_mean,rollout/actions_mean,eval/return,reference_Q_mean,rollout/Q_mean,rollout/actions_std,reference_perturbed_action_mean,total/duration,eval/Q,reference_perturbed_action_std,rollout/return_history
135.0,704.6806282722513,71.18247783359422,191.0,151.48922729492188,0.23351658880710602,135000,0.3790920376777649,38.56378936767578,31.074663162231445,0.029019069447335507,27.19716453552246,0.0,-0.0011853799223899841,191.0,1.0,21.828729846825333,120.54645957296522,-146.7069854736328,135,0.43220144510269165,0.024650814011693,0.07613421231508255,-109.41311507448226,149.5667724609375,104.15812683105469,0.4949784278869629,0.040018968284130096,1896.5341486930847,144.4207763671875,0.4311816096305847,30.118624545321918
136.0,706.21875,71.12211179102432,192.0,154.78712463378906,0.19973012804985046,136000,0.3785238564014435,27.08287811279297,25.424020767211914,0.02960235274322695,17.57477378845215,0.0,0.010394752025604248,192.0,1.0,14.99613472367563,117.56824267137728,-144.9298858642578,136,0.48333027958869934,0.024734849110245705,0.0775189995765686,-261.46775698349205,151.9530792236328,103.86198425292969,0.49705636501312256,-0.032533276826143265,1912.204187631607,143.2920684814453,0.4553871154785156,16.598186184533414
137.0,707.740932642487,71.0713157454646,193.0,152.03564453125,0.1742522120475769,137000,0.37850281596183777,23.295011520385742,33.11836242675781,0.02960235274322695,32.18260955810547,0.0,-0.086539126932621,193.0,1.0,15.730723628405036,119.69536194362041,-146.75160217285156,137,0.4476589262485504,0.024676084518432617,0.07676225155591965,246.73268021053542,150.58493041992188,104.21653747558594,0.497013658285141,-0.07910008728504181,1927.6412510871887,166.50950622558594,0.4445762634277344,17.322881920486815
138.0,709.2474226804123,71.04978130528018,194.0,153.14361572265625,0.21909822523593903,138000,0.37850382924079895,26.777328491210938,30.68620491027832,0.030197360033365813,27.063762664794922,0.0,-0.15932703018188477,194.0,1.0,16.972652751005146,120.73586378237798,-146.62542724609375,138,0.4566653072834015,0.0245542973279953,0.07562220841646194,113.58807197665988,151.2899932861328,104.7222900390625,0.4966617524623871,0.06516456604003906,1942.3001375198364,143.63040161132812,0.4447495639324188,17.123850205309644
139.0,710.7384615384616,71.03069955664898,195.0,153.64605712890625,0.23461122810840607,139000,0.3785093426704407,24.63461685180664,30.57950210571289,0.030804326970036468,27.12356948852539,0.0,0.029049433767795563,195.0,1.0,18.61511971099875,114.34361479153839,-147.0236053466797,139,0.43496862053871155,0.02450265735387802,0.07554981112480164,-628.6805627498134,151.95896911621094,105.20694732666016,0.49604490399360657,-0.17746706306934357,1956.9003384113312,104.10294342041016,0.480105459690094,19.67408715509336
140.0,712.2142857142857,71.03207813328757,196.0,153.89833068847656,0.20629101991653442,140000,0.3783428370952606,26.299375534057617,30.896846771240234,0.030804326970036468,27.989055633544922,0.0,0.08643940836191177,196.0,1.0,20.465864126477765,111.07022426265931,-147.37222290039062,140,0.44859400391578674,0.024342669174075127,0.07471391558647156,-208.24313466988104,152.30201721191406,105.68534851074219,0.4955034554004669,0.05516328662633896,1970.9405057430267,137.5391845703125,0.4524688124656677,21.552407510517497
141.0,713.6751269035533,70.9750612020874,197.0,153.16122436523438,0.18340472877025604,141000,0.37814390659332275,27.418821334838867,31.085479736328125,0.030197360033365813,28.405193328857422,0.0,-0.03690347075462341,197.0,1.0,15.316439925937301,107.92980400934829,-147.74171447753906,141,0.4485992193222046,0.024361582472920418,0.07628533989191055,-266.22024819180945,151.5052490234375,105.68663787841797,0.49664515256881714,-0.022644272074103355,1986.6132922172546,137.28497314453125,0.4368501603603363,11.581008903116908
142.0,715.1212121212121,71.01788674434235,198.0,153.84512329101562,0.21257631480693817,142000,0.3778141438961029,32.75102615356445,29.939029693603516,0.030197360033365813,28.195966720581055,0.0,0.10099396109580994,198.0,1.0,17.376665641769705,103.90431080726583,-147.88775634765625,142,0.4361989200115204,0.024204252287745476,0.07572915405035019,-284.90951465022334,152.58489990234375,106.13666534423828,0.49615469574928284,0.03752052038908005,1999.4962749481201,107.31426239013672,0.4595716893672943,15.239812629975592
143.0,713.395,70.9637114106319,200.0,154.54766845703125,0.2660253345966339,143000,0.37782901525497437,30.67940902709961,29.460033416748047,0.029019069447335507,24.30040168762207,0.0,0.0485086515545845,200.0,1.0,18.241455041015815,100.84314080734119,-147.49012756347656,143,0.4404246211051941,0.024216629564762115,0.07646404951810837,-92.0592641114932,152.60577392578125,106.4009017944336,0.49594640731811523,0.15895530581474304,2015.114445924759,139.37123107910156,0.452681303024292,14.532065054910214
144.0,714.820895522388,70.9653389581862,201.0,154.8213653564453,0.280304491519928,144000,0.37784871459007263,35.89955139160156,31.792930603027344,0.030197360033365813,28.19560432434082,0.0,0.039212506264448166,201.0,1.0,19.360204357017793,100.69681189126867,-149.66107177734375,144,0.4409649074077606,0.02430574782192707,0.07732485979795456,109.45879170864461,153.18692016601562,106.72968292236328,0.49560678005218506,0.17561936378479004,2029.1596167087555,147.94090270996094,0.44189319014549255,16.593434247048094
145.0,716.2326732673267,70.94736578530687,202.0,154.3716583251953,0.25776180624961853,145000,0.377774715423584,11.33513069152832,33.04582214355469,0.0314234939421342,31.153274536132812,0.0,-0.059645943343639374,202.0,1.0,20.32780665717392,99.44709186273148,-148.2485809326172,145,0.4243183732032776,0.024343319237232208,0.0777425542473793,272.2410296475843,153.012939453125,107.02147674560547,0.4956202805042267,-0.09897292405366898,2043.7686219215393,160.33706665039062,0.45908990502357483,17.357411877632074
146.0,717.6305418719212,70.93313508016689,203.0,154.4114990234375,0.16993030905723572,146000,0.37770262360572815,24.550634384155273,32.28623962402344,0.02960235274322695,31.312549591064453,0.0,0.08920899033546448,203.0,1.0,19.022647812381884,95.16087917876148,-150.38824462890625,146,0.4000229835510254,0.02434188313782215,0.07775268703699112,-171.9225222620748,153.60382080078125,107.16825866699219,0.49597007036209106,-0.12758681178092957,2058.276429414749,152.63710021972656,0.4183069169521332,19.24264775030937
147.0,719.0147058823529,70.88325605836113,204.0,153.9517059326172,0.22363382577896118,147000,0.3773496448993683,32.61399459838867,32.05527114868164,0.02960235274322695,29.84929656982422,0.0,0.041998300701379776,204.0,1.0,10.639336985787885,95.98821085095133,-149.1933135986328,147,0.4046979248523712,0.024346506223082542,0.07647699117660522,205.36549928236354,152.48602294921875,106.91313171386719,0.498785138130188,-0.09283248335123062,2073.8324983119965,148.38104248046875,0.4104200303554535,2.6072648953607245
148.0,720.3853658536585,70.84956038491902,205.0,156.0704345703125,0.20190660655498505,148000,0.3773971498012543,37.59950256347656,31.818449020385742,0.029019069447335507,26.54526138305664,0.0,0.059672433882951736,205.0,1.0,13.064707933892965,95.7351332827517,-149.7507781982422,148,0.4508126974105835,0.024223605170845985,0.07575620710849762,-38.61438888763709,153.98568725585938,107.29198455810547,0.49816983938217163,-0.08819308876991272,2088.9332156181335,159.65512084960938,0.4636622965335846,4.584793527442383
149.0,721.742718446602,70.85460841428142,206.0,156.95077514648438,0.2125682383775711,149000,0.3774067759513855,23.304397583007812,29.342483520507812,0.028447279136688073,24.567079544067383,0.0,-0.004203418269753456,206.0,1.0,14.06393056495556,93.30412373346117,-149.58969116210938,149,0.4181722104549408,0.024219132959842682,0.07516597211360931,-425.5516979156926,154.97146606445312,107.5947265625,0.4978393614292145,-0.03959766775369644,2102.8977978229523,102.63577270507812,0.4288511872291565,11.610530486266462
150.0,723.0869565217391,70.85239857521925,207.0,155.9658203125,0.19942817091941833,150000,0.37709978222846985,34.7470817565918,32.579078674316406,0.02960235274322695,27.7177791595459,0.0,-0.03386201709508896,207.0,1.0,13.005538730579229,101.30872684531556,-147.0249786376953,150,0.4410846531391144,0.0244107898324728,0.07511477172374725,359.7604559020437,153.94020080566406,107.89186096191406,0.49824613332748413,-0.004427194595336914,2117.07723402977,168.8164520263672,0.4756318926811218,7.426335611257071
151.0,724.4182692307693,70.85184781889879,208.0,157.26011657714844,0.3057945966720581,151000,0.3769899904727936,21.029010772705078,32.38155746459961,0.02960235274322695,29.133136749267578,0.0,0.08814620971679688,208.0,1.0,14.365217015190067,101.6845466223709,-149.95860290527344,151,0.43177706003189087,0.024440811946988106,0.07507093250751495,215.20389789859865,155.59707641601562,108.32689666748047,0.4979880452156067,0.2002357840538025,2131.20764875412,158.4410858154297,0.413834810256958,21.17486821834541
152.0,725.7368421052631,70.86542419561908,209.0,157.23052978515625,0.2011762112379074,152000,0.37696486711502075,19.939163208007812,33.075416564941406,0.030197360033365813,28.896766662597656,0.0,0.09503113478422165,209.0,1.0,15.452253754875734,98.49103871156643,-149.59048461914062,152,0.41225728392601013,0.02446865662932396,0.07622313499450684,-317.76821499106507,155.4375,108.64159393310547,0.4974057972431183,0.1522049605846405,2144.910606622696,120.02906036376953,0.3942027986049652,22.65434203300518
153.0,727.0428571428571,70.8957885811054,210.0,156.665283203125,0.16840369999408722,153000,0.37690672278404236,41.91777801513672,32.62623977661133,0.02960235274322695,30.379413604736328,0.0,0.16874286532402039,210.0,1.0,17.447206259879913,94.07153646718507,-148.8875732421875,153,0.4318574070930481,0.02456335537135601,0.0764513909816742,42.342695135247595,155.24655151367188,109.06405639648438,0.4968394935131073,0.2429715394973755,2158.097160100937,162.07479858398438,0.41600173711776733,25.380425847829574
154.0,728.3364928909953,70.84755971236956,211.0,158.44021606445312,0.25401991605758667,154000,0.3768271505832672,34.99641799926758,32.98908615112305,0.029019069447335507,29.989038467407227,0.0,0.11185728758573532,211.0,1.0,18.478525006958492,88.5684300164143,-151.12669372558594,154,0.4467982351779938,0.024698905646800995,0.07715944200754166,-345.9585014936071,156.68527221679688,109.48161315917969,0.4964340925216675,0.2137647420167923,2173.6810784339905,136.2947998046875,0.43414491415023804,26.422025612065745
155.0,729.6179245283018,70.83854637214054,212.0,158.37559509277344,0.20448924601078033,155000,0.37672287225723267,36.50923156738281,33.11115646362305,0.028447279136688073,28.860172271728516,0.0,0.06963412463665009,212.0,1.0,20.132113493782594,91.56234551548832,-149.3029022216797,155,0.47541025280952454,0.024792108684778214,0.07744643092155457,175.27853689789788,156.57872009277344,109.91651916503906,0.49585190415382385,0.1317373812198639,2188.0742609500885,174.29510498046875,0.45758771896362305,39.52972032174307
156.0,727.803738317757,70.82150593477976,214.0,157.392822265625,0.22659626603126526,156000,0.37675219774246216,37.256282806396484,33.75758743286133,0.02788675535407124,31.115036010742188,0.0,0.08723384886980057,214.0,1.0,19.171031016063505,99.0249589892241,-150.01690673828125,156,0.44561052322387695,0.024740347638726234,0.07688159495592117,179.17012976482403,156.13026428222656,110.03736877441406,0.4963791072368622,-0.043383825570344925,2202.720740556717,156.39630126953125,0.4509529769420624,35.788496168955334
157.0,729.0697674418604,70.77599423984935,215.0,157.89524841308594,0.21953454613685608,157000,0.3768194019794464,64.16768646240234,33.041316986083984,0.030197360033365813,30.715370178222656,0.0,0.018737316131591797,215.0,1.0,21.699719791572136,103.76660468924493,-151.44851684570312,157,0.433171808719635,0.024775533005595207,0.07649443298578262,600.3556320658137,156.49874877929688,110.41718292236328,0.49583858251571655,0.07223565876483917,2218.266259431839,176.514892578125,0.3908179700374603,37.25919044274684
158.0,730.324074074074,70.73015533421152,216.0,157.72706604003906,0.1810133457183838,158000,0.37672004103660583,23.11932373046875,31.890092849731445,0.030804326970036468,30.14773178100586,0.0,0.036546699702739716,216.0,1.0,22.450379817771996,107.16200489874551,-153.02806091308594,158,0.42433592677116394,0.024900268763303757,0.07671566307544708,423.3310164676777,156.2430877685547,110.79338073730469,0.4956178367137909,0.01730939745903015,2233.842118024826,167.77264404296875,0.42923635244369507,36.06692900107625
159.0,731.5668202764977,70.68346179180871,217.0,158.72201538085938,0.2372630387544632,159000,0.376853346824646,24.018753051757812,30.379531860351562,0.029019069447335507,28.53299903869629,0.0,-0.043933313339948654,217.0,1.0,23.610809685511185,106.30052299999235,-152.8628387451172,159,0.48997771739959717,0.02489165961742401,0.07637697458267212,80.55228015468593,157.10635375976562,111.03553771972656,0.4955379068851471,0.0043108053505420685,2249.4653766155243,161.29539489746094,0.45764920115470886,38.87644671084942
160.0,732.7981651376147,70.63751635969047,218.0,159.96182250976562,0.21210230886936188,160000,0.37677255272865295,47.275360107421875,28.054521560668945,0.02788675535407124,24.030405044555664,0.0,-0.06567704677581787,218.0,1.0,22.675592639999678,107.49843157391376,-152.2478790283203,160,0.4357183873653412,0.024860326200723648,0.07586506009101868,78.23741320999468,158.0837860107422,111.15008544921875,0.49611493945121765,-0.0028825942426919937,2265.085300922394,148.9949188232422,0.41364458203315735,32.294505362665106
161.0,734.0182648401826,70.60774072969542,219.0,159.62655639648438,0.15741948783397675,161000,0.3766101598739624,35.31144332885742,29.43320655822754,0.02960235274322695,27.837936401367188,0.0,-0.08694013953208923,219.0,1.0,23.692021972173475,111.28610027836494,-152.68487548828125,161,0.4336048364639282,0.02479439787566662,0.07524290680885315,87.79614170483163,158.25689697265625,111.40315246582031,0.4959559142589569,-0.22442664206027985,2280.2032516002655,160.6735076904297,0.41348645091056824,30.85855972119847
162.0,735.2272727272727,70.5640139227318,220.0,159.54600524902344,0.1958712786436081,162000,0.37662994861602783,19.61882209777832,30.21356773376465,0.02960235274322695,30.63541030883789,0.0,-0.05537134408950806,220.0,1.0,22.90211743525725,111.58124091885502,-152.96426391601562,162,0.415149062871933,0.024737995117902756,0.0740133672952652,277.6619128220244,158.69558715820312,111.61454010009766,0.496404767036438,-0.058774761855602264,2295.787767648697,158.71261596679688,0.4344163239002228,27.882469896136215
163.0,736.4253393665158,70.54895434194158,221.0,159.64341735839844,0.20026041567325592,163000,0.37668517231941223,23.741331100463867,31.46030044555664,0.030804326970036468,30.741140365600586,0.0,0.09880948066711426,221.0,1.0,23.00155920053374,113.08318506029713,-152.5477752685547,163,0.43105006217956543,0.024722838774323463,0.07320564985275269,212.0754302582564,158.43099975585938,111.97427368164062,0.49632254242897034,-0.061146583408117294,2310.452387571335,164.66000366210938,0.44079089164733887,48.83435939654434
164.0,737.6126126126126,70.50604335623215,222.0,159.04641723632812,0.2677081823348999,164000,0.3767665922641754,65.98426055908203,32.33803176879883,0.030197360033365813,30.92620849609375,0.0,0.09648430347442627,222.0,1.0,23.976547958752064,112.88976666617891,-152.7884979248047,164,0.38581031560897827,0.024703193455934525,0.07275134325027466,390.1230165378505,157.95472717285156,112.34158325195312,0.49603039026260376,0.15451888740062714,2326.0417432785034,175.58023071289062,0.4277259409427643,49.12347274219044
165.0,738.7892376681615,70.50716696333103,223.0,160.800537109375,0.20179998874664307,165000,0.37667226791381836,59.208370208740234,29.62178611755371,0.0314234939421342,26.703449249267578,0.0,0.10878142714500427,223.0,1.0,24.611858445307664,109.1540683349429,-153.70758056640625,165,0.3716050386428833,0.024768386036157608,0.07273457944393158,-101.53593313815472,158.86349487304688,112.70052337646484,0.4957055151462555,0.17545482516288757,2340.1876306533813,141.5482635498047,0.38251522183418274,50.37428618471442
166.0,739.9553571428571,70.48620535968878,224.0,161.21420288085938,0.25666895508766174,166000,0.37644994258880615,63.042572021484375,30.40432357788086,0.0314234939421342,26.80356788635254,0.0,0.1173827201128006,224.0,1.0,24.081598615232906,115.35184584082755,-153.56138610839844,166,0.38295313715934753,0.0248505137860775,0.07363733649253845,351.11266846795434,159.48025512695312,112.96633911132812,0.49558529257774353,0.032389119267463684,2355.0707426071167,169.7259521484375,0.4275479316711426,58.821908217083035
167.0,741.1111111111111,70.44172364110382,225.0,159.78878784179688,0.18211711943149567,167000,0.37614014744758606,41.79579162597656,33.95234298706055,0.0314234939421342,33.081153869628906,0.0,0.04390755668282509,225.0,1.0,26.520995407392657,114.26626602099316,-155.10386657714844,167,0.38941410183906555,0.024788873270154,0.0738014280796051,-73.20818945377958,158.50570678710938,113.45069122314453,0.4947963356971741,0.1054191142320633,2370.7540271282196,140.13873291015625,0.3912874460220337,63.27081420294774
168.0,742.2566371681415,70.40029684242072,226.0,160.38552856445312,0.24315276741981506,168000,0.3760104477405548,23.751596450805664,33.51909637451172,0.02960235274322695,33.44757080078125,0.0,0.23964902758598328,226.0,1.0,25.98830672885285,117.58921150114031,-155.0897216796875,168,0.3775520622730255,0.02478639781475067,0.07368224859237671,431.1014245219379,159.33401489257812,113.58607482910156,0.49499180912971497,0.19190672039985657,2386.3535742759705,163.6597900390625,0.4001479744911194,62.487073794900496
169.0,740.640350877193,70.37668281963002,228.0,161.58587646484375,0.19940610229969025,169000,0.3762468993663788,28.549575805664062,31.024063110351562,0.0314234939421342,27.96408462524414,0.0,0.0620993971824646,228.0,1.0,27.886789572072864,119.90939662982146,-156.82135009765625,169,0.3602164089679718,0.024840017780661583,0.07407377660274506,383.0214328782667,159.80581665039062,113.87889099121094,0.4944472014904022,0.13351958990097046,2401.363537311554,164.7493896484375,0.3532589375972748,70.75142940408897
170.0,741.7729257641921,70.36567948013175,229.0,161.71499633789062,0.20404349267482758,170000,0.3761395514011383,16.774303436279297,33.418304443359375,0.030197360033365813,27.654481887817383,0.0,0.10190441459417343,229.0,1.0,29.789368132826752,122.25352211760348,-155.45858764648438,170,0.39381837844848633,0.0248847808688879,0.07459942251443863,409.9547829519627,159.34454345703125,114.3169174194336,0.4937845766544342,0.11226090788841248,2415.950520992279,182.28240966796875,0.3969084322452545,72.87452229819755
171.0,742.895652173913,70.33241558893509,230.0,161.19700622558594,0.20100487768650055,171000,0.37619471549987793,15.038299560546875,32.66695785522461,0.030197360033365813,30.931922912597656,0.0,0.03799986094236374,230.0,1.0,31.383256630359934,126.46597973058326,-155.8361053466797,171,0.3868256211280823,0.024916835129261017,0.07486222684383392,580.861256446254,159.6221923828125,114.64104461669922,0.49317124485969543,0.03102150745689869,2431.3113458156586,156.5719757080078,0.36361053586006165,76.33687545093639
172.0,744.008658008658,70.29721251434528,231.0,163.25888061523438,0.18012915551662445,172000,0.3760462701320648,20.366100311279297,28.26854705810547,0.029019069447335507,23.171751022338867,0.0,0.01198604702949524,231.0,1.0,32.90753863565637,127.25171980957624,-157.07281494140625,172,0.40157055854797363,0.024849822744727135,0.07431647181510925,508.0940591837786,161.28883361816406,115.0787582397461,0.49274343252182007,0.15061430633068085,2446.7542004585266,175.5174102783203,0.398451566696167,79.51361526970078
173.0,745.1120689655172,70.25814064740943,232.0,160.98745727539062,0.21203140914440155,173000,0.37600019574165344,34.64065170288086,32.799095153808594,0.030197360033365813,30.48775291442871,0.0,0.12625189125537872,232.0,1.0,34.87548416742986,128.3732157733558,-156.85548400878906,173,0.3469754457473755,0.024906745180487633,0.07441205531358719,550.013137348018,159.70077514648438,115.44552612304688,0.49199575185775757,0.07069097459316254,2462.348112344742,176.35247802734375,0.3576686680316925,84.38943096134801
174.0,746.206008583691,70.21935550054475,233.0,161.8332977294922,0.18990245461463928,174000,0.376232385635376,36.504642486572266,31.770751953125,0.030197360033365813,27.410608291625977,0.0,0.14624235033988953,233.0,1.0,38.00076672312132,124.65111824249392,-157.1000213623047,174,0.3830881416797638,0.024954181164503098,0.07467605173587799,-112.00379370111784,159.9925079345703,115.68718719482422,0.4913173317909241,0.1942407190799713,2477.949259996414,157.0980224609375,0.3566136062145233,91.35607058930886
175.0,747.2905982905983,70.21105920095661,234.0,160.9121856689453,0.18722820281982422,175000,0.3761598765850067,52.657142639160156,31.97266387939453,0.030197360033365813,29.934329986572266,0.0,0.1280125081539154,234.0,1.0,39.93276592875632,131.3068268593995,-156.35914611816406,175,0.382526159286499,0.024976816028356552,0.07466843724250793,352.0933532697821,159.42428588867188,116.05116271972656,0.49063417315483093,0.015165332704782486,2492.4848306179047,167.7342987060547,0.4005405306816101,102.44509695714417
176.0,744.9659574468085,70.17323880225777,235.0,162.95028686523438,0.16933558881282806,176000,0.3763508200645447,20.04498863220215,26.791736602783203,0.030197360033365813,23.097820281982422,0.0,0.04590345546603203,235.0,1.0,40.20790095294603,132.09730160532678,-157.94540405273438,176,0.4186560809612274,0.024896645918488503,0.07484952360391617,154.98301914416828,161.1428680419922,116.38978576660156,0.4900205433368683,0.1664520651102066,2508.0786209106445,153.3499298095703,0.4037322998046875,103.25690046405427
177.0,746.0466101694915,70.13485878316807,236.0,160.77557373046875,0.17601580917835236,177000,0.37598636746406555,29.971717834472656,30.15445327758789,0.02960235274322695,27.61029624938965,0.0,0.12479047477245331,236.0,1.0,42.32277764032569,130.99292586232872,-155.37660217285156,177,0.39184820652008057,0.02488756738603115,0.0737108364701271,425.6350841745596,159.20401000976562,116.57808685302734,0.49091044068336487,0.05842867121100426,2523.709366083145,172.0259246826172,0.4192391335964203,106.9221519657235
178.0,747.1181434599156,70.09761019821237,237.0,162.46453857421875,0.21250507235527039,178000,0.3756217062473297,18.382173538208008,31.573732376098633,0.030197360033365813,25.879867553710938,0.0,0.12472076714038849,237.0,1.0,39.86072135647103,130.7569437569795,-157.09701538085938,178,0.42113688588142395,0.024906644597649574,0.07398667186498642,209.88335907195852,160.11196899414062,117.05164337158203,0.4903012812137604,0.14013946056365967,2539.3162405490875,155.58856201171875,0.40097638964653015,99.506283382748
179.0,748.1806722689075,70.08673564236514,238.0,162.19033813476562,0.16879799962043762,179000,0.37537121772766113,34.5794792175293,30.30768394470215,0.02960235274322695,29.068920135498047,0.0,0.013336827978491783,238.0,1.0,41.87275837135684,129.7332550342872,-157.42596435546875,179,0.4247520864009857,0.02497650310397148,0.07440299540758133,-123.42131559076071,160.75392150878906,117.3093490600586,0.4900508224964142,0.18363189697265625,2553.9782721996307,124.32170867919922,0.4623382091522217,102.0520828671298
180.0,749.2343096234309,70.04830418261787,239.0,163.05682373046875,0.200086310505867,180000,0.3749767243862152,24.7692928314209,31.63609504699707,0.027337276104373337,29.429622650146484,0.0,0.06493597477674484,239.0,1.0,42.3099993446775,127.73576898552024,-156.88223266601562,180,0.4336467981338501,0.025057457387447357,0.075799360871315,120.70719657782547,161.42727661132812,117.51485443115234,0.4904769957065582,0.05345023423433304,2569.65535569191,136.50772094726562,0.4294264018535614,99.14143091777109
181.0,750.2791666666667,70.01214184389603,240.0,162.0753173828125,0.2152894139289856,181000,0.37492087483406067,34.35487747192383,33.119327545166016,0.029019069447335507,30.37232780456543,0.0,0.09749466925859451,240.0,1.0,40.0758914315643,131.29191665621585,-158.04946899414062,181,0.40891364216804504,0.02505635842680931,0.07588400691747665,335.2780097016698,160.5322265625,117.6928939819336,0.4903762638568878,0.056871213018894196,2585.2658586502075,162.9834442138672,0.45258352160453796,93.90897352916818
182.0,751.3153526970955,69.99105019111869,241.0,162.23597717285156,0.1961643397808075,182000,0.3748783469200134,22.352439880371094,33.76704406738281,0.029019069447335507,32.37510681152344,0.0,0.1671874225139618,241.0,1.0,40.36089097580748,133.47511990844123,-157.29469299316406,182,0.41560372710227966,0.025040121749043465,0.0750584676861763,-69.8469910911907,160.81533813476562,117.42617797851562,0.4918731153011322,0.014614798128604889,2600.332463979721,152.4488525390625,0.43383029103279114,91.24127399014021
183.0,752.3429752066115,69.96875980222906,242.0,163.0377655029297,0.2272351086139679,183000,0.3748546242713928,43.74042892456055,29.62297248840332,0.029019069447335507,25.985197067260742,0.0,0.14769095182418823,242.0,1.0,36.69478348139849,127.80163267117507,-159.25808715820312,183,0.4421253204345703,0.02507963962852955,0.07511814683675766,-323.50490910191735,161.2503204345703,117.7303695678711,0.4914097785949707,0.14839473366737366,2615.4529609680176,116.24126434326172,0.4154139757156372,77.97360111174517
184.0,753.3621399176955,69.93478890760969,243.0,163.41397094726562,0.18086619675159454,184000,0.3747992217540741,19.313703536987305,28.409269332885742,0.029019069447335507,24.524093627929688,0.0,0.027880169451236725,243.0,1.0,38.33385841660627,131.31755763921024,-156.48280334472656,184,0.4300388693809509,0.025037873536348343,0.07487913221120834,297.3885106979987,161.35641479492188,117.932373046875,0.4910546839237213,0.11364555358886719,2631.0224549770355,154.00140380859375,0.4478883445262909,80.81328838722068
185.0,754.3729508196722,69.90216742704143,244.0,163.61807250976562,0.1706208735704422,185000,0.3747243881225586,72.1992416381836,30.372905731201172,0.029019069447335507,26.406538009643555,0.0,0.02368074469268322,244.0,1.0,39.54903827977545,135.8877976377453,-157.94467163085938,185,0.402194619178772,0.024979928508400917,0.0741221159696579,390.0017004255,161.49600219726562,118.11308288574219,0.4908903241157532,-0.06714768707752228,2646.5559911727905,163.08724975585938,0.43440747261047363,81.51400014517218
186.0,755.3755102040816,69.8874982834725,245.0,162.22647094726562,0.19335976243019104,186000,0.3746439814567566,57.787330627441406,31.493900299072266,0.02960235274322695,28.908266067504883,0.0,0.07940809428691864,245.0,1.0,39.990274058793744,137.2236997813489,-156.3802032470703,186,0.41090184450149536,0.02496577613055706,0.0734034851193428,168.13236499149951,160.58551025390625,118.48462677001953,0.49026787281036377,0.09431178867816925,2661.4202048778534,154.5736083984375,0.42208045721054077,79.2359341460565
187.0,756.369918699187,69.85355010304633,246.0,164.3564910888672,0.1996956467628479,187000,0.3747422993183136,21.31604766845703,27.66004753112793,0.028447279136688073,21.15920066833496,0.0,0.10687334835529327,246.0,1.0,42.516673531699055,141.25669760981847,-157.08111572265625,187,0.4022282660007477,0.02499309368431568,0.0734904482960701,449.5186832749449,161.58436584472656,118.8268051147461,0.489607036113739,0.10952778160572052,2677.02929520607,170.53759765625,0.4074968695640564,83.13344022299567
188.0,757.3562753036438,69.84023007424608,247.0,164.00291442871094,0.19681528210639954,188000,0.3748249113559723,38.53008270263672,28.076475143432617,0.02788675535407124,21.22998809814453,0.0,-0.06200625002384186,247.0,1.0,44.126141679832216,146.68550604525652,-157.29966735839844,188,0.4400101900100708,0.024953270331025124,0.0729336217045784,483.8797923076292,161.4298553466797,119.17379760742188,0.4889907240867615,0.0365588441491127,2691.8582570552826,173.6638641357422,0.41434305906295776,100.37118245470316
189.0,758.3346774193549,69.8573533797181,248.0,167.12847900390625,0.2265571653842926,189000,0.3750268816947937,31.669719696044922,18.848466873168945,0.029019069447335507,16.18291664123535,0.0,-0.005465729162096977,248.0,1.0,46.51441899122834,148.001066240983,-158.81753540039062,189,0.4539611339569092,0.024926181882619858,0.07251115143299103,264.5395178807413,165.2125701904297,119.45613861083984,0.4886416792869568,-0.0058085378259420395,2705.513319015503,170.89080810546875,0.4509366750717163,101.53563579536703
190.0,759.3052208835342,69.82347990260753,249.0,163.64389038085938,0.18461067974567413,190000,0.3751191198825836,33.9275016784668,28.40555763244629,0.02960235274322695,23.703306198120117,0.0,0.20035813748836517,249.0,1.0,47.66103079319123,151.52189928885963,-160.2196807861328,190,0.4071614146232605,0.024897916242480278,0.0720030888915062,477.10320207514417,161.7070770263672,119.72943115234375,0.48822155594825745,-0.03864726796746254,2721.147675037384,170.4314422607422,0.46445733308792114,102.03002564042174
191.0,757.4501992031873,69.84375693920754,251.0,164.3705596923828,0.18507789075374603,191000,0.37534502148628235,36.690208435058594,26.43101692199707,0.028447279136688073,22.453914642333984,0.0,0.0753641352057457,251.0,1.0,49.33399826803116,151.71988272080623,-159.58212280273438,191,0.42884311079978943,0.024937232956290245,0.07268020510673523,429.98236588849613,162.62423706054688,119.93321228027344,0.4878418743610382,0.2505456805229187,2734.6753435134888,194.15008544921875,0.38998597860336304,102.03876707062668
192.0,758.4126984126984,69.811262164517,252.0,164.53140258789062,0.24408940970897675,192000,0.3755204379558563,22.293624877929688,28.671804428100586,0.02788675535407124,24.759441375732422,0.0,0.11349574476480484,252.0,1.0,51.14017094508616,152.7691693355307,-160.05679321289062,192,0.43272194266319275,0.024962186813354492,0.07290991395711899,555.2954059610627,162.78363037109375,120.25837707519531,0.48725244402885437,0.1797093152999878,2750.2725784778595,197.03427124023438,0.43709123134613037,102.02178809139359
