ret_rms_mean,eval/return,param_noise_stddev,reference_perturbed_action_std,train/loss_critic,eval/return_history,train/param_noise_distance,total/steps,obs_rms_std,rollout/actions_std,eval/Q,rollout/return,rollout/Q_mean,obs_rms_mean,reference_Q_mean,reference_perturbed_action_mean,rollout/episodes,total/episodes,reference_actor_Q_std,train/loss_actor,reference_action_std,total/steps_per_second,rollout/actions_mean,total/duration,eval/episodes,rollout/return_history,ret_rms_std,reference_actor_Q_mean,total/epochs,reference_action_mean,reference_Q_std,rollout/episode_steps
0.0,-343.680392938879,0.13978498992545177,0.3910166919231415,0.02842462994158268,-343.680392938879,0.7720266580581665,1000,1.9004608392715454,0.511908233165741,4.812683582305908,-37.12306662232213,2.682985305786133,0.004203192889690399,5.746237277984619,0.49665698409080505,1.0,1.0,0.7956455945968628,-6.084373950958252,0.5200401544570923,24.768788396627084,0.11808528751134872,40.37339186668396,1.0,-37.12306662232213,1.0,6.175423622131348,1,0.5323689579963684,0.9511294960975647,1000.0
0.0,-114.47347890411652,0.09388702724900437,0.47223225235939026,0.06439623981714249,-229.07693592149775,0.46245497465133667,2000,1.4114556312561035,0.49338477849960327,16.231679916381836,-191.4296101693782,2.816627264022827,0.09117066115140915,15.186346054077148,0.4262602627277374,2.0,2.0,1.1945281028747559,-9.674969673156738,0.5592341423034668,24.990038670145843,0.43216845393180847,80.03188896179199,2.0,-191.4296101693782,1.0,15.716196060180664,2,0.2958669662475586,1.3217134475708008,1000.0
0.0,-268.31466226662326,0.06305951655006926,0.5677840709686279,0.18339373171329498,-242.1561780365396,0.4808209240436554,3000,1.4429373741149902,0.4741354286670685,21.132877349853516,-227.41775716323093,6.268942832946777,0.10797356069087982,25.088369369506836,0.3741179406642914,3.0,3.0,1.1178520917892456,-21.295812606811523,0.5717830657958984,24.563996745418486,0.4648739695549011,122.12996244430542,3.0,-227.41775716323093,1.0,25.719682693481445,3,0.2451859712600708,1.3090742826461792,1000.0
0.0,-516.4464215538021,0.04235412222587577,0.5031537413597107,0.3510246276855469,-310.7287389158552,0.3062506914138794,4000,1.6035327911376953,0.5501399040222168,33.15087890625,-272.6755695049405,9.662853240966797,0.10467062145471573,34.09248352050781,0.3059536814689636,4.0,4.0,1.000914216041565,-25.1302547454834,0.43377232551574707,24.393590270540624,0.40318167209625244,163.97750210762024,4.0,-272.6755695049405,1.0,34.62431335449219,4,0.4186760485172272,1.1659926176071167,1000.0
0.0,-273.3907505332801,0.028447279136688076,0.4997009336948395,0.8984585404396057,-303.2611412393402,0.23067112267017365,5000,1.4599465131759644,0.5659692883491516,38.89731216430664,-271.89589899836517,14.95425796508789,0.08739165216684341,39.145668029785156,0.33281469345092773,5.0,5.0,0.998369038105011,-32.2616081237793,0.4455982446670532,24.587146717425302,0.37624549865722656,203.3582854270935,5.0,-271.89589899836517,1.0,39.36937713623047,5,0.31725582480430603,1.0117688179016113,1000.0
0.0,81.02540945676704,0.02426044449968572,0.5752318501472473,0.7448199987411499,-239.21338278998903,0.23649141937494278,6000,1.3484041690826416,0.5632216930389404,45.15309524536133,-287.9688226602568,19.17241859436035,0.08310011774301529,43.43729019165039,0.24760274589061737,6.0,6.0,1.256196141242981,-37.88691711425781,0.4530010521411896,24.7384950706169,0.411733478307724,242.53698468208313,6.0,-287.9688226602568,1.0,43.874977111816406,6,0.29932349920272827,1.305459976196289,1000.0
0.0,-307.63588403785377,0.02152991267583435,0.46645811200141907,1.201084017753601,-248.98802582539824,0.19440388679504395,7000,1.2692017555236816,0.5621757507324219,44.1851692199707,-272.41084208887986,22.94603729248047,0.07248534262180328,46.67962646484375,0.26248282194137573,7.0,7.0,1.347456932067871,-42.81037139892578,0.4363739490509033,24.85442891747238,0.38155025243759155,281.639945268631,7.0,-272.41084208887986,1.0,47.09679412841797,7,0.33067816495895386,1.4387240409851074,1000.0
0.0,-381.53059786047675,0.0211056883401964,0.620449960231781,1.3516873121261597,-265.5558473297831,0.19334188103675842,8000,1.2420659065246582,0.5474861860275269,47.64330291748047,-268.3784413059973,25.91278076171875,0.07274514436721802,49.499534606933594,0.07822447270154953,8.0,8.0,0.9199936985969543,-47.13090515136719,0.5762761831283569,24.9425212521126,0.40375804901123047,320.7374234199524,8.0,-268.3784413059973,1.0,49.7571907043457,8,-0.0028199453372508287,1.0158863067626953,1000.0
0.0,-264.52485792432935,0.022854436146078055,0.5510454773902893,0.9605047702789307,-265.44129295139936,0.18422159552574158,9000,1.1854416131973267,0.5625278949737549,54.69651794433594,-279.8707808011766,28.196075439453125,0.07113183289766312,54.028404235839844,-0.49934959411621094,9.0,9.0,1.5020478963851929,-51.5142822265625,0.6408587694168091,25.026515320636875,0.4071667492389679,359.6185839176178,9.0,-279.8707808011766,1.0,54.830223083496094,9,-0.25176289677619934,1.6071767807006836,1000.0
0.0,-135.93658059434225,0.024748079434129402,0.7431141138076782,1.1038329601287842,-252.4908217156936,0.22155146300792694,10000,1.197845458984375,0.6025285720825195,59.99558639526367,-258.2462437878671,31.19841194152832,0.05887294560670853,59.82266616821289,0.0029201535508036613,10.0,10.0,1.5132050514221191,-57.078338623046875,0.7097904086112976,25.094861573553764,0.3433189392089844,398.48795223236084,10.0,-258.2462437878671,1.0,60.650672912597656,10,-0.07530024647712708,1.4514786005020142,1000.0
0.0,-215.85179439822986,0.022854436146078055,0.589777946472168,3.6603713035583496,-249.16000105046962,0.19987483322620392,11000,1.4369611740112305,0.619317889213562,65.03907775878906,-238.76602443181358,33.69534683227539,0.0656544417142868,64.10940551757812,-0.3238627314567566,11.0,11.0,1.1968430280685425,-61.521121978759766,0.6494286060333252,25.1413262277276,0.3230176270008087,437.52664041519165,11.0,-238.76602443181358,1.0,64.66604614257812,11,-0.25297412276268005,1.225288987159729,1000.0
