train/loss_actor,reference_perturbed_action_mean,eval/return_history,total/episodes,rollout/episode_steps,obs_rms_mean,reference_action_mean,ret_rms_std,eval/return,obs_rms_std,rollout/Q_mean,reference_actor_Q_std,total/epochs,total/steps_per_second,total/steps,rollout/return_history,reference_actor_Q_mean,train/loss_critic,train/param_noise_distance,reference_perturbed_action_std,reference_Q_mean,rollout/return,eval/Q,reference_action_std,param_noise_stddev,reference_Q_std,rollout/actions_std,total/duration,rollout/episodes,ret_rms_mean,rollout/actions_mean,eval/episodes
-2.3428404331207275,0.2859831750392914,-10.391904725223398,20.0,48.5,-0.40352386236190796,0.6462357640266418,1.0,-10.391904725223398,1.7125385999679565,1.0403833389282227,2.507215738296509,1,95.73291748909068,1000,0.14336797921334377,2.565377950668335,0.11541817337274551,0.3208622336387634,0.8207094073295593,2.155958652496338,0.14336797921334377,1.3019689321517944,0.6187514066696167,0.16720346283821505,2.8629770278930664,0.5781174898147583,10.445727825164795,20.0,0.0,0.41724130511283875,1.0
-5.850545883178711,0.8583088517189026,33.52921308479982,26.0,72.42307692307692,-0.15375101566314697,0.9314513206481934,1.0,77.45033089482304,1.3375897407531738,3.083320140838623,5.364871978759766,2,95.31117764331812,2000,19.548919756827527,4.756258964538574,0.22646497189998627,0.24875585734844208,0.26041072607040405,4.1337127685546875,19.548919756827527,5.703851222991943,0.2774863541126251,0.1370306733903066,5.439642906188965,0.5063197016716003,20.98389768600464,26.0,0.0,0.6262603998184204,2.0
-9.053110122680664,0.9154682159423828,43.342211033268505,32.0,93.6875,-0.07274342328310013,0.942445695400238,1.0,62.96820693020585,1.1519073247909546,4.509172439575195,8.071282386779785,3,95.44838274202888,3000,36.532916584356336,7.314500331878662,0.5801607370376587,0.3064550757408142,0.1406588852405548,6.5164618492126465,36.532916584356336,7.466091156005859,0.27597475051879883,0.11686267184170265,8.177435874938965,0.44792768359184265,31.43060064315796,32.0,0.0,0.7137826085090637,3.0
-12.478082656860352,0.9860613942146301,47.44032589292236,36.0,107.58333333333333,-0.028713393956422806,0.9027991890907288,1.0,59.734670471883916,1.0312660932540894,6.141554832458496,10.216976165771484,4,95.52682619750618,4000,44.00875614870421,10.497200012207031,0.6910936236381531,0.24623847007751465,0.02840094268321991,9.786184310913086,44.00875614870421,9.907125473022461,0.3408695459365845,0.10166619702807067,10.310626983642578,0.4068388044834137,41.87305450439453,36.0,0.0,0.7671958804130554,4.0
-15.057692527770996,0.8337642550468445,88.05264309542098,41.0,120.1219512195122,-0.006878388114273548,0.823784351348877,1.0,250.50191190541545,0.9531760215759277,7.4898247718811035,13.275298118591309,5,95.8934996281367,5000,50.36963754699601,13.721094131469727,0.5822384357452393,0.39773085713386536,0.3440450131893158,12.808847427368164,50.36963754699601,37.13901901245117,0.42965734004974365,0.09388702724900437,13.094782829284668,0.3776465952396393,52.14117765426636,41.0,0.0,0.8029983639717102,5.0
-18.14541244506836,0.7240660786628723,121.23457048964697,46.0,125.67391304347827,0.009913233108818531,0.7275330424308777,1.0,287.144207460777,0.9279808402061462,10.618803024291992,15.203302383422852,6,95.94728433430443,6000,61.17692779639995,16.791851043701172,0.5173588395118713,0.3791959881782532,0.5393198728561401,15.636758804321289,61.17692779639995,40.43234634399414,0.5544773936271667,0.08006885308329467,15.190340042114258,0.37956568598747253,62.53433895111084,46.0,0.0,0.804356038570404,6.0
-22.6513729095459,0.72829270362854,99.14509187577981,52.0,132.28846153846155,0.03236585110425949,0.5464184880256653,1.0,-33.391779807423134,0.9056651592254639,13.8577299118042,18.069965362548828,7,96.25515825078965,7000,80.15619817005002,20.623260498046875,0.7459844350814819,0.5666760206222534,0.46246466040611267,18.987937927246094,80.15619817005002,17.744890213012695,0.7347941994667053,0.06561998579066344,17.682273864746094,0.3763705790042877,72.72337532043457,52.0,0.0,0.7989774942398071,7.0
-26.7205753326416,0.6658576130867004,85.47249352815643,54.0,133.3148148148148,0.02264341153204441,0.30703526735305786,1.0,-10.235694905207257,0.9078681468963623,13.176825523376465,21.92768669128418,8,96.5967036368896,8000,79.38724918205493,25.692821502685547,1.4968938827514648,0.37414658069610596,0.5628871917724609,23.826854705810547,79.38724918205493,39.278465270996094,0.7468438744544983,0.05377849649835011,21.404294967651367,0.3896982967853546,82.81856107711792,54.0,0.0,0.7833857536315918,8.0
-32.32451629638672,0.27320486307144165,91.03140716548481,61.0,147.54098360655738,0.037513699382543564,0.16759860515594482,1.0,135.50271626411183,0.9603034853935242,16.67116928100586,24.715465545654297,9,96.88379533004829,9000,101.20592948587317,29.494718551635742,1.9260979890823364,0.29086682200431824,0.7379550337791443,27.572738647460938,101.20592948587317,58.38882064819336,0.7969147562980652,0.04407386942827646,24.437618255615234,0.40557047724723816,92.89479184150696,61.0,0.0,0.7628675699234009,9.0
-38.821746826171875,0.30312398076057434,84.66371932663608,68.0,143.5441176470588,0.030841007828712463,0.31992629170417786,1.0,27.354528776997675,1.02155601978302,19.548612594604492,25.686111450195312,10,96.97378991678116,10000,96.92104981838673,30.270601272583008,2.8929977416992188,0.3712121546268463,0.7548643946647644,28.32849884033203,96.92104981838673,38.985694885253906,0.7870537042617798,0.03612049597631193,25.52849769592285,0.4438271224498749,103.12064743041992,68.0,0.0,0.732734739780426,10.0
-46.81819152832031,0.28535908460617065,121.04801433124803,71.0,154.25352112676057,0.021992161870002747,0.3284425437450409,1.0,484.89096437736725,1.0276516675949097,22.208499908447266,28.667490005493164,11,96.40846248145976,11000,105.06411990276747,36.98525619506836,4.672762870788574,0.23389431834220886,0.8024276494979858,34.417110443115234,105.06411990276747,70.65237426757812,0.7835894823074341,0.029602352743226958,28.47663688659668,0.46894070506095886,114.09786772727966,71.0,0.0,0.7119177579879761,11.0
-54.95805358886719,0.4882355034351349,124.89223850410553,78.0,151.2948717948718,0.027161968871951103,0.4242633283138275,1.0,167.17870440553807,1.0770858526229858,26.23206329345703,30.895950317382812,12,96.44771158402068,12000,107.56532365397484,43.06473922729492,5.332585334777832,0.19175705313682556,0.7314013242721558,40.02175521850586,107.56532365397484,68.74392700195312,0.7596789002418518,0.025245515830755405,30.371227264404297,0.4787352681159973,124.41974830627441,78.0,0.0,0.697315514087677,12.0
-61.01082992553711,0.5335156321525574,131.03399887614788,80.0,162.2875,0.031420961022377014,0.4487154185771942,1.0,204.73512334065592,1.0527880191802979,30.404945373535156,34.193992614746094,13,96.54213943182027,13000,120.89212059914746,47.838623046875,3.9330573081970215,0.18989858031272888,0.6596571207046509,45.62173080444336,120.89212059914746,73.99065399169922,0.7281108498573303,0.024748079434129402,34.1466178894043,0.48033982515335083,134.65622448921204,80.0,0.0,0.6934676766395569,13.0
-65.42582702636719,0.5060945749282837,143.00081606876174,89.0,156.77528089887642,0.03946325182914734,0.4633379876613617,1.0,298.569439572742,1.1174352169036865,33.53709411621094,36.90550231933594,14,96.54993974533946,14000,125.80771791230472,49.668277740478516,5.780719757080078,0.17340965569019318,0.6720988154411316,47.423851013183594,125.80771791230472,90.49471282958984,0.7094042897224426,0.023313810312614227,36.60087585449219,0.4843303859233856,145.0026798248291,89.0,0.0,0.6899949908256531,14.0
-71.0167465209961,0.5705454349517822,145.571982784044,94.0,158.2127659574468,0.04554243013262749,0.3557230532169342,1.0,181.56831679799546,1.1492698192596436,37.19276428222656,39.58661651611328,15,96.51080007968321,15000,134.5279822970655,52.22277069091797,9.559934616088867,0.2159043550491333,0.6213732361793518,49.861175537109375,134.5279822970655,83.33667755126953,0.7443913221359253,0.023313810312614227,39.43033218383789,0.4874613583087921,155.42301988601685,94.0,0.0,0.6833809018135071,15.0
-77.5168685913086,0.3515979051589966,144.36371546300995,96.0,165.96875,0.05154196918010712,0.4675871431827545,1.0,126.23970564749928,1.1411036252975464,40.69120788574219,42.918601989746094,16,96.68185191953728,16000,143.14006864314135,54.854347229003906,11.31025505065918,0.18334196507930756,0.7600134015083313,52.306236267089844,143.14006864314135,87.95633697509766,0.732049286365509,0.02240411346542305,42.78247833251953,0.48535123467445374,165.49124455451965,96.0,0.0,0.6768840551376343,16.0
-81.13581848144531,0.5772078633308411,145.54111711305148,107.0,158.77570093457945,0.053947750478982925,0.48178234696388245,1.0,164.37954351371567,1.2089509963989258,43.91828918457031,45.21213912963867,17,96.76377169123964,17000,156.42489765693318,57.47196578979492,15.382072448730469,0.21725375950336456,0.6667420864105225,54.939544677734375,146.46379764280246,91.78858947753906,0.7200756072998047,0.024748079434129402,44.849098205566406,0.4945433735847473,175.6855866909027,107.0,0.0,0.6692035794258118,17.0
-86.45075988769531,0.5576496720314026,145.74301260388017,114.0,157.6140350877193,0.052150800824165344,0.5226814150810242,1.0,149.17523594796776,1.267418384552002,46.80803298950195,48.69322204589844,18,96.82439204708291,18000,169.77373508808466,58.16913604736328,10.837423324584961,0.1707938313484192,0.6337021589279175,55.50986099243164,149.73742895673803,86.48255157470703,0.6850400567054749,0.022854436146078055,47.99506759643555,0.5013686418533325,185.90356850624084,114.0,0.0,0.6625373363494873,18.0
-92.99413299560547,0.4355734884738922,146.25260692574165,123.0,153.15447154471545,0.049890995025634766,0.4450468122959137,1.0,155.4253047192481,1.3269076347351074,49.217525482177734,51.28350067138672,19,96.77731861842122,19000,178.2443532505156,61.224342346191406,14.31985092163086,0.16746731102466583,0.7183629274368286,58.032997131347656,146.87658418676395,94.9974136352539,0.7152279615402222,0.023313810312614227,50.80608367919922,0.5127524137496948,196.32699346542358,123.0,0.0,0.6525600552558899,19.0
