rollout/Q_mean,param_noise_stddev,eval/return_history,reference_action_mean,total/epochs,obs_rms_mean,eval/Q,total/steps_per_second,total/episodes,reference_actor_Q_std,rollout/actions_std,reference_perturbed_action_mean,eval/return,total/duration,rollout/actions_mean,rollout/return,rollout/return_history,rollout/episode_steps,train/loss_critic,total/steps,train/param_noise_distance,rollout/episodes,train/loss_actor,ret_rms_std,reference_Q_std,obs_rms_std,ret_rms_mean,eval/episodes,reference_perturbed_action_std,reference_actor_Q_mean,reference_Q_mean,reference_action_std
1.812253713607788,0.16720346283821505,-1070.6490853574676,0.7003332376480103,1,0.00882724579423666,3.141542911529541,62.86806969114409,1.0,0.1644931435585022,0.21715396642684937,0.7339926958084106,-1070.6490853574676,15.906325817108154,-0.26469311118125916,541.146806876153,541.146806876153,1000.0,0.007757282815873623,1000,0.6188308000564575,1.0,-3.5835916996002197,1.0,0.16618916392326355,0.20064358413219452,0.0,1.0,0.18450072407722473,3.7084555625915527,3.4700427055358887,0.13411034643650055
0.014989257790148258,0.14259466822295333,-533.1909462601999,-0.47942450642585754,2,0.036468662321567535,5.947758197784424,64.51269112527903,2.0,0.39778658747673035,0.5591049790382385,-0.0990980863571167,4.267192837067851,31.001652002334595,0.2618468701839447,-522.7032371192462,-522.7032371192462,1000.0,0.018958287313580513,2000,0.8535382151603699,2.0,-2.9163849353790283,1.0,0.43095460534095764,0.21287283301353455,0.0,2.0,0.3318505883216858,5.709853172302246,5.802392482757568,0.15287581086158752
2.1283249855041504,0.12405208101303944,-647.299356789846,-0.6850318908691406,3,0.03736674785614014,6.590649127960205,64.86193885376952,3.0,0.2631864845752716,0.512686014175415,-0.41346028447151184,-875.5161778491381,46.25208640098572,0.15302136540412903,-144.63979710875938,-144.63979710875938,1000.0,0.014700008556246758,3000,0.2972486615180969,3.0,-5.792659282684326,1.0,0.21439793705940247,0.1980799436569214,0.0,3.0,0.48827090859413147,7.09819221496582,7.402032852172852,0.03383031487464905
3.429508686065674,0.10166619702807067,-602.5341615280422,-0.3856394588947296,4,0.026935474947094917,8.910606384277344,65.0091483398568,4.0,0.23936757445335388,0.5634286403656006,-0.3448423147201538,-468.2385757426311,61.52980160713196,0.005277061369270086,-280.75219478570926,-280.75219478570926,1000.0,0.10684391111135483,4000,0.25578340888023376,4.0,-8.200329780578613,1.0,0.38749223947525024,0.24566945433616638,0.0,4.0,0.5654114484786987,9.29022216796875,9.179862976074219,0.4372221827507019
4.570023059844971,0.0849947009834283,-346.343733681986,0.03428924083709717,5,0.0298637542873621,10.951539039611816,65.11604808850109,5.0,0.16517779231071472,0.5802186131477356,0.053730957210063934,678.4179777022389,76.78598666191101,-0.06882189959287643,-374.8795696359405,-374.8795696359405,1000.0,0.08275754749774933,5000,0.18686728179454803,5.0,-9.823484420776367,1.0,0.16567109525203705,0.23179347813129425,0.0,5.0,0.3011226952075958,11.453903198242188,11.485733985900879,0.25901418924331665
5.802586078643799,0.07105704163663924,-228.48860408453652,-0.07658974826335907,6,0.032413460314273834,13.631006240844727,65.204054816841,6.0,0.1398305743932724,0.54450523853302,-0.16275489330291748,360.78704390271093,92.01881718635559,-0.050848353654146194,-204.8069048692345,-204.8069048692345,1000.0,0.17310766875743866,6000,0.17557959258556366,6.0,-12.834390640258789,1.0,0.13851511478424072,0.23364414274692535,0.0,6.0,0.3227110505104065,14.07411003112793,14.03454875946045,0.3666348159313202
7.090897083282471,0.05823440555183466,-101.78396180149382,-0.0344260111451149,7,0.03185773268342018,16.735506057739258,65.23458259184403,7.0,0.23508115112781525,0.520817756652832,-0.004933416843414307,658.4438918967624,107.30504775047302,-0.06498478353023529,-104.8666556400236,-104.8666556400236,1000.0,0.13808828592300415,7000,0.4754514694213867,7.0,-15.9570951461792,1.0,0.2649024724960327,0.2564481198787689,0.0,7.0,0.28572043776512146,16.857891082763672,16.782289505004883,0.3804825246334076
8.390385627746582,0.0477256850533856,-41.58962861848124,0.03195040300488472,8,0.030000513419508934,17.792728424072266,65.14939433239797,8.0,0.4011486768722534,0.497917503118515,0.002513512969017029,379.7707036626071,122.7946949005127,-0.0661233440041542,-14.603808574628758,-14.603808574628758,1000.0,0.1482648104429245,8000,0.29897236824035645,8.0,-18.927078247070312,1.0,0.3944767415523529,0.26366695761680603,0.0,8.0,0.5069754719734192,19.525724411010742,19.461132049560547,0.3113224506378174
9.837721824645996,0.040701478966889394,-8.100363178678776,-0.15194961428642273,9,0.0312725193798542,22.463905334472656,65.20670365600336,9.0,0.8895618915557861,0.5053728818893433,-0.15970760583877563,259.81376033974095,138.02261877059937,-0.058919914066791534,-40.734970227003856,-40.734970227003856,1000.0,0.08923870325088501,9000,0.2939823865890503,9.0,-21.962846755981445,1.0,0.8357532024383545,0.2551981806755066,0.0,9.0,0.36545711755752563,22.030832290649414,21.96920394897461,0.43104931712150574
11.150853157043457,0.034027141129503384,25.57147310844732,-0.09944035857915878,10,0.03039463609457016,23.458892822265625,65.25674446823284,10.0,1.2455486059188843,0.4946225881576538,0.06893302500247955,328.6179996925822,153.24086546897888,-0.0690731555223465,-2.9916504865056197,-2.9916504865056197,1000.0,1.0124744176864624,10000,0.3245207369327545,10.0,-24.749631881713867,1.0,1.1969150304794312,0.265645831823349,0.0,10.0,0.2706944942474365,24.58712387084961,24.425640106201172,0.4268973469734192
12.30124568939209,0.02901906944733551,21.106841601063667,-0.1021711602807045,11,0.03150579705834389,26.185054779052734,65.26607093363938,11.0,1.5467790365219116,0.4839603304862976,-0.12615948915481567,-23.539473472772862,168.54086422920227,-0.0530393123626709,46.99324927701086,46.99324927701086,1000.0,0.7725743651390076,11000,0.22549839317798615,11.0,-27.404647827148438,1.0,1.4969666004180908,0.2662677466869354,0.0,11.0,0.38548743724823,27.368011474609375,27.294679641723633,0.5079516172409058
13.674320220947266,0.02733727610437334,63.55146049680322,-0.141591414809227,12,0.03194217383861542,29.01527214050293,65.25999787935939,12.0,1.2405391931533813,0.483092337846756,-0.03844606131315231,530.4422683499383,183.87987112998962,-0.04417780041694641,52.867316288558776,52.867316288558776,1000.0,0.7579751014709473,12000,0.2290755659341812,12.0,-29.721935272216797,1.0,1.2953232526779175,0.26372894644737244,0.0,12.0,0.34824028611183167,29.833065032958984,29.761865615844727,0.31894218921661377
14.716657638549805,0.029602352743226954,119.54699867677537,-0.06118115782737732,13,0.03244476392865181,31.594125747680664,65.18424902611412,13.0,1.6918607950210571,0.47410154342651367,-0.19574493169784546,791.4934568364413,199.43468236923218,-0.041220515966415405,88.89294248554532,88.89294248554532,1000.0,1.0450892448425293,13000,0.13265636563301086,13.0,-31.690256118774414,1.0,1.7034103870391846,0.2603524327278137,0.0,13.0,0.22256067395210266,31.93708038330078,31.795455932617188,0.20560799539089203
15.879405975341797,0.030197360033365817,159.55099316549268,-0.054283950477838516,14,0.03255771845579147,33.584224700927734,65.1116270497575,14.0,1.8262742757797241,0.46278300881385803,-0.12966212630271912,679.6029215188179,215.01536107063293,-0.051899902522563934,128.93236915244208,128.93236915244208,1000.0,1.5910401344299316,14000,0.23683597147464752,14.0,-33.883331298828125,1.0,1.770896077156067,0.2613101899623871,0.0,14.0,0.1853541135787964,34.64983367919922,34.51732635498047,0.2174251824617386
