eval/episodes,rollout/Q_mean,obs_rms_std,train/loss_actor,eval/return,rollout/return_history,ret_rms_mean,train/loss_critic,ret_rms_std,reference_action_mean,reference_Q_mean,rollout/episode_steps,rollout/actions_std,reference_actor_Q_std,rollout/episodes,reference_Q_std,param_noise_stddev,reference_perturbed_action_mean,total/duration,total/episodes,eval/Q,eval/return_history,total/steps,total/epochs,rollout/actions_mean,reference_action_std,reference_perturbed_action_std,reference_actor_Q_mean,rollout/return,train/param_noise_distance,obs_rms_mean,total/steps_per_second
16.0,240.7305908203125,7.207618236541748,-394.50079345703125,371.00460667816327,332.8898879006024,0.0,509.5106506347656,1.0,0.22634512186050415,439.1925354003906,49.89968652037618,0.8206047415733337,321.4496154785156,319.0,316.7275390625,0.015350253774398782,0.21727772057056427,329.889839887619,319.0,494.0334167480469,319.09673209756045,16000,16,0.16624465584754944,0.8351976275444031,0.8241860866546631,477.7138977050781,246.00338721903898,0.1940333992242813,1.9156928062438965,48.50103903003073
17.0,254.79920959472656,7.220893383026123,-418.0186462402344,267.8604079156994,337.81738129318745,0.0,745.0990600585938,1.0,0.1985568404197693,437.6849365234375,50.734328358208955,0.8217803835868835,345.61883544921875,335.0,336.7994079589844,0.0156587938752642,0.2001286894083023,350.50901985168457,335.0,524.0015258789062,316.082830675098,17000,17,0.17323040962219238,0.8505785465240479,0.8417567014694214,474.0296325683594,248.96969095914466,0.2091289609670639,1.9181917905807495,48.500891666620824
18.0,265.61517333984375,7.179274559020996,-438.7221374511719,229.4432046890429,339.73235481662397,0.0,747.1874389648438,1.0,0.13148394227027893,460.7811279296875,51.55587392550143,0.8233337998390198,363.7064208984375,349.0,354.2264709472656,0.015350253774398782,0.12648548185825348,371.04878091812134,349.0,594.3220825195312,311.26951812031723,18000,18,0.1780838519334793,0.8507672548294067,0.8611796498298645,505.32977294921875,253.2867505702455,0.20715172588825226,1.9345084428787231,48.51114173037002
19.0,280.3279724121094,7.135974407196045,-477.70660400390625,403.0068279582139,345.3932432310836,0.0,1090.3531494140625,1.0,0.2383519858121872,509.1218566894531,52.56824512534819,0.8238409757614136,384.82501220703125,359.0,374.92852783203125,0.015973535632157008,0.22273080050945282,391.8005392551422,359.0,576.6371459960938,316.09779758546966,19000,19,0.18389323353767395,0.8224161863327026,0.8396727442741394,558.7200317382812,258.1602672310406,0.18819227814674377,1.9496612548828125,48.49406291303524
20.0,294.2750549316406,7.11374568939209,-496.449462890625,425.08251605994957,360.65412384664285,0.0,1120.26123046875,1.0,0.10955139994621277,540.630859375,53.706199460916444,0.8247239589691162,406.07952880859375,371.0,396.3231201171875,0.015973535632157008,0.127924844622612,412.77097940444946,371.0,485.9501953125,321.5470335091937,20000,20,0.18444836139678955,0.8654963970184326,0.8711653351783752,589.7471313476562,264.1735653041707,0.20286323130130768,1.9626474380493164,48.453018739002005
21.0,307.8296813964844,7.063891887664795,-505.5828552246094,599.7924022773991,366.6692080710857,0.0,1415.1126708984375,1.0,0.11957673728466034,506.94830322265625,54.596354166666664,0.8268440961837769,422.835693359375,384.0,408.2119140625,0.015973535632157008,0.13707031309604645,433.86445784568787,384.0,749.1865234375,334.7968129743463,21000,21,0.18162265419960022,0.8677069544792175,0.8730213046073914,554.8525390625,268.5907498282733,0.19645604491233826,1.9708062410354614,48.40221322639212
22.0,319.9245910644531,7.018942356109619,-525.7659912109375,494.759233276532,376.7837504423784,0.0,1674.8248291015625,1.0,0.08707424998283386,527.1513061523438,55.395465994962215,0.828544020652771,455.5868225097656,397.0,433.0718688964844,0.0156587938752642,0.10623937100172043,454.76671862602234,397.0,782.6433715820312,342.0678320789911,22000,22,0.1788061261177063,0.8671267628669739,0.867841362953186,589.0809936523438,272.4881036319634,0.2074497938156128,1.9747620820999146,48.37645126377797
23.0,334.4593505859375,7.028312683105469,-548.08154296875,247.30537730029238,379.78944303344133,0.0,2359.926513671875,1.0,0.10857830941677094,516.0311279296875,56.041463414634144,0.8298143744468689,488.88201904296875,410.0,464.6727600097656,0.0156587938752642,0.06033317372202873,475.19357109069824,410.0,414.43914794921875,337.9477253494825,23000,23,0.17939448356628418,0.8607321977615356,0.8739022612571716,567.0946655273438,275.2395763328382,0.19344383478164673,1.9774079322814941,48.401328214960394
24.0,350.08392333984375,7.002810001373291,-570.525634765625,475.8194278157545,385.61609746320005,0.0,2676.8349609375,1.0,0.15130646526813507,531.3704833984375,56.99762470308789,0.8308067321777344,528.0185546875,421.0,499.1416320800781,0.015047793132436803,0.1522616744041443,496.0804750919342,421.0,681.3677368164062,343.6923796189105,24000,24,0.1803409904241562,0.8561698198318481,0.8569379448890686,597.4677734375,279.754426407238,0.22083593904972076,1.9836220741271973,48.37924732988593
25.0,367.0003967285156,6.979978084564209,-611.1253662109375,292.1837761151916,394.7635502691243,0.0,2996.453857421875,1.0,0.1201561912894249,571.2097778320312,57.61431870669746,0.8310179710388184,555.2550659179688,433.0,536.2391967773438,0.015047793132436803,0.15161371231079102,516.7833597660065,433.0,662.3605346679688,341.6320354787617,25000,25,0.18421277403831482,0.8533276915550232,0.8482676148414612,629.4591064453125,282.46012314051285,0.21344789862632751,1.9913095235824585,48.376170647831444
26.0,379.4939880371094,6.995704650878906,-625.16064453125,254.83001820922942,391.72536092508216,0.0,3561.500732421875,1.0,0.13926874101161957,564.8499755859375,58.14093959731544,0.8320832848548889,553.076416015625,447.0,525.0061645507812,0.0156587938752642,0.14736640453338623,537.3572940826416,447.0,561.940185546875,338.2934963530105,26000,26,0.18721505999565125,0.8515898585319519,0.8649725914001465,630.2362060546875,284.31526046813207,0.1929619461297989,1.9925220012664795,48.38493919466811
27.0,389.5516357421875,7.018068790435791,-632.2276000976562,456.33184800131596,373.633679835779,0.0,4129.8955078125,1.0,0.14483457803726196,597.9161376953125,58.34415584415584,0.8327083587646484,571.1627197265625,462.0,543.7218017578125,0.0156587938752642,0.1575031578540802,558.1095480918884,462.0,1018.264404296875,342.66528715479956,27000,27,0.18982884287834167,0.853036642074585,0.8571508526802063,675.0977172851562,284.9575589076436,0.18978936970233917,1.9946974515914917,48.37759915111622
28.0,405.9547119140625,6.981858253479004,-665.6593017578125,319.6627739599462,366.9886520616308,0.0,4242.81787109375,1.0,0.1408884972333908,627.6402587890625,58.89684210526316,0.8330749273300171,613.3782348632812,475.0,572.2039184570312,0.017297050171870294,0.13962146639823914,578.8264999389648,475.0,1071.9769287109375,341.843768826412,28000,28,0.1933276206254959,0.8838722705841064,0.881118893623352,706.3597412109375,286.9769522625935,0.18502266705036163,2.0013864040374756,48.3737354854218
29.0,426.9443054199219,6.950799942016602,-691.57666015625,507.3991375819149,366.44383980663764,0.0,5169.091796875,1.0,0.145642951130867,603.9682006835938,59.48459958932238,0.8336356282234192,646.2503051757812,487.0,596.9132080078125,0.017999379770019416,0.14483845233917236,599.8011376857758,487.0,812.221435546875,347.55257464556723,29000,29,0.19274185597896576,0.8814562559127808,0.881213366985321,675.4392700195312,289.46644795263535,0.21313853561878204,2.004699468612671,48.34935810874127
30.0,447.36199951171875,6.925108432769775,-703.2691650390625,354.5100531549584,360.6297127435686,0.0,5139.4375,1.0,0.2086632400751114,602.699462890625,59.882,0.834426999092102,654.9839477539062,500.0,602.7760620117188,0.017644720880324885,0.18920107185840607,620.5794157981873,500.0,805.867919921875,347.78449059588024,30000,30,0.1918274462223053,0.8549342751502991,0.8780879378318787,691.3297119140625,290.9144404531494,0.19191746413707733,2.006664514541626,48.34191923915829
31.0,464.0350341796875,6.910614490509033,-723.8742065429688,327.6547581214634,367.75894486942707,0.0,5875.3798828125,1.0,0.1207880973815918,672.2113037109375,60.414872798434445,0.8353039026260376,699.4429931640625,511.0,648.4404907226562,0.01662212523270047,0.17352981865406036,641.3331215381622,511.0,902.1448364257812,347.1351443870281,31000,31,0.1917990744113922,0.8672139644622803,0.861985981464386,753.510009765625,293.3134623720874,0.19007393717765808,2.011671781539917,48.336814299642185
32.0,480.8110046386719,6.921629428863525,-764.5674438476562,335.94344883268076,357.50882865133883,0.0,7512.42333984375,1.0,0.18047381937503815,650.1934814453125,60.85333333333333,0.8360246419906616,705.3003540039062,525.0,645.9492797851562,0.017644720880324885,0.12880264222621918,662.0041403770447,525.0,1111.513427734375,346.78540390095475,32000,32,0.19109441339969635,0.8711686134338379,0.886671781539917,751.2686767578125,295.2420568958784,0.21396592259407043,2.011864423751831,48.33806625706961
33.0,492.3101501464844,6.922432899475098,-792.1213989257812,435.37354776781484,351.83800531165406,0.0,7240.70263671875,1.0,0.28214579820632935,731.7772216796875,61.28810408921933,0.8369778394699097,724.7449340820312,538.0,675.1067504882812,0.017297050171870294,0.30534255504608154,682.8659069538116,538.0,933.9891357421875,349.46989310904144,33000,33,0.19098490476608276,0.8420141935348511,0.8348234295845032,826.097900390625,296.65897674124415,0.20708432793617249,2.014021158218384,48.32573959828996
34.0,509.59698486328125,6.92461633682251,-817.1365356445312,445.78812072994805,364.12252051798174,0.0,7273.8486328125,1.0,0.20877915620803833,767.6751098632812,61.87431693989071,0.837891161441803,715.38232421875,549.0,652.5809326171875,0.017999379770019416,0.2238512635231018,703.8361601829529,549.0,1109.2735595703125,352.3027821567152,34000,34,0.19257180392742157,0.8552216291427612,0.8533254265785217,879.4730224609375,299.052718554552,0.19657424092292786,2.0177247524261475,48.306696818705866
35.0,525.4686889648438,6.92792272567749,-858.522216796875,243.93846686554838,362.67601766471967,0.0,8097.9130859375,1.0,0.1898796558380127,818.3932495117188,61.90088495575221,0.838854193687439,745.7059326171875,565.0,685.5096435546875,0.017297050171870294,0.19276466965675354,724.4563457965851,565.0,1337.9375,349.2066588626818,35000,35,0.19137433171272278,0.8524168729782104,0.8543137311935425,922.621826171875,299.04174833027173,0.1914542317390442,2.017589569091797,48.31208975264798
36.0,536.4345703125,6.914336681365967,-840.6255493164062,372.9041521014683,357.2247417893863,0.0,7984.13330078125,1.0,0.02032013051211834,783.4974365234375,62.10880829015544,0.8401360511779785,764.9124755859375,579.0,692.0155639648438,0.017297050171870294,-0.0018380389083176851,745.3046457767487,579.0,935.6246948242188,349.8649225637592,36000,36,0.187936931848526,0.8734534978866577,0.8660829663276672,881.806640625,299.8907138757344,0.20738252997398376,2.013716459274292,48.302395810885066
37.0,547.7344970703125,6.890335559844971,-820.9603271484375,380.72919360611047,353.74527318558364,0.0,9229.71484375,1.0,0.25888791680336,777.4699096679688,62.369932432432435,0.8414582014083862,793.659912109375,592.0,741.9638671875,0.018361167303396805,0.21791258454322815,766.0620064735413,592.0,871.7215576171875,350.69909205139027,37000,37,0.1849348098039627,0.819602906703949,0.8284553289413452,864.2288818359375,301.0375478209628,0.2035100907087326,2.0130527019500732,48.29896233899433
38.0,556.0750122070312,6.863803863525391,-830.723388671875,382.8641039707963,353.36179192861056,0.0,10301.998046875,1.0,0.26793813705444336,793.7020263671875,62.763636363636365,0.8415349125862122,804.8985595703125,605.0,744.7381591796875,0.017297050171870294,0.2920300364494324,786.8981053829193,605.0,881.390380859375,351.5455397334799,38000,38,0.18558017909526825,0.8197412490844727,0.8160006403923035,895.0078125,302.39116375807475,0.21008005738258362,2.0139472484588623,48.290877484713846
39.0,564.3507690429688,6.833676815032959,-849.365966796875,342.82874316917514,352.37978137911153,0.0,10209.546875,1.0,0.3995719850063324,773.5114135742188,63.14262560777958,0.8422614336013794,803.2761840820312,617.0,726.24755859375,0.017999379770019416,0.3801366686820984,807.6789798736572,617.0,945.2611694335938,351.322032129267,39000,39,0.18604449927806854,0.7667263150215149,0.7846235632896423,876.2388305664062,304.12446325289636,0.2223012000322342,2.015392303466797,48.286511066687225
40.0,572.6444091796875,6.813162803649902,-877.9847412109375,163.89937780373398,356.10024368463843,0.0,10634.7177734375,1.0,0.32879921793937683,830.4713134765625,63.453968253968256,0.84237140417099,848.9113159179688,630.0,785.8139038085938,0.018361167303396805,0.27154698967933655,828.1808054447174,630.0,1003.5587158203125,346.63646577112866,40000,40,0.18931306898593903,0.8198702931404114,0.8333699107170105,939.3153076171875,305.3089267253133,0.2005164921283722,2.020224094390869,48.298632058395455
41.0,582.0509033203125,6.804750442504883,-879.0242309570312,376.67308031975574,344.20884993936755,0.0,9674.302734375,1.0,0.3304128646850586,843.5677490234375,63.52329192546584,0.8428807258605957,853.31494140625,644.0,778.7310180664062,0.017999379770019416,0.3709433972835541,848.964902639389,644.0,1243.830078125,347.36906612597323,41000,41,0.19158531725406647,0.8144336938858032,0.8126840591430664,962.5183715820312,305.3611237174455,0.21434997022151947,2.0253777503967285,48.29410482404287
42.0,593.0441284179688,6.795634746551514,-880.4025268554688,407.0368128412373,346.3381789468626,0.0,12374.90625,1.0,0.15796403586864471,837.2149658203125,63.920852359208524,0.8424718379974365,851.1859130859375,657.0,782.3173217773438,0.017999379770019416,0.18538887798786163,869.7864544391632,657.0,1046.4525146484375,348.7897267620509,42000,42,0.19333957135677338,0.8635900020599365,0.8643640279769897,940.5308837890625,306.9389850678984,0.2147059589624405,2.0287842750549316,48.287714513882065
43.0,603.4494018554688,6.783568859100342,-880.125,522.411785861961,362.4987232765514,0.0,12361.0302734375,1.0,0.3333054184913635,844.926513671875,64.27694610778443,0.842261016368866,873.1449584960938,668.0,802.4361572265625,0.017999379770019416,0.31974196434020996,890.8614406585693,668.0,794.31591796875,352.8274490667,43000,43,0.19406826794147491,0.8128467798233032,0.8091579675674438,962.5707397460938,308.7647324663426,0.20897060632705688,2.0318570137023926,48.26788772922111
44.0,612.232666015625,6.765364170074463,-852.4921875,394.06163631359124,372.7122990232902,0.0,11845.4326171875,1.0,0.24174417555332184,838.793212890625,64.69117647058823,0.8429319262504578,853.8433837890625,680.0,789.5001831054688,0.018730226766195082,0.23353450000286102,911.6028263568878,680.0,1166.8714599609375,353.76458968594756,44000,44,0.1930256336927414,0.8503090739250183,0.8595173358917236,944.7606201171875,310.72052973149255,0.2148064821958542,2.0315229892730713,48.26663402947176
45.0,623.0759887695312,6.740235805511475,-910.6466674804688,331.1192247860277,379.364978563461,0.0,12247.6083984375,1.0,0.2915910482406616,859.2285766601562,65.02026049204052,0.8438574075698853,885.257568359375,691.0,814.007080078125,0.017999379770019416,0.20897506177425385,932.3500697612762,691.0,1027.6251220703125,353.2613593548382,45000,45,0.19046595692634583,0.825644850730896,0.8503708243370056,979.4910888671875,311.9402108844683,0.2102806121110916,2.0288994312286377,48.26513287173565
46.0,634.3270263671875,6.71673583984375,-906.0716552734375,579.4030961786171,384.61669380724487,0.0,12525.94921875,1.0,0.2512560486793518,780.9039306640625,65.44507845934379,0.8443935513496399,889.8306274414062,701.0,770.6688842773438,0.017644720880324885,0.24350112676620483,953.5206482410431,701.0,1073.644775390625,358.17748406839854,46000,46,0.18987415730953217,0.8437197804450989,0.8253461718559265,931.6226806640625,313.72261746871754,0.18181268870830536,2.0281877517700195,48.2422694095362
47.0,645.2257080078125,6.69305419921875,-944.077392578125,428.5442253586969,400.42890798508904,0.0,13265.21875,1.0,0.3167174160480499,794.508544921875,65.9747191011236,0.8446692228317261,869.5526123046875,712.0,766.9703369140625,0.017999379770019416,0.34416332840919495,974.5009157657623,712.0,1450.9886474609375,359.6746487767028,47000,47,0.18964944779872894,0.8019646406173706,0.8011201620101929,937.3388671875,316.3461854393899,0.18895463645458221,2.0271151065826416,48.22981614446963
48.0,654.210693359375,6.673426151275635,-925.4786987304688,449.90957552107403,397.7362813254861,0.0,12936.51171875,1.0,0.3391924798488617,832.1160888671875,66.22237569060773,0.8446428775787354,885.5703125,724.0,780.3745727539062,0.018361167303396805,0.3923957347869873,995.5233774185181,724.0,1155.4591064453125,361.55454308387726,48000,48,0.19044119119644165,0.8195486664772034,0.7954624891281128,969.8021240234375,317.6883326162474,0.16475068032741547,2.02909255027771,48.21584413664733
49.0,665.123779296875,6.652218341827393,-963.0576782226562,259.59782132986726,408.1245014629842,0.0,13316.1201171875,1.0,0.2622045576572418,815.91845703125,66.6267029972752,0.8450232744216919,903.5386962890625,734.0,793.6131591796875,0.018730226766195082,0.19336427748203278,1016.2518765926361,734.0,1069.4320068359375,359.473793660326,49000,49,0.19042356312274933,0.8200390934944153,0.8440732955932617,958.9163818359375,319.39236429668193,0.1799842268228531,2.0292809009552,48.21639312912346
50.0,674.19775390625,6.629482746124268,-991.8482055664062,346.3694625977963,417.00358467912565,0.0,14310.9658203125,1.0,0.22273030877113342,869.4695434570312,67.0107238605898,0.845495343208313,915.9268798828125,746.0,793.7628173828125,0.019490749081111935,0.18316076695919037,1037.1556332111359,746.0,907.2278442382812,359.2117070390754,50000,50,0.18977497518062592,0.8387978672981262,0.8553276062011719,1044.5687255859375,320.87186481765673,0.19884160161018372,2.0285797119140625,48.208772530304906
51.0,681.720703125,6.611074447631836,-992.020751953125,315.4165690541371,422.5672392129873,0.0,15399.36328125,1.0,0.23460981249809265,956.0236206054688,67.34610303830911,0.8459160923957825,989.0991821289062,757.0,888.86181640625,0.019106704324195603,0.22588978707790375,1057.9145679473877,757.0,1475.4205322265625,358.3529788432923,51000,51,0.1893325001001358,0.8277095556259155,0.8274106383323669,1097.124755859375,322.2135232640792,0.2044285088777542,2.0288069248199463,48.20805152438012
52.0,690.684326171875,6.592055320739746,-987.0440063476562,411.752618795118,425.32227090507206,0.0,13037.478515625,1.0,0.1314649134874344,895.20458984375,67.71838331160365,0.846451461315155,940.0819702148438,767.0,844.029052734375,0.019106704324195603,0.2453296035528183,1078.8200511932373,767.0,1227.10595703125,359.37989499621204,52000,52,0.1875147819519043,0.8489200472831726,0.8260780572891235,1042.8360595703125,323.8126646534043,0.2091299444437027,2.0283098220825195,48.200809711021776
53.0,702.1796875,6.584892272949219,-1014.3145141601562,427.3761147840178,426.64395289481683,0.0,14512.4404296875,1.0,0.1257655769586563,923.2574462890625,68.06169665809769,0.8470341563224792,938.3643188476562,778.0,836.7220458984375,0.019882513137642284,0.13417495787143707,1099.7488887310028,778.0,1448.6375732421875,360.66284253937823,53000,53,0.1851828247308731,0.8621652126312256,0.8614765405654907,1073.12109375,325.29697515064976,0.19089579582214355,2.026297092437744,48.19281978193818
54.0,713.8116455078125,6.5763654708862305,-1011.38525390625,456.86221517957364,426.32588995128316,0.0,12579.982421875,1.0,0.07982237637042999,923.982421875,68.31518987341772,0.8476890921592712,929.313720703125,790.0,836.427001953125,0.019106704324195603,0.09843018651008606,1120.7541193962097,790.0,1336.6529541015625,362.4443124030856,54000,54,0.18308745324611664,0.8637542128562927,0.8680793046951294,1063.310302734375,326.3028789314415,0.21565046906471252,2.0237231254577637,48.18184387231316
55.0,723.14501953125,6.5695695877075195,-1047.0872802734375,429.8341484672652,425.9172988616964,0.0,13646.20703125,1.0,0.2018125057220459,954.7689208984375,68.61797752808988,0.8478450775146484,955.5111083984375,801.0,857.7587280273438,0.019882513137642284,0.2308783382177353,1141.6293404102325,801.0,1115.4705810546875,363.669582149707,55000,55,0.18352511525154114,0.8563520312309265,0.8560925126075745,1105.056640625,327.7294441095389,0.17556455731391907,2.024524450302124,48.17675759825543
56.0,728.07470703125,6.553563594818115,-1050.164306640625,369.08194825806106,420.98798230497306,0.0,14792.4921875,1.0,0.18483392894268036,1024.7978515625,68.89272503082614,0.8479573130607605,1006.5086669921875,811.0,917.25732421875,0.019106704324195603,0.12977734208106995,1162.564742565155,811.0,939.6573486328125,363.766231544499,56000,56,0.18479230999946594,0.8589307069778442,0.8727455139160156,1178.54638671875,329.0421193014008,0.18978247046470642,2.02593731880188,48.16936033724722
57.0,740.3069458007812,6.545457363128662,-1073.13623046875,425.3760634483807,425.5028276760461,0.0,13902.181640625,1.0,0.13060449063777924,963.297119140625,69.20291616038882,0.8478797674179077,977.1219482421875,823.0,871.3760986328125,0.018361167303396805,0.1383003443479538,1183.3771531581879,823.0,1284.1982421875,364.84710578842675,57000,57,0.1845015436410904,0.8619614839553833,0.8550657629966736,1119.607666015625,330.46475875919555,0.21388733386993408,2.0244803428649902,48.167230411605324
