total/epochs,train/loss_critic,obs_rms_mean,rollout/episode_steps,eval/episodes,rollout/Q_mean,rollout/return_history,total/duration,train/param_noise_distance,eval/Q,rollout/return,reference_Q_mean,total/steps_per_second,total/steps,obs_rms_std,total/episodes,eval/return_history,rollout/episodes,reference_actor_Q_std,reference_perturbed_action_std,reference_perturbed_action_mean,ret_rms_mean,reference_action_std,ret_rms_std,param_noise_stddev,reference_Q_std,rollout/actions_mean,reference_actor_Q_mean,eval/return,train/loss_actor,rollout/actions_std,reference_action_mean
11,3.150097370147705,0.06976353377103806,171.6984126984127,11.0,25.344459533691406,150.7420242220177,175.37582182884216,0.15612149238586426,63.54108428955078,150.7420242220177,37.7093505859375,62.72244306706906,11000,0.985228955745697,63.0,134.24447258394991,63.0,23.348186492919922,0.7363935112953186,0.3775009214878082,0.0,0.7485908269882202,1.0,0.034711086666206405,23.38443946838379,0.6858701705932617,40.42546081542969,179.95248912695237,-51.40074157714844,0.42292520403862,0.38079705834388733
12,4.917110919952393,0.07013089954853058,166.61111111111111,12.0,28.146699905395508,146.31301892823092,196.6893928050995,0.1997372806072235,68.63995361328125,146.31301892823092,41.44929122924805,61.009899053838964,12000,1.0089842081069946,72.0,125.64833480818204,72.0,26.041475296020508,0.6797448396682739,0.4450521469116211,0.0,0.7253947257995605,1.0,0.032055106170371106,26.163183212280273,0.6808585524559021,43.97273254394531,31.090819274735413,-56.968345642089844,0.43173864483833313,0.29495248198509216
13,6.148991584777832,0.07717280834913254,165.54545454545453,13.0,32.1270866394043,153.20927690950467,220.24645686149597,0.16681130230426788,85.07744598388672,153.20927690950467,44.0814094543457,59.02478607487961,13000,1.049489140510559,77.0,127.05731615467226,77.0,28.287214279174805,0.66629958152771,0.4400869905948639,0.0,0.6703424453735352,1.0,0.03335667202186392,28.035890579223633,0.6822784543037415,46.977420806884766,143.96509231255476,-63.17546081542969,0.4309002757072449,0.43751612305641174
14,9.487663269042969,0.08216971158981323,164.42352941176472,14.0,35.51084899902344,159.75672681100355,245.80294561386108,0.18391910195350647,72.40655517578125,159.75672681100355,48.07295227050781,56.95619295788669,14000,1.094095230102539,85.0,137.6341033684305,85.0,30.61878776550293,0.6932101845741272,0.35136890411376953,0.0,0.7074446678161621,1.0,0.03142349394213421,30.368349075317383,0.6822534799575806,51.17610549926758,275.1323371472875,-67.3172836303711,0.4321232736110687,0.4242662489414215
15,9.683475494384766,0.06783054769039154,160.1505376344086,15.0,37.62215805053711,153.20732166279396,270.7620527744293,0.23005032539367676,65.56962585449219,153.20732166279396,52.61687469482422,55.399195885460486,15000,1.192351222038269,93.0,138.3963120243939,93.0,34.409732818603516,0.691707193851471,0.36206531524658203,0.0,0.6615167260169983,1.0,0.03335667202186392,34.07430648803711,0.6727271676063538,56.059322357177734,149.0672332078816,-74.63150787353516,0.44310837984085083,0.4268965721130371
16,10.562161445617676,0.06893299520015717,158.72,16.0,40.41625213623047,153.0867828820445,285.08112263679504,0.16567544639110565,113.47286987304688,153.0867828820445,57.67884063720703,56.12437558829404,16000,1.180867314338684,100.0,145.57599303594557,100.0,36.443458557128906,0.6685939431190491,0.39999544620513916,0.0,0.7049534916877747,1.0,0.032055106170371106,36.037445068359375,0.6695577502250671,61.176856994628906,253.2712082092208,-80.8652572631836,0.44415831565856934,0.3460308015346527
17,18.28362274169922,0.06864964216947556,158.89523809523808,17.0,44.02400588989258,164.58414382197378,294.73436737060547,0.16518250107765198,113.01524353027344,156.4403038623171,61.250091552734375,57.67905572621542,17000,1.206282377243042,105.0,147.3511603759617,105.0,39.73695373535156,0.6298888325691223,0.47769662737846375,0.0,0.6557566523551941,1.0,0.032055106170371106,38.80266189575195,0.6668477058410645,64.99112701416016,175.75383781621997,-86.22050476074219,0.44755083322525024,0.40587177872657776
18,12.181221961975098,0.06554725021123886,163.7981651376147,18.0,47.42512893676758,176.46897490091067,304.6020667552948,0.19983410835266113,114.7711410522461,161.31435885646655,66.39936828613281,59.09349267305033,18000,1.212734341621399,109.0,149.33174330063264,109.0,42.57691955566406,0.6613106727600098,0.4164336621761322,0.0,0.6789714694023132,1.0,0.029602352743226954,41.661136627197266,0.6641272902488708,70.71185302734375,183.00165302003862,-95.21151733398438,0.4506157338619232,0.3918258845806122
19,15.726758003234863,0.06796881556510925,163.7117117117117,19.0,50.51945114135742,181.0020451988246,314.0767879486084,0.23781807720661163,118.89978790283203,162.4854247456556,70.72514343261719,60.49476029126012,19000,1.2070726156234741,111.0,150.03952848941273,111.0,46.21776580810547,0.6464137434959412,0.44726642966270447,0.0,0.7025445103645325,1.0,0.02901906944733551,45.35286331176758,0.6655579805374146,75.41493225097656,162.77966188745387,-99.18402099609375,0.4499489665031433,0.29387232661247253
20,20.388412475585938,0.06924299150705338,169.16101694915255,20.0,54.31653594970703,203.52580003400217,323.4499728679657,0.24257004261016846,127.45536041259766,172.3086805780735,73.54035949707031,61.83336428401596,20000,1.2089922428131104,118.0,152.1109157185519,118.0,47.35771560668945,0.6837370991706848,0.3536980450153351,0.0,0.6995436549186707,1.0,0.026798623766663407,46.62546157836914,0.6640791296958923,78.46498107910156,191.46727307219598,-106.28382873535156,0.45038384199142456,0.32904115319252014
21,11.875743865966797,0.06607266515493393,161.74418604651163,21.0,58.18909454345703,194.09446460771258,332.8058397769928,0.14907610416412354,127.10474395751953,169.5178834337765,81.33937072753906,63.09985429964727,21000,1.251024603843689,129.0,153.3631057229211,129.0,49.67831039428711,0.6815374493598938,0.28568756580352783,0.0,0.6792006492614746,1.0,0.02733727610437334,49.006099700927734,0.6621981263160706,85.94822692871094,178.40690581030506,-113.8128433227539,0.45122501254081726,0.3222346007823944
22,19.949378967285156,0.06573779881000519,156.85,22.0,61.67999267578125,179.66844338478504,342.27715277671814,0.2375331073999405,120.58169555664062,169.33092797816528,81.67017364501953,64.27539735423571,22000,1.2936437129974365,140.0,154.6377859365822,140.0,53.71333312988281,0.638546347618103,0.4384211599826813,0.0,0.6773151159286499,1.0,0.026798623766663407,52.47431182861328,0.6588488817214966,86.47750854492188,181.4060704234657,-118.58911895751953,0.45328640937805176,0.38243594765663147
23,23.898479461669922,0.06742926687002182,156.69718309859155,23.0,66.06670379638672,182.45999310966377,351.76298332214355,0.21786008775234222,139.9995880126953,170.64177231758993,87.81817626953125,65.38493556877945,23000,1.2752476930618286,142.0,156.8453562447548,142.0,54.39728546142578,0.6559172868728638,0.3485480844974518,0.0,0.6008021235466003,1.0,0.026270585008002556,53.90146255493164,0.6558642387390137,93.2195053100586,205.4119030245518,-125.919921875,0.4516516923904419,0.5137572288513184
24,37.431724548339844,0.06933532655239105,161.77027027027026,24.0,69.71147155761719,195.20869287758688,361.2205526828766,0.19599851965904236,138.6818389892578,177.79822381606445,89.243408203125,66.44140213436339,24000,1.277494192123413,148.0,156.8089484138525,148.0,57.56075668334961,0.5601842999458313,0.5548039674758911,0.0,0.6627396941184998,1.0,0.02901906944733551,57.06536102294922,0.6541479229927063,95.37431335449219,155.97156830310033,-131.64010620117188,0.450089693069458,0.4408494234085083
25,41.16264724731445,0.07224526256322861,158.0253164556962,25.0,72.75883483886719,197.77663124222727,370.69340467453003,0.18344825506210327,146.74441528320312,178.18346635507484,97.10760498046875,67.44117830191794,25000,1.2863918542861938,158.0,157.61184465464933,158.0,57.277034759521484,0.6410108804702759,0.4651559889316559,0.0,0.64426189661026,1.0,0.02733727610437334,57.689212799072266,0.6546733379364014,103.80644989013672,176.88135443377314,-135.93359375,0.4495013356208801,0.4635375440120697
26,20.285249710083008,0.07771545648574829,157.6951219512195,26.0,75.70315551757812,202.07206401851218,380.3424232006073,0.2040179967880249,152.09349060058594,181.15471647138105,103.28369140625,68.35945299293262,26000,1.2784253358840942,164.0,158.5487639989069,164.0,57.8322639465332,0.5922147035598755,0.5233550071716309,0.0,0.6073278784751892,1.0,0.026798623766663407,58.22990798950195,0.6563268303871155,109.54023742675781,181.97174760534625,-140.50726318359375,0.4473390281200409,0.5076934695243835
27,53.27971649169922,0.07782088965177536,157.66272189349112,27.0,78.90621948242188,207.9481120262569,390.5489842891693,0.19561249017715454,177.006591796875,183.8694722911915,110.05299377441406,69.13345338521923,27000,1.2866278886795044,169.0,163.18867878175442,169.0,60.13127136230469,0.5702056884765625,0.5749933123588562,0.0,0.5893057584762573,1.0,0.02575295069895359,59.779388427734375,0.6541590690612793,115.69004821777344,283.8264631357897,-145.08876037597656,0.44739362597465515,0.5164802670478821
28,46.95954895019531,0.07465118169784546,159.2342857142857,28.0,82.42215728759766,214.9825094700537,400.5704300403595,0.1999482810497284,175.28640747070312,187.2755033045671,117.06004333496094,69.90031689852609,28000,1.3016178607940674,175.0,170.18216027224284,175.0,62.68440628051758,0.541702151298523,0.578467071056366,0.0,0.598952054977417,1.0,0.026270585008002556,62.8365592956543,0.6508210301399231,122.44989013671875,359.00616051543034,-150.62620544433594,0.44863641262054443,0.4651915729045868
29,43.130279541015625,0.07461155951023102,162.2921348314607,29.0,85.90947723388672,221.5566261231188,410.88485836982727,0.2249099761247635,186.99685668945312,193.09100225715446,118.44287109375,70.57938351648339,29000,1.3013256788253784,178.0,182.1521362846625,178.0,65.3257064819336,0.5876135230064392,0.47721266746520996,0.0,0.6036390662193298,1.0,0.026798623766663407,65.49779510498047,0.6450260877609253,123.91199493408203,517.3114646324132,-156.7393341064453,0.45176827907562256,0.4793736934661865
30,23.815454483032227,0.07433521002531052,162.89617486338798,30.0,89.048828125,224.03979335498119,420.6656858921051,0.18757152557373047,167.8863983154297,195.36830451357156,122.6844482421875,71.31553869524453,30000,1.3087403774261475,183.0,186.7552118860182,183.0,67.08028411865234,0.5756732821464539,0.4950413703918457,0.0,0.6256864070892334,1.0,0.02733727610437334,66.57695007324219,0.639176070690155,128.25784301757812,320.24440432533385,-165.0246124267578,0.45547813177108765,0.38086986541748047
31,46.29192352294922,0.07271270453929901,164.7287234042553,31.0,92.05941009521484,235.3362195887505,430.90355348587036,0.18873612582683563,197.4705810546875,199.39797788191007,127.43510437011719,71.94185276315321,31000,1.3204543590545654,188.0,192.2594752510908,188.0,67.5942153930664,0.6642338633537292,0.44621554017066956,0.0,0.7006129026412964,1.0,0.026270585008002556,68.37065887451172,0.6326817274093628,134.0961456298828,357.387376203269,-170.91163635253906,0.46010318398475647,0.36698099970817566
32,53.085052490234375,0.07203297317028046,165.01554404145077,32.0,95.49954223632812,245.66267540157426,440.37842297554016,0.20393618941307068,198.0816650390625,201.11165002485632,133.63589477539062,72.66477722451303,32000,1.3217134475708008,193.0,191.81715698225582,193.0,68.39712524414062,0.6627667546272278,0.4069448709487915,0.0,0.6414418816566467,1.0,0.025245515830755405,69.47340393066406,0.6299039125442505,140.50213623046875,178.10529064837073,-177.60369873046875,0.46310415863990784,0.43668127059936523
33,33.665889739990234,0.06853782385587692,165.2211055276382,33.0,98.36095428466797,252.15565115685408,450.0872621536255,0.20719705522060394,194.7135467529297,203.26732779603134,140.35137939453125,73.3191155912702,33000,1.3426557779312134,199.0,194.8367533220028,199.0,72.2991943359375,0.6991075873374939,0.329116553068161,0.0,0.73479163646698,1.0,0.02426044449968572,73.1803207397461,0.6244466304779053,146.90829467773438,291.46383619390616,-184.50234985351562,0.4687241315841675,0.24859750270843506
34,31.046293258666992,0.06396052986383438,164.1256038647343,34.0,101.27738952636719,245.08800520631783,459.71679759025574,0.1674351990222931,199.02517700195312,202.37751828554534,145.417724609375,73.95857662417657,34000,1.3630837202072144,207.0,195.31669929796968,207.0,73.91464233398438,0.657814621925354,0.24379532039165497,0.0,0.7008854746818542,1.0,0.023782417899897774,74.5103988647461,0.6206099987030029,151.75430297851562,211.15491650487607,-189.1626739501953,0.4723597764968872,0.24458862841129303
