eval/episodes,rollout/Q_mean,rollout/return_history,ret_rms_std,reference_perturbed_action_mean,train/loss_actor,eval/Q,ret_rms_mean,rollout/actions_mean,reference_perturbed_action_std,param_noise_stddev,total/steps,eval/return,rollout/actions_std,train/param_noise_distance,reference_action_std,reference_Q_mean,total/episodes,rollout/episodes,total/steps_per_second,total/duration,rollout/return,reference_actor_Q_std,total/epochs,rollout/episode_steps,obs_rms_mean,obs_rms_std,reference_actor_Q_mean,reference_Q_std,eval/return_history,reference_action_mean,train/loss_critic
223.0,185.46640014648438,1239.12608860208,1.0,0.06614329665899277,-304.7031555175781,329.4828186035156,0.0,0.06130378693342209,0.7098072171211243,0.017297050171870294,223000,1426.4951995785018,0.8119908571243286,0.1988363415002823,0.6960490345954895,310.64727783203125,223.0,223.0,39.11045378479157,5701.80037355423,772.9844640648568,2.6236681938171387,223,1000.0,0.08565595746040344,2.4404618740081787,312.28271484375,2.438979148864746,1380.4727143230139,0.05306892469525337,72.99292755126953
224.0,186.12574768066406,1242.9484656376503,1.0,0.024094009771943092,-305.03656005859375,329.9639892578125,0.0,0.06123883277177811,0.7326273918151855,0.01695622994987775,224000,1573.5132114038556,0.8118414878845215,0.23589172959327698,0.7230472564697266,310.7909240722656,224.0,224.0,39.12057327842615,5725.887460947037,777.7444482621652,2.5889055728912354,224,1000.0,0.08580941706895828,2.442129135131836,312.88153076171875,2.6375415325164795,1395.5937331491116,0.0937829315662384,30.779359817504883
225.0,186.75848388671875,1248.2374863409082,1.0,0.1581442952156067,-305.5873718261719,326.47735595703125,0.0,0.061037175357341766,0.7254160642623901,0.01695622994987775,225000,1314.3127567722697,0.8117700815200806,0.17034554481506348,0.726751446723938,312.04803466796875,225.0,225.0,39.12739787912723,5750.44629073143,780.2017648015748,2.456932783126831,225,1000.0,0.08581911772489548,2.444023847579956,314.6852111816406,2.1526904106140137,1412.0297783555425,0.1424533575773239,104.32359313964844
226.0,187.396240234375,1267.548311908684,1.0,0.18833772838115692,-307.01495361328125,329.2374572753906,0.0,0.06109485775232315,0.7335975170135498,0.01662212523270047,226000,1308.8826959645596,0.8115202784538269,0.1742732971906662,0.7731654644012451,315.12860107421875,226.0,226.0,39.135989939656504,5774.735744476318,782.2163765059914,2.160322904586792,226,1000.0,0.08586470037698746,2.4432973861694336,317.608154296875,1.8274195194244385,1417.2341141055244,0.22382651269435883,137.4630126953125
227.0,187.99925231933594,1283.9051964949053,1.0,0.16445064544677734,-306.1398010253906,334.2329406738281,0.0,0.06038301810622215,0.7630043625831604,0.016294603698363365,227000,1525.3027906527898,0.8115266561508179,0.25317275524139404,0.7562171220779419,312.6722412109375,227.0,227.0,39.14487143696297,5798.971657514572,783.6083353450791,3.7755939960479736,227,1000.0,0.08588270097970963,2.4452593326568604,315.8638000488281,4.001573085784912,1436.5250823897625,0.20563280582427979,35.548763275146484
228.0,188.64785766601562,1290.3468711075334,1.0,0.1462475061416626,-307.42010498046875,336.9592590332031,0.0,0.060306936502456665,0.7364598512649536,0.015350253774398782,228000,1611.3414098795377,0.8113234043121338,0.2134058177471161,0.742382287979126,314.50811767578125,228.0,228.0,39.154465191922846,5823.0906457901,787.1196427143584,2.4782392978668213,228,1000.0,0.08600449562072754,2.445636510848999,317.1343994140625,2.49888277053833,1455.024516464501,0.12869566679000854,110.38121032714844
229.0,189.29391479492188,1295.2255745926368,1.0,0.1737263947725296,-308.760498046875,335.6921691894531,0.0,0.05994395911693573,0.8031326532363892,0.017999379770019416,229000,1595.4378110033128,0.8112751841545105,0.1905325949192047,0.7869105339050293,314.5952453613281,229.0,229.0,39.16385120277915,5847.228833913803,790.6262728681088,2.3605756759643555,229,1000.0,0.08606509864330292,2.4469122886657715,317.2340087890625,2.018854856491089,1472.009561480783,0.1055670902132988,92.6841812133789
230.0,189.92933654785156,1308.121788492369,1.0,0.0583823062479496,-310.362060546875,338.3275451660156,0.0,0.0599825344979763,0.7094682455062866,0.017297050171870294,230000,1836.001102398026,0.8110817670822144,0.20616988837718964,0.7193630933761597,315.0375671386719,230.0,230.0,39.17100331181637,5871.690295219421,793.2991809252756,2.147923707962036,230,1000.0,0.08612864464521408,2.447643518447876,317.7450256347656,2.1010067462921143,1477.5579413472049,0.06756716966629028,98.39820098876953
231.0,190.5664520263672,1327.7667519467361,1.0,0.05053747817873955,-308.7397155761719,339.2500915527344,0.0,0.05975792557001114,0.7279672622680664,0.01662212523270047,231000,1459.48054215556,0.8110046982765198,0.20078353583812714,0.6982513666152954,314.93310546875,231.0,231.0,39.177173222128026,5896.290645837784,796.8383610515165,2.8002219200134277,231,1000.0,0.0862090140581131,2.4498372077941895,317.1184997558594,2.756237506866455,1486.4949423084724,0.04030071198940277,95.32962036132812
232.0,191.1923828125,1343.2700697411542,1.0,0.0302839744836092,-311.5337219238281,342.583251953125,0.0,0.05910029262304306,0.7795000076293945,0.01662212523270047,232000,2106.3237766831908,0.810928463935852,0.23611049354076385,0.7423253059387207,315.30767822265625,232.0,232.0,39.185248895613,5920.5952887535095,798.2700406720469,2.385406970977783,232,1000.0,0.08618450164794922,2.4500088691711426,317.524169921875,2.3142735958099365,1505.4069786461869,0.08758392930030823,48.224613189697266
