obs_rms_mean,reference_actor_Q_std,rollout/actions_std,rollout/return_history,total/steps_per_second,rollout/episodes,total/epochs,reference_Q_mean,reference_Q_std,rollout/Q_mean,eval/return_history,ret_rms_std,rollout/actions_mean,train/loss_critic,eval/episodes,rollout/return,total/steps,obs_rms_std,reference_action_std,train/loss_actor,train/param_noise_distance,reference_action_mean,total/episodes,eval/Q,reference_actor_Q_mean,rollout/episode_steps,eval/return,ret_rms_mean,total/duration
0.09166812151670456,2.2436347007751465,0.6610924601554871,-313.5181971829542,30.56365845513333,1.0,1,-0.8531088829040527,2.566070795059204,-1.1320372819900513,-379.9232925497576,1.0,0.3207150101661682,0.022041497752070427,1.0,-313.5181971829542,1000,0.3141256272792816,0.7793684005737305,0.7180740833282471,0.0,0.35996389389038086,1.0,-1.086347222328186,-0.1767311692237854,1000.0,-379.9232925497576,0.0,32.71859622001648
0.09055282175540924,2.3295512199401855,0.6971771121025085,-332.3255494771994,30.571427081390375,2.0,2,1.6965540647506714,2.586609363555908,-1.4231535196304321,-322.77801934362185,1.0,0.22991447150707245,0.053946275264024734,2.0,-332.3255494771994,2000,0.829935610294342,0.8309828042984009,-0.9039396047592163,0.0,-0.4659014046192169,2.0,6.263882160186768,2.1671290397644043,1000.0,-265.63274613748604,0.0,65.42056393623352
0.0704769566655159,2.779310941696167,0.7260931134223938,-302.5895782060652,30.498999750397523,3.0,3,1.9466500282287598,2.9443421363830566,0.6316559910774231,-252.14476086976404,1.0,0.17583273351192474,0.1342146098613739,3.0,-302.5895782060652,3000,1.3112428188323975,0.832763671875,-3.359031915664673,0.0,-0.29894256591796875,3.0,6.54172945022583,2.3747220039367676,1000.0,-110.87824392204843,0.0,98.36388158798218
0.06718771159648895,2.973342180252075,0.7025776505470276,-158.47369549735754,30.554024029347833,4.0,4,8.014486312866211,2.9587249755859375,2.9118824005126953,-131.21551165329868,1.0,0.13622047007083893,0.23135244846343994,4.0,-158.47369549735754,4000,1.5271726846694946,0.8692905306816101,-11.163274765014648,0.0,-0.2434891313314438,4.0,16.146099090576172,8.622443199157715,1000.0,231.57223599609748,0.0,130.9156527519226
0.06023683398962021,2.1503050327301025,0.6771294474601746,-66.91770684554936,30.58887502193247,5.0,5,22.036972045898438,2.042023181915283,6.5417327880859375,2.679249945114998,1.0,0.11075839400291443,0.5000956058502197,5.0,-66.91770684554936,5000,1.5677944421768188,0.8448651432991028,-24.623106002807617,0.0,-0.07281285524368286,5.0,28.000911712646484,23.00545883178711,1000.0,538.2582963387697,0.0,163.45811986923218
0.07254928350448608,2.3589131832122803,0.6798436045646667,21.27675043959344,30.61298646125549,6.0,6,33.0847282409668,2.7253270149230957,11.031719207763672,128.8539214147041,1.0,0.11301106959581375,0.5112789869308472,6.0,21.27675043959344,6000,1.8530561923980713,0.8063891530036926,-36.57780838012695,0.0,-0.1801271289587021,6.0,39.02700424194336,34.08514404296875,1000.0,759.7272787626496,0.0,195.99525213241577
0.08383122086524963,1.716277837753296,0.6777190566062927,126.5225518823456,30.64172712302123,7.0,7,44.83983612060547,1.7956407070159912,15.852328300476074,51.71243832040277,1.0,0.1168447956442833,0.5984486937522888,7.0,126.5225518823456,7000,2.081850290298462,0.765394926071167,-48.02446746826172,0.0,-0.05728085711598396,7.0,47.931556701660156,45.99689865112305,1000.0,-411.1364602454052,0.0,228.4466528892517
0.09516769647598267,1.2537362575531006,0.6889119148254395,52.24553396793456,30.667750662124334,8.0,8,57.297035217285156,1.620159387588501,19.741785049438477,-33.307496272887164,1.0,0.10957753658294678,1.3042099475860596,8.0,52.24553396793456,8000,2.3198001384735107,0.786568820476532,-60.12748718261719,0.0,0.19392269849777222,8.0,50.654693603515625,59.15806579589844,1000.0,-628.4470384259167,0.0,260.8603444099426
0.10398658365011215,1.2908676862716675,0.6995711326599121,-12.977555628158939,30.66852611847288,9.0,9,74.59195709228516,1.2756016254425049,22.453224182128906,-16.956783562982178,1.0,0.11022293567657471,1.4785096645355225,9.0,-12.977555628158939,9000,2.463015079498291,0.7769314050674438,-69.27651977539062,0.0,0.11446589231491089,9.0,71.70856475830078,75.7261962890625,1000.0,113.8489181162577,0.0,293.46046710014343
0.0993986651301384,1.5517847537994385,0.696276068687439,6.8434088197942575,30.678006250862907,10.0,10,83.66351318359375,1.727647066116333,28.40538215637207,-0.29686361876225076,1.0,0.10359437763690948,1.7721861600875854,10.0,6.8434088197942575,10000,2.4876787662506104,0.7822123765945435,-79.29183197021484,0.0,0.05522937700152397,10.0,87.85205078125,85.08743286132812,1000.0,149.64241587921708,0.0,325.96642422676086
