total/episodes,param_noise_stddev,eval/episodes,rollout/episode_steps,rollout/return,train/loss_critic,train/loss_actor,reference_actor_Q_std,ret_rms_mean,reference_Q_mean,reference_Q_std,total/epochs,rollout/Q_mean,reference_perturbed_action_mean,train/param_noise_distance,eval/Q,total/steps,ret_rms_std,rollout/episodes,total/steps_per_second,obs_rms_std,reference_actor_Q_mean,reference_perturbed_action_std,eval/return_history,rollout/actions_mean,eval/return,reference_action_mean,rollout/return_history,total/duration,rollout/actions_std,obs_rms_mean,reference_action_std
143.0,0.025245515830755405,25.0,174.7762237762238,-401.469895371914,13.25479507446289,63.86647033691406,13.572054862976074,0.0,-61.79411315917969,12.880127906799316,25,-35.72501754760742,0.38286256790161133,0.20475049316883087,-52.49470520019531,25000,1.0,143.0,83.85418495387755,0.4386013448238373,-59.78495788574219,0.8800516128540039,-1488.1757545541343,0.20454765856266022,-108.77615233891686,0.38711297512054443,-97.67858199851916,298.1365809440613,0.8891624212265015,0.027526039630174637,0.8801859021186829
144.0,0.025245515830755405,26.0,173.67361111111111,-398.944880506302,12.594666481018066,62.8645133972168,18.84344482421875,0.0,-62.5655517578125,17.770423889160156,26,-37.142032623291016,0.37565475702285767,0.20268750190734863,-34.19923400878906,26000,1.0,144.0,84.60765797301035,0.4434719681739807,-61.0672607421875,0.8772318363189697,-1432.0993227380256,0.2118104100227356,-30.188527335308276,0.4178711771965027,-97.76398750558943,307.3007884025574,0.8890816569328308,0.02705092914402485,0.8732219934463501
191.0,0.023313810312614227,27.0,139.86910994764398,-323.2772751821474,13.156569480895996,60.61555099487305,20.328346252441406,0.0,-62.67507553100586,19.658348083496094,27,-37.39025115966797,0.32987773418426514,0.16741423308849335,-27.687171936035156,27000,1.0,191.0,85.30810661110608,0.4588093161582947,-61.020294189453125,0.8712118864059448,-1380.2512323610065,0.21533390879631042,-32.20088255850594,0.33634185791015625,-69.8677480608477,316.4998154640198,0.8893311023712158,0.026984186843037605,0.8723245859146118
214.0,0.022854436146078055,28.0,130.78971962616822,-303.73544971221855,14.215672492980957,58.46119689941406,23.843563079833984,0.0,-63.21265411376953,23.340696334838867,28,-38.208621978759766,0.25762104988098145,0.18764516711235046,-26.12721824645996,28000,1.0,214.0,85.96888967811135,0.4705553352832794,-61.69915771484375,0.8906546235084534,-1332.4171696989476,0.21888044476509094,-40.89747782336207,0.23602305352687836,-93.58921915707137,325.6992163658142,0.8893520832061768,0.02649405226111412,0.9029902815818787
230.0,0.021962663920618616,29.0,122.85652173913043,-285.3444540448883,14.527007102966309,60.087730407714844,26.05872917175293,0.0,-63.66722106933594,25.60419464111328,29,-39.03553771972656,0.22828003764152527,0.2086179554462433,-20.17707061767578,29000,1.0,230.0,86.60186256848087,0.4837067127227783,-62.56653594970703,0.9028598666191101,-1287.3027262207695,0.21918579936027527,-24.098308831783413,0.17303578555583954,-92.4591302791773,334.86577701568604,0.8899664878845215,0.02626103349030018,0.9256718754768372
292.0,0.02240411346542305,30.0,102.66438356164383,-236.88573192404735,12.899755477905273,59.2303581237793,28.7105712890625,0.0,-66.66862487792969,28.16082763671875,30,-38.595741271972656,0.2512330710887909,0.19979463517665863,-21.174192428588867,30000,1.0,292.0,87.15845421580755,0.49641498923301697,-65.44171142578125,0.9021968245506287,-1245.367172459451,0.22023823857307434,-29.23611338121882,0.24156887829303741,-48.04336889955667,344.2006890773773,0.8901807069778442,0.026722736656665802,0.9088965058326721
317.0,0.022854436146078055,31.0,95.71608832807571,-220.46015989548184,10.059305191040039,60.457664489746094,31.76955795288086,0.0,-68.16256713867188,31.45889663696289,31,-39.53170394897461,0.17626003921031952,0.18287241458892822,-14.870219230651855,31000,1.0,317.0,87.71923129037856,0.5008153319358826,-66.7789306640625,0.9242387413978577,-1205.9537196409442,0.2175336480140686,-23.55013508573972,0.1555943489074707,-47.76310106374597,353.4002697467804,0.8915032744407654,0.02685127779841423,0.9125425219535828
360.0,0.022854436146078055,32.0,88.8861111111111,-203.7728927792614,13.847023963928223,60.80503463745117,33.746826171875,0.0,-69.6441421508789,33.35614013671875,32,-39.60151290893555,0.056042566895484924,0.17859621345996857,-13.543722152709961,32000,1.0,360.0,88.24596958393707,0.5097997784614563,-68.3388442993164,0.9162222146987915,-1169.091208907323,0.21485047042369843,-26.353376165059217,0.011929303407669067,-49.67442852756021,362.6227934360504,0.8925257921218872,0.02684854157269001,0.9266179203987122
382.0,0.02240411346542305,33.0,84.63089005235602,-193.42185495985106,17.715675354003906,63.074607849121094,35.98544692993164,0.0,-71.84969329833984,35.763492584228516,33,-40.67747116088867,0.1814504712820053,0.2674737274646759,-12.280560493469238,33000,1.0,382.0,88.74984888750261,0.5133450627326965,-70.61662292480469,0.9110103845596313,-1134.1684113523795,0.20704486966133118,-16.638889594188935,0.2471255213022232,-50.09673634129548,371.83161902427673,0.8946878910064697,0.026397619396448135,0.9005375504493713
431.0,0.021962663920618616,34.0,78.88399071925754,-180.33347844002955,14.132462501525879,61.452369689941406,37.673370361328125,0.0,-72.04129028320312,37.50224304199219,34,-40.86217498779297,0.23842014372348785,0.20854046940803528,-11.600522994995117,34000,1.0,431.0,89.19456354918266,0.5201507210731506,-70.87409210205078,0.8878614902496338,-1101.2367492766198,0.20298713445663452,-14.491900776550988,0.16528989374637604,-50.863720273540004,381.18915152549744,0.895793616771698,0.026180772110819817,0.91307133436203
504.0,0.020282151651708893,35.0,69.44047619047619,-157.60244827332366,20.283140182495117,62.68287658691406,40.445186614990234,0.0,-74.5849838256836,39.79102325439453,35,-40.08664321899414,0.07331953942775726,0.21054944396018982,-16.046058654785156,35000,1.0,504.0,89.59656909231673,0.5278791785240173,-73.82002258300781,0.9194729924201965,-1070.9603222052351,0.20108158886432648,-41.561801778151036,0.04548048973083496,-23.937926868487803,390.63995814323425,0.8960362672805786,0.02656584605574608,0.9252886772155762
526.0,0.020689822899908242,36.0,67.12737642585552,-151.8524278447862,14.574365615844727,62.09526824951172,41.97066879272461,0.0,-78.00235748291016,41.57258224487305,36,-40.848941802978516,0.1372937709093094,0.2123102843761444,-94.75475311279297,36000,1.0,526.0,89.766951151584,0.5294042825698853,-76.84246826171875,0.9078807234764099,-1055.986133944016,0.1995374709367752,-531.8895448013533,0.019590139389038086,-22.761141458839283,401.03846168518066,0.8962631225585938,0.026506919413805008,0.9213163256645203
533.0,0.019882513137642284,37.0,68.33583489681051,-154.54645539882029,16.665725708007812,65.42764282226562,43.668819427490234,0.0,-79.76943969726562,43.204044342041016,37,-42.20455551147461,0.09051966667175293,0.21203814446926117,-10.889310836791992,37000,1.0,533.0,90.16933123057287,0.5311682224273682,-78.73466491699219,0.9092951416969299,-1027.8357329915548,0.19611185789108276,-14.421298702943346,0.020679660141468048,-45.89677237828272,410.33907532691956,0.897032618522644,0.026048634201288223,0.9287469387054443
539.0,0.019490749081111935,38.0,69.55844155844156,-157.34927452318428,14.404544830322266,70.0827407836914,45.72567367553711,0.0,-84.01394653320312,45.26179122924805,38,-43.79753875732422,0.06495513767004013,0.22786939144134521,-10.366189956665039,38000,1.0,539.0,90.53888478286821,0.5317882895469666,-83.01579284667969,0.918291449546814,-1001.1170639474758,0.19129543006420135,-12.526309316555764,0.19973677396774292,-69.0661313646371,419.7091679573059,0.8984121680259705,0.025666136294603348,0.902649462223053
544.0,0.0211056883401964,39.0,70.5625,-159.87042572322937,21.50814437866211,71.72549438476562,47.44596862792969,0.0,-87.403076171875,47.13591003417969,39,-45.24349594116211,0.3293858766555786,0.17929750680923462,-8.581470489501953,39000,1.0,544.0,90.89646345081178,0.5329484343528748,-86.01954650878906,0.8480977416038513,-975.6957182783499,0.19239556789398193,-9.684582851565649,0.45893293619155884,-89.79788004015035,429.05959725379944,0.8982386589050293,0.025600938126444817,0.7878423929214478
570.0,0.020282151651708893,40.0,69.7578947368421,-157.62792287289162,25.342233657836914,72.89564514160156,49.84076690673828,0.0,-89.21697998046875,49.28484344482422,40,-46.1305046081543,0.37131616473197937,0.21102988719940186,-112.75758361816406,40000,1.0,570.0,90.81974808850114,0.5354084372520447,-87.97675323486328,0.8330709338188171,-976.3276466943456,0.19305020570755005,-1000.9728549181775,0.305905818939209,-113.2740346139608,440.43284463882446,0.8979292511940002,0.0256043691188097,0.8708825707435608
576.0,0.018730226766195082,41.0,69.96006944444444,-157.92519826107613,16.37865447998047,77.9485092163086,52.42976760864258,0.0,-92.92984771728516,52.08120346069336,41,-47.39809799194336,0.25938481092453003,0.18828895688056946,-9.304889678955078,41000,1.0,576.0,91.14999726759054,0.534761369228363,-91.48686218261719,0.8885666728019714,-952.7470527268141,0.19862183928489685,-9.523294025550205,0.2705933749675751,-123.01836443046476,449.8080222606659,0.8972322940826416,0.025743216276168823,0.881698727607727
584.0,0.020282151651708893,42.0,70.95376712328768,-160.59599357192252,26.475425720214844,79.43270874023438,54.922943115234375,0.0,-94.91900634765625,54.577796936035156,42,-48.85293197631836,0.15688924491405487,0.15639467537403107,-123.82243347167969,42000,1.0,584.0,91.26000585046822,0.5350322127342224,-94.2269287109375,0.908426821231842,-943.4224286805884,0.1984897404909134,-561.112842785334,0.23942464590072632,-149.3531539064966,460.223507642746,0.8976515531539917,0.0256615299731493,0.8828319907188416
598.0,0.020689822899908242,43.0,71.34448160535118,-161.37117944118816,32.401817321777344,80.74984741210938,56.150474548339844,0.0,-98.00067138671875,55.91182327270508,43,-50.019954681396484,0.20465581119060516,0.1862022429704666,-111.06237030029297,43000,1.0,598.0,91.3803922778832,0.5362445116043091,-97.19832611083984,0.8788940906524658,-933.3469698856411,0.20008330047130585,-510.17770049785605,0.2355511486530304,-172.5707700029725,470.56046628952026,0.8975408673286438,0.025680575519800186,0.8956350088119507
626.0,0.02152991267583435,44.0,70.28753993610223,-158.92327309926807,20.570213317871094,83.86585235595703,58.585872650146484,0.0,-101.54557800292969,58.13142013549805,44,-50.79148483276367,0.31320708990097046,0.2559923827648163,-7.844550609588623,44000,1.0,626.0,91.68774135944882,0.5361561179161072,-100.81281280517578,0.8690304756164551,-912.3890376673285,0.2042587697505951,-11.197952279885726,0.3315548598766327,-196.11591913784258,479.88967061042786,0.8967446684837341,0.025998132303357124,0.8577231764793396
649.0,0.02240411346542305,45.0,68.35130970724191,-154.17266128233678,24.79595375061035,86.77923583984375,60.172332763671875,0.0,-104.05558776855469,59.57777404785156,45,-51.69734573364258,0.2762971818447113,0.2309013456106186,-148.5258026123047,45000,1.0,649.0,91.81170262283476,0.5362125635147095,-102.88702392578125,0.8720169067382812,-905.1806109536421,0.20328333973884583,-588.0098355514389,0.17678630352020264,-106.71751960035317,490.1335964202881,0.897440493106842,0.025907054543495178,0.9258449673652649
676.0,0.020689822899908242,46.0,68.02958579881657,-153.64183381593054,19.952518463134766,88.9977798461914,62.347869873046875,0.0,-107.01968383789062,61.7822265625,46,-52.095401763916016,0.07390668243169785,0.2168285995721817,-15.102849006652832,46000,1.0,676.0,92.10055786803508,0.5368568897247314,-106.00653076171875,0.9257506728172302,-886.7660142532961,0.20076613128185272,-58.10916273772541,0.08396553993225098,-128.96965461189188,499.4540865421295,0.8983017206192017,0.025836216285824776,0.9290844202041626
679.0,0.020689822899908242,47.0,67.8321060382916,-153.21433258797546,25.944982528686523,90.45281982421875,64.08505249023438,0.0,-110.08358001708984,63.501747131347656,47,-54.04063415527344,0.11091013997793198,0.18531087040901184,-7.909599781036377,47000,1.0,679.0,92.40643335412905,0.5355156660079956,-108.99900817871094,0.922660231590271,-868.1018449470249,0.19686464965343475,-9.550056858546895,0.12779608368873596,-103.76957834234007,508.62259578704834,0.8996578454971313,0.02545824833214283,0.9304790496826172
682.0,0.020282151651708893,48.0,69.05865102639297,-156.33813454226245,32.312835693359375,90.97837829589844,65.48052978515625,0.0,-111.34083557128906,65.16676330566406,48,-56.00994873046875,0.08858346939086914,0.22138157486915588,-122.2501449584961,48000,1.0,682.0,92.50773184375753,0.534484326839447,-110.12918853759766,0.9296867251396179,-862.508555428694,0.1951311081647873,-599.6239480671521,0.2971482276916504,-128.60412265514663,518.8755474090576,0.9001432061195374,0.02502783015370369,0.8854036927223206
721.0,0.0211056883401964,49.0,67.96116504854369,-153.05741709584558,44.596256256103516,90.80570220947266,66.467529296875,0.0,-113.74031066894531,66.03536224365234,49,-55.49714279174805,0.3868495225906372,0.1947144865989685,-14.896045684814453,49000,1.0,721.0,92.77886649215974,0.5366173386573792,-112.69245147705078,0.850310206413269,-845.4507553335744,0.1967872530221939,-26.676350767834474,0.3907742500305176,-109.35778697851063,528.1375150680542,0.8993335962295532,0.025236157700419426,0.8482921719551086
730.0,0.019882513137642284,50.0,67.37123287671233,-151.54632877088866,36.052066802978516,96.86959075927734,67.07942962646484,0.0,-115.98616790771484,66.50381469726562,50,-57.085533142089844,0.355874627828598,0.20094294846057892,-14.986973762512207,50000,1.0,730.0,93.04982578370699,0.53651362657547,-115.29263305664062,0.8520961999893188,-828.9036486245587,0.20000027120113373,-18.0954198827894,0.05280280113220215,-110.15071300739119,537.3465192317963,0.8989042639732361,0.025104429572820663,0.9258105158805847
735.0,0.019882513137642284,51.0,68.42448979591836,-154.34868777255528,34.885162353515625,99.1659164428711,67.6689682006836,0.0,-117.82833099365234,67.14875793457031,51,-58.76276397705078,0.025512754917144775,0.1832873821258545,-14.184289932250977,51000,1.0,735.0,93.30031568924811,0.5339890122413635,-117.10630798339844,0.9250861406326294,-813.2556679266859,0.20468361675739288,-30.856633033041657,-0.22456081211566925,-137.59658751859718,546.6219446659088,0.8989772200584412,0.025258110836148262,0.9065037369728088
761.0,0.019882513137642284,52.0,68.27069645203679,-154.12014649087763,28.505416870117188,101.1339340209961,68.75812530517578,0.0,-119.43807220458984,68.68370819091797,52,-58.81104278564453,0.3330249786376953,0.1779840588569641,-144.13778686523438,52000,1.0,761.0,93.3744063093145,0.5345407724380493,-118.23133850097656,0.873733639717102,-808.2681009662742,0.2057773470878601,-553.9021859852821,0.3340013325214386,-139.5777831921705,556.8977844715118,0.8988363146781921,0.02546561136841774,0.8797224164009094
786.0,0.020689822899908242,53.0,66.81297709923665,-150.5167873837912,40.99269104003906,102.36170959472656,69.69479370117188,0.0,-121.32951354980469,69.37940979003906,53,-59.30617904663086,0.25912511348724365,0.20353998243808746,-17.366514205932617,53000,1.0,786.0,93.61037897868992,0.5359282493591309,-120.69108581542969,0.8907413482666016,-793.840965413231,0.20440180599689484,-43.62991665497677,0.31592851877212524,-92.51871676213067,566.1765348911285,0.899001955986023,0.025424128398299217,0.8724263310432434
787.0,0.018730226766195082,54.0,67.9987293519695,-153.49426017204496,55.1651496887207,106.19683837890625,71.33699035644531,0.0,-122.997802734375,70.93701934814453,54,-61.41379165649414,0.08542084693908691,0.20888587832450867,-148.29592895507812,54000,1.0,787.0,93.6933727147142,0.5352469682693481,-121.99986267089844,0.9070228934288025,-788.7984289392014,0.20443351566791534,-521.5439958156354,0.01981443166732788,-117.45185703322224,576.3481283187866,0.899385392665863,0.025152260437607765,0.9247620105743408
