eval/episodes,rollout/Q_mean,obs_rms_std,train/loss_actor,eval/return,rollout/return_history,ret_rms_mean,train/loss_critic,ret_rms_std,reference_action_mean,reference_Q_mean,rollout/episode_steps,rollout/actions_std,reference_actor_Q_std,rollout/episodes,reference_Q_std,param_noise_stddev,reference_perturbed_action_mean,total/duration,total/episodes,eval/Q,eval/return_history,total/steps,total/epochs,rollout/actions_mean,reference_action_std,reference_perturbed_action_std,reference_actor_Q_mean,rollout/return,train/param_noise_distance,obs_rms_mean,total/steps_per_second
11.0,-4.397992134094238,0.3799344003200531,9.007194519042969,-1462.919324992961,-1126.102847831636,0.0,1.6733081340789795,1.0,0.3328550159931183,-5.404387950897217,729.0666666666667,0.7988404631614685,2.904353380203247,15.0,2.904867172241211,0.029602352743226954,0.332211434841156,138.38083052635193,15.0,-10.861921310424805,-1176.1264611581082,11000,11,-0.005999400280416012,0.7217603921890259,0.6915170550346375,-4.472399711608887,-1126.102847831636,0.1836601346731186,0.01793721504509449,79.49077887565694
12.0,-4.365466117858887,0.3858593702316284,9.770689964294434,-76.05014707501401,-981.7681940152753,0.0,1.8792134523391724,1.0,0.09895910322666168,-7.161836624145508,652.6666666666666,0.7936123609542847,3.0076675415039062,18.0,2.7112584114074707,0.029602352743226954,0.07030230760574341,148.49871468544006,18.0,-4.85549783706665,-1084.453434984517,12000,12,0.005932002793997526,0.7236996293067932,0.7667354941368103,-6.218194007873535,-981.7681940152753,0.18849802017211914,0.017761671915650368,80.80878023368219
13.0,-4.208387851715088,0.3879382014274597,10.781684875488281,-485.7046251704951,-673.9273193126506,0.0,2.081406354904175,1.0,0.17576777935028076,-7.509299278259277,463.25,0.7875267267227173,3.320653200149536,28.0,3.296112060546875,0.02733727610437334,0.14628946781158447,160.20587825775146,28.0,-7.658341407775879,-1038.395834229592,13000,13,0.005087748169898987,0.7151475548744202,0.7169187664985657,-6.783766746520996,-673.9273193126506,0.20850396156311035,0.017946679145097733,81.145586799784
14.0,-4.437648296356201,0.38941821455955505,10.23444652557373,-1058.549717295899,-651.7875204364414,0.0,2.718100070953369,1.0,-0.020130611956119537,-6.990588665008545,449.62068965517244,0.7812986969947815,3.536874771118164,29.0,3.4691295623779297,0.02575295069895359,0.17224866151809692,173.74146366119385,29.0,-10.141420364379883,-1039.835397305757,14000,14,0.013920463621616364,0.7376624345779419,0.7043789029121399,-5.715210437774658,-651.7875204364414,0.21841798722743988,0.017522668465971947,80.57949843970941
15.0,-4.804719924926758,0.3952602744102478,9.313106536865234,-321.42448669262984,-640.0210171605903,0.0,2.8326416015625,1.0,0.01993503049015999,-5.876359462738037,454.19354838709677,0.7786594033241272,4.005917549133301,31.0,3.771385669708252,0.025245515830755405,-0.08728829026222229,184.50789952278137,31.0,-6.365551948547363,-991.941336598215,15000,15,0.018360685557127,0.7376248836517334,0.7379525899887085,-4.784149646759033,-640.0210171605903,0.19393907487392426,0.017439881339669228,81.29733219442963
16.0,-5.218073844909668,0.3952656090259552,9.234209060668945,-257.6533652157931,-569.8098728586913,0.0,2.468780279159546,1.0,0.18868187069892883,-5.903031349182129,412.2972972972973,0.7782865166664124,4.569018363952637,37.0,4.351578712463379,0.023782417899897774,0.11005470156669617,195.14124417304993,37.0,-6.391094207763672,-946.0483383868138,16000,16,0.027600444853305817,0.7005195021629333,0.6888993382453918,-4.988778591156006,-569.8098728586913,0.230557382106781,0.01768050156533718,81.99189293787278
17.0,-5.182221412658691,0.40125080943107605,8.672538757324219,-438.30599373623426,-496.2698616757576,0.0,2.662571430206299,1.0,0.09169901907444,-6.844534873962402,368.4782608695652,0.7726989984512329,6.012294769287109,46.0,5.601253509521484,0.023313810312614227,0.13750730454921722,206.781067609787,46.0,-6.124624729156494,-916.181141642662,17000,17,0.03323063254356384,0.6996715068817139,0.6863073706626892,-5.92925500869751,-496.2698616757576,0.1803961992263794,0.018105478957295418,82.21255551344966
18.0,-5.7735114097595215,0.3965150713920593,8.470837593078613,-482.10059064719525,-486.7528720645325,0.0,3.088132619857788,1.0,0.14243431389331818,-7.327617168426514,362.1063829787234,0.7793333530426025,7.0501627922058105,47.0,6.737057685852051,0.022854436146078055,0.08248947560787201,218.55256462097168,47.0,-6.938449382781982,-892.0655554762473,18000,18,0.042158447206020355,0.7246566414833069,0.6961951851844788,-6.169261932373047,-486.7528720645325,0.187263622879982,0.018409477546811104,82.36004931452894
19.0,-5.332420825958252,0.40142375230789185,7.987199783325195,-688.3890282826169,-476.1916737977156,0.0,3.0832226276397705,1.0,0.21884402632713318,-7.715483665466309,356.9056603773585,0.7723935842514038,7.166886329650879,53.0,7.0390191078186035,0.02240411346542305,0.22861908376216888,230.44082522392273,53.0,-2.7075278759002686,-881.3457382555299,19000,19,0.03732527047395706,0.7495583295822144,0.7578417062759399,-6.563192844390869,-476.1916737977156,0.20466695725917816,0.01788562536239624,82.45066811203016
20.0,-5.772816181182861,0.39636674523353577,8.123953819274902,-748.2434450300532,-508.02766679077314,0.0,3.152677536010742,1.0,-0.11781110614538193,-8.081066131591797,368.81481481481484,0.7778708338737488,9.182516098022461,54.0,8.703222274780273,0.02240411346542305,0.005184978246688843,244.970130443573,54.0,5.2137603759765625,-874.6906235942561,20000,20,0.05666210874915123,0.730471134185791,0.745457112789154,-6.868983268737793,-508.02766679077314,0.2025965452194214,0.01863388903439045,81.6426066467187
21.0,-6.53574275970459,0.39419636130332947,8.15328598022461,-802.3392097835122,-535.3580215645151,0.0,3.9217519760131836,1.0,-0.16803687810897827,-6.962656021118164,380.2909090909091,0.7832967638969421,10.096150398254395,55.0,9.87026596069336,0.02240411346542305,-0.16848203539848328,257.59207034111023,55.0,-12.426451683044434,-871.2453181746969,21000,21,0.038742437958717346,0.7466001510620117,0.7331925630569458,-5.546412944793701,-535.3580215645151,0.21172304451465607,0.0183146670460701,81.52424867811825
22.0,-6.867259979248047,0.3950478732585907,8.262166976928711,-299.76723759996634,-528.4308594888779,0.0,3.6462526321411133,1.0,0.07458005845546722,-7.4847540855407715,378.25,0.7833167910575867,10.608043670654297,56.0,10.304900169372559,0.021962663920618616,-0.17379318177700043,268.6700940132141,56.0,-6.049829483032227,-845.2690417849363,22000,22,0.023732950910925865,0.7426759600639343,0.7425839304924011,-6.205484390258789,-528.4308594888779,0.20205086469650269,0.01740870252251625,81.88481148526328
23.0,-6.096439361572266,0.39662685990333557,6.624853134155273,-370.804866456219,-488.21657387709763,0.0,3.858637809753418,1.0,0.2467467039823532,-7.6330084800720215,355.234375,0.7770233750343323,11.884247779846191,64.0,11.546455383300781,0.02426044449968572,0.16506046056747437,279.44398641586304,64.0,-15.953091621398926,-824.6401645967312,23000,23,0.021854892373085022,0.7262842059135437,0.759896457195282,-6.553523063659668,-488.21657387709763,0.19464819133281708,0.017317896708846092,82.30629792752761
24.0,-6.28668737411499,0.39504438638687134,6.598085880279541,-26.746862892664552,-473.8358088580351,0.0,4.133531093597412,1.0,0.15146411955356598,-8.570518493652344,351.6666666666667,0.7782493829727173,13.294035911560059,66.0,12.959502220153809,0.02240411346542305,0.11488734185695648,289.6698565483093,66.0,12.436753273010254,-791.3946103590619,24000,24,0.032030124217271805,0.7324804067611694,0.7571454644203186,-7.685555458068848,-473.8358088580351,0.17634142935276031,0.018366429954767227,82.8529426084672
25.0,-6.619132995605469,0.3941507339477539,5.610702037811279,-507.3408358925185,-491.6068557486331,0.0,4.443421363830566,1.0,0.19360993802547455,-9.764602661132812,360.0735294117647,0.7789059281349182,14.891034126281738,68.0,14.384263038635254,0.02152991267583435,0.20734430849552155,301.9999930858612,68.0,-1.1008330583572388,-780.0324593804002,25000,25,0.03202452510595322,0.7043935060501099,0.7025590538978577,-8.576194763183594,-491.6068557486331,0.23711012303829193,0.018477415665984154,82.78145884888244
26.0,-7.128074645996094,0.3956962823867798,6.203735828399658,-540.7878202388545,-512.3385125390892,0.0,3.5286898612976074,1.0,-0.020139547064900398,-9.646797180175781,369.3478260869565,0.7784692049026489,16.25644874572754,69.0,15.660881996154785,0.021962663920618616,0.06178594380617142,315.6029562950134,69.0,13.705552101135254,-770.8307424903406,26000,26,0.026464857161045074,0.7209322452545166,0.6993970274925232,-8.527840614318848,-512.3385125390892,0.22129324078559875,0.018015258014202118,82.3819913007919
27.0,-6.4770989418029785,0.39669305086135864,4.15034294128418,-275.61631777831155,-515.0888879879565,0.0,3.921527147293091,1.0,-0.08485865592956543,-10.129167556762695,378.35714285714283,0.7739061117172241,16.781143188476562,70.0,16.582836151123047,0.02240411346542305,-0.02717166393995285,328.44900822639465,70.0,18.899734497070312,-752.4894675010063,27000,27,0.029629360884428024,0.7497515678405762,0.7353100180625916,-9.002738952636719,-515.0888879879565,0.20324334502220154,0.018019653856754303,82.20454111217572
28.0,-5.2717814445495605,0.39505231380462646,2.644346237182617,-63.59593860811219,-514.5798760026607,0.0,5.78529167175293,1.0,0.05966228246688843,-9.501379013061523,387.11267605633805,0.7673825025558472,17.187196731567383,71.0,16.778541564941406,0.02240411346542305,-0.06712331622838974,341.4438557624817,71.0,19.91336441040039,-727.8861271834029,28000,28,0.03092881478369236,0.7807666659355164,0.7697409987449646,-8.383275985717773,-514.5798760026607,0.18760912120342255,0.018530623987317085,82.00469719237712
29.0,-5.009637832641602,0.3944825828075409,1.5976958274841309,139.31048372804213,-502.35321769017315,0.0,4.163376331329346,1.0,0.04612645506858826,-9.223630905151367,395.625,0.7649744153022766,18.37270164489746,72.0,17.768945693969727,0.02240411346542305,0.10186922550201416,355.0657820701599,72.0,25.846797943115234,-697.9827957726634,29000,29,0.03317813575267792,0.7786170840263367,0.7724331021308899,-8.038650512695312,-502.35321769017315,0.21171972155570984,0.01881411485373974,81.67500633521956
