ret_rms_mean,eval/return_history,param_noise_stddev,train/param_noise_distance,reference_actor_Q_std,total/epochs,ret_rms_std,reference_Q_std,reference_action_mean,rollout/return,reference_Q_mean,total/episodes,eval/episodes,rollout/episodes,total/duration,train/loss_actor,eval/return,reference_actor_Q_mean,reference_perturbed_action_std,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,total/steps_per_second,rollout/return_history,obs_rms_mean,rollout/Q_mean,train/loss_critic,reference_perturbed_action_mean,reference_action_std,obs_rms_std,eval/Q,total/steps
0.0,322.7328746493408,0.022854436146078055,0.25022464990615845,97.6114273071289,11,1.0,98.85405731201172,0.23451852798461914,235.85282581025322,160.5529327392578,223.0,11.0,223.0,150.53446459770203,-203.06900024414062,291.00265481791047,167.86859130859375,0.7560224533081055,0.26208338141441345,0.6769701242446899,49.09865470852018,73.07296723974211,273.3708199163961,1.7926514148712158,104.43647766113281,69.64803314208984,0.2433631271123886,0.7620550990104675,6.330946445465088,218.506103515625,11000
0.0,312.5148493687458,0.019106704324195603,0.2135462909936905,104.95437622070312,12,1.0,106.15507507324219,0.07262472063302994,241.8631469775654,174.91934204101562,236.0,12.0,236.0,164.19785356521606,-220.55535888671875,200.11657128220068,182.93145751953125,0.7865644097328186,0.2612336277961731,0.6838583946228027,50.46610169491525,73.08256313614869,279.0024421938389,1.8085572719573975,113.423095703125,42.957523345947266,0.09658759832382202,0.7950232625007629,6.302942276000977,190.43875122070312,12000
0.0,310.7891714011576,0.017297050171870294,0.20000620186328888,113.15654754638672,13,1.0,114.5947265625,0.21892960369586945,245.11872069885518,188.536376953125,251.0,13.0,251.0,177.99252009391785,-230.57479858398438,290.081035790099,198.38278198242188,0.7770464420318604,0.2589784562587738,0.6896978616714478,51.33466135458168,73.03677701254269,281.46586683307873,1.816956877708435,121.29236602783203,70.13380432128906,0.21203887462615967,0.7825481295585632,6.338079452514648,233.74110412597656,13000
0.0,316.1927699949507,0.017644720880324885,0.19030994176864624,123.57426452636719,14,1.0,124.4201431274414,0.23919856548309326,249.06365062917408,205.81088256835938,266.0,14.0,266.0,191.98102235794067,-249.8809051513672,386.4395517142615,215.80413818359375,0.7952478528022766,0.25883448123931885,0.696880042552948,52.432330827067666,72.92387459994654,295.78051562210453,1.822695255279541,128.45895385742188,69.35779571533203,0.23087596893310547,0.7923659682273865,6.378945350646973,251.49082946777344,14000
0.0,325.38298675455496,0.017297050171870294,0.17594650387763977,131.40341186523438,15,1.0,133.73036193847656,0.2395431250333786,253.66395407994844,218.70004272460938,280.0,15.0,280.0,205.98065757751465,-257.3047180175781,454.0460213890149,230.10162353515625,0.8013967275619507,0.25999554991722107,0.7021893858909607,53.42857142857143,72.82237165572306,323.39460815954186,1.8304795026779175,136.3421173095703,80.08392333984375,0.20783033967018127,0.7931782603263855,6.4261956214904785,260.1690368652344,15000
0.0,320.1111516750755,0.01695622994987775,0.19280509650707245,136.87872314453125,16,1.0,138.81446838378906,0.1619129329919815,255.9001581321524,231.2767333984375,296.0,16.0,296.0,219.58199906349182,-269.2969970703125,241.03362548288442,243.71951293945312,0.7948486804962158,0.2601616084575653,0.7076501250267029,54.016891891891895,72.86571790146434,319.23519073729653,1.8324309587478638,143.369873046875,78.25355529785156,0.16734863817691803,0.7918335795402527,6.475311279296875,282.53253173828125,16000
0.0,318.3005020077523,0.01695622994987775,0.1836559921503067,147.05747985839844,17,1.0,148.31668090820312,0.3112808167934418,257.43731337304314,235.1026611328125,311.0,17.0,311.0,233.1355803012848,-275.09130859375,289.330107330581,249.63230895996094,0.7758070230484009,0.26368433237075806,0.7101585268974304,54.4983922829582,72.91894260854835,314.9491472592537,1.8399425745010376,150.74978637695312,119.94071197509766,0.2856444716453552,0.7670708298683167,6.502008438110352,243.70912170410156,17000
0.0,315.7447728634939,0.017644720880324885,0.19749267399311066,159.1979217529297,18,1.0,158.35931396484375,0.2158060371875763,259.78795843391094,248.6109619140625,326.0,18.0,326.0,246.54494524002075,-288.9207763671875,272.2973774111007,262.2703552246094,0.7984393835067749,0.2662527859210968,0.7128291130065918,55.033742331288344,73.00900037709687,312.487106628907,1.8487849235534668,157.15756225585938,129.92698669433594,0.20458218455314636,0.8004559278488159,6.575512409210205,249.469970703125,18000
0.0,312.657569856249,0.01695622994987775,0.20264412462711334,168.2647705078125,19,1.0,169.1670379638672,0.23176205158233643,260.5608421421101,260.36553955078125,343.0,19.0,343.0,259.9422378540039,-302.4850158691406,257.0879157258406,275.09747314453125,0.7680005431175232,0.26810964941978455,0.7161937355995178,55.34402332361516,73.09316160720027,302.0973199695552,1.861487865447998,163.7800750732422,156.9904327392578,0.272468239068985,0.7871605157852173,6.592896938323975,265.5929260253906,19000
0.0,315.95797590450377,0.01695622994987775,0.20812201499938965,173.67611694335938,20,1.0,174.42616271972656,0.23854000866413116,262.0582838147649,271.6309509277344,359.0,20.0,359.0,273.6155529022217,-312.1915283203125,378.665690821344,288.5705261230469,0.8038888573646545,0.267133504152298,0.7204886078834534,55.63509749303621,73.09526007517245,300.82912737128055,1.871482014656067,169.64535522460938,191.5297088623047,0.21952073276042938,0.8008524179458618,6.6150641441345215,359.4898681640625,20000
0.0,319.5685168651374,0.017297050171870294,0.2004149854183197,180.8384246826172,21,1.0,180.94822692871094,0.29375147819519043,266.5480159126597,286.483154296875,372.0,21.0,372.0,287.1948525905609,-319.9132080078125,391.77933607780966,303.7027282714844,0.7807724475860596,0.26670339703559875,0.7238642573356628,56.42204301075269,73.12108768863845,307.7999694783043,1.8821264505386353,177.7816162109375,195.78179931640625,0.2771265506744385,0.7734555602073669,6.600295066833496,365.4431457519531,21000
0.0,316.97833836908336,0.018361167303396805,0.18681888282299042,193.5011749267578,22,1.0,193.6576385498047,0.3197697401046753,267.58841704690667,292.0806884765625,389.0,22.0,389.0,300.7500650882721,-321.3028564453125,262.5845899519496,307.92669677734375,0.7976247668266296,0.2642596364021301,0.7282912731170654,56.501285347043705,73.15044135914935,303.8860256392264,1.8925974369049072,183.1272430419922,313.4981689453125,0.2593369781970978,0.7890459299087524,6.649409294128418,357.00213623046875,22000
0.0,320.53828557060666,0.017644720880324885,0.21423740684986115,200.3162078857422,23,1.0,199.20257568359375,0.2602464258670807,269.6931369130021,296.51678466796875,405.0,23.0,405.0,314.40744853019714,-332.6701965332031,398.8571240041196,315.1138916015625,0.760400652885437,0.2657654583454132,0.7310618758201599,56.7679012345679,73.15348318725017,307.09705103826997,1.9046316146850586,189.17852783203125,328.0096740722656,0.3362707793712616,0.7913089394569397,6.641589641571045,359.20166015625,23000
0.0,320.8759289903474,0.017999379770019416,0.1963273584842682,207.3282012939453,24,1.0,207.81260681152344,0.22770795226097107,271.5349925058773,306.2991943359375,420.0,24.0,420.0,328.0238256454468,-345.07421875,328.64172764438405,327.15667724609375,0.791045069694519,0.26394209265708923,0.734402596950531,57.0452380952381,73.16541703266712,311.7556608073262,1.9142872095108032,194.6785430908203,336.15545654296875,0.22861064970493317,0.7995063662528992,6.626121997833252,319.432861328125,24000
0.0,320.55412076260984,0.017297050171870294,0.17167341709136963,213.22442626953125,25,1.0,211.5197296142578,0.26985809206962585,271.7915905070192,317.62286376953125,438.0,25.0,438.0,341.5619180202484,-347.9432678222656,312.8307232969073,339.2957458496094,0.7998296618461609,0.26233813166618347,0.7377550601959229,57.045662100456624,73.19317137257075,313.1587585800437,1.9203238487243652,199.51353454589844,390.15765380859375,0.21125656366348267,0.782889187335968,6.637855052947998,296.16729736328125,25000
0.0,323.7056960098016,0.017999379770019416,0.19361962378025055,225.6961669921875,26,1.0,220.8640899658203,0.30317845940589905,275.07279023759105,330.50439453125,451.0,26.0,451.0,355.3412022590637,-357.4996032714844,402.4950771895956,354.7766418457031,0.7813424468040466,0.261549174785614,0.7406043410301208,57.607538802660756,73.16911136312456,321.5375605142923,1.9330655336380005,204.55055236816406,435.5536804199219,0.24833247065544128,0.7682453989982605,6.632925987243652,285.31494140625,26000
0.0,329.2391452345376,0.018361167303396805,0.24064694344997406,229.3236541748047,27,1.0,226.2515869140625,0.34222155809402466,277.7675862204536,345.75958251953125,463.0,27.0,463.0,369.30567264556885,-371.97198486328125,473.1088250776744,365.23724365234375,0.7499802708625793,0.2615828812122345,0.7425194382667542,58.20950323974082,73.1101686215162,332.3479774137337,1.938265085220337,210.60499572753906,506.1946105957031,0.29024672508239746,0.7330445647239685,6.634346008300781,425.6088562011719,27000
0.0,333.7384841857411,0.017999379770019416,0.2114710956811905,237.45375061035156,28,1.0,234.39151000976562,0.22030054032802582,279.72063493756895,350.72998046875,477.0,28.0,477.0,383.22600746154785,-378.38531494140625,455.22063586823367,377.32440185546875,0.7834042310714722,0.2647066116333008,0.7425931692123413,58.519916142557655,73.06393474041415,325.2382616542568,1.9481303691864014,218.9851837158203,526.85791015625,0.2583204209804535,0.7780454754829407,6.608299255371094,453.561767578125,28000
0.0,339.5805387986699,0.017644720880324885,0.204198956489563,243.32440185546875,29,1.0,240.3117218017578,0.28298792243003845,280.9323938896537,353.79327392578125,493.0,29.0,493.0,397.1477060317993,-388.62811279296875,503.1580679606776,377.6083984375,0.7406280040740967,0.26087498664855957,0.7448722124099731,58.809330628803245,73.0206911926063,332.73990153273365,1.943471074104309,225.6138916015625,516.3968505859375,0.2698160707950592,0.748471200466156,6.605549335479736,473.8824462890625,29000
0.0,337.8459538648838,0.018730226766195082,0.2013704478740692,245.64747619628906,30,1.0,240.64414978027344,0.22384172677993774,281.94961530161726,353.16204833984375,507.0,30.0,507.0,410.7232596874237,-394.4497375488281,287.5429907850863,379.1428527832031,0.7962575554847717,0.25505805015563965,0.7479732632637024,59.11834319526627,73.04188231957245,331.28861328798587,1.9358950853347778,231.6514434814453,672.3414306640625,0.2553793489933014,0.7887104749679565,6.581871032714844,385.2061462402344,30000
0.0,338.4212648944643,0.019106704324195603,0.2073003351688385,256.9361267089844,31,1.0,250.56259155273438,0.24659793078899384,283.3163388055749,368.66650390625,521.0,31.0,521.0,424.3731815814972,-403.8027648925781,355.6805957818775,396.8084716796875,0.7920100688934326,0.2546331286430359,0.7495459318161011,59.4721689059501,73.04891389336467,332.1846445435941,1.933516502380371,237.983642578125,630.5538940429688,0.20496396720409393,0.7963131666183472,6.611365795135498,451.2826232910156,31000
0.0,335.489023565803,0.018730226766195082,0.19042465090751648,256.494384765625,32,1.0,247.97496032714844,0.1915312111377716,284.7127833124972,367.8411865234375,535.0,32.0,535.0,437.82249307632446,-404.0628967285156,244.58954237730586,398.08795166015625,0.8043044209480286,0.25371772050857544,0.751510500907898,59.76448598130841,73.08898127904435,339.6949545322726,1.9344258308410645,244.0772705078125,832.3356323242188,0.2055390626192093,0.8111951947212219,6.608179569244385,418.7569274902344,32000
0.0,335.04416802533007,0.018730226766195082,0.1945248395204544,268.05706787109375,33,1.0,260.9174499511719,-0.050739794969558716,285.22950784539046,369.6820068359375,551.0,33.0,551.0,451.5591766834259,-408.5513610839844,320.80879073019696,396.20477294921875,0.8064377307891846,0.2521057426929474,0.7540846467018127,59.793103448275865,73.0801226151036,331.0363042565664,1.9356510639190674,248.78732299804688,738.8395385742188,-0.04010632634162903,0.808678388595581,6.586968421936035,357.95660400390625,33000
0.0,337.11688987045113,0.019490749081111935,0.2120354324579239,271.7987365722656,34,1.0,261.2989196777344,0.0808846652507782,287.586741650049,355.4491271972656,563.0,34.0,563.0,465.4042046070099,-408.2091064453125,405.51671075944523,384.1131591796875,0.7962205410003662,0.24086572229862213,0.7595121264457703,60.316163410301954,73.05477617828959,333.0494312890759,1.9265021085739136,252.3546142578125,865.802001953125,0.08174050599336624,0.7907875180244446,6.551802635192871,355.2082824707031,34000
0.0,342.50773855356823,0.020689822899908242,0.19712039828300476,278.57769775390625,35,1.0,267.84967041015625,0.04557187482714653,289.36655506461847,355.60162353515625,576.0,35.0,576.0,479.54187512397766,-411.8634338378906,525.7965937795508,384.81317138671875,0.8059044480323792,0.23360514640808105,0.7627444267272949,60.62152777777778,72.98632677480215,335.48798283008205,1.9248889684677124,256.4231872558594,770.1503295898438,0.03532439097762108,0.8063823580741882,6.527586460113525,417.623779296875,35000
0.0,343.11243056394096,0.020282151651708893,0.21884000301361084,285.9234619140625,36,1.0,276.5760498046875,0.10104398429393768,291.9697810403861,354.71728515625,589.0,36.0,589.0,493.3434593677521,-418.0467224121094,364.276650926986,379.6540832519531,0.8241767287254333,0.23126794397830963,0.7643202543258667,61.096774193548384,72.97147517904882,347.0136232672609,1.9293047189712524,261.18487548828125,783.508544921875,0.08188837766647339,0.8042667508125305,6.507730484008789,572.1406860351562,36000
0.0,343.71924275856014,0.019882513137642284,0.18060830235481262,290.43994140625,37,1.0,276.7691345214844,0.18225693702697754,293.8540640888228,349.974609375,602.0,37.0,602.0,506.9678876399994,-425.1888427734375,365.56448176485037,382.2689208984375,0.8198451399803162,0.22982490062713623,0.7647494673728943,61.44019933554817,72.98292633925938,354.06014887272426,1.9304637908935547,267.5063781738281,948.81591796875,0.1595863550901413,0.8176725506782532,6.499850749969482,482.85296630859375,37000
0.0,343.8942530169204,0.019106704324195603,0.20967712998390198,290.6236572265625,38,1.0,278.5173034667969,0.26524055004119873,295.8534778295011,355.01898193359375,614.0,38.0,614.0,520.5874848365784,-425.56378173828125,350.3696325762497,387.7305908203125,0.8099662661552429,0.23095084726810455,0.7653324007987976,61.79478827361564,72.9944555081436,363.33121192523316,1.9355525970458984,273.6497497558594,849.1600952148438,0.20627276599407196,0.8039538264274597,6.493196487426758,543.6615600585938,38000
0.0,341.64868650936717,0.019106704324195603,0.1914767026901245,296.2512512207031,39,1.0,284.35211181640625,0.2585378885269165,297.2452330382281,352.3452453613281,628.0,39.0,628.0,534.153802394867,-440.9424743652344,256.3171592223437,384.1982421875,0.8222634792327881,0.2332102358341217,0.766374945640564,62.04936305732484,73.01267879240838,366.17423613685264,1.9442023038864136,278.14398193359375,988.8839721679688,0.21694140136241913,0.8011199831962585,6.488444805145264,423.197509765625,39000
0.0,339.7532788827192,0.018730226766195082,0.22253048419952393,302.1317138671875,40,1.0,291.4052734375,0.03220236301422119,298.64955411932976,364.92047119140625,642.0,40.0,642.0,547.6853682994843,-444.6793212890625,265.8323814434494,393.96893310546875,0.8416726589202881,0.23235586285591125,0.7675195336341858,62.257009345794394,73.0346332314784,373.4902594202099,1.9460971355438232,281.92425537109375,935.8803100585938,0.04283943772315979,0.8331717848777771,6.477467060089111,340.1715087890625,40000
0.0,340.45336832051333,0.019106704324195603,0.17876838147640228,306.7523498535156,41,1.0,294.3258361816406,0.14282308518886566,298.94170928964013,360.1102294921875,659.0,41.0,659.0,561.3841788768768,-439.0965881347656,368.4569458322788,387.623291015625,0.8203326463699341,0.2293335348367691,0.7693623900413513,62.2154779969651,73.03376465297956,368.339970567433,1.9480048418045044,285.34405517578125,953.2957153320312,0.12572942674160004,0.812720000743866,6.472782135009766,453.5038757324219,41000
0.0,341.235681209998,0.020282151651708893,0.19523344933986664,308.586181640625,42,1.0,293.6917419433594,0.2212042361497879,299.4513899770176,372.83917236328125,673.0,42.0,673.0,575.0596468448639,-440.5615539550781,373.31050967886847,407.0060119628906,0.8251144289970398,0.2288803905248642,0.770068347454071,62.35364041604755,73.03590198066968,358.0664458141128,1.9475834369659424,289.6844482421875,1126.9703369140625,0.16541022062301636,0.8154700994491577,6.469307899475098,448.8724365234375,42000
0.0,339.81856712705013,0.0211056883401964,0.21719865500926971,301.2210388183594,43,1.0,286.6007995605469,0.13781432807445526,300.6078638117843,357.01690673828125,686.0,43.0,686.0,588.6829643249512,-460.3014831542969,280.29977564323997,391.8928527832031,0.8230675458908081,0.2309739887714386,0.7706099152565002,62.616618075801746,73.04441032926533,352.4405567385589,1.9511091709136963,294.4827575683594,1090.67919921875,0.18916603922843933,0.8307585716247559,6.464797019958496,559.4843139648438,43000
0.0,339.74681973535405,0.020282151651708893,0.18383532762527466,305.38031005859375,44,1.0,285.5842590332031,0.2694834768772125,301.8071007490475,358.2356872558594,699.0,44.0,699.0,602.4393622875214,-448.1129150390625,336.6616818924238,394.9778137207031,0.8053797483444214,0.2295312136411667,0.7720801830291748,62.90701001430615,73.03639628215474,353.3710488693745,1.9510997533798218,299.656494140625,1138.953857421875,0.2421039640903473,0.7882497310638428,6.465141296386719,508.8841552734375,44000
0.0,341.04656463927597,0.019882513137642284,0.214317187666893,322.1644592285156,45,1.0,306.91595458984375,0.1670222282409668,302.6611509533995,376.06927490234375,713.0,45.0,713.0,616.212602853775,-455.4881591796875,398.23534041184024,408.65582275390625,0.8213165402412415,0.23003610968589783,0.7720731496810913,63.09256661991585,73.02674400295953,344.9282880420375,1.9513965845108032,304.7044677734375,1361.7918701171875,0.20066140592098236,0.8148380517959595,6.4803147315979,522.9738159179688,45000
0.0,338.8446393148223,0.019490749081111935,0.20943820476531982,325.1269836425781,46,1.0,309.70501708984375,0.3234879672527313,302.5135131376432,366.4861755371094,728.0,46.0,728.0,629.6792738437653,-462.5516357421875,239.7579997144068,399.5431213378906,0.7637845873832703,0.22949999570846558,0.7723303437232971,63.10851648351648,73.05306353693551,335.59831216196994,1.9485361576080322,309.28656005859375,1321.83154296875,0.3008791208267212,0.7838225364685059,6.50075101852417,619.8783569335938,46000
0.0,338.2838214181346,0.020282151651708893,0.20187552273273468,312.930908203125,47,1.0,298.46063232421875,0.1998448669910431,304.48141322590186,354.0091247558594,740.0,47.0,740.0,643.3198795318604,-467.9697570800781,312.48619817049956,386.2830810546875,0.8049407005310059,0.22994862496852875,0.7732015252113342,63.47162162162162,73.05852266558526,344.16549738682255,1.9497581720352173,314.33221435546875,1691.6712646484375,0.20747795701026917,0.8178393244743347,6.4886369705200195,442.0154724121094,47000
0.0,337.4688978727317,0.019106704324195603,0.1876429170370102,324.1736145019531,48,1.0,303.6115417480469,0.21292313933372498,304.7375845612334,359.36212158203125,755.0,48.0,755.0,656.9340832233429,-460.4500427246094,299.1674912387958,392.58197021484375,0.812335193157196,0.2290632426738739,0.7740854620933533,63.505960264900665,73.06669150804446,343.30539824999914,1.9529894590377808,317.1925354003906,1533.72314453125,0.19552190601825714,0.8054264783859253,6.493972301483154,470.09771728515625,48000
0.0,335.57759418348513,0.018730226766195082,0.2009546458721161,329.9197692871094,49,1.0,312.3078918457031,0.11506018042564392,305.0169294432657,359.9737854003906,771.0,49.0,771.0,670.3254191875458,-460.8417663574219,244.79501709965243,390.8037109375,0.8412850499153137,0.2284739464521408,0.7751028537750244,63.52658884565499,73.0988242388144,343.4179745591266,1.9569222927093506,320.3072509765625,1441.2886962890625,0.05429031699895859,0.8361342549324036,6.503745079040527,435.893798828125,49000
0.0,336.9291989673046,0.019490749081111935,0.1815023422241211,322.4255676269531,50,1.0,302.9146423339844,0.22501488029956818,304.95035491981054,356.2869567871094,787.0,50.0,787.0,683.9841506481171,-453.7830505371094,403.15783337445936,391.12542724609375,0.8270213007926941,0.2269148826599121,0.7763131260871887,63.45362134688691,73.10110907193086,334.1942610933163,1.9603221416473389,322.7761535644531,1530.61669921875,0.1572267711162567,0.8119608163833618,6.511338233947754,565.5807495117188,50000
0.0,339.7365831837853,0.019106704324195603,0.20693308115005493,334.0552062988281,51,1.0,315.81951904296875,0.23975950479507446,305.45044966060885,368.84039306640625,802.0,51.0,802.0,697.7837026119232,-463.73773193359375,480.1057940078158,406.178466796875,0.8096857666969299,0.22675570845603943,0.7770593762397766,63.5286783042394,73.0885513793147,326.3459958889548,1.9633556604385376,325.0650634765625,1730.3271484375,0.20998816192150116,0.8010199069976807,6.495579719543457,533.2763061523438,51000
0.0,338.4451536813814,0.017999379770019416,0.2063329815864563,332.9888916015625,52,1.0,315.6074523925781,0.20663894712924957,304.93920394134517,374.4734191894531,820.0,52.0,820.0,711.219945192337,-473.6445007324219,272.58224905878467,410.0279541015625,0.7913526296615601,0.2276035100221634,0.7769914269447327,63.39756097560976,73.11381008295191,320.35775312397806,1.963703989982605,328.40826416015625,1796.7987060546875,0.21542280912399292,0.809867799282074,6.505183219909668,436.3717956542969,52000
0.0,336.4288644820785,0.018361167303396805,0.20531558990478516,332.71533203125,53,1.0,312.9294128417969,0.25550392270088196,305.23519332890936,381.3170471191406,835.0,53.0,835.0,724.6411855220795,-472.0077819824219,231.58182611832564,416.85284423828125,0.8019567131996155,0.22749488055706024,0.7771767377853394,63.42754491017964,73.13964629517338,319.69414400900985,1.9648253917694092,331.94451904296875,1548.2578125,0.20160672068595886,0.794792652130127,6.527420520782471,480.0997619628906,53000
0.0,335.5397526102257,0.019490749081111935,0.18705719709396362,338.725341796875,54,1.0,320.31695556640625,0.1730605512857437,304.94281711177734,382.20599365234375,850.0,54.0,850.0,738.2250699996948,-491.1724853515625,288.4168234020296,418.59930419921875,0.8300215005874634,0.22489959001541138,0.7783005237579346,63.45529411764706,73.14842342054615,306.5290557104629,1.9607971906661987,335.3049011230469,1788.4090576171875,0.1589221954345703,0.8290017247200012,6.511255264282227,428.4725646972656,54000
0.0,331.86843585778763,0.019490749081111935,0.19763202965259552,348.16241455078125,55,1.0,328.95819091796875,0.21080757677555084,305.57452928291576,385.08746337890625,864.0,55.0,864.0,751.520703792572,-482.7982177734375,133.61733122612986,423.8824462890625,0.7919893264770508,0.22476154565811157,0.7782378196716309,63.607638888888886,73.18494317247793,309.27536577209287,1.9606668949127197,338.57366943359375,1701.8564453125,0.2687528133392334,0.8016499876976013,6.50771951675415,779.2079467773438,55000
0.0,329.9887261966125,0.019882513137642284,0.1899978220462799,344.5820617675781,56,1.0,329.67816162109375,0.14817695319652557,304.62979854856366,385.67498779296875,882.0,56.0,882.0,765.0074088573456,-488.15179443359375,226.60469483198366,422.8948669433594,0.8424823880195618,0.22409506142139435,0.7789775729179382,63.46031746031746,73.20190543467348,304.2379561417849,1.959788203239441,342.003173828125,1936.1806640625,0.16809795796871185,0.8443180322647095,6.507809162139893,567.21044921875,56000
0.0,329.5282515125388,0.019106704324195603,0.18120045959949493,348.9470520019531,57,1.0,331.4016418457031,0.28365591168403625,303.4048472536236,402.10516357421875,900.0,57.0,900.0,778.6080374717712,-490.755615234375,303.74166920441155,439.36614990234375,0.8087649941444397,0.22485436499118805,0.7794679999351501,63.28777777777778,73.20756691015607,287.4320618811747,1.9633287191390991,345.3717956542969,2047.7828369140625,0.28367283940315247,0.8022090196609497,6.532675266265869,636.4690551757812,57000
