obs_rms_mean,total/duration,reference_actor_Q_mean,train/loss_actor,reference_perturbed_action_std,eval/return_history,rollout/actions_std,eval/return,eval/Q,train/loss_critic,rollout/episodes,rollout/actions_mean,param_noise_stddev,rollout/episode_steps,reference_Q_mean,ret_rms_mean,reference_actor_Q_std,total/steps_per_second,ret_rms_std,total/steps,rollout/return,train/param_noise_distance,reference_Q_std,total/episodes,rollout/return_history,reference_action_std,rollout/Q_mean,reference_perturbed_action_mean,reference_action_mean,eval/episodes,obs_rms_std,total/epochs
0.9134676456451416,14.010385274887085,19.53574562072754,-19.16745948791504,0.5570412278175354,83.50621930829372,0.542527437210083,83.50621930829372,18.19244384765625,2.0778892040252686,39.0,0.08302425593137741,0.16720346283821505,25.487179487179485,19.106901168823242,0.0,2.729067802429199,71.37562460844313,1.0,1000,123.40821546117243,0.5093064904212952,3.561328649520874,39.0,123.40821546117243,0.4966975748538971,9.133601188659668,0.16534772515296936,0.12603527307510376,1.0,6.276859283447266,1
1.086491584777832,27.306188821792603,40.06987762451172,-39.2966423034668,0.6688180565834045,80.87206821636363,0.5608685612678528,78.23791712443354,38.91952896118164,5.640311241149902,69.0,0.1151270717382431,0.1370306733903066,28.89855072463768,39.008785247802734,0.0,6.597540378570557,73.2434692022577,1.0,2000,140.73709567347345,0.6124943494796753,8.838339805603027,69.0,140.73709567347345,0.6102165579795837,18.95392608642578,0.22352808713912964,0.20974703133106232,2.0,6.313882350921631,2
0.9371677041053772,40.51811242103577,57.35586166381836,-55.516685485839844,0.6030080914497375,101.24485331689874,0.5796611309051514,141.99042351796896,50.2377815246582,6.256796360015869,119.0,0.11184754222631454,0.11230273064362171,25.067226890756302,56.21543884277344,0.0,17.171199798583984,74.04096145511684,1.0,3000,122.26832505520788,0.5375125408172607,18.53165054321289,119.0,117.65334437007031,0.6456575989723206,27.924453735351562,0.08441318571567535,0.10476794093847275,3.0,6.584395408630371,3
1.077878713607788,53.98167157173157,75.43325805664062,-73.47509765625,0.6413911581039429,135.97283438373267,0.5903071165084839,240.15677758423445,80.04080963134766,8.113798141479492,144.0,0.13753096759319305,0.09203708190275892,27.29861111111111,73.04935455322266,0.0,24.097347259521484,74.09922448742157,1.0,4000,132.98381490158062,0.5968944430351257,26.50319480895996,144.0,134.2726198600364,0.6913952231407166,37.58741760253906,0.25554579496383667,0.17494843900203705,4.0,6.772836208343506,4
1.2300721406936646,67.64235019683838,94.41387939453125,-93.70639038085938,0.7119719386100769,178.8971740866457,0.6071497201919556,350.5945328982978,100.21470642089844,8.193679809570312,164.0,0.14930017292499542,0.07542848153938683,30.164634146341463,91.41375732421875,0.0,31.97001075744629,73.9181886118691,1.0,5000,147.6606535214351,0.5998924970626831,34.034034729003906,164.0,153.33511203790397,0.7233233451843262,47.92288589477539,0.06496848911046982,0.24790798127651215,5.0,6.7143425941467285,5
1.3247618675231934,81.24597644805908,112.07490539550781,-110.19219970703125,0.7332171201705933,194.81192291970447,0.6231240630149841,274.38566708499854,118.84798431396484,15.244943618774414,184.0,0.16388434171676636,0.06181699495154324,32.33695652173913,108.46522521972656,0.0,40.50138473510742,73.84981093600157,1.0,6000,158.898427325045,0.49458110332489014,42.92042922973633,184.0,180.19098249322076,0.7526097893714905,57.59792709350586,0.2526980936527252,0.18963247537612915,6.0,6.886631965637207,6
1.4002946615219116,94.87612843513489,126.02182006835938,-128.09500122070312,0.7630258202552795,212.74527218509098,0.6369055509567261,320.34536777740993,133.4313201904297,19.14545249938965,201.0,0.17086485028266907,0.05066177638540577,34.681592039801,121.39114379882812,0.0,53.007843017578125,73.78041363466654,1.0,7000,170.33107161143667,0.430312842130661,54.6606559753418,201.0,212.34591907954382,0.740982711315155,66.75106048583984,0.19208863377571106,0.20064640045166016,7.0,7.187103271484375,7
1.4779950380325317,108.43316841125488,143.23165893554688,-145.1999969482422,0.7551448941230774,221.4234769455348,0.6459104418754578,282.17091026864136,147.1894073486328,24.060447692871094,217.0,0.17892827093601227,0.04151957869412388,36.51152073732719,137.34503173828125,0.0,63.721473693847656,73.77816324298826,1.0,8000,179.90042944727924,0.38110071420669556,66.3853530883789,217.0,247.18119003398402,0.7452725768089294,76.1395034790039,0.2670375108718872,0.18138253688812256,8.0,7.255401611328125,8
1.5327237844467163,122.02264738082886,159.15359497070312,-159.29197692871094,0.7442330121994019,229.54154863726205,0.6519557237625122,294.48612217108047,151.61962890625,32.35670471191406,236.0,0.18514244258403778,0.034027141129503384,38.097457627118644,153.25845336914062,0.0,73.50444030761719,73.75680001361782,1.0,9000,187.20226903218122,0.3795906901359558,75.5570068359375,236.0,266.7297864700799,0.7463924288749695,85.62751770019531,0.21515436470508575,0.16107270121574402,9.0,7.314716815948486,9
1.5827757120132446,135.47133803367615,173.75338745117188,-176.7386932373047,0.7401649355888367,228.0529758185728,0.6582817435264587,214.6558204503693,179.27264404296875,44.95827102661133,255.0,0.18826791644096375,0.027886755354071244,39.16078431372549,165.9376678466797,0.0,82.2200698852539,73.81635219041057,1.0,10000,192.99356899561417,0.2989463210105896,84.38719940185547,255.0,270.61852431653307,0.7590847015380859,93.55299377441406,0.13958851993083954,0.07313402742147446,10.0,7.577110290527344,10
1.6018950939178467,149.00642609596252,193.91751098632812,-192.0995330810547,0.756121039390564,234.5645273131946,0.6654521822929382,299.6800422594123,191.5474853515625,45.0553092956543,275.0,0.18240603804588318,0.022854436146078055,39.89454545454546,185.61166381835938,0.0,93.24198150634766,73.82231953483553,1.0,11000,196.95385188124664,0.2956348657608032,94.70130920410156,275.0,270.661517406726,0.7586035132408142,102.61062622070312,0.15047314763069153,0.18595759570598602,11.0,7.5857977867126465,11
