train/loss_actor,total/episodes,rollout/return,eval/episodes,rollout/Q_mean,reference_Q_std,total/steps_per_second,reference_Q_mean,ret_rms_mean,eval/Q,reference_action_mean,train/loss_critic,reference_perturbed_action_mean,rollout/episodes,total/duration,rollout/return_history,train/param_noise_distance,reference_perturbed_action_std,reference_action_std,reference_actor_Q_std,reference_actor_Q_mean,rollout/actions_mean,rollout/episode_steps,total/steps,total/epochs,ret_rms_std,rollout/actions_std,eval/return,obs_rms_mean,param_noise_stddev,obs_rms_std,eval/return_history
-1.7887253761291504,1.0,-163.52831351721082,1.0,0.7278246879577637,0.7531431913375854,87.40916951177411,1.3310883045196533,0.0,1.6017042398452759,0.3535938560962677,0.06306018680334091,0.11944995075464249,1.0,11.440447330474854,-163.52831351721082,0.5219377279281616,0.7472572922706604,0.6506459712982178,0.6382452845573425,1.9106450080871582,-0.17934350669384003,1000.0,1000,1,1.0,0.7035748362541199,-309.5988121447997,0.06829635053873062,0.16720346283821505,1.819226861000061,-309.5988121447997
-2.7580466270446777,2.0,-266.48336509677745,2.0,1.225210189819336,1.1313190460205078,88.24664407493297,3.5207910537719727,0.0,4.192024230957031,-0.0015786340227350593,0.05882620811462402,0.29578056931495667,2.0,22.663751363754272,-266.48336509677745,0.38443028926849365,0.6586533188819885,0.6539536714553833,1.055532455444336,3.9303243160247803,-0.06424463540315628,1000.0,2000,2,1.0,0.7478407621383667,-277.2963030427027,0.06734172999858856,0.1370306733903066,1.4319539070129395,-293.4475575937512
-5.2048468589782715,3.0,-208.85049127906893,3.0,2.5410239696502686,1.0605655908584595,88.33195818684187,5.069441795349121,0.0,5.862150192260742,-0.2917139530181885,0.05986494570970535,-0.0876893699169159,3.0,33.96279287338257,-208.85049127906893,0.3270133137702942,0.7050472497940063,0.6966971158981323,0.9159245491027832,5.561197280883789,0.1290052980184555,1000.0,3000,3,1.0,0.7287511229515076,-274.1348999893647,0.0670919343829155,0.11230273064362171,1.465903401374817,-287.0100050589557
-5.989161968231201,4.0,-249.61016602410797,4.0,3.250337839126587,1.1584867238998413,88.59546496547821,6.136078357696533,0.0,5.387762069702148,0.03339173272252083,0.057511843740940094,0.004914447665214539,4.0,45.14903783798218,-249.61016602410797,0.4676791727542877,0.5487821102142334,0.6744423508644104,0.9697865843772888,6.578153610229492,0.03432833030819893,1000.0,4000,4,1.0,0.7513039112091064,-202.04969598987972,0.03874196112155914,0.09203708190275892,1.2939122915267944,-265.7699277916867
-7.561219692230225,5.0,-165.3821576390329,5.0,4.130953311920166,1.0999947786331177,88.81320837295988,7.786551475524902,0.0,9.7996826171875,0.023552438244223595,0.1512441188097,-0.023462334647774696,5.0,56.297932386398315,-165.3821576390329,0.504554271697998,0.7104009985923767,0.7886743545532227,1.0349105596542358,8.081440925598145,0.023052621632814407,1000.0,5000,5,1.0,0.7044636607170105,178.1641022835683,0.051883209496736526,0.07542848153938683,1.3597025871276855,-176.9831217766357
-8.7954740524292,6.0,-183.10702818550112,6.0,4.5845112800598145,1.1306884288787842,89.06003048651695,9.431081771850586,0.0,10.93919849395752,0.13358770310878754,0.17215736210346222,0.23702126741409302,6.0,67.37028908729553,-183.10702818550112,0.3016623854637146,0.7074596285820007,0.7180774807929993,0.9913048148155212,9.951887130737305,0.01609417051076889,1000.0,6000,6,1.0,0.6973671913146973,451.9205212707199,0.057170137763023376,0.06181699495154324,1.2973495721817017,-72.16584793540976
-10.735547065734863,7.0,-105.74687635376584,7.0,5.6977715492248535,1.084065556526184,89.16981090369707,11.448726654052734,0.0,13.384862899780273,-0.040642861276865005,0.20808613300323486,-0.16798652708530426,7.0,78.50190472602844,-105.74687635376584,0.24094773828983307,0.5977659225463867,0.6500898599624634,1.0571413040161133,12.005495071411133,0.06472350656986237,1000.0,7000,7,1.0,0.7003573775291443,477.4044916345862,0.0755881816148758,0.05066177638540577,1.4888529777526855,6.3442005745896575
-14.031937599182129,8.0,4.906376845356931,8.0,6.872053623199463,1.1595964431762695,89.26138070877892,14.027765274047852,0.0,11.253955841064453,-0.47647321224212646,0.28151047229766846,-0.5566536784172058,8.0,89.62442588806152,4.906376845356931,0.3033774197101593,0.417138010263443,0.5121780037879944,1.2415608167648315,14.87884521484375,0.06517516821622849,1000.0,8000,8,1.0,0.6904980540275574,-193.11397639886886,0.08510179817676544,0.04151957869412388,1.834954023361206,-18.588071547092667
-17.794479370117188,9.0,-6.7555344027324775,9.0,7.855229377746582,1.5100364685058594,89.40155581110021,17.480579376220703,0.0,16.6114501953125,0.04724841192364693,0.7103845477104187,0.11610700935125351,9.0,100.66938900947571,-6.7555344027324775,0.19652532041072845,0.6868235468864441,0.6888238787651062,1.4862169027328491,18.571245193481445,0.03275103121995926,1000.0,9000,9,1.0,0.6917163729667664,-175.22075645748492,0.07066278159618378,0.03540877950819716,1.8489642143249512,-35.99170320380292
-22.031930923461914,10.0,-25.730417347901994,10.0,8.820121765136719,1.8630483150482178,89.51576227479852,21.911705017089844,0.0,27.254356384277344,0.04433244466781616,1.0111314058303833,0.11148404330015182,10.0,111.71216940879822,-25.730417347901994,0.22179493308067322,0.6120902895927429,0.6260492205619812,1.6245793104171753,23.088977813720703,0.03642507642507553,1000.0,10000,10,1.0,0.6843269467353821,700.9121003811999,0.08006401360034943,0.032055106170371106,1.798128604888916,37.698677154697364
