obs_rms_mean,reference_perturbed_action_std,train/loss_actor,rollout/actions_std,ret_rms_std,total/episodes,reference_action_std,eval/return_history,rollout/actions_mean,eval/episodes,total/duration,total/steps,rollout/return,rollout/episode_steps,reference_perturbed_action_mean,ret_rms_mean,obs_rms_std,reference_actor_Q_std,eval/return,reference_Q_std,rollout/Q_mean,param_noise_stddev,train/loss_critic,rollout/return_history,rollout/episodes,train/param_noise_distance,total/epochs,total/steps_per_second,reference_actor_Q_mean,eval/Q,reference_Q_mean,reference_action_mean
0.9477516412734985,0.788995087146759,-19.26430892944336,0.7586933374404907,1.0,34.0,0.6756852865219116,240.3099159573916,0.01461583562195301,1.0,11.51813530921936,1000,137.23193306636125,29.11764705882353,0.1397455930709839,0.0,7.926610946655273,2.347238779067993,240.3099159573916,3.217695951461792,9.381857872009277,0.16720346283821505,2.369293451309204,137.23193306636125,34.0,0.7864288091659546,1,86.8196086565834,19.641712188720703,20.23917579650879,19.232311248779297,0.16338586807250977
1.0207656621932983,0.7433796525001526,-37.720767974853516,0.7661011219024658,1.0,70.0,0.6024137735366821,157.52142563305085,0.05685529485344887,2.0,22.581639766693115,2000,132.9192787193939,28.4,-0.06707985699176788,0.0,8.713810920715332,7.350573539733887,74.7329353087101,8.876084327697754,18.250938415527344,0.1370306733903066,2.8175008296966553,132.9192787193939,70.0,0.720106303691864,2,88.56752745431305,39.291709899902344,41.09584426879883,38.457359313964844,-0.0075238365679979324
0.9254264235496521,0.7175683379173279,-54.94142532348633,0.7552865147590637,1.0,113.0,0.6669089794158936,210.1596050838456,0.036052070558071136,3.0,33.86702609062195,3000,124.7859069762057,26.504424778761063,0.030204983428120613,0.0,8.743441581726074,14.3422269821167,315.4359639854352,15.530618667602539,27.45325469970703,0.11230273064362171,5.171358585357666,123.40677135858112,113.0,0.6123143434524536,3,88.58173705516836,58.693031311035156,57.71614456176758,57.46345520019531,-0.07660344988107681
0.9874590635299683,0.7332563996315002,-70.96633911132812,0.7522945404052734,1.0,144.0,0.7452050447463989,209.94042187139055,0.02309912070631981,4.0,45.16784334182739,4000,129.96305955246646,27.53472222222222,-0.012485682964324951,0.0,8.576180458068848,23.924280166625977,209.2828722340254,24.931001663208008,36.36274337768555,0.09203708190275892,11.252530097961426,124.88581382275709,144.0,0.5887835025787354,4,88.55857849417897,76.55524444580078,78.38996887207031,74.86431884765625,0.022049009799957275
1.0195250511169434,0.7661685347557068,-87.98495483398438,0.75395667552948,1.0,171.0,0.7714794874191284,218.43620721056806,0.011774392798542976,5.0,56.51617217063904,5000,137.24178220042475,29.116959064327485,-0.023675119504332542,0.0,8.33764934539795,31.71010971069336,252.41934856727798,33.542579650878906,45.39265441894531,0.07542848153938683,12.201796531677246,139.81080931903895,171.0,0.6122589111328125,5,88.47025210595511,94.01846313476562,101.94990539550781,91.1442642211914,0.025336358696222305
1.0773566961288452,0.7866172790527344,-104.65704345703125,0.7591171860694885,1.0,200.0,0.7703663110733032,247.20778273659653,0.010459254495799541,6.0,67.98393678665161,6000,141.693927592376,29.875,-0.12305910140275955,0.0,8.207331657409668,41.548919677734375,391.06566036673894,43.15981674194336,54.81580352783203,0.06181699495154324,18.5828800201416,156.43676803744333,200.0,0.5337705016136169,6,88.25614231240102,111.38009643554688,114.6651382446289,108.1684799194336,0.0409785732626915
1.1521310806274414,0.7789612412452698,-121.61695098876953,0.7644590139389038,1.0,219.0,0.7734058499336243,238.64569996286397,0.010850815102458,7.0,79.2323706150055,7000,151.1593670174638,31.863013698630137,0.050274014472961426,0.0,8.085195541381836,52.39616012573242,187.27320332046855,54.31510543823242,64.30287170410156,0.05066177638540577,23.968364715576172,181.30264939720885,219.0,0.4646762013435364,7,88.34772891011163,127.78569030761719,120.40652465820312,123.74992370605469,0.1138472855091095
1.2345222234725952,0.7775831818580627,-138.26100158691406,0.7652463316917419,1.0,237.0,0.7599436640739441,242.33301644756693,0.025255588814616203,8.0,90.54780316352844,8000,160.36325745321165,33.69198312236287,0.06425362825393677,0.0,8.000936508178711,63.238319396972656,268.1442318404876,64.36115264892578,73.73937225341797,0.04151957869412388,36.637454986572266,201.88847762021808,237.0,0.38205021619796753,8,88.35112195435684,143.52557373046875,162.6827850341797,139.24075317382812,0.08047591894865036
1.2941172122955322,0.7531248331069946,-156.49957275390625,0.7649674415588379,1.0,253.0,0.761773407459259,241.84789516456172,0.030328644439578056,9.0,101.9010877609253,9000,168.7450328250234,35.308300395256914,0.12750625610351562,0.0,7.985332012176514,71.64183044433594,237.9669249005201,73.6297836303711,84.41449737548828,0.034027141129503384,36.960487365722656,224.82733363361268,253.0,0.3773353397846222,9,88.32094139284659,162.91921997070312,158.8583526611328,157.67779541015625,0.08309715241193771
1.3415892124176025,0.7642156481742859,-175.33242797851562,0.7656161785125732,1.0,270.0,0.7856714725494385,246.53210522946665,0.03596346825361252,10.0,113.2219910621643,10000,176.79430615357032,36.97037037037037,0.14580154418945312,0.0,7.889140605926514,78.57304382324219,288.68999581361095,80.94134521484375,93.92012786865234,0.027886755354071244,35.62335968017578,244.99066330080797,270.0,0.2954654395580292,10,88.32206452286746,182.0967254638672,167.17808532714844,175.52410888671875,0.1408594846725464
