train/loss_actor,total/steps_per_second,obs_rms_mean,train/param_noise_distance,total/steps,obs_rms_std,rollout/return,total/duration,reference_Q_std,eval/Q,reference_actor_Q_mean,param_noise_stddev,ret_rms_mean,eval/return_history,ret_rms_std,rollout/episodes,rollout/Q_mean,eval/episodes,rollout/return_history,reference_actor_Q_std,reference_perturbed_action_mean,eval/return,reference_Q_mean,total/epochs,reference_action_std,rollout/actions_mean,total/episodes,reference_perturbed_action_std,rollout/episode_steps,reference_action_mean,train/loss_critic,rollout/actions_std
2.299032688140869,63.18494068224275,0.013725105673074722,1.0779914855957031,1000,0.3517299294471741,-461.8671631897753,15.826555967330933,1.8610588312149048,-2.4811203479766846,-2.5011723041534424,0.16720346283821505,0.0,-954.3171079718995,1.0,1.0,-1.682636022567749,1.0,-461.8671631897753,1.762919306755066,0.43337610363960266,-954.3171079718995,-3.0124197006225586,1,0.6957410573959351,0.023197447881102562,1.0,0.5195231437683105,532.0,-0.14845576882362366,0.1229727566242218,0.6627540588378906
4.3626909255981445,64.17653099564897,0.022884787991642952,0.22766157984733582,2000,0.2792634963989258,-648.7786263470921,31.164040327072144,3.3319602012634277,-8.269392013549805,-3.6656126976013184,0.14259466822295333,0.0,-1228.589907825378,1.0,2.0,-2.5864388942718506,2.0,-648.7786263470921,3.3984532356262207,-0.2205241322517395,-1502.8627076788566,-4.033120155334473,2,0.18791267275810242,0.07455569505691528,2.0,0.6674416065216064,766.0,-0.7905420064926147,0.17931829392910004,0.6731733679771423
9.98546314239502,64.62921475324717,0.02084839530289173,0.322761595249176,3000,0.24962979555130005,-753.6652593942537,46.418636083602905,5.005267143249512,-18.292905807495117,-7.120718955993652,0.13978498992545177,0.0,-1634.9133711189527,1.0,3.0,-5.269749164581299,3.0,-753.6652593942537,4.980820655822754,-0.8716181516647339,-2447.5602977061017,-7.080991268157959,3,0.02641749382019043,-0.12960204482078552,3.0,0.09674407541751862,844.0,-0.9362449645996094,0.32880207896232605,0.7042887210845947
14.911391258239746,64.8813319011129,0.015797222033143044,0.1264072209596634,4000,0.23147861659526825,-1086.3841590346988,61.651015520095825,6.978419303894043,-28.4628849029541,-9.377283096313477,0.15440959267203633,0.0,-1871.9011006965986,1.0,4.0,-9.256038665771484,4.0,-1086.3841590346988,7.272515296936035,-0.6227231025695801,-2582.8642894295363,-9.58998966217041,4,0.03268852457404137,-0.28907105326652527,4.0,0.3074727952480316,883.0,-0.9373016357421875,0.4981265962123871,0.680217981338501
10.443536758422852,64.93122891064553,0.012826844118535519,0.5580666661262512,5000,0.21793513000011444,-1073.737262181509,77.00454902648926,6.917063236236572,-15.93353271484375,-7.298697471618652,0.12908909295101373,0.0,-1876.429793775938,1.0,5.0,-12.10842514038086,5.0,-1073.737262181509,5.510294437408447,-0.7792991399765015,-1894.544566093295,-8.750286102294922,5,0.6786422729492188,-0.36994847655296326,5.0,0.11271241307258606,906.4,0.4912160336971283,0.5775902271270752,0.6381376385688782
6.469550132751465,64.99298110408702,0.013706333003938198,0.5290771126747131,6000,0.21795395016670227,-1107.8149390276308,92.31766104698181,3.572425365447998,-12.474870681762695,-6.706372261047363,0.10579425230886043,0.0,-1938.5533033115378,1.0,6.0,-12.077479362487793,6.0,-1107.8149390276308,3.0071682929992676,-0.24592405557632446,-2249.170850989535,-7.536503791809082,6,0.8771345019340515,-0.38794833421707153,6.0,0.6505192518234253,922.0,0.17649000883102417,0.25744912028312683,0.6219986081123352
6.9090495109558105,65.07715723363495,0.01740085519850254,0.533130943775177,7000,0.22089914977550507,-1052.84457801287,107.56462478637695,2.8202953338623047,-10.216835975646973,-7.0284504890441895,0.08670309447319521,0.0,-2036.332268957049,1.0,7.0,-11.709593772888184,7.0,-1052.84457801287,2.4729299545288086,0.02802327275276184,-2623.006062830119,-7.5896382331848145,7,0.9353356957435608,-0.3437795341014862,7.0,0.686119794845581,933.1428571428571,0.12111639976501465,0.20145054161548615,0.6386505365371704
7.635037899017334,65.11224303652844,0.020143339410424232,0.7798832058906555,8000,0.21966290473937988,-1043.2451444106891,122.86475825309753,3.049633026123047,-11.637763977050781,-8.541089057922363,0.07105704163663924,0.0,-2131.589135621594,1.0,8.0,-11.261322975158691,8.0,-1043.2451444106891,2.7781295776367188,0.02057672291994095,-2798.3872022734085,-8.85377311706543,8,0.9300492405891418,-0.2972576916217804,8.0,0.7974966764450073,941.5,0.13605725765228271,0.2168194204568863,0.6664953827857971
10.75633430480957,65.1444270279517,0.022588640451431274,0.36566293239593506,9000,0.21747709810733795,-1117.532940155113,138.15456533432007,3.2782721519470215,-14.647968292236328,-12.298259735107422,0.05940491710342653,0.0,-2195.613746454716,1.0,9.0,-11.404402732849121,9.0,-1117.532940155113,3.2596611976623535,0.2904643416404724,-2707.810633119695,-12.194210052490234,9,0.8615677952766418,-0.24836260080337524,9.0,0.7799406051635742,948.0,0.42802754044532776,0.27345192432403564,0.701676607131958
16.882198333740234,65.20309297571323,0.02578483708202839,0.12448752671480179,10000,0.21937698125839233,-1218.300487645293,153.36695766448975,3.550243854522705,-23.65046501159668,-17.077024459838867,0.057086957702023974,0.0,-2234.814885869882,1.0,10.0,-12.358386993408203,10.0,-1218.300487645293,3.6702804565429688,0.3174780309200287,-2587.625140606376,-16.50045394897461,10,0.7495651245117188,-0.19022634625434875,10.0,0.8616287708282471,953.2,0.5763694643974304,0.2720257639884949,0.7388824224472046
