rollout/return_history,reference_action_std,rollout/actions_mean,total/epochs,total/steps,reference_Q_std,reference_Q_mean,rollout/Q_mean,eval/Q,reference_action_mean,reference_perturbed_action_mean,eval/return_history,rollout/actions_std,obs_rms_mean,eval/return,ret_rms_std,total/duration,eval/episodes,rollout/episode_steps,rollout/episodes,total/episodes,ret_rms_mean,param_noise_stddev,train/loss_actor,obs_rms_std,total/steps_per_second,rollout/return,reference_perturbed_action_std,train/param_noise_distance,reference_actor_Q_mean,train/loss_critic,reference_actor_Q_std
105.22940355600711,0.4391031265258789,0.02897125855088234,1,1000,4.098561763763428,18.493186950683594,9.114412307739258,20.07929801940918,-0.06455282866954803,0.09660527110099792,115.02141004926787,0.5329120755195618,0.6054221391677856,115.02141004926787,1.0,13.220682621002197,1.0,21.67391304347826,46.0,46.0,0.0,0.16720346283821505,-18.741804122924805,7.021523475646973,75.63905954533797,105.22940355600711,0.6440662741661072,0.5519284605979919,18.889354705810547,2.124863386154175,3.4564595222473145
109.04995360283661,0.5523812174797058,0.045921407639980316,2,2000,11.436140060424805,36.06485366821289,18.112215042114258,37.6891975402832,0.08065217733383179,-0.02560516819357872,222.87121012674925,0.5628883838653564,0.6343092918395996,330.72101020423065,1.0,26.143170833587646,2.0,22.44943820224719,89.0,89.0,0.0,0.1370306733903066,-37.320533752441406,6.799450397491455,76.5018142875953,109.04995360283661,0.5219343304634094,0.5984039902687073,37.118324279785156,2.234238386154175,10.049985885620117
103.48874545081989,0.6277461051940918,0.03630540519952774,3,3000,20.618288040161133,50.870079040527344,26.57181167602539,56.559814453125,0.004552175756543875,-0.09366370737552643,188.83550982326952,0.5734228491783142,0.604809045791626,120.76410921631005,1.0,38.52429175376892,3.0,21.868613138686133,137.0,137.0,0.0,0.11230273064362171,-52.718101501464844,7.068375587463379,77.87294362670544,105.40497533469082,0.6011629700660706,0.6267908215522766,52.69078063964844,4.559502124786377,18.985885620117188
113.60305456259518,0.7033950686454773,0.03876657038927078,4,4000,28.554431915283203,65.63922119140625,35.9765739440918,76.27906036376953,0.058440253138542175,0.07429640740156174,200.22918314445346,0.5938956141471863,0.7732683420181274,234.41020310800522,1.0,51.29785633087158,4.0,23.512048192771083,166.0,166.0,0.0,0.09203708190275892,-68.4236068725586,7.146660327911377,77.9759679273919,113.71138547598227,0.6662707328796387,0.646368682384491,68.06578826904297,6.75319766998291,27.077129364013672
149.2875161008806,0.7287570834159851,0.05365394055843353,5,5000,38.57304000854492,79.18609619140625,45.55396270751953,100.86930847167969,0.15403512120246887,0.054051537066698074,216.2003355481184,0.6073802709579468,0.9724560379981995,280.0849451627781,1.0,63.91576790809631,5.0,26.983783783783785,185.0,185.0,0.0,0.07542848153938683,-86.5097427368164,7.197772026062012,78.22795788340426,131.49194378026718,0.6882225275039673,0.4856812357902527,82.48977661132812,7.3603034019470215,37.275238037109375
181.51172070552,0.7551172375679016,0.07845190912485123,6,6000,45.6711311340332,95.88566589355469,55.71195983886719,120.27428436279297,0.166825070977211,0.13710077106952667,214.26430041773324,0.6220223307609558,1.1373851299285889,204.58412476580745,1.0,76.59482431411743,6.0,29.603960396039604,202.0,202.0,0.0,0.06181699495154324,-107.50012969970703,7.1812028884887695,78.3342745900668,145.26863982853519,0.7387515306472778,0.404589980840683,101.86515808105469,9.822857856750488,42.72593307495117
213.26478184425642,0.7430802583694458,0.0897175595164299,7,7000,53.569705963134766,112.27618408203125,63.66548538208008,121.6131362915039,0.24568398296833038,0.21625137329101562,246.31201214148837,0.6375905871391296,1.2622321844100952,438.5982824840192,1.0,89.67627263069153,7.0,31.926605504587155,218.0,218.0,0.0,0.05066177638540577,-126.31716918945312,7.081953525543213,78.05855210806637,156.17050894632249,0.7543104887008667,0.38183653354644775,118.16696166992188,16.434083938598633,50.61314392089844
247.76900386659534,0.7533382177352905,0.10205280035734177,8,8000,65.17784881591797,123.2176513671875,72.14849853515625,159.01536560058594,0.12646763026714325,0.05559824779629707,260.71682182829795,0.6505947113037109,1.349013328552246,361.55048963596516,1.0,102.48552989959717,8.0,33.83474576271186,236.0,236.0,0.0,0.04151957869412388,-140.63417053222656,7.186729907989502,78.05980032339615,165.8554193916811,0.763762354850769,0.3539421558380127,129.36444091796875,17.44141960144043,62.728214263916016
278.5491460805947,0.7487812638282776,0.10750437527894974,9,9000,74.81227111816406,132.1026611328125,81.12960052490234,160.6372528076172,0.18879806995391846,0.17444024980068207,262.4493180108838,0.6604999303817749,1.4053013324737549,276.3092874715707,1.0,115.14817500114441,9.0,35.41106719367589,253.0,253.0,0.0,0.034027141129503384,-154.17869567871094,7.276847839355469,78.16016189497188,174.0627985205695,0.7407501935958862,0.30570608377456665,139.30703735351562,21.168657302856445,73.01441192626953
292.77359501372825,0.7502285838127136,0.12901592254638672,10,10000,83.98287200927734,143.13287353515625,90.59597778320312,178.43621826171875,0.15598978102207184,0.13238492608070374,270.4349409391766,0.6620721220970154,1.4825245141983032,342.3055472938116,1.0,127.96180558204651,10.0,37.141263940520446,269.0,269.0,0.0,0.027886755354071244,-168.203125,7.155609130859375,78.14831898091812,183.06581728059226,0.7582533955574036,0.2545637786388397,151.97265625,25.460031509399414,82.56289672851562
300.243280369628,0.760170042514801,0.13338667154312134,11,11000,94.52740478515625,154.4329833984375,99.00311279296875,177.639404296875,0.10900682210922241,0.08259827643632889,268.0738489127868,0.6691774129867554,1.5134093761444092,244.4629286488886,1.0,140.66793274879456,11.0,38.61267605633803,284.0,284.0,0.0,0.023313810312614227,-182.74803161621094,7.1378889083862305,78.19834830191078,190.23077822907075,0.7616552114486694,0.20648905634880066,163.89828491210938,31.485456466674805,93.03157043457031
304.4234722160152,0.7748552560806274,0.1296330839395523,12,12000,102.9566421508789,167.34320068359375,106.33989715576172,193.70944213867188,0.059004560112953186,0.02748454362154007,266.44317364299246,0.6789668798446655,1.5273184776306152,248.50574567525533,1.0,153.38208150863647,12.0,40.08361204013378,299.0,299.0,0.0,0.021962663920618616,-199.38645935058594,7.1201348304748535,78.23599655168532,196.96488536680556,0.7761378288269043,0.19916902482509613,177.6080780029297,37.73369216918945,101.43340301513672
307.22332266430726,0.7558672428131104,0.12480035424232483,13,13000,109.98078155517578,176.56777954101562,114.11956024169922,205.67141723632812,0.10565361380577087,0.11591869592666626,271.93850308404666,0.6856125593185425,1.5405834913253784,337.8824563766967,1.0,166.15418243408203,13.0,41.25796178343949,314.0,314.0,0.0,0.021962663920618616,-208.7178955078125,7.117697715759277,78.24058238893541,202.34209796726748,0.7480153441429138,0.19874145090579987,188.2781219482422,46.21775817871094,108.79296112060547
