reference_Q_std,total/epochs,train/loss_critic,eval/return,ret_rms_std,rollout/Q_mean,rollout/return,eval/episodes,rollout/episode_steps,train/loss_actor,train/param_noise_distance,reference_action_mean,total/steps_per_second,rollout/actions_std,reference_perturbed_action_mean,total/steps,rollout/actions_mean,eval/return_history,reference_action_std,reference_perturbed_action_std,ret_rms_mean,reference_Q_mean,rollout/return_history,reference_actor_Q_std,rollout/episodes,total/episodes,param_noise_stddev,reference_actor_Q_mean,obs_rms_std,total/duration,obs_rms_mean,eval/Q
2.5079619884490967,1,1.7778619527816772,233.79422245713786,1.0,9.387511253356934,135.53346031051072,1.0,27.61111111111111,-19.540306091308594,0.5189458131790161,-0.19860722124576569,79.8210828016532,0.5508325099945068,-0.2858095169067383,1000,-0.002354863565415144,233.79422245713786,0.37828975915908813,0.4982945919036865,0.0,20.019195556640625,135.53346031051072,2.042198896408081,36.0,36.0,0.16720346283821505,20.19302749633789,6.696493625640869,12.528018474578857,0.8889774680137634,19.47736358642578
7.98220682144165,2,2.7639238834381104,321.35812228910584,1.0,18.751558303833008,120.50890081968949,2.0,24.6875,-38.672325134277344,0.5485888719558716,-0.13858364522457123,81.9383673172207,0.5653573274612427,-0.024200983345508575,2000,-0.09057186543941498,277.57617237312184,0.4940759539604187,0.5528173446655273,0.0,40.46025466918945,120.50890081968949,7.158165454864502,80.0,80.0,0.1370306733903066,40.902793884277344,7.093356609344482,24.408589839935303,0.6352803111076355,42.049293518066406
15.166346549987793,3,4.983923435211182,367.02776423493015,1.0,28.591806411743164,130.14135550009325,3.0,26.424778761061948,-57.078433990478516,0.5607187151908875,0.08101857453584671,82.47030188136438,0.5792832374572754,-0.0174182690680027,3000,-0.055122073739767075,307.3933696603913,0.6106355786323547,0.6646730303764343,0.0,59.853607177734375,128.69841408672366,14.073381423950195,113.0,113.0,0.11230273064362171,60.72996139526367,6.958476543426514,36.376731157302856,0.7682285904884338,58.27729797363281
21.948017120361328,4,5.176397800445557,269.84014758787134,1.0,38.7892951965332,146.7928447957916,4.0,29.83076923076923,-75.34758758544922,0.4528798460960388,0.12054443359375,82.93963303899297,0.6077054738998413,0.19076989591121674,4000,-0.039282720535993576,298.0050641422613,0.7060410380363464,0.6773874759674072,0.0,78.3948974609375,153.00422019077797,20.508514404296875,130.0,130.0,0.09203708190275892,80.22537231445312,6.824692726135254,48.22784781455994,0.9456964731216431,79.84195709228516
29.170093536376953,5,8.283492088317871,315.05496357137514,1.0,49.0535888671875,166.76409464512108,5.0,33.57432432432432,-94.12364959716797,0.44326210021972656,0.2647968828678131,83.02036981797502,0.6333608627319336,0.31939324736595154,5000,-0.002139762509614229,301.415044028084,0.6899766325950623,0.623090922832489,0.0,96.6817855834961,182.6095154928613,27.93631362915039,148.0,148.0,0.07542848153938683,99.13429260253906,6.715011119842529,60.22618317604065,1.1400288343429565,98.05706024169922
37.259334564208984,6,8.927623748779297,338.91341027030563,1.0,58.78193664550781,179.17005746427313,6.0,35.862275449101794,-113.77767944335938,0.3807448446750641,0.22083991765975952,83.06720049175493,0.6541318297386169,0.13339373469352722,6000,0.021495575085282326,307.66477173512095,0.7203782200813293,0.7150932550430298,0.0,114.57161712646484,215.23258043170063,35.61198425292969,167.0,167.0,0.06181699495154324,118.54621887207031,6.605000019073486,72.23067545890808,1.2666469812393188,116.27130126953125
45.9427490234375,7,14.396130561828613,314.6550459362804,1.0,68.1510238647461,190.15741561526772,7.0,38.07103825136612,-129.88815307617188,0.3353019654750824,0.23728466033935547,83.06508416903583,0.6692522168159485,0.22115303575992584,7000,0.046829745173454285,308.6633823352866,0.7311528921127319,0.7554625868797302,0.0,131.58148193359375,246.79134651616013,44.224796295166016,183.0,183.0,0.05066177638540577,135.78091430664062,6.521255970001221,84.27126836776733,1.3508647680282593,141.28634643554688
58.21300506591797,8,16.627065658569336,272.2982668413182,1.0,77.71131134033203,199.37369621985692,8.0,39.725,-145.8007354736328,0.30709731578826904,0.21847568452358246,83.15113250091979,0.6801945567131042,0.1976783275604248,8000,0.061810798943042755,304.11774289854054,0.7377960681915283,0.744712233543396,0.0,143.8164825439453,271.569031856268,55.90995788574219,200.0,200.0,0.04151957869412388,149.2781219482422,6.4438300132751465,96.21035528182983,1.4176324605941772,136.05258178710938
68.2879867553711,9,26.30744171142578,317.0916492367126,1.0,86.40245819091797,207.24379010906333,9.0,41.36866359447004,-161.37753295898438,0.30702224373817444,0.14198103547096252,83.12015309470117,0.6899723410606384,0.15924333035945892,9000,0.07021398097276688,305.55928804722635,0.7548486590385437,0.7484651803970337,0.0,157.13546752929688,291.2739283589285,66.3192367553711,217.0,217.0,0.034027141129503384,163.09780883789062,6.401364803314209,108.27699017524719,1.4583659172058105,155.53623962402344
76.25912475585938,10,28.587358474731445,347.93775412165144,1.0,95.93638610839844,216.26658351431504,10.0,43.47161572052402,-177.89022827148438,0.24091607332229614,0.16545537114143372,80.67725652218003,0.6960962414741516,0.1471710503101349,10000,0.07872745394706726,309.79713465466887,0.7592084407806396,0.765396773815155,0.0,170.83111572265625,307.0309381588536,73.62857818603516,229.0,229.0,0.027886755354071244,178.13304138183594,6.3964433670043945,123.95067000389099,1.4949418306350708,189.29916381835938
