train/loss_critic,reference_action_mean,param_noise_stddev,total/duration,rollout/return,rollout/return_history,reference_perturbed_action_mean,rollout/actions_std,ret_rms_std,reference_actor_Q_std,train/param_noise_distance,reference_Q_mean,train/loss_actor,eval/return,rollout/episode_steps,reference_perturbed_action_std,reference_action_std,total/steps_per_second,rollout/Q_mean,rollout/actions_mean,obs_rms_std,eval/return_history,eval/Q,obs_rms_mean,ret_rms_mean,rollout/episodes,total/episodes,reference_actor_Q_mean,total/epochs,reference_Q_std,eval/episodes,total/steps
1.9169124364852905,0.058332253247499466,0.16720346283821505,12.52702522277832,153.96167337996542,153.96167337996542,-0.0864102691411972,0.5324987173080444,1.0,2.4257969856262207,0.4170929491519928,19.30910873413086,-19.299320220947266,293.80940708813665,32.064516129032256,0.5623419284820557,0.49049636721611023,79.82741171317079,9.285547256469727,0.0392758883535862,6.615444660186768,293.80940708813665,20.270553588867188,1.0214120149612427,0.0,31.0,31.0,19.606285095214844,1,3.1629645824432373,1.0,1000
3.4325790405273438,0.15173469483852386,0.1370306733903066,24.623620986938477,170.80431366051042,170.80431366051042,0.16227677464485168,0.5752780437469482,1.0,7.735958099365234,0.5814840197563171,39.04430389404297,-39.754512786865234,348.1375786063939,35.589285714285715,0.5929394960403442,0.5612493753433228,81.22282263282455,19.494192123413086,0.049350082874298096,6.808369159698486,320.9734928472653,37.74192810058594,1.262528657913208,0.0,56.0,56.0,39.70769500732422,2,9.062516212463379,2.0,2000
3.539722204208374,0.24513015151023865,0.11230273064362171,36.34019756317139,191.41087722344665,191.41087722344665,0.2753991484642029,0.5856823325157166,1.0,16.195030212402344,0.5732756853103638,56.63564682006836,-59.02279281616211,241.97637412682548,39.6,0.625416100025177,0.6096771955490112,82.55321107665965,29.22362518310547,0.13090573251247406,6.678238391876221,294.64111994045203,60.92111587524414,1.5230605602264404,0.0,75.0,75.0,57.714988708496094,3,17.353147506713867,3.0,3000
7.744565486907959,0.3473826050758362,0.09203708190275892,48.219865798950195,205.73406398135248,205.73406398135248,0.4036896228790283,0.5923782587051392,1.0,21.656288146972656,0.4973964989185333,75.30221557617188,-78.62710571289062,322.2868731027444,42.12765957446808,0.577373743057251,0.6454150676727295,82.95336234816077,38.455135345458984,0.18066495656967163,6.740131855010986,301.5525582310251,85.91696166992188,1.6784648895263672,0.0,94.0,94.0,77.39325714111328,4,24.23972511291504,4.0,4000
6.293885707855225,0.46362239122390747,0.07542848153938683,60.15441393852234,219.68215394408466,228.84770412047743,0.49959710240364075,0.5975200533866882,1.0,29.967681884765625,0.42608997225761414,92.28662109375,-96.28654479980469,334.9575404915767,44.401785714285715,0.5514818429946899,0.5959889888763428,83.1194200497072,48.34784698486328,0.23664353787899017,6.679409503936768,308.2335546831354,102.09171295166016,1.8301409482955933,0.0,112.0,112.0,94.69871520996094,5,32.39376449584961,5.0,5000
7.714797496795654,0.47214800119400024,0.06181699495154324,72.01184058189392,231.6115527328756,257.77405915284874,0.46845102310180664,0.6025825142860413,1.0,37.71099090576172,0.42679551243782043,109.5274658203125,-114.66180419921875,255.1542656821261,46.4031007751938,0.6256678700447083,0.6504836082458496,83.31963120949018,57.9335823059082,0.2793322503566742,6.58668851852417,299.3870065163006,118.16230010986328,1.9241657257080078,0.0,129.0,129.0,112.6378173828125,6,40.04191207885742,6.0,6000
8.544879913330078,0.36694085597991943,0.05066177638540577,83.91258692741394,241.84144210714138,280.61796149386834,0.39110708236694336,0.6089730262756348,1.0,50.31889343261719,0.404959499835968,122.3912582397461,-131.74671936035156,304.3023327686811,48.53472222222222,0.7069231867790222,0.7325074672698975,83.42014298826396,67.86759185791016,0.30899864435195923,6.462976932525635,300.0891959809264,130.93519592285156,1.990156888961792,0.0,144.0,144.0,126.29486846923828,7,52.302085876464844,7.0,7000
11.015778541564941,0.3456101417541504,0.04151957869412388,96.12202644348145,252.5560039890459,296.9836615705832,0.35425910353660583,0.6211865544319153,1.0,57.34004592895508,0.38553282618522644,136.5857696533203,-147.57591247558594,534.5626802460026,50.853503184713375,0.7142951488494873,0.7334229946136475,83.22754207334467,76.37761688232422,0.3180428147315979,6.484137535095215,329.3983815140608,157.57969665527344,2.0217583179473877,0.0,157.0,157.0,141.50677490234375,8,60.78227996826172,8.0,8000
17.808292388916016,0.283547967672348,0.034027141129503384,107.93825387954712,258.58959373015244,310.3636854549245,0.24990364909172058,0.6310185790061951,1.0,61.18877410888672,0.3208257853984833,156.5178680419922,-163.8922119140625,293.99728632398654,52.36257309941521,0.7603843808174133,0.7454260587692261,83.38100419934051,84.7751693725586,0.31969907879829407,6.5563859939575195,325.46492649294146,163.73146057128906,2.024456024169922,0.0,171.0,171.0,162.36077880859375,9,65.88037872314453,9.0,9000
16.013227462768555,0.2781194746494293,0.027886755354071244,119.81500220298767,263.01233976551475,316.5571083078675,0.30095812678337097,0.6414438486099243,1.0,69.98052978515625,0.284239798784256,174.6900634765625,-179.31724548339844,258.0933214230907,53.138297872340424,0.7174327969551086,0.7317493557929993,83.46200238813368,93.0699462890625,0.3174954354763031,6.499528408050537,318.72776598595635,176.363525390625,2.04731822013855,0.0,188.0,188.0,180.81341552734375,10,73.73002624511719,10.0,10000
23.873554229736328,0.23029816150665283,0.022854436146078055,131.75375771522522,264.93485086511515,319.5364981335104,0.2591667175292969,0.6494473814964294,1.0,83.0097885131836,0.2244546115398407,188.55072021484375,-194.9351043701172,396.9914250693025,53.85294117647059,0.718473494052887,0.725213348865509,83.48907986196177,100.36332702636719,0.3206857740879059,6.519312858581543,325.8426440844424,189.29689025878906,2.051778554916382,0.0,204.0,204.0,194.52532958984375,11,86.87023162841797,11.0,11000
31.89459228515625,0.25595659017562866,0.019882513137642284,143.6531286239624,268.51476248371426,319.9013254433134,0.2577131390571594,0.6569740772247314,1.0,93.69003295898438,0.19236131012439728,200.6231689453125,-206.31771850585938,265.38246914410144,54.57534246575342,0.7073469161987305,0.714292585849762,83.5345537890242,108.41301727294922,0.32160684466362,6.562836170196533,320.80429617274734,190.49343872070312,2.058039665222168,0.0,219.0,219.0,206.0787353515625,12,97.04301452636719,12.0,12000
