reference_Q_mean,reference_perturbed_action_mean,train/loss_critic,eval/return,total/epochs,total/steps_per_second,rollout/episodes,rollout/Q_mean,total/duration,rollout/actions_mean,eval/return_history,ret_rms_mean,reference_actor_Q_std,rollout/return_history,rollout/return,reference_actor_Q_mean,obs_rms_mean,rollout/actions_std,total/steps,reference_Q_std,eval/Q,obs_rms_std,param_noise_stddev,reference_action_mean,eval/episodes,train/loss_actor,train/param_noise_distance,total/episodes,ret_rms_std,rollout/episode_steps,reference_action_std,reference_perturbed_action_std
2.104752779006958,0.6897431015968323,0.06039152294397354,75.89510153613881,1,107.10764784597718,15.0,1.3976337909698486,9.336401462554932,0.5451542735099792,75.89510153613881,0.0,2.8585317134857178,17.23193230111052,17.23193230111052,2.4142494201660156,-0.16745316982269287,0.48777177929878235,1000,2.9798176288604736,2.575404644012451,1.455812692642212,0.17056425244126316,0.9397037625312805,1.0,-2.5098328590393066,0.14398948848247528,15.0,1.0,65.13333333333334,0.02810141257941723,0.37884676456451416
4.817709445953369,0.9715715050697327,0.16233238577842712,78.87458590422315,2,108.27040217396579,21.0,2.2722599506378174,18.47226905822754,0.6681974530220032,77.38484372018098,0.0,5.498791217803955,26.333895148565137,26.333895148565137,5.193329811096191,-0.06755709648132324,0.4306427240371704,2000,5.6638875007629395,4.783278942108154,1.172682762145996,0.15751322548474425,0.9545615315437317,2.0,-4.870517253875732,0.646767795085907,21.0,1.0,92.80952380952381,0.06194023787975311,0.04634267836809158
7.073337078094482,0.7202783226966858,0.22423067688941956,71.7215858918244,3,108.95267527835512,26.0,3.870415449142456,27.53489065170288,0.7235940098762512,75.49709111072879,0.0,7.806507110595703,46.764127612282365,46.764127612282365,7.557448387145996,-0.02050827257335186,0.4101061224937439,3000,7.842583179473877,6.7838568687438965,1.029902458190918,0.1370306733903066,0.8834096789360046,3.0,-6.87496280670166,0.6177948117256165,26.0,1.0,113.34615384615384,0.35873767733573914,0.30443844199180603
9.769294738769531,0.7268404960632324,0.5264213681221008,55.42947955090136,4,109.47086509292781,31.0,5.452397346496582,36.5394024848938,0.7630323171615601,70.48018822077194,0.0,10.179363250732422,59.90084455865969,59.90084455865969,10.421875953674316,0.017013009637594223,0.38478946685791016,4000,10.147676467895508,8.065017700195312,0.9374672174453735,0.11230273064362171,0.7413720488548279,4.0,-9.430922508239746,0.28052380681037903,31.0,1.0,126.0,0.5412216782569885,0.47475579380989075
12.389995574951172,0.6363516449928284,1.2891334295272827,322.19281238963333,5,109.45263790835251,36.0,8.182374000549316,45.681859254837036,0.7733026146888733,120.82271305454421,0.0,9.667820930480957,83.53810421323675,83.53810421323675,13.352567672729492,0.04898732900619507,0.37237024307250977,5000,10.35258674621582,26.964073181152344,0.8817715644836426,0.09203708190275892,0.5798690915107727,5.0,-14.078186988830566,0.43837881088256836,36.0,1.0,136.55555555555554,0.65973299741745,0.5615841746330261
15.726369857788086,0.583199679851532,0.9246283769607544,101.49520825334032,6,109.2973536865255,42.0,10.132563591003418,54.896114110946655,0.7498324513435364,117.60146225434357,0.0,10.465070724487305,87.22260472206457,87.22260472206457,16.45985984802246,0.0519951656460762,0.3968392610549927,6000,10.649334907531738,23.105178833007812,0.8807821869850159,0.07542848153938683,0.5825366377830505,6.0,-18.491186141967773,0.41303470730781555,42.0,1.0,139.71428571428572,0.698158860206604,0.5628836750984192
19.23017692565918,0.7237380146980286,0.7448067665100098,1040.9851198463377,7,105.05426984741842,45.0,12.018705368041992,66.63222742080688,0.7492092847824097,249.51341333891418,0.0,12.84895133972168,93.92331373545557,93.92331373545557,20.007694244384766,0.053557779639959335,0.3986375629901886,7000,13.129701614379883,21.549083709716797,0.8594179153442383,0.06181699495154324,0.6222105026245117,7.0,-23.323705673217773,0.33704763650894165,45.0,1.0,152.88888888888889,0.6517823338508606,0.5110548734664917
20.688749313354492,0.6884312033653259,1.0046156644821167,367.07064978388996,8,105.1646950410257,51.0,14.379898071289062,76.0711567401886,0.7449331283569336,264.20806789453616,0.0,14.375006675720215,98.34562580182603,98.34562580182603,21.3330078125,0.046601664274930954,0.4098944365978241,8000,14.730271339416504,39.1853141784668,0.872724711894989,0.05377849649835011,0.6926143169403076,8.0,-26.695531845092773,0.2955750524997711,51.0,1.0,154.7843137254902,0.6089322566986084,0.6197490096092224
23.060565948486328,0.6448909640312195,1.2733458280563354,187.89350733335112,9,105.67828908002217,55.0,16.155853271484375,85.16413426399231,0.7511549592018127,255.7286722766267,0.0,16.597925186157227,102.37405903404999,102.37405903404999,24.15081214904785,0.05230041965842247,0.40954193472862244,9000,16.81399917602539,34.4067268371582,0.84917151927948,0.045863445263280886,0.8680038452148438,9.0,-29.796358108520508,0.2299862951040268,55.0,1.0,159.03636363636363,0.380057156085968,0.616146445274353
26.396982192993164,0.841790497303009,1.9705299139022827,177.0948301758986,10,106.2552381029973,57.0,17.61392593383789,94.11300730705261,0.7599039077758789,247.8652880665539,0.0,18.54144859313965,115.85278131046748,115.85278131046748,27.440210342407227,0.05152108147740364,0.40240490436553955,10000,18.762121200561523,44.532352447509766,0.8280541300773621,0.04235412222587577,0.7924938797950745,10.0,-33.865901947021484,0.18774214386940002,57.0,1.0,174.78947368421052,0.4884147644042969,0.4248391389846802
