eval/episodes,rollout/Q_mean,rollout/return_history,ret_rms_std,train/loss_actor,eval/Q,ret_rms_mean,rollout/actions_mean,total/steps,eval/return,rollout/actions_std,train/param_noise_distance,reference_action_std,reference_Q_mean,total/episodes,rollout/episodes,total/steps_per_second,total/duration,reference_actor_Q_std,rollout/return,total/epochs,rollout/episode_steps,obs_rms_mean,obs_rms_std,reference_actor_Q_mean,reference_Q_std,eval/return_history,reference_action_mean,train/loss_critic
26.0,47.355865478515625,305.9674894569081,1.0,-128.8045654296875,156.03030395507812,0.0,0.04341421276330948,26000,1500.0210088526221,0.644073486328125,0.0,0.8658391237258911,122.20445251464844,26.0,26.0,50.75602669796535,512.2544393539429,9.783295631408691,305.9674894569081,26,1000.0,0.06777123361825943,1.6985142230987549,123.90652465820312,10.221611976623535,440.54651034192415,0.09632863849401474,13.386940002441406
27.0,51.40338897705078,328.85294882468446,1.0,-140.75787353515625,167.65257263183594,0.0,0.03791286423802376,27000,1349.28184306897,0.6425672769546509,0.0,0.8390916585922241,132.47732543945312,27.0,27.0,50.77071380997148,531.8026471138,10.278719902038574,328.85294882468446,27,1000.0,0.06621812283992767,1.7109630107879639,134.18777465820312,10.117633819580078,474.20337451699993,0.03519396111369133,8.404362678527832
28.0,55.57584762573242,350.5379396941467,1.0,-152.58607482910156,180.17173767089844,0.0,0.03213939815759659,28000,1240.8435320874794,0.6414756178855896,0.0,0.7935930490493774,143.2877197265625,28.0,28.0,50.77738573974194,551.4265768527985,7.785532474517822,350.5379396941467,28,1000.0,0.06496092677116394,1.7262046337127686,145.05252075195312,7.832357406616211,501.58338014451704,-0.013052225112915039,18.14214515686035
29.0,59.92855453491211,369.6848684018918,1.0,-164.31942749023438,193.79617309570312,0.0,0.029291367158293724,29000,1557.5573378304457,0.6372793912887573,0.0,0.8255630135536194,155.01904296875,29.0,29.0,50.7818867641678,571.0697622299194,8.056061744689941,369.6848684018918,29,1000.0,0.06402717530727386,1.7332584857940674,157.2847900390625,8.133288383483887,537.9962752371353,-0.009772579185664654,32.688270568847656
30.0,64.50597381591797,396.8531520104679,1.0,-176.77169799804688,203.9690399169922,0.0,0.030921082943677902,30000,1266.1174869517781,0.6331087946891785,0.0,0.8154405951499939,166.7373809814453,30.0,30.0,50.78325907433456,590.7458589076996,8.096431732177734,396.8531520104679,30,1000.0,0.06427222490310669,1.7387067079544067,168.89859008789062,8.080268859863281,562.26698229429,-0.01144393254071474,16.232213973999023
31.0,68.93037414550781,406.59510563316064,1.0,-186.5199737548828,216.09214782714844,0.0,0.02918066456913948,31000,1642.582690245401,0.6303730607032776,0.0,0.8006444573402405,176.16664123535156,31.0,31.0,50.79381709452103,610.3105018138885,8.489616394042969,406.59510563316064,31,1000.0,0.06295020878314972,1.7349364757537842,178.27394104003906,8.230123519897461,597.1158760991644,0.0467103011906147,30.23531723022461
32.0,73.52932739257812,427.8770740153059,1.0,-195.3753662109375,224.5865020751953,0.0,0.03335535526275635,32000,1232.194724470264,0.6290718913078308,0.0,0.8173717260360718,186.96084594726562,32.0,32.0,50.79110884659274,630.0315296649933,11.747660636901855,427.8770740153059,32,1000.0,0.06371352076530457,1.7457369565963745,189.28384399414062,11.281844139099121,616.9620901107614,-0.009399612434208393,41.5307502746582
33.0,78.12689208984375,447.8320419831242,1.0,-206.22982788085938,236.30914306640625,0.0,0.03556844964623451,33000,1405.7974148427907,0.6282045841217041,0.0,0.835447371006012,198.52578735351562,33.0,33.0,50.792664796102656,649.7001118659973,10.661669731140137,447.8320419831242,33,1000.0,0.06403294205665588,1.760261058807373,200.942138671875,10.518667221069336,640.8661908602169,-0.064397431910038,59.257476806640625
34.0,81.9332504272461,433.20846473987854,1.0,-213.35977172851562,245.13710021972656,0.0,0.03674318641424179,34000,1640.3753753292658,0.6308366656303406,0.0,0.8023436069488525,206.84234619140625,34.0,34.0,50.79258468862186,669.3890497684479,8.128135681152344,433.20846473987854,34,1000.0,0.06487257033586502,1.7546749114990234,207.80206298828125,8.16870403289795,670.2635198151888,0.0068687996827065945,59.27907180786133
35.0,86.51323699951172,448.58171107558917,1.0,-222.09814453125,256.208740234375,0.0,0.039930395781993866,35000,1675.9331596797838,0.6307499408721924,0.0,0.8018805980682373,212.43719482421875,35.0,35.0,50.80118085764232,688.9603629112244,8.852493286132812,448.58171107558917,35,1000.0,0.06474412977695465,1.7666763067245483,214.48191833496094,8.396138191223145,698.9969380970343,-0.004431585315614939,39.998069763183594
36.0,91.139892578125,469.26331088531356,1.0,-229.0980682373047,265.0414123535156,0.0,0.03664347901940346,36000,1916.8749140715252,0.6305672526359558,0.0,0.8157351613044739,220.83004760742188,36.0,36.0,50.80821556394049,708.5468285083771,9.583819389343262,469.26331088531356,36,1000.0,0.06447228789329529,1.783349633216858,222.59603881835938,9.452290534973145,732.8268818741036,0.025756388902664185,16.9749813079834
37.0,95.53263854980469,471.9295605739819,1.0,-239.01316833496094,270.92803955078125,0.0,0.03848167881369591,37000,1411.7841350489632,0.63148033618927,0.0,0.7830309867858887,227.146240234375,37.0,37.0,50.8109311663046,728.1897644996643,9.953370094299316,471.9295605739819,37,1000.0,0.06381678581237793,1.7893917560577393,229.16038513183594,9.582799911499023,751.1770779058565,0.05342169478535652,23.867586135864258
38.0,100.17623901367188,495.8616252119159,1.0,-245.9494171142578,278.6244201660156,0.0,0.038884423673152924,38000,1563.2196110873267,0.6288349032402039,0.0,0.7959892153739929,235.56761169433594,38.0,38.0,50.81650710171419,747.7885074615479,9.364873886108398,495.8616252119159,38,1000.0,0.06393534690141678,1.7989765405654907,237.78970336914062,9.380658149719238,772.5466182527373,0.08320529013872147,38.92686462402344
39.0,104.71371459960938,514.9335528185926,1.0,-253.8787841796875,280.6237487792969,0.0,0.04171647131443024,39000,1142.1126924296082,0.6285020709037781,0.0,0.8069413304328918,245.290283203125,39.0,39.0,50.81616806038995,767.4722728729248,8.515165328979492,514.9335528185926,39,1000.0,0.0651308000087738,1.805423378944397,247.67001342773438,9.368639945983887,782.0226714367597,0.16289284825325012,50.0099983215332
40.0,107.25247192382812,505.6589880796613,1.0,-262.2792663574219,290.56744384765625,0.0,0.04162314534187317,40000,1479.4741125865003,0.63286292552948,0.0,0.8024802207946777,253.0374755859375,40.0,40.0,50.81055763687044,787.2379651069641,8.586181640625,505.6589880796613,40,1000.0,0.06748025864362717,1.850663423538208,255.02987670898438,8.281073570251465,799.4589574655033,0.2060592770576477,89.23538208007812
41.0,111.70313262939453,521.0625385947519,1.0,-270.2901611328125,269.0033874511719,0.0,0.045186400413513184,41000,515.3971610640726,0.633772075176239,0.0,0.7997735142707825,260.39727783203125,41.0,41.0,50.810598902070616,806.9182589054108,8.402763366699219,521.0625385947519,41,1000.0,0.06827197968959808,1.8604966402053833,262.9977722167969,8.843168258666992,792.5306209679075,0.1849210411310196,63.259822845458984
