eval/return_history,train/param_noise_distance,rollout/actions_mean,total/epochs,obs_rms_std,obs_rms_mean,reference_actor_Q_std,ret_rms_std,eval/episodes,ret_rms_mean,rollout/return_history,total/duration,eval/Q,total/steps_per_second,rollout/episodes,rollout/return,eval/return,train/loss_actor,reference_Q_std,reference_Q_mean,reference_action_std,rollout/episode_steps,total/episodes,train/loss_critic,total/steps,rollout/Q_mean,reference_action_mean,rollout/actions_std,reference_actor_Q_mean
-424.95931814161287,0.0,-0.13102246820926666,11,1.3993781805038452,0.10446424782276154,1.9333397150039673,1.0,11.0,0.0,-417.24710492557733,142.98502588272095,-4.313714027404785,76.93113269792607,11.0,-417.24710492557733,-521.8642110348023,1.0078132152557373,1.9641269445419312,12.684828758239746,0.7887387871742249,1000.0,11.0,0.1910003423690796,11000,-3.0306992530822754,0.1958373337984085,0.8043294548988342,13.152976036071777
-412.73136001172935,0.0,-0.14692583680152893,12,1.4833179712295532,0.10318238288164139,2.532201051712036,1.0,12.0,0.0,-420.94181609979864,155.93221068382263,11.155251502990723,76.95651813935935,12.0,-420.94181609979864,-278.2238205830105,1.4563218355178833,2.5036938190460205,14.12034797668457,0.7304531931877136,1000.0,12.0,0.2125701904296875,12000,-3.2483878135681152,0.10306014865636826,0.8086246848106384,14.598077774047852
-401.0804572969882,0.0,-0.1696886569261551,13,1.589432954788208,0.10131063312292099,2.665902614593506,1.0,13.0,0.0,-414.51434918401844,168.9709770679474,15.794549942016602,76.93628944793507,13.0,-414.51434918401844,-261.2696247200937,2.3809516429901123,2.817354917526245,15.131974220275879,0.6862959265708923,1000.0,13.0,0.2166646122932434,13000,-3.343444347381592,-0.04252280667424202,0.8051891326904297,15.50189208984375
-410.3572698400015,0.0,-0.1540929079055786,14,1.5443429946899414,0.10350559651851654,2.839703321456909,1.0,14.0,0.0,-408.6267964385765,182.07100558280945,-6.06800651550293,76.89307781426255,14.0,-408.6267964385765,-530.9558328991743,2.2212095260620117,3.0137839317321777,16.147907257080078,0.7053918242454529,1000.0,14.0,0.25895750522613525,14000,-3.2688231468200684,0.11462289094924927,0.8054510951042175,16.753873825073242
-385.23776056628515,0.0,-0.14280743896961212,15,1.5028471946716309,0.10677170753479004,2.809772253036499,1.0,15.0,0.0,-413.35693309825416,195.0531497001648,19.66263198852539,76.90211628501238,15.0,-413.35693309825416,-33.56463073425684,2.4902641773223877,2.8799386024475098,17.540498733520508,0.6662172675132751,1000.0,15.0,0.27963170409202576,15000,-3.5078482627868652,0.1285158395767212,0.8157209157943726,17.92598533630371
-359.400868981519,0.0,-0.1381617784500122,16,1.55397629737854,0.10643382370471954,3.3102293014526367,1.0,16.0,0.0,-401.8577485267522,207.90321850776672,19.86292266845703,76.9588855566576,16.0,-401.8577485267522,28.15250478997359,2.9749755859375,3.4093456268310547,17.89949607849121,0.6622323393821716,1000.0,16.0,0.26790016889572144,16000,-3.011343240737915,-0.025092950090765953,0.8130706548690796,18.282665252685547
-348.9032285282051,0.0,-0.13574063777923584,17,1.6535218954086304,0.10902010649442673,3.2468109130859375,1.0,17.0,0.0,-392.67400739339837,220.76061701774597,-6.624957084655762,77.00648888217886,17.0,-392.67400739339837,-180.9409812751827,3.0925817489624023,3.315512180328369,18.661029815673828,0.6606417298316956,1000.0,17.0,0.35286831855773926,17000,-3.211912155151367,-0.1089232861995697,0.8129773139953613,19.06576919555664
-352.20480266173115,0.0,-0.1358766257762909,18,1.8161332607269287,0.1125682070851326,3.203603506088257,1.0,18.0,0.0,-371.0077727351307,233.73047542572021,6.8790974617004395,77.01178020202342,18.0,-371.0077727351307,-408.3315629316744,3.007810354232788,3.3311767578125,19.265270233154297,0.6785911321640015,1000.0,18.0,0.3316973149776459,18000,-3.3319923877716064,-0.16571538150310516,0.8119880557060242,19.487911224365234
-344.43734288182515,0.0,-0.1319563239812851,19,1.918426513671875,0.1154802218079567,3.356412410736084,1.0,19.0,0.0,-351.0473443225536,246.62072157859802,13.135299682617188,77.04137705210914,19.0,-351.0473443225536,-204.62306684351682,2.707392692565918,3.440042495727539,19.382781982421875,0.6208409667015076,1000.0,19.0,0.4203542470932007,19000,-3.3909921646118164,-0.09640683978796005,0.8098642230033875,19.65630340576172
-343.9280721939118,0.0,-0.1292089968919754,20,1.8782787322998047,0.11393972486257553,3.302767038345337,1.0,20.0,0.0,-344.1165971813242,259.5553386211395,23.885461807250977,77.05485892237046,20.0,-344.1165971813242,-334.2519291235593,1.154198408126831,3.3520867824554443,19.276334762573242,0.5102784633636475,1000.0,20.0,0.4685909152030945,20000,-2.637174367904663,-0.37928804755210876,0.801550567150116,19.55340576171875
-353.30739116887224,0.0,-0.13622789084911346,21,1.8513269424438477,0.10544008016586304,2.872788190841675,1.0,21.0,0.0,-333.97347176923387,272.5120928287506,10.260848045349121,77.0608004291267,21.0,-333.97347176923387,-540.8937706680795,-0.4791199564933777,3.0893118381500244,18.16766357421875,0.4031878709793091,1000.0,21.0,0.3974160850048065,21000,-1.4522438049316406,-0.5771644711494446,0.7938823699951172,18.481605529785156
