eval/return_history,total/steps,reference_perturbed_action_mean,eval/return,rollout/actions_mean,total/epochs,reference_actor_Q_std,total/steps_per_second,rollout/return_history,obs_rms_std,eval/episodes,rollout/return,reference_Q_std,ret_rms_mean,ret_rms_std,eval/Q,train/loss_critic,train/param_noise_distance,train/loss_actor,rollout/episode_steps,obs_rms_mean,reference_Q_mean,rollout/episodes,total/duration,reference_action_std,rollout/Q_mean,reference_perturbed_action_std,rollout/actions_std,param_noise_stddev,total/episodes,reference_actor_Q_mean,reference_action_mean
-17.596253572789546,1000,0.6769249439239502,-17.596253572789546,0.41313713788986206,1,3.9422762393951416,108.27010871477388,5.730233430111555,1.943645715713501,1.0,5.730233430111555,4.297368049621582,0.0,1.0,-0.40442097187042236,0.23493064939975739,0.5830768942832947,-1.9538174867630005,56.0,-0.29909420013427734,1.258137583732605,17.0,9.236159563064575,0.5705214142799377,0.5143693685531616,0.39011672139167786,0.6141674518585205,0.16720346283821505,17.0,1.92183256149292,0.6847184300422668
30.843193795735104,2000,0.7219873070716858,79.28264116425976,0.5374800562858582,2,6.089215278625488,108.52460713491882,27.106970955041042,1.5156632661819458,2.0,27.106970955041042,6.2377705574035645,0.0,1.0,5.10835599899292,0.4770258069038391,0.4998389780521393,-6.8690924644470215,82.0,-0.1306469589471817,5.520852088928223,23.0,18.42900013923645,0.19239075481891632,3.1083896160125732,0.2802387475967407,0.5396836400032043,0.1454608210542347,23.0,6.263320446014404,0.9607439637184143
51.60346672938465,3000,0.8816044330596924,93.12401259668373,0.5995583534240723,3,7.978846549987793,108.08589417505212,66.54255468017455,1.2615207433700562,3.0,66.54255468017455,8.0799560546875,0.0,1.0,5.000669002532959,0.5233310461044312,0.21560654044151306,-11.19967269897461,120.25,-0.054549239575862885,7.120839595794678,24.0,27.75570321083069,0.25888654589653015,7.101015090942383,0.26200300455093384,0.47991514205932617,0.1370306733903066,24.0,7.830088138580322,0.9514843821525574
108.56916763446083,4000,0.2948266565799713,279.46627034968935,0.6590657830238342,4,9.654986381530762,108.5802452045227,68.87090866820571,1.144744634628296,4.0,68.87090866820571,9.885163307189941,0.0,1.0,29.882442474365234,0.4537707567214966,0.6143834590911865,-15.070328712463379,130.5,-0.02546258457005024,10.91900634765625,30.0,36.83911371231079,0.5982860326766968,7.530823707580566,0.6186589598655701,0.45042240619659424,0.11686267184170265,30.0,11.908266067504883,0.622076690196991
89.26391002953451,5000,0.25055012106895447,12.042879609829214,0.6185646057128906,5,11.415023803710938,109.69344885603203,95.47953632963382,1.0672763586044312,5.0,95.47953632963382,11.580482482910156,0.0,1.0,22.23849868774414,0.9354835748672485,0.47875499725341797,-22.01581382751465,155.25,-0.0003166339884046465,14.226232528686523,32.0,45.581573486328125,0.8098865151405334,12.044535636901855,0.7856588959693909,0.4463162422180176,0.09577415649670935,32.0,15.519647598266602,0.27717599272727966
73.32215875028677,6000,0.21530158817768097,-6.38659764595189,0.5805668830871582,6,12.598919868469238,110.79620405834373,92.73485582559589,1.0130329132080078,6.0,92.73485582559589,12.650811195373535,0.0,1.0,25.92264175415039,1.5158625841140747,0.5725515484809875,-26.990947723388672,152.03030303030303,-0.004828589037060738,17.214981079101562,33.0,54.15347981452942,0.8357172608375549,15.594395637512207,0.7498538494110107,0.5160163044929504,0.07849118035809692,33.0,18.859355926513672,0.028631841763854027
121.76292660870953,7000,0.3717130720615387,412.40753375924606,0.5673559308052063,7,14.180349349975586,108.78450460115691,111.07039736505881,1.190834403038025,7.0,111.07039736505881,14.220396995544434,0.0,1.0,33.255577087402344,2.166839838027954,0.3893158733844757,-31.82247543334961,163.92857142857142,-0.01408382784575224,20.080066680908203,42.0,64.34739971160889,0.7247748374938965,17.50377082824707,0.6639077067375183,0.5194052457809448,0.06432701283272566,42.0,21.3532772064209,0.39877524971961975
140.86108569590724,8000,0.40764331817626953,274.54819930629117,0.5517500638961792,8,16.444042205810547,109.03938088162543,117.42610695979512,1.2662358283996582,8.0,117.42610695979512,16.619312286376953,0.0,1.0,49.30178451538086,3.0414485931396484,0.3659708797931671,-38.524566650390625,166.11363636363637,-0.005376082845032215,23.773910522460938,44.0,73.36798810958862,0.7157077193260193,20.952665328979492,0.7005059719085693,0.519864559173584,0.052718847660376544,44.0,25.775678634643555,0.46532008051872253
127.2706920663994,9000,0.36448192596435547,18.547543030336872,0.5519339442253113,9,18.633798599243164,109.50516085080126,147.5416555292574,1.297848105430603,9.0,147.5416555292574,18.72272491455078,0.0,1.0,35.38376235961914,5.1677021980285645,0.27423980832099915,-44.2376594543457,172.42307692307693,-0.0027709067799150944,29.379175186157227,52.0,82.1879072189331,0.692243218421936,23.908370971679688,0.7086511850357056,0.5206352472305298,0.04320544008261588,52.0,30.944080352783203,0.41316744685173035
123.43166293075294,10000,0.3870595395565033,88.88040070993483,0.5374795198440552,10,21.777244567871094,109.45209494249211,125.65356491852488,1.3958581686019897,10.0,125.65356491852488,22.054283142089844,0.0,1.0,41.70864486694336,6.636007308959961,0.3029707670211792,-49.96030807495117,158.14285714285714,-0.0187471192330122,32.55954360961914,63.0,91.36417174339294,0.6933736205101013,25.225114822387695,0.6675874590873718,0.533223569393158,0.03540877950819716,63.0,34.19285583496094,0.3550828695297241
