rollout/return_history,obs_rms_mean,total/steps,total/epochs,rollout/episodes,ret_rms_std,ret_rms_mean,rollout/episode_steps,total/duration,reference_actor_Q_mean,eval/return,train/loss_critic,train/param_noise_distance,eval/return_history,train/loss_actor,rollout/Q_mean,reference_Q_mean,rollout/actions_std,eval/Q,eval/episodes,total/steps_per_second,rollout/return,total/episodes,reference_action_std,rollout/actions_mean,reference_actor_Q_std,obs_rms_std,reference_Q_std,reference_action_mean
-224.82360642959807,0.02702675573527813,1000,1,1.0,1.0,0.0,1000.0,11.024702072143555,-0.12087826430797577,-420.5353423886052,0.010594351217150688,0.0,-420.5353423886052,0.18522101640701294,-0.2894943356513977,-0.2757641077041626,0.5958890914916992,-0.5052798390388489,1.0,90.70539897188968,-224.82360642959807,1.0,0.7445077300071716,0.18293343484401703,0.6849778890609741,0.5111527442932129,0.6827750205993652,0.411778062582016
-347.4737995161942,0.05699898675084114,2000,2,2.0,1.0,0.0,1000.0,22.022615909576416,-0.17787368595600128,-544.9457035234005,0.01967371627688408,0.0,-482.7405229560029,1.1990211009979248,-0.6380926370620728,-0.30072492361068726,0.742186427116394,-2.011836051940918,2.0,90.81573270913337,-347.4737995161942,2.0,0.9767000675201416,0.20573565363883972,1.0757741928100586,0.4721764922142029,1.0682458877563477,0.014484484679996967
-382.09095240276133,0.06203413009643555,3000,3,3.0,1.0,0.0,1000.0,32.937721967697144,-0.09129500389099121,-577.3931819516179,0.018629681318998337,0.0,-514.2914092878746,2.43737530708313,-1.2718353271484375,-0.3410853147506714,0.7807003855705261,-4.4006123542785645,3.0,91.08098012795712,-382.09095240276133,3.0,0.8392517566680908,0.1970483362674713,1.1634654998779297,0.45320144295692444,1.1717249155044556,0.317559152841568
-375.99942062018226,0.06806181371212006,4000,4,4.0,1.0,0.0,1000.0,43.774338245391846,0.010206818580627441,-544.8085336680925,0.035435840487480164,0.0,-521.920690382929,2.2057883739471436,-2.1986420154571533,-0.41793292760849,0.7960460186004639,0.7599301934242249,4.0,91.37773774161127,-375.99942062018226,4.0,0.9245287775993347,0.12339265644550323,0.8636823892593384,0.5185462832450867,0.9930841326713562,-0.30731508135795593
-400.74362691857533,0.03752180188894272,5000,5,5.0,1.0,0.0,1000.0,54.69276189804077,-0.9212985038757324,-592.3513822548665,0.055480457842350006,0.0,-536.0068287573165,2.0320940017700195,-2.0086209774017334,-0.8595491051673889,0.8269457221031189,-2.928467035293579,5.0,91.41977524048045,-400.74362691857533,5.0,0.9369534850120544,0.04162198305130005,0.34817078709602356,0.5006289482116699,0.5786867141723633,-0.3268921971321106
-417.77238908040385,0.03101286105811596,6000,6,6.0,1.0,0.0,1000.0,65.52840805053711,-0.5092936754226685,-275.37233433471874,0.078277587890625,0.0,-492.56774635355026,1.6900079250335693,-2.048149347305298,-0.8939619064331055,0.8368989825248718,-5.196610927581787,6.0,91.56334143464395,-417.77238908040385,6.0,0.8091347813606262,0.05333009362220764,0.8556577563285828,0.5758423805236816,0.8312422037124634,0.35075509548187256
-419.699138444813,0.04675335809588432,7000,7,7.0,1.0,0.0,1000.0,76.15320372581482,-0.7908394932746887,-567.3202962404775,0.09851852059364319,0.0,-503.24668205168274,1.476448655128479,-2.7290279865264893,-0.9185106754302979,0.8396367430686951,-4.832259178161621,7.0,91.91996734901781,-419.699138444813,7.0,0.8215352892875671,0.030006039887666702,0.32316040992736816,1.016479253768921,0.4018155038356781,-0.14652998745441437
-409.63622747392253,0.012704513035714626,8000,8,8.0,1.0,0.0,1000.0,86.86521053314209,-0.43318039178848267,-259.22109913578004,0.1518072485923767,0.0,-472.7434841871949,0.8238065242767334,-2.4878780841827393,-0.6955946683883667,0.8375638127326965,-1.2880923748016357,8.0,92.09670880781118,-409.63622747392253,8.0,0.878925621509552,-0.0037992908619344234,0.33818039298057556,1.6780283451080322,0.3906746506690979,0.014475405216217041
-362.2161117039395,0.02083946019411087,9000,9,9.0,1.0,0.0,1000.0,97.81626224517822,2.1733145713806152,-409.09728963022917,0.1981348991394043,0.0,-465.6716847919765,-0.9255532622337341,-2.3159573078155518,1.4206438064575195,0.8231731653213501,2.0087592601776123,9.0,92.00924052323056,-362.2161117039395,9.0,0.7776338458061218,-0.02265293337404728,0.9647306799888611,1.8728632926940918,0.9641942381858826,0.5427876114845276
-392.66379082019137,0.02981320209801197,10000,10,10.0,1.0,0.0,1000.0,108.7440333366394,4.123396873474121,-387.0007913435218,0.3032795488834381,0.0,-457.804595447131,-1.787866473197937,-2.4028728008270264,3.477750778198242,0.8210112452507019,-3.280198097229004,10.0,91.95906840279645,-392.66379082019137,10.0,0.6108008623123169,-0.029265351593494415,1.0714682340621948,2.0849008560180664,1.0881550312042236,0.5320646166801453
-391.94041854361416,0.039935652166604996,11000,11,11.0,1.0,0.0,1000.0,119.6362133026123,7.024018287658691,-373.0137639675621,0.4410708546638489,0.0,-450.0963380398975,-2.7666726112365723,-2.4030306339263916,6.182911396026611,0.8197669386863708,0.060583118349313736,11.0,91.94540429139285,-391.94041854361416,11.0,0.6187441945075989,-0.03883953392505646,1.8559602499008179,2.3591365814208984,1.866447925567627,0.573476254940033
-412.06586198289574,0.04806056618690491,12000,12,12.0,1.0,0.0,1000.0,130.43962788581848,8.16667366027832,-10.794829081673326,0.4873420298099518,0.0,-413.48787896004546,-3.358908176422119,-2.3414175510406494,7.76096248626709,0.8180393576622009,10.412860870361328,12.0,91.99658259148293,-412.06586198289574,12.0,0.6190445423126221,-0.03310345485806465,1.6668411493301392,2.484290838241577,1.8203108310699463,0.23650354146957397
-401.7137862844222,0.04482858628034592,13000,13,13.0,1.0,0.0,1000.0,141.1781816482544,8.973396301269531,-314.2091419794964,0.6695221066474915,0.0,-405.8510530384647,-4.110005855560303,-1.5051517486572266,8.566410064697266,0.8056075572967529,13.321714401245117,13.0,92.08221729607989,-401.7137862844222,13.0,0.5617579221725464,-0.06661809235811234,0.9826131463050842,2.3958547115325928,1.1955487728118896,0.29614272713661194
-388.61730533524457,0.03823794424533844,14000,14,14.0,1.0,0.0,1000.0,151.92540836334229,9.94259262084961,-91.91553662522114,0.5649974942207336,0.0,-383.4270875803759,-6.159066200256348,-0.5185878872871399,9.570221900939941,0.7909954190254211,10.816875457763672,14.0,92.15048457541633,-388.61730533524457,14.0,0.6046773791313171,-0.0696287527680397,0.9982547163963318,2.3238446712493896,1.118963360786438,0.23973102867603302
-378.8440297278237,0.04100474715232849,15000,15,15.0,1.0,0.0,1000.0,162.71204805374146,10.764453887939453,-503.66280857652174,0.5050628781318665,0.0,-391.44280231345226,-7.35200309753418,-0.067408986389637,10.193338394165039,0.7843027710914612,1.9339507818222046,15.0,92.18739595144002,-378.8440297278237,15.0,0.6132702827453613,-0.06427911669015884,0.8516181707382202,2.269240379333496,0.9050238132476807,0.362034410238266
-374.6542610247277,0.047221120446920395,16000,16,16.0,1.0,0.0,1000.0,173.53716611862183,12.45804214477539,-247.0628890848299,0.41864150762557983,0.0,-382.4190577366634,-8.248139381408691,0.09176501631736755,11.839287757873535,0.7842076420783997,11.0736665725708,16.0,92.19926980404391,-374.6542610247277,16.0,0.600231409072876,-0.06285572052001953,1.0944525003433228,2.2146472930908203,1.1284295320510864,0.4422755241394043
-364.5693641997921,0.0516694150865078,17000,17,17.0,1.0,0.0,1000.0,184.3709945678711,13.296812057495117,-191.83554386432473,0.5830885171890259,0.0,-371.2082628029964,-8.993146896362305,0.3001401424407959,13.01740550994873,0.7850000858306885,11.737478256225586,17.0,92.20539293528581,-364.5693641997921,17.0,0.6312448382377625,-0.07298645377159119,1.039507508277893,2.2618231773376465,1.1091033220291138,0.3056078255176544
-329.5671318469238,0.05752529203891754,18000,18,18.0,1.0,0.0,1000.0,195.199214220047,14.54214096069336,228.74728255298146,0.5480102300643921,0.0,-337.87739917210877,-10.215547561645508,0.6457125544548035,14.010689735412598,0.7858965992927551,6.931694507598877,18.0,92.21348596059767,-329.5671318469238,18.0,0.5976461172103882,-0.08024553209543228,0.8306028246879578,2.365025043487549,0.9363279938697815,0.32261791825294495
-301.87355169679944,0.06362005323171616,19000,19,19.0,1.0,0.0,1000.0,206.04054999351501,16.190196990966797,-236.19591966257195,0.6636947393417358,0.0,-332.52574235581733,-11.618156433105469,1.0053505897521973,15.622349739074707,0.7856283187866211,12.501691818237305,19.0,92.2148577093102,-301.87355169679944,19.0,0.5881766080856323,-0.07724642008543015,0.9973243474960327,2.4203176498413086,1.1223641633987427,0.2642911374568939
-294.43093404699124,0.06620902568101883,20000,20,20.0,1.0,0.0,1000.0,216.80796337127686,17.341567993164062,282.8704102608916,0.923964262008667,0.0,-301.7559347249819,-13.202109336853027,1.655649185180664,16.720827102661133,0.7805536389350891,12.44780158996582,20.0,92.24753412655154,-294.43093404699124,20.0,0.5429025292396545,-0.07325252145528793,0.8717278838157654,2.3961739540100098,1.060518741607666,0.10925527662038803
