eval/episodes,rollout/return_history,reference_action_std,obs_rms_std,reference_perturbed_action_std,eval/return,ret_rms_mean,param_noise_stddev,reference_actor_Q_mean,total/episodes,rollout/Q_mean,train/loss_actor,obs_rms_mean,reference_actor_Q_std,rollout/episodes,rollout/episode_steps,eval/return_history,rollout/actions_mean,total/epochs,eval/Q,train/param_noise_distance,rollout/actions_std,train/loss_critic,total/steps,reference_Q_mean,ret_rms_std,total/duration,reference_action_mean,reference_perturbed_action_mean,rollout/return,total/steps_per_second,reference_Q_std
20.0,-347.96358330831583,0.5027739405632019,0.4240474998950958,0.44971394538879395,-867.5715569530097,0.0,0.032055106170371106,32.36290740966797,37.0,9.388649940490723,-19.23988914489746,0.018813779577612877,9.040513038635254,37.0,515.7297297297297,-531.9997583684993,0.015481077134609222,20,6.784627437591553,0.17926928400993347,0.6536522507667542,3.1316471099853516,20000,31.872303009033203,1.0,274.3676104545593,0.11424814164638519,0.021872282028198242,-347.96358330831583,72.89490172278332,9.096383094787598
21.0,-335.9820032040141,0.4846950173377991,0.4261449873447418,0.5190267562866211,-747.1082473012324,0.0,0.03019736003336582,34.596736907958984,40.0,10.239113807678223,-20.436681747436523,0.018990928307175636,10.093338966369629,40.0,511.05,-542.2430197462485,0.020594684407114983,21,6.839519500732422,0.1963428407907486,0.6491380333900452,3.9128429889678955,21000,34.12699890136719,1.0,287.3758456707001,0.015947237610816956,0.04359371215105057,-335.9820032040141,73.07503506771269,10.051411628723145
22.0,-342.89581173392037,0.4663199484348297,0.42745479941368103,0.491680771112442,-984.8625775596516,0.0,0.030804326970036475,36.26827621459961,41.0,10.90708065032959,-21.832962036132812,0.019203903153538704,10.357418060302734,41.0,522.9756097560976,-562.3620905559487,0.027785111218690872,22,12.061492919921875,0.20905689895153046,0.6460757851600647,3.618563652038574,22000,35.61680603027344,1.0,302.4251136779785,0.07601670920848846,0.15390907227993011,-342.89581173392037,72.74528141014619,10.42898178100586
23.0,-335.55995881195474,0.4704726040363312,0.42795616388320923,0.5090051293373108,127.94978879568501,0.0,0.03019736003336582,37.683982849121094,43.0,11.425169944763184,-23.447702407836914,0.01923443004488945,11.589478492736816,43.0,527.1860465116279,-532.3485305841385,0.030620096251368523,23,34.934661865234375,0.2746134400367737,0.644960880279541,3.393282890319824,23000,37.06443786621094,1.0,317.885053396225,0.029266968369483948,0.031683437526226044,-335.55995881195474,72.35319734058668,11.453845977783203
24.0,-346.4009379286512,0.4702925682067871,0.4283272624015808,0.45216625928878784,-359.9621788903239,0.0,0.03142349394213421,39.49320983886719,44.0,11.510571479797363,-23.739887237548828,0.01940865069627762,12.738008499145508,44.0,537.9318181818181,-525.1657659302297,0.03290301933884621,24,25.620241165161133,0.18948055803775787,0.6469467282295227,3.730877161026001,24000,38.91440963745117,1.0,333.3899772167206,0.1292208433151245,0.3569450080394745,-346.4009379286512,71.98776699996223,12.717196464538574
25.0,-337.07222543719587,0.48812997341156006,0.42794132232666016,0.4776843190193176,94.358409563219,0.0,0.030197360033365817,42.01787567138672,45.0,12.72127914428711,-25.726179122924805,0.019281260669231415,13.06407642364502,45.0,548.2,-500.38479891049167,0.035063065588474274,25,42.25353240966797,0.1910889446735382,0.6408856511116028,3.7116479873657227,25000,41.28238296508789,1.0,349.0082964897156,0.09382156282663345,0.03836532682180405,-337.07222543719587,71.63153498483291,13.150958061218262
26.0,-354.37042953741604,0.4677656292915344,0.42860451340675354,0.5135017037391663,-523.5860855932319,0.0,0.029602352743226954,43.701927185058594,46.0,12.198837280273438,-24.666465759277344,0.01875205524265766,13.576786041259766,46.0,558.0217391304348,-501.27715609059703,0.03342457860708237,26,25.087520599365234,0.22988803684711456,0.6483328342437744,4.177946090698242,26000,42.96427536010742,1.0,364.19055223464966,0.0178280770778656,0.006571006029844284,-354.37042953741604,71.39119848240347,13.55275821685791
27.0,-378.9396139516919,0.5134851336479187,0.43336403369903564,0.49196258187294006,-714.4908815269785,0.0,0.028447279136688076,46.01344299316406,47.0,11.174460411071777,-23.130632400512695,0.018572872504591942,13.983037948608398,47.0,567.4255319148937,-509.17396073638895,0.03728880360722542,27,19.3609619140625,0.20442894101142883,0.654562771320343,5.239656448364258,27000,45.191322326660156,1.0,377.8920979499817,0.08500593155622482,0.0007374472916126251,-378.9396139516919,71.4489669047638,14.046013832092285
28.0,-398.706128636713,0.5431894063949585,0.43314510583877563,0.5341843962669373,78.62903638576738,0.0,0.027886755354071244,48.024574279785156,49.0,10.920612335205078,-21.351764678955078,0.018681680783629417,14.386519432067871,49.0,569.2448979591836,-488.1809965534548,0.048012878745794296,28,57.48953628540039,0.17978261411190033,0.6580212116241455,4.887481689453125,28000,47.31903839111328,1.0,389.03748416900635,0.007983740419149399,-0.06245028227567673,-398.706128636713,71.9724991534137,14.495102882385254
29.0,-418.334267758164,0.5522252321243286,0.4327966272830963,0.5492923259735107,-635.0978096264034,0.0,0.026798623766663407,50.23394775390625,50.0,10.79281234741211,-22.628698348999023,0.018641917034983635,14.263631820678711,50.0,577.86,-493.24709355597025,0.05497640371322632,29,19.9549617767334,0.22662284970283508,0.6617152094841003,5.12493896484375,29000,49.57389831542969,1.0,402.9501314163208,-0.04568596929311752,-0.19036245346069336,-418.334267758164,71.96920347951873,14.382858276367188
30.0,-428.7076365242087,0.5660418272018433,0.4323360025882721,0.577545702457428,-546.3458955770624,0.0,0.026798623766663407,53.43953323364258,51.0,11.1342191696167,-20.712871551513672,0.018373336642980576,13.2114896774292,51.0,586.1372549019608,-495.01705362333996,0.05238480865955353,30,19.18036460876465,0.20908913016319275,0.6632948517799377,6.241014003753662,30000,52.87746047973633,1.0,416.53036546707153,-0.021997226402163506,0.1882370412349701,-428.7076365242087,72.02356055448645,13.100383758544922
31.0,-422.16729270312186,0.5846194624900818,0.4296545088291168,0.5958582162857056,-303.3691052126403,0.0,0.027886755354071244,55.785396575927734,52.0,12.859246253967285,-23.053359985351562,0.019259415566921234,12.890657424926758,52.0,594.0961538461538,-488.8348617391238,0.06358100473880768,31,44.517250061035156,0.22609840333461761,0.6590219736099243,6.2839860916137695,31000,55.023311614990234,1.0,431.35120725631714,-0.02321094647049904,-0.025554150342941284,-422.16729270312186,71.8671919273874,12.881080627441406
32.0,-412.4710401205577,0.5861987471580505,0.4299927353858948,0.5810346603393555,40.51331059526261,0.0,0.02575295069895359,57.09812545776367,53.0,14.267409324645996,-22.9840145111084,0.01929432712495327,11.943694114685059,53.0,601.7547169811321,-472.2927313536743,0.06208493188023567,32,63.87209701538086,0.15448066592216492,0.6544575691223145,7.569799423217773,32000,56.19855880737305,1.0,445.61672496795654,-0.03944018483161926,-0.05584626644849777,-412.4710401205577,71.8105901485207,12.29752254486084
33.0,-451.0840754302078,0.5528077483177185,0.42668378353118896,0.507280170917511,-1368.0251237709986,0.0,0.026798623766663407,58.81533432006836,54.0,12.875035285949707,-20.43061637878418,0.01928454078733921,11.420893669128418,54.0,609.1296296296297,-499.43613718450234,0.04715921729803085,33,3.3818869590759277,0.18246260285377502,0.6653711795806885,6.021576404571533,33000,58.228538513183594,1.0,461.096825838089,-0.17140936851501465,-0.31955331563949585,-451.0840754302078,71.56848225970596,11.639948844909668
