obs_rms_std,eval/episodes,param_noise_stddev,rollout/episodes,ret_rms_std,total/steps_per_second,reference_actor_Q_mean,eval/return_history,rollout/episode_steps,train/param_noise_distance,eval/Q,reference_Q_std,reference_actor_Q_std,total/epochs,rollout/actions_mean,reference_action_std,total/duration,ret_rms_mean,reference_Q_mean,rollout/Q_mean,rollout/actions_std,reference_perturbed_action_std,total/episodes,train/loss_critic,rollout/return,reference_action_mean,rollout/return_history,eval/return,obs_rms_mean,train/loss_actor,total/steps,reference_perturbed_action_mean
7.314045429229736,1.0,0.16720346283821505,27.0,1.0,88.19866670272302,20.108531951904297,403.1613292372438,36.629629629629626,0.49642613530158997,20.30457305908203,1.7050275802612305,1.1934725046157837,1,0.13051852583885193,0.5993397831916809,11.338039875030518,0.0,19.932418823242188,9.274742126464844,0.6760103106498718,0.6832471489906311,27.0,1.9772958755493164,175.76650520191902,0.25812017917633057,175.76650520191902,403.1613292372438,1.509722113609314,-19.29792022705078,1000,0.01896495372056961
7.33650541305542,2.0,0.1370306733903066,50.0,1.0,90.72432237314857,42.06797409057617,271.0754364383213,39.82,0.617190420627594,41.441551208496094,4.717791557312012,3.4452478885650635,2,0.155774787068367,0.5361322164535522,22.04480504989624,0.0,41.57341003417969,19.36363410949707,0.6872687935829163,0.6500464081764221,50.0,5.377850532531738,192.48503784168818,0.20007914304733276,192.48503784168818,138.9895436393988,1.6407700777053833,-40.474945068359375,2000,0.1911098062992096
7.282203674316406,3.0,0.11230273064362171,77.0,1.0,92.04674430151468,64.0756607055664,207.3957094004794,38.8051948051948,0.5661441683769226,59.92059326171875,8.219622611999512,6.374599933624268,3,0.19997011125087738,0.6281274557113647,32.59213590621948,0.0,63.19758224487305,29.662109375,0.6707807779312134,0.5596495270729065,77.0,5.949288845062256,188.39356587430174,0.28094932436943054,188.39356587430174,80.0362553247957,1.700161099433899,-61.611454010009766,3000,0.4601023495197296
7.023002624511719,4.0,0.09203708190275892,100.0,1.0,92.2986003983461,85.74307250976562,202.6543490799462,39.95,0.581052303314209,81.43104553222656,12.171263694763184,10.122336387634277,4,0.21722225844860077,0.6112344861030579,43.33760190010071,0.0,84.458740234375,40.15851593017578,0.665966808795929,0.6447622776031494,100.0,8.191637992858887,195.54644147009,0.1835688054561615,195.54644147009,188.4302681183466,1.7750431299209595,-82.2654037475586,4000,0.2395482063293457
6.940455436706543,5.0,0.07542848153938683,122.0,1.0,92.2034597946299,106.25689697265625,235.83143823380587,40.9344262295082,0.5403701066970825,97.38799285888672,19.227237701416016,16.17616844177246,5,0.2161397784948349,0.6273869872093201,54.22790002822876,0.0,104.38717651367188,50.370445251464844,0.6596524119377136,0.6216043829917908,122.0,12.259342193603516,202.15480264397445,0.26669806241989136,214.04869079162762,368.53979484924446,1.8008064031600952,-102.72953033447266,5000,0.22440922260284424
6.772729873657227,6.0,0.06181699495154324,141.0,1.0,92.22376600203562,127.18567657470703,247.0481156462063,42.48936170212766,0.5232769846916199,119.16718292236328,25.710533142089844,22.450815200805664,6,0.22555384039878845,0.6576038599014282,65.05915188789368,0.0,124.72877502441406,60.398582458496094,0.6581574082374573,0.68397456407547,141.0,15.504864692687988,211.14236805426145,0.25988805294036865,218.2059316772033,303.1315027082085,1.8582096099853516,-121.70401000976562,6000,0.22835440933704376
6.751816749572754,7.0,0.05066177638540577,160.0,1.0,92.23267949298058,147.92779541015625,252.77905686297112,43.7375,0.40793439745903015,132.38604736328125,34.685386657714844,31.003948211669922,7,0.22923052310943604,0.7032696008682251,75.89500856399536,0.0,144.66018676757812,70.21614074707031,0.6611542701721191,0.6992408633232117,160.0,13.964516639709473,218.05784388408574,0.26695701479911804,240.6543613032206,287.1647041635599,1.8947272300720215,-140.3250732421875,7000,0.2071419358253479
6.676560878753662,8.0,0.04151957869412388,176.0,1.0,92.23744252071013,166.169921875,257.68963065753735,45.23863636363637,0.3813520073890686,156.71182250976562,44.43880081176758,41.35855484008789,8,0.23404033482074738,0.6950616240501404,86.73267364501953,0.0,162.86534118652344,79.26882934570312,0.6677876710891724,0.6815649271011353,176.0,18.589784622192383,226.42171661462834,0.29943764209747314,257.44034899517476,292.0636472195009,1.9524797201156616,-155.5203857421875,8000,0.27247533202171326
6.6449689865112305,9.0,0.034027141129503384,196.0,1.0,92.25335404286417,183.5635986328125,254.18124730268542,45.89795918367347,0.3098967969417572,177.21981811523438,53.769535064697266,49.33970260620117,9,0.237101212143898,0.7045323252677917,97.55742859840393,0.0,178.89010620117188,88.31352996826172,0.673452615737915,0.6364169716835022,196.0,38.540130615234375,229.74988430181207,0.266356885433197,263.4295497626405,226.11418046386993,1.9653514623641968,-169.83363342285156,9000,0.36090606451034546
6.638973236083984,10.0,0.027886755354071244,216.0,1.0,92.23703379898114,201.0986785888672,260.0628672516988,46.25,0.2865072190761566,193.39505004882812,61.99828338623047,57.14752197265625,10,0.23001445829868317,0.7123857140541077,108.4163224697113,0.0,195.3192138671875,97.6219711303711,0.6772845387458801,0.7144857048988342,216.0,35.752052307128906,231.34709615682834,0.2110918164253235,269.44921555918813,312.9974467928188,1.94673752784729,-185.8549346923828,10000,0.21160520613193512
6.680285930633545,11.0,0.022854436146078055,234.0,1.0,91.94145374011815,216.8358154296875,284.3666922980728,46.88034188034188,0.21191251277923584,227.21871948242188,72.06257629394531,67.58544921875,11,0.23477840423583984,0.7361619472503662,119.64135384559631,0.0,210.56907653808594,106.73641204833984,0.6799375414848328,0.740996241569519,234.0,39.81224060058594,234.84295544211494,0.32190755009651184,271.77206567320127,527.4049427618133,1.9598501920700073,-201.67356872558594,11000,0.23440586030483246
6.646374225616455,12.0,0.0211056883401964,250.0,1.0,92.08840817601852,229.18841552734375,268.0358805701905,47.908,0.2135961949825287,177.22386169433594,86.39154815673828,83.38740539550781,12,0.24943803250789642,0.7578792572021484,130.30956053733826,0.0,222.08523559570312,115.46194458007812,0.6838632225990295,0.7426292896270752,250.0,45.714683532714844,240.13156217195328,0.21177208423614502,278.6173979597616,88.39695156348537,1.9992070198059082,-214.2661590576172,12000,0.2315080165863037
6.752721309661865,13.0,0.019106704324195603,272.0,1.0,92.01460940017898,244.03567504882812,270.6179716818668,47.669117647058826,0.19948624074459076,207.81336975097656,98.27809143066406,95.37496948242188,13,0.2508144676685333,0.7320113778114319,141.28191256523132,0.0,235.7836151123047,122.26329040527344,0.6894617676734924,0.7143663167953491,272.0,60.750244140625,237.90986757451094,0.11146150529384613,261.2408136095333,301.60306502198176,2.0030264854431152,-228.93731689453125,13000,0.24123439192771912
6.789430141448975,14.0,0.019490749081111935,290.0,1.0,92.00806801943801,258.51531982421875,269.77744696835344,48.265517241379314,0.21272721886634827,284.7646789550781,111.25995635986328,108.13419342041016,14,0.25136756896972656,0.7375544905662537,152.160569190979,0.0,248.69760131835938,130.94058227539062,0.6928364038467407,0.7253950238227844,290.0,92.2838363647461,240.2155421424116,0.17662085592746735,262.0352433723145,258.8506256926797,2.0012173652648926,-243.79518127441406,14000,0.2174808531999588
6.832017421722412,15.0,0.019490749081111935,310.0,1.0,92.0515309346926,275.04705810546875,266.6354845354858,48.38709677419355,0.214002326130867,286.0012512207031,122.57188415527344,120.2022476196289,15,0.25073328614234924,0.7333362102508545,162.95220565795898,0.0,264.9073791503906,137.92604064941406,0.6963043212890625,0.7238064408302307,310.0,107.60302734375,240.65504619863881,0.20166248083114624,261.4848852485082,222.64801047533865,2.0005650520324707,-253.33355712890625,15000,0.21443583071231842
6.864086627960205,16.0,0.019490749081111935,327.0,1.0,91.88407812533613,288.9619445800781,279.0142647984339,48.79510703363914,0.2155829668045044,327.5965270996094,133.88766479492188,131.54248046875,16,0.2511066794395447,0.7346687316894531,174.13245391845703,0.0,278.7299499511719,145.52027893066406,0.6989576816558838,0.7021070718765259,327.0,114.2666244506836,242.41143609182006,0.2681314945220947,261.649112681254,464.69596874265625,2.002821683883667,-262.3240966796875,16000,0.32211774587631226
