eval/return_history,reference_perturbed_action_mean,eval/return,rollout/actions_std,reference_actor_Q_std,obs_rms_std,total/episodes,rollout/actions_mean,ret_rms_mean,eval/episodes,total/epochs,ret_rms_std,rollout/return_history,rollout/return,train/loss_actor,rollout/episodes,rollout/episode_steps,param_noise_stddev,total/steps_per_second,train/loss_critic,reference_action_mean,reference_Q_std,rollout/Q_mean,reference_Q_mean,total/steps,train/param_noise_distance,eval/Q,reference_action_std,total/duration,obs_rms_mean,reference_perturbed_action_std,reference_actor_Q_mean
-338.647319272895,0.053092584013938904,23.836069303277082,0.5939653515815735,6.81344747543335,0.3845967948436737,29.0,0.05915379151701927,0.0,24.0,24,1.0,-326.5764747922489,-326.5764747922489,-51.41521453857422,29.0,815.448275862069,0.02733727610437334,68.22812584507994,3.7533416748046875,0.11536257714033127,6.845315933227539,26.915767669677734,55.474937438964844,24000,0.23176299035549164,47.908775329589844,0.47369229793548584,351.7610912322998,0.016651839017868042,0.5396036505699158,56.35504150390625
-325.0397549148703,0.0548832006752491,1.541789677723565,0.5909377336502075,7.7280449867248535,0.3853225111961365,30.0,0.062062811106443405,0.0,25.0,25,1.0,-321.8241699135262,-321.8241699135262,-52.409244537353516,30.0,821.6,0.026270585008002556,68.04599721895109,5.391773223876953,0.1674492061138153,7.879153728485107,27.78297233581543,57.40240478515625,25000,0.3068474233150482,53.32487869262695,0.4648306369781494,367.39853954315186,0.016735605895519257,0.48089510202407837,58.250526428222656
-322.6987140884855,0.35698437690734863,-264.17269342886595,0.5859142541885376,6.9006547927856445,0.3867062032222748,33.0,0.06448131054639816,0.0,26.0,26,1.0,-279.2213467732068,-279.2213467732068,-55.178504943847656,33.0,786.1212121212121,0.026270585008002556,67.79719169811528,4.427147388458252,0.12359433621168137,6.960936069488525,29.245365142822266,59.72527313232422,26000,0.20741187036037445,53.101539611816406,0.5101882815361023,383.49671053886414,0.016951244324445724,0.4631905257701874,60.493892669677734
-304.0474009310289,0.2294478714466095,180.88674116284102,0.5892359614372253,7.565986633300781,0.3849370777606964,34.0,0.0686882734298706,0.0,27.0,27,1.0,-270.593071116991,-270.593071116991,-56.53433609008789,34.0,765.7352941176471,0.026798623766663407,67.89474061347792,5.247822284698486,0.11125029623508453,7.529021739959717,30.07032012939453,61.70036315917969,27000,0.24335390329360962,63.5347900390625,0.45560455322265625,397.6743965148926,0.016827929764986038,0.5019304752349854,62.435760498046875
-300.33186862850835,0.07676970958709717,-200.01249646045318,0.5892444252967834,7.977504730224609,0.383942186832428,38.0,0.06659940630197525,0.0,28.0,28,1.0,-264.6998293525555,-264.6998293525555,-57.778175354003906,38.0,721.8684210526316,0.02575295069895359,67.74849054566523,4.875664234161377,0.047146208584308624,8.179896354675293,30.88704490661621,63.85576629638672,28000,0.24482350051403046,54.66794204711914,0.5057390332221985,413.293340921402,0.017022443935275078,0.5269862413406372,64.77851104736328
-288.90531414812705,0.0341731458902359,31.03821130254977,0.5884171724319458,8.716967582702637,0.3834662437438965,42.0,0.0649762824177742,0.0,29.0,29,1.0,-254.20847839718166,-254.20847839718166,-58.608787536621094,42.0,686.3809523809524,0.02733727610437334,67.80819874171095,7.197793006896973,0.06677234917879105,8.621217727661133,31.795894622802734,65.22767639160156,29000,0.19163557887077332,64.2898178100586,0.48975256085395813,427.67689657211304,0.01723099872469902,0.510944128036499,66.09056091308594
-282.02625676333344,0.2507358491420746,-82.53359260431814,0.5848703980445862,9.352704048156738,0.3847346007823944,44.0,0.066546730697155,0.0,30.0,30,1.0,-242.15317998665222,-242.15317998665222,-60.78855895996094,44.0,671.5227272727273,0.02733727610437334,67.67160955577782,6.155144214630127,0.11641144752502441,9.240923881530762,33.12968063354492,66.68669891357422,30000,0.2018771469593048,66.36907196044922,0.4865052103996277,443.3173704147339,0.017474688589572906,0.47095152735710144,67.533203125
-290.9351713146966,0.2358906865119934,-558.2026078555912,0.5846289992332458,8.110958099365234,0.38510018587112427,45.0,0.06745775043964386,0.0,31.0,31,1.0,-242.99250538246346,-242.99250538246346,-61.26261901855469,45.0,678.8222222222222,0.02901906944733551,67.60608517485399,6.401580333709717,-0.034363627433776855,8.294920921325684,33.91647720336914,69.01587677001953,31000,0.18577618896961212,52.82113265991211,0.4877263307571411,458.5386052131653,0.017604686319828033,0.4640994369983673,70.06258392333984
-291.0207671968439,-0.027807988226413727,-293.67423954341024,0.5840315222740173,8.783101081848145,0.3851534128189087,46.0,0.06272382289171219,0.0,32.0,32,1.0,-238.51376763038996,-238.51376763038996,-61.75706481933594,46.0,685.804347826087,0.02733727610437334,67.49197677304808,8.83482837677002,0.11722555756568909,8.76349925994873,34.81258773803711,69.96240234375,32000,0.2158614695072174,53.420326232910156,0.47155678272247314,474.1304304599762,0.01764674484729767,0.4855927526950836,70.65057373046875
-290.07495947284,0.02496391534805298,-259.8091123047159,0.5814890265464783,8.251578330993652,0.38475802540779114,48.0,0.05725860968232155,0.0,33.0,33,1.0,-229.66032142492813,-229.66032142492813,-62.99427795410156,48.0,679.1041666666666,0.02733727610437334,67.28470145099392,7.487479209899902,0.027150094509124756,8.386219024658203,35.71662139892578,72.20452117919922,33000,0.26926764845848083,74.93084716796875,0.5590960383415222,490.4532425403595,0.017165927216410637,0.46845003962516785,73.0829849243164
-285.4157979899579,0.032951369881629944,-131.66346905484932,0.5791268944740295,7.605947971343994,0.38488277792930603,49.0,0.054721321910619736,0.0,34.0,34,1.0,-215.33320538795758,-215.33320538795758,-64.31512451171875,49.0,685.6530612244898,0.026798623766663407,67.09364293093708,7.342413425445557,0.09342504292726517,7.766134262084961,36.915836334228516,74.41889953613281,34000,0.17119786143302917,80.50714111328125,0.5119519829750061,506.7544183731079,0.016961906105279922,0.5882778167724609,75.1720199584961
-275.89262302415887,0.06560903787612915,47.89532581301041,0.5773190855979919,8.06905746459961,0.3847065269947052,50.0,0.054782621562480927,0.0,35.0,35,1.0,-215.1719893206587,-215.1719893206587,-65.31897735595703,50.0,691.94,0.027886755354071244,67.0967035928139,8.356653213500977,0.19293780624866486,8.193930625915527,38.14581298828125,75.0000228881836,35000,0.21267548203468323,71.1861572265625,0.46475303173065186,521.6351642608643,0.01706888899207115,0.4951709806919098,75.66185760498047
-257.1406530856814,0.17006129026412964,399.1782947610302,0.5769852995872498,8.413457870483398,0.3842136859893799,52.0,0.059482917189598083,0.0,36.0,36,1.0,-211.887439468553,-211.887439468553,-65.93307495117188,52.0,690.1346153846154,0.026798623766663407,66.99730458466917,8.95802116394043,0.00947103463113308,8.436016082763672,38.909637451171875,76.39508056640625,36000,0.20811989903450012,80.71951293945312,0.5200872421264648,537.33504986763,0.017374373972415924,0.5196742415428162,77.23346710205078
-250.42086036241898,0.16058653593063354,-8.508322324970544,0.5744168758392334,7.194373607635498,0.38333913683891296,53.0,0.06625176966190338,0.0,37.0,37,1.0,-207.58339570573153,-207.58339570573153,-67.47633361816406,53.0,695.9811320754717,0.027886755354071244,66.8382234172174,8.224176406860352,0.10298965871334076,7.37162446975708,40.148155212402344,77.22055053710938,37000,0.1557149738073349,80.3604736328125,0.5620875954627991,553.575455904007,0.018010213971138,0.5040643215179443,78.17427062988281
-241.12250644867473,0.08583629131317139,102.91658835986132,0.5719965696334839,6.260132789611816,0.3826616406440735,54.0,0.07260561734437943,0.0,38.0,38,1.0,-205.15868525314912,-205.15868525314912,-68.20787811279297,54.0,701.6111111111111,0.028447279136688076,66.827615324079,7.644943714141846,0.016313642263412476,6.5223493576049805,41.339576721191406,79.11312866210938,38000,0.23008523881435394,76.99077606201172,0.5496270656585693,568.6272032260895,0.018658718094229698,0.5509844422340393,80.06656646728516
-242.22926241571355,0.0331992469727993,-284.28598916318805,0.5745344161987305,6.013831615447998,0.3815532326698303,55.0,0.07091668248176575,0.0,39.0,39,1.0,-213.54235851071758,-213.54235851071758,-69.09393310546875,55.0,707.0363636363636,0.02733727610437334,66.75165343284733,8.495806694030762,0.02888532169163227,6.140390872955322,41.999446868896484,80.48426055908203,39000,0.21417909860610962,66.45510864257812,0.5157970190048218,584.2551906108856,0.018390780314803123,0.5542454123497009,81.35896301269531
-252.8348007931755,0.10952156037092209,-666.4507975141925,0.5768724083900452,5.123921871185303,0.38086941838264465,56.0,0.06619565933942795,0.0,40.0,40,1.0,-220.7502828147737,-220.7502828147737,-70.51641845703125,56.0,712.2678571428571,0.028447279136688076,66.70885425505354,5.912252426147461,0.006753005087375641,5.429282188415527,42.26064682006836,82.228271484375,40000,0.1992994099855423,62.108516693115234,0.561825156211853,599.6205518245697,0.017981939017772675,0.5570465326309204,83.07120513916016
-245.73330389367203,-0.000731919426470995,38.32657208646667,0.5736864805221558,6.169326305389404,0.38002243638038635,57.0,0.06686121970415115,0.0,41.0,41,1.0,-212.55584374382758,-212.55584374382758,-71.5051040649414,57.0,717.3157894736842,0.027886755354071244,66.65266770367643,8.156311988830566,0.09519776701927185,6.569021224975586,43.341087341308594,83.36227416992188,41000,0.19693590700626373,83.27010345458984,0.5380111336708069,615.1291675567627,0.017839359119534492,0.5139231085777283,84.35302734375
-243.2703972722144,-0.06199481338262558,-142.29122579245285,0.5710375905036926,5.838244915008545,0.3810424208641052,58.0,0.06287550181150436,0.0,42.0,42,1.0,-205.50472607629246,-205.50472607629246,-72.50701904296875,58.0,722.1896551724138,0.028447279136688076,66.80021132057647,5.274428844451904,-0.005245856940746307,6.332071304321289,44.353126525878906,84.32930755615234,42000,0.18085363507270813,79.2784423828125,0.4965090751647949,628.7405259609222,0.01730204001069069,0.549939751625061,85.39862060546875
-244.8029821764389,-0.003430493175983429,-309.1715481538668,0.5694780945777893,4.184442520141602,0.38061344623565674,59.0,0.057577621191740036,0.0,43.0,43,1.0,-201.07555710912663,-201.07555710912663,-74.5071029663086,59.0,723.2542372881356,0.02733727610437334,66.74776650600715,6.0875701904296875,0.07740114629268646,4.466996192932129,45.38850402832031,86.3686752319336,43000,0.20641784369945526,75.67485809326172,0.4711019992828369,644.2163124084473,0.016764262691140175,0.5072033405303955,87.22663879394531
-238.92752168082197,0.0963272824883461,13.717279630705779,0.5712410807609558,6.410285949707031,0.3804202079772949,62.0,0.056583840399980545,0.0,44.0,44,1.0,-200.70947881978728,-200.70947881978728,-76.1989974975586,62.0,706.8870967741935,0.02733727610437334,66.74383874221456,6.537100791931152,-0.005506858229637146,6.424437522888184,46.38975143432617,87.39494323730469,44000,0.15542343258857727,84.69454956054688,0.5085535049438477,659.236879825592,0.017072126269340515,0.5570425987243652,88.22120666503906
-229.40621197328534,0.1625765711069107,189.53141515832579,0.5711420178413391,4.722023963928223,0.38085684180259705,63.0,0.05889001116156578,0.0,45.0,45,1.0,-203.63535072174008,-203.63535072174008,-77.40113067626953,63.0,711.5396825396825,0.028447279136688076,66.61550972446473,9.837865829467773,0.047938473522663116,5.1902923583984375,47.155887603759766,88.35823059082031,45000,0.2039976567029953,84.77379608154297,0.49028873443603516,675.5183618068695,0.01708514615893364,0.4737342596054077,89.40828704833984
-242.5810289452502,0.0024339109659194946,-835.4477926836695,0.5688188672065735,4.882045269012451,0.3802281618118286,64.0,0.06249343976378441,0.0,46.0,46,1.0,-196.58127174584146,-196.58127174584146,-78.3292007446289,64.0,716.046875,0.029602352743226954,66.490179792014,7.28635311126709,0.1408754140138626,4.931392192840576,48.20793914794922,89.90973663330078,46000,0.17922447621822357,65.64848327636719,0.47672948241233826,691.8314876556396,0.01758781634271145,0.49420782923698425,90.77928924560547
-230.2088543071641,0.047772131860256195,338.9111790447976,0.5677053332328796,4.804751396179199,0.38012367486953735,65.0,0.06386905163526535,0.0,47.0,47,1.0,-195.7426926946538,-195.7426926946538,-79.4237060546875,65.0,720.4153846153846,0.030197360033365817,66.4107822748892,8.014447212219238,-0.02104129269719124,4.835041046142578,49.20438766479492,91.6701889038086,47000,0.17072370648384094,94.46612548828125,0.43647950887680054,707.7164037227631,0.01776351034641266,0.5000852942466736,92.63552856445312
-219.68603539975456,0.08185281604528427,274.88645324849546,0.5652058124542236,5.4302825927734375,0.37989136576652527,66.0,0.06311876326799393,0.0,48.0,48,1.0,-187.1159268379894,-187.1159268379894,-80.560546875,66.0,724.6515151515151,0.030197360033365817,66.31190104843944,10.931924819946289,0.08965820074081421,5.691183567047119,50.159915924072266,92.25540161132812,48000,0.18281425535678864,92.32891845703125,0.4248141050338745,723.8519668579102,0.017585135996341705,0.4361443519592285,93.19377899169922
-209.35523291169747,0.17983689904212952,286.523286515043,0.5633296966552734,5.280918598175049,0.37900519371032715,67.0,0.06037973240017891,0.0,49.0,49,1.0,-179.05442283496208,-179.05442283496208,-82.80359649658203,67.0,728.7611940298508,0.030197360033365817,66.2595220767805,6.690135478973389,0.1343320608139038,5.728785514831543,51.10109329223633,93.93600463867188,49000,0.2433157116174698,97.99330139160156,0.48029255867004395,739.516351222992,0.017463896423578262,0.4792126417160034,95.0057373046875
-205.12820218392903,0.11520227789878845,1.9963034767249308,0.5614153146743774,5.149902820587158,0.378600537776947,68.0,0.06259987503290176,0.0,50.0,50,1.0,-175.39987534514177,-175.39987534514177,-83.6632308959961,68.0,732.75,0.030197360033365817,66.23500700675788,5.155879974365234,0.10949910432100296,5.326789379119873,52.0922966003418,95.08152770996094,50000,0.2967136800289154,89.94151306152344,0.46532130241394043,754.8878192901611,0.01790737174451351,0.4811459481716156,95.99411010742188
-200.27948072749504,0.13555558025836945,42.15659209420507,0.5596142411231995,5.715482711791992,0.3789188265800476,69.0,0.06074870377779007,0.0,51.0,51,1.0,-167.30862369922852,-167.30862369922852,-86.13870239257812,69.0,730.2753623188406,0.02901906944733551,66.26476174050211,12.020177841186523,0.11924459040164948,5.584832668304443,53.05153274536133,96.48440551757812,51000,0.16143158078193665,95.42926788330078,0.485545814037323,769.6398305892944,0.01782543770968914,0.47469794750213623,97.30809020996094
-188.71013003984223,0.036229003220796585,401.32675503045,0.5583363175392151,13.044510841369629,0.37939879298210144,70.0,0.061011385172605515,0.0,52.0,52,1.0,-162.16149641384501,-162.16149641384501,-87.64342498779297,70.0,734.1285714285714,0.02901906944733551,66.2115762496652,6.628432750701904,0.1330081969499588,13.058788299560547,53.967994689941406,95.7305908203125,52000,0.16759249567985535,98.3921890258789,0.4597284197807312,785.3611550331116,0.01779983378946781,0.495481938123703,96.60397338867188
-179.34169284976417,-0.04116346687078476,307.8170410342964,0.5571930408477783,5.958539009094238,0.37918031215667725,71.0,0.05987538397312164,0.0,53.0,53,1.0,-159.2330709295463,-159.2330709295463,-88.29973602294922,71.0,737.8732394366198,0.02901906944733551,66.26190587933074,19.103134155273438,0.10269588232040405,6.057464599609375,54.89628601074219,98.76795196533203,53000,0.21237687766551971,96.88806915283203,0.46999043226242065,799.8562567234039,0.017857350409030914,0.4822648763656616,99.42601776123047
-170.80219616977462,0.15744487941265106,281.7911278696719,0.5549896955490112,5.77267599105835,0.3789364695549011,72.0,0.060673750936985016,0.0,54.0,54,1.0,-154.10164984043573,-154.10164984043573,-89.95325469970703,72.0,741.5138888888889,0.028447279136688076,66.3196461995856,6.834995746612549,0.07667084038257599,5.997335433959961,55.81173324584961,99.73188018798828,54000,0.17828918993473053,93.60124206542969,0.47773420810699463,814.2383606433868,0.018087074160575867,0.4887572228908539,100.55398559570312
-166.23114628548979,0.22073914110660553,80.60554746589065,0.5524240136146545,6.480236053466797,0.378342866897583,73.0,0.06242020055651665,0.0,55.0,55,1.0,-147.86308730406216,-147.86308730406216,-89.35661315917969,73.0,745.054794520548,0.03080432697003647,66.2240146078181,6.3374433517456055,0.09151139855384827,6.823275566101074,56.62712860107422,99.90945434570312,55000,0.2631404399871826,99.88665008544922,0.5274573564529419,830.5144338607788,0.018308935686945915,0.45906609296798706,100.85606384277344
