reference_Q_std,eval/return,train/loss_actor,reference_perturbed_action_std,total/steps,train/param_noise_distance,reference_actor_Q_mean,reference_actor_Q_std,rollout/return_history,param_noise_stddev,rollout/actions_std,eval/Q,total/episodes,rollout/return,obs_rms_std,eval/return_history,total/duration,rollout/Q_mean,reference_Q_mean,total/steps_per_second,reference_perturbed_action_mean,rollout/actions_mean,eval/episodes,total/epochs,ret_rms_std,reference_action_mean,obs_rms_mean,rollout/episodes,ret_rms_mean,reference_action_std,rollout/episode_steps,train/loss_critic
2.7019577026367188,77.75031269901305,-19.438356399536133,0.5486807227134705,1000,0.488266259431839,19.943679809570312,2.0712292194366455,131.4383155270423,0.16720346283821505,0.5129361152648926,20.1231632232666,37.0,131.4383155270423,6.948266983032227,77.75031269901305,13.752599477767944,8.992195129394531,19.640159606933594,72.71352602223101,-0.24366508424282074,-0.03440959006547928,1.0,1,1.0,-0.1060163751244545,0.8356168866157532,37.0,0.0,0.40592142939567566,27.027027027027028,1.4792927503585815
8.720356941223145,197.08325566697619,-39.47101974487305,0.5340541005134583,2000,0.6353721022605896,40.27830505371094,6.588103294372559,134.75529264871537,0.1370306733903066,0.5284310579299927,36.7320442199707,70.0,134.75529264871537,7.042207717895508,137.4167841829946,27.024449110031128,18.868671417236328,39.22608947753906,74.00705901004382,-0.1328064650297165,-0.03754636272788048,2.0,2,1.0,-0.06188059598207474,0.8447157740592957,70.0,0.0,0.5551915764808655,27.942857142857143,3.3743340969085693
14.751029014587402,83.27944214784117,-57.89969253540039,0.6101199984550476,3000,0.6527461409568787,59.116607666015625,12.504258155822754,135.05804984035072,0.11230273064362171,0.542280375957489,58.78811264038086,109.0,132.86752978709043,7.143243789672852,119.37100350461013,40.002180099487305,28.199304580688477,57.66895294189453,74.99591253623825,-0.13499422371387482,-0.04963091388344765,3.0,3,1.0,-0.0014142401050776243,0.7901092171669006,109.0,0.0,0.577867865562439,27.495412844036696,7.33689022064209
24.137630462646484,228.39739788759806,-75.38349914550781,0.5974230170249939,4000,0.6238616108894348,75.53239440917969,22.356470108032227,148.83886206476058,0.09203708190275892,0.5602193474769592,73.07757568359375,134.0,142.87354946443944,7.196811199188232,146.6276021003571,53.24301052093506,37.766395568847656,73.52762603759766,75.12723192891595,0.13958844542503357,-0.01717720553278923,4.0,4,1.0,0.16802829504013062,0.933709979057312,134.0,0.0,0.6624659895896912,29.52238805970149,4.538514614105225
33.13258361816406,246.9209728964619,-94.00318145751953,0.6994674801826477,5000,0.5686311721801758,93.60802459716797,30.453155517578125,177.91041688688892,0.07542848153938683,0.5856810808181763,84.10979461669922,151.0,159.28180950534775,7.1209821701049805,166.68627625957805,66.56226658821106,47.65793991088867,90.24305725097656,75.11763430372062,0.11130287498235703,0.023071981966495514,5.0,5,1.0,0.10918062925338745,1.1145254373550415,151.0,0.0,0.730301558971405,32.920529801324506,9.407219886779785
40.921478271484375,360.0077423383224,-112.70402526855469,0.716433048248291,6000,0.48253050446510315,112.16650390625,36.91218566894531,199.2845380206658,0.06181699495154324,0.6141448020935059,118.17076110839844,166.0,173.418778446508,7.171712875366211,198.90652060603543,80.08602643013,56.85469436645508,107.45732879638672,74.91943685375152,0.17369917035102844,0.047627732157707214,6.0,6,1.0,0.09432260692119598,1.2510886192321777,166.0,0.0,0.7469697594642639,35.83734939759036,9.2247896194458
50.590599060058594,284.06399091388715,-129.85093688964844,0.723371684551239,7000,0.4247523248195648,128.3368377685547,47.31270980834961,228.19445172017484,0.05066177638540577,0.6357881426811218,139.8987274169922,183.0,184.95308077911824,7.173947811126709,211.0718735071571,93.47981810569763,65.81037139892578,122.99943542480469,74.88247347769868,0.16105219721794128,0.06261208653450012,7.0,7,1.0,0.10034347325563431,1.3582066297531128,183.0,0.0,0.7553008198738098,38.10382513661202,11.662386894226074
60.232784271240234,275.9665490175987,-147.22930908203125,0.7548098564147949,8000,0.3877563178539276,145.2388916015625,56.548072814941406,259.971580161024,0.04151957869412388,0.6520636081695557,134.86477661132812,198.0,194.84672898322845,7.151681900024414,219.18370794596234,106.89908838272095,74.68401336669922,138.66650390625,74.8369337945927,0.04303707554936409,0.07385433465242386,8.0,8,1.0,0.07582535594701767,1.432151198387146,198.0,0.0,0.7770547866821289,40.166666666666664,18.598575592041016
71.31510925292969,190.3929326618746,-165.9893035888672,0.7379839420318604,9000,0.3759845495223999,157.21612548828125,68.91157531738281,278.548977006426,0.034027141129503384,0.6633139848709106,181.64796447753906,216.0,199.77616758287022,7.174718856811523,215.98473291439703,120.13595485687256,83.73189544677734,150.01849365234375,74.91512437490017,0.2622571885585785,0.09120480716228485,9.0,9,1.0,0.2177582085132599,1.4931387901306152,216.0,0.0,0.7308961749076843,41.34722222222222,30.092029571533203
79.4657211303711,161.07024209121528,-176.39202880859375,0.7712758779525757,10000,0.32100197672843933,170.3474578857422,77.48037719726562,274.6671989886508,0.027886755354071244,0.6738956570625305,170.66073608398438,240.0,199.6520727972594,7.438728332519531,210.49328383207884,133.41281056404114,91.24903869628906,163.75103759765625,74.9553206901355,0.11489085853099823,0.10444485396146774,10.0,10,1.0,0.15563298761844635,1.5256083011627197,240.0,0.0,0.7635635733604431,41.520833333333336,48.64573287963867
90.84273529052734,202.955566084063,-190.1768798828125,0.7864909172058105,11000,0.22696705162525177,187.4828643798828,87.44309997558594,251.48859218435103,0.022854436146078055,0.6832743287086487,177.35028076171875,262.0,200.64452710011824,7.614577293395996,209.8080367640774,146.65553212165833,98.66988372802734,177.57183837890625,75.00569423371587,0.17403002083301544,0.11373535543680191,11.0,11,1.0,0.13426806032657623,1.546617865562439,262.0,0.0,0.8007369637489319,41.954198473282446,47.47822570800781
99.36004638671875,202.22410117297437,-205.18360900878906,0.786191463470459,12000,0.2069353312253952,204.9581298828125,96.44373321533203,250.05798630514778,0.019882513137642284,0.6951422095298767,221.08465576171875,278.0,206.719126875368,7.775511264801025,209.17604213148547,159.97760653495789,107.87654113769531,195.24029541015625,75.01049840608655,0.2500458359718323,0.13336975872516632,12.0,12,1.0,0.218940868973732,1.6031978130340576,278.0,0.0,0.7910781502723694,43.03597122302158,50.940185546875
113.03079986572266,240.3387978983457,-220.0032958984375,0.7818304896354675,13000,0.19055044651031494,215.94589233398438,110.9332046508789,241.11926309617954,0.019106704324195603,0.7017927169799805,214.37355041503906,297.0,209.93529264399623,7.806971549987793,211.57317719047472,173.31796646118164,116.9736557006836,206.20230102539062,75.00664971690419,0.16669118404388428,0.14316152036190033,13.0,13,1.0,0.22894331812858582,1.6336098909378052,297.0,0.0,0.7770410180091858,43.54545454545455,69.30635070800781
127.01292419433594,309.8291572842878,-232.03927612304688,0.7741875648498535,14000,0.204005166888237,227.25021362304688,124.603271484375,248.89395251442096,0.018730226766195082,0.7084153890609741,197.2808074951172,312.0,215.49099794536394,7.784204959869385,218.5914614828899,186.76045441627502,125.33457946777344,215.35092163085938,74.96233634554696,0.2362571656703949,0.14943751692771912,14.0,14,1.0,0.1805703341960907,1.6548501253128052,312.0,0.0,0.7820482850074768,44.69871794871795,84.06388854980469
134.86280822753906,274.8937866449684,-245.0264434814453,0.7757716178894043,15000,0.2056201696395874,245.55300903320312,131.85292053222656,264.72459429040316,0.019106704324195603,0.7146347165107727,245.6620330810547,327.0,220.59727816159273,7.77721643447876,222.34494982702847,200.14260172843933,133.44451904296875,232.06704711914062,74.94656245326789,0.21416053175926208,0.1556994915008545,15.0,15,1.0,0.23532861471176147,1.673189640045166,327.0,0.0,0.7690480947494507,45.74311926605505,85.29824829101562
149.49110412597656,220.44307225509502,-250.73529052734375,0.7864630222320557,16000,0.20184661448001862,250.59043884277344,148.02333068847656,284.70354976551914,0.019106704324195603,0.7194663882255554,269.7442932128906,343.0,224.2661083666593,7.723598957061768,222.22608247878264,213.43222618103027,141.15396118164062,237.75296020507812,74.96524909237006,0.2473226934671402,0.15865573287010193,16.0,16,1.0,0.23310142755508423,1.690030574798584,343.0,0.0,0.7867333889007568,46.46064139941691,130.72329711914062
159.70706176757812,266.1194006454085,-256.61651611328125,0.7718836069107056,17000,0.1973402351140976,264.1231384277344,158.599853515625,304.23546167624977,0.018361167303396805,0.7239621877670288,300.10748291015625,357.0,229.55291517500496,7.673402309417725,224.8080423709371,226.85458898544312,147.45059204101562,250.5865478515625,74.93787132995075,0.26975056529045105,0.16693925857543945,17.0,17,1.0,0.30907541513442993,1.7141305208206177,357.0,0.0,0.7607988119125366,47.50140056022409,162.7302703857422
167.20912170410156,221.65580469890264,-272.6807556152344,0.8137454986572266,18000,0.20564815402030945,278.4380798339844,164.64288330078125,294.0864102040188,0.019490749081111935,0.7288654446601868,246.4189910888672,379.0,229.7554765278178,7.6984052658081055,224.63291805582406,240.15158581733704,153.3247528076172,262.1981201171875,74.95265933280605,0.15970899164676666,0.16873441636562347,18.0,18,1.0,0.1185535117983818,1.7419885396957397,379.0,0.0,0.8189456462860107,47.43271767810026,188.56346130371094
