eval/return_history,total/steps_per_second,rollout/actions_mean,ret_rms_mean,rollout/episode_steps,total/duration,param_noise_stddev,total/epochs,ret_rms_std,reference_actor_Q_std,rollout/actions_std,rollout/return_history,train/loss_critic,train/loss_actor,reference_action_std,train/param_noise_distance,rollout/episodes,eval/return,reference_perturbed_action_std,reference_Q_std,total/steps,reference_perturbed_action_mean,obs_rms_mean,obs_rms_std,reference_Q_mean,reference_action_mean,total/episodes,eval/episodes,reference_actor_Q_mean,eval/Q,rollout/Q_mean,rollout/return
242.85258170785224,86.03648273233048,0.08427434414625168,0.0,44.0110294117647,139.47571563720703,0.022854436146078055,12,1.0,79.13766479492188,0.7004574537277222,291.9304458224887,19.34249496459961,-196.0307159423828,0.7225255370140076,0.18883097171783447,272.0,269.29721717648704,0.7121451497077942,84.20497131347656,12000,0.15406392514705658,1.8465940952301025,6.064197063446045,209.4791717529297,0.14994560182094574,272.0,12.0,217.17633056640625,206.18431091308594,109.36762237548828,227.6603046794892
242.9776345013857,86.05628078457785,0.08645379543304443,0.0,44.43150684931507,151.06393027305603,0.02240411346542305,13,1.0,88.14661407470703,0.7024644613265991,292.2268935789826,25.45183563232422,-204.81631469726562,0.7270064949989319,0.2048683762550354,292.0,244.47826802378714,0.7233023047447205,93.07195281982422,13000,0.1146286129951477,1.8538028001785278,6.03180456161499,222.43841552734375,0.10008323937654495,292.0,13.0,230.24331665039062,211.38241577148438,116.81663513183594,230.10798327437755
252.40454179236272,86.01205621282881,0.08315272629261017,0.0,44.88745980707395,162.76787948608398,0.021962663920618616,14,1.0,97.77409362792969,0.7047551870346069,289.60555008562466,25.02618980407715,-210.74337768554688,0.7232661843299866,0.19058647751808167,311.0,374.95433657506385,0.7188124656677246,102.83973693847656,14000,0.06171075627207756,1.852178692817688,6.070314884185791,232.34371948242188,0.08740013837814331,311.0,14.0,240.28651428222656,228.30429077148438,123.22750091552734,232.621860599208
252.64788708024054,86.06538369520743,0.07909996807575226,0.0,45.57446808510638,174.28609919548035,0.02240411346542305,15,1.0,106.4549789428711,0.7068878412246704,283.5822901077342,33.50376510620117,-219.1944580078125,0.6986326575279236,0.19351710379123688,329.0,256.05472111053007,0.7079246044158936,110.83808135986328,15000,-0.03102082759141922,1.8474210500717163,6.095592975616455,238.09652709960938,0.013542634434998035,329.0,15.0,246.89022827148438,205.84552001953125,129.4965362548828,235.75213023912096
253.90510789310773,86.10968125759844,0.08225117623806,0.0,45.82471264367816,185.80953693389893,0.02240411346542305,16,1.0,111.0622329711914,0.7073668837547302,268.467198484658,37.622779846191406,-223.81082153320312,0.6869627237319946,0.18317145109176636,348.0,272.76342008611493,0.6998569369316101,116.44220733642578,16000,0.2375490814447403,1.8458316326141357,6.103806495666504,250.77064514160156,0.26595139503479004,348.0,16.0,261.70257568359375,243.2126922607422,136.24041748046875,236.43535544493633
261.2683434226818,86.06825223963482,0.09435845911502838,0.0,46.42622950819672,197.517662525177,0.024748079434129402,17,1.0,123.47584533691406,0.7091752290725708,276.9756733857241,55.415321350097656,-234.09121704101562,0.7281501889228821,0.19651705026626587,366.0,379.0801118958673,0.745553731918335,127.23728942871094,17000,0.08021166920661926,1.8669986724853516,6.066038608551025,256.69207763671875,0.11984670907258987,366.0,17.0,266.9744873046875,257.5689392089844,142.81106567382812,240.0845552931172
262.5399781064217,86.07081531384279,0.09906351566314697,0.0,47.1151832460733,209.13012075424194,0.02426044449968572,18,1.0,130.33950805664062,0.7117366194725037,284.93509263580404,54.1334228515625,-242.1678924560547,0.7292608618736267,0.1947108507156372,382.0,284.15776772999965,0.7329719662666321,135.07286071777344,18000,0.14241614937782288,1.876302719116211,6.035441875457764,265.6748046875,0.1041024848818779,382.0,18.0,278.19000244140625,210.03770446777344,148.9595489501953,243.78691592192826
268.52755027865095,86.02762851142604,0.09806177765130997,0.0,47.48370927318296,220.85927891731262,0.022854436146078055,19,1.0,136.2847442626953,0.7135791778564453,290.0634501585939,64.1171646118164,-243.50909423828125,0.7240502834320068,0.20354747772216797,399.0,376.30384937877784,0.7132781147956848,141.2764129638672,19000,0.08190036565065384,1.8798617124557495,5.989871501922607,280.42242431640625,0.0902385264635086,399.0,19.0,292.79058837890625,249.62399291992188,154.10560607910156,245.99752961377217
273.8136914898876,85.95485423909994,0.10093976557254791,0.0,48.23002421307506,232.6802852153778,0.02152991267583435,20,1.0,145.565673828125,0.7137596011161804,300.34889283051524,70.33647155761719,-242.72166442871094,0.696189820766449,0.20050519704818726,413.0,374.2503745033838,0.7046515941619873,149.32028198242188,20000,0.16109220683574677,1.8836404085159302,6.027918815612793,284.0782775878906,0.1798221617937088,413.0,20.0,295.62261962890625,269.2264404296875,160.6404266357422,249.66859840722356
281.8417373239007,85.8573082769801,0.10566206276416779,0.0,49.15023474178404,244.59187483787537,0.021962663920618616,21,1.0,152.7756805419922,0.7148621082305908,312.8054399493361,87.24507141113281,-251.5054473876953,0.723565399646759,0.206205353140831,426.0,442.402654004163,0.7345913052558899,156.65426635742188,21000,0.08116030693054199,1.887171983718872,6.049365520477295,289.5868225097656,0.12451637536287308,426.0,21.0,302.21160888671875,296.596923828125,167.90269470214844,253.83876773043315
278.26850821633917,85.88601631032854,0.11387287825345993,0.0,50.25171624713959,256.1534571647644,0.021962663920618616,22,1.0,163.2567596435547,0.7159723043441772,332.53328920453384,94.30139923095703,-261.81573486328125,0.7214201092720032,0.1977231204509735,437.0,203.23069695754623,0.729514479637146,165.05307006835938,22000,0.13020285964012146,1.8935739994049072,6.092772006988525,296.8738098144531,0.14338719844818115,437.0,22.0,308.79864501953125,345.85137939453125,176.08233642578125,258.4410756915898
276.334650527065,85.91523314855687,0.12024344503879547,0.0,50.93569844789357,267.7057275772095,0.02152991267583435,23,1.0,168.0925750732422,0.7170339226722717,344.2623510233181,101.08343505859375,-272.7671813964844,0.7173187732696533,0.20183734595775604,451.0,233.78978136303255,0.7246766090393066,172.52728271484375,23000,0.19582462310791016,1.897200345993042,6.136399269104004,303.0164794921875,0.20933440327644348,451.0,23.0,316.67791748046875,288.98614501953125,182.66778564453125,260.79437850460107
279.4100160071552,85.87511644138631,0.1301422119140625,0.0,51.27837259100642,279.47560358047485,0.02152991267583435,24,1.0,171.05809020996094,0.7177203893661499,341.0529221421199,143.2972412109375,-277.43475341796875,0.7499884963035583,0.20757552981376648,467.0,350.1434220492311,0.7400711178779602,173.98654174804688,24000,0.11065346002578735,1.9066225290298462,6.2200798988342285,312.5272216796875,0.10712821036577225,467.0,24.0,326.1687927246094,435.0899353027344,188.36187744140625,261.7167013272715
281.2366546242782,85.8863101183868,0.1375163048505783,0.0,52.13778705636743,291.0824782848358,0.02152991267583435,25,1.0,181.0881805419922,0.7183125019073486,347.94029778883095,142.89474487304688,-281.5073547363281,0.7451984882354736,0.17836593091487885,479.0,325.0759814352292,0.729259729385376,183.7791290283203,25000,0.20093752443790436,1.9129843711853027,6.218733310699463,312.10687255859375,0.1823950558900833,479.0,25.0,325.9338684082031,338.5574035644531,195.63290405273438,265.09044522747206
283.26731455996185,85.87383988662936,0.14253874123096466,0.0,52.8130081300813,302.7697379589081,0.023782417899897774,26,1.0,189.43211364746094,0.7197556495666504,359.52010267272146,173.81158447265625,-292.4714660644531,0.7614325881004333,0.19469542801380157,492.0,334.0338129520542,0.746069610118866,192.3023223876953,26000,0.16388589143753052,1.9180216789245605,6.221481800079346,320.2368469238281,0.14305903017520905,492.0,26.0,335.07489013671875,362.9247741699219,201.12608337402344,267.92447761059344
290.1893307139467,85.79037596563616,0.146684467792511,0.0,53.24801587301587,314.7206163406372,0.021962663920618616,27,1.0,190.93984985351562,0.7214521169662476,361.2374202710296,205.82675170898438,-304.1095275878906,0.7751765251159668,0.18375998735427856,504.0,470.1617507175512,0.7659505605697632,194.3699493408203,27000,0.10349360853433609,1.9228655099868774,6.227842330932617,337.86578369140625,0.07398280501365662,504.0,27.0,355.9640808105469,354.14556884765625,205.9839630126953,269.74900105758945
292.29200215667885,85.77067016886807,0.14828097820281982,0.0,54.034749034749034,326.4519205093384,0.0211056883401964,28,1.0,207.25555419921875,0.7239369750022888,364.68932362746995,236.60694885253906,-314.4071960449219,0.7748386263847351,0.20409145951271057,518.0,349.0641311104473,0.7790829539299011,208.8599395751953,28000,0.07806925475597382,1.9276303052902222,6.300497055053711,339.95294189453125,0.06714153289794922,518.0,28.0,356.31634521484375,369.0257263183594,210.26397705078125,273.1295153333005
293.26457047740735,85.75673730986736,0.14910247921943665,0.0,54.59322033898305,338.1658504009247,0.02152991267583435,29,1.0,210.00888061523438,0.7258681654930115,356.27079320597545,256.6151428222656,-314.476318359375,0.7581045627593994,0.19504840672016144,531.0,320.496483457806,0.7567881345748901,210.15286254882812,29000,0.11541328579187393,1.9275496006011963,6.29888391494751,346.32012939453125,0.0883391872048378,531.0,29.0,362.7552490234375,474.2488708496094,215.4857635498047,275.29932510141765
296.11160449263497,85.72001567528466,0.15200947225093842,0.0,55.195211786372006,349.97660422325134,0.02152991267583435,30,1.0,218.49612426757812,0.7268538475036621,358.6326139859709,226.26927185058594,-321.29254150390625,0.7543746829032898,0.20235200226306915,543.0,378.6755909342357,0.757756769657135,217.07461547851562,30000,0.060074567794799805,1.9299108982086182,6.270066261291504,346.47711181640625,0.06372024118900299,543.0,30.0,361.5845642089844,419.24267578125,223.0746307373047,277.78416005933656
297.3863467366237,85.70631791280968,0.15369655191898346,0.0,55.59784560143627,361.70028948783875,0.020689822899908242,31,1.0,222.08604431152344,0.7281917929649353,364.3939105232649,248.45033264160156,-328.1123962402344,0.7507073283195496,0.18685109913349152,557.0,335.62861405628456,0.7567387223243713,221.6671600341797,31000,0.16791470348834991,1.9317492246627808,6.2586870193481445,349.1813049316406,0.16245488822460175,557.0,31.0,368.8520812988281,405.9201354980469,228.70327758789062,279.08398848297054
305.05634556344444,85.60266849221773,0.15776598453521729,0.0,56.084210526315786,373.8201222419739,0.020689822899908242,32,1.0,230.75758361816406,0.7289255261421204,371.0385048700963,286.52716064453125,-341.99359130859375,0.7525367140769958,0.22031879425048828,570.0,542.8263091948879,0.7541552186012268,229.01617431640625,32000,0.10320892930030823,1.9397366046905518,6.261718273162842,361.91973876953125,0.14008869230747223,570.0,32.0,383.44683837890625,414.92303466796875,234.24827575683594,281.11082344704835
307.6729248844219,85.57156909002266,0.15888343751430511,0.0,56.5557461406518,385.6421046257019,0.0211056883401964,33,1.0,232.63577270507812,0.7299837470054626,362.9790156610309,347.350341796875,-356.0266418457031,0.7751668095588684,0.17305758595466614,583.0,391.40346315569985,0.7740200161933899,234.28475952148438,33000,0.06561948359012604,1.9400495290756226,6.257959365844727,378.87542724609375,0.06576421111822128,583.0,33.0,401.9718322753906,451.2601318359375,240.19935607910156,282.85603480411305
311.20290126119824,85.52002268600272,0.16162793338298798,0.0,56.93132328308208,397.5677149295807,0.021962663920618616,34,1.0,238.69134521484375,0.7314857840538025,362.2329407801447,370.2298889160156,-363.3206787109375,0.7732065916061401,0.18906170129776,597.0,427.6921216948175,0.773257851600647,239.97898864746094,34000,0.1454615592956543,1.9481415748596191,6.237395763397217,395.8544921875,0.11460661888122559,597.0,34.0,418.5981750488281,468.17962646484375,245.939697265625,284.5876388246634
315.30684524733533,85.4505187418184,0.16438372433185577,0.0,57.368852459016395,409.59376859664917,0.0211056883401964,35,1.0,240.64996337890625,0.7323521375656128,362.97183300473193,338.0721130371094,-367.4373779296875,0.780616283416748,0.19770751893520355,610.0,454.8409407759976,0.7788866758346558,241.89306640625,35000,0.08422044664621353,1.953873634338379,6.221103191375732,418.3364562988281,0.11812162399291992,610.0,35.0,440.40948486328125,474.43402099609375,251.20779418945312,286.66497212646647
318.71117842825174,85.39483997024524,0.1643403023481369,0.0,57.79903536977492,421.5711395740509,0.020689822899908242,36,1.0,248.3184356689453,0.7335061430931091,366.20793344285346,356.4471435546875,-379.4751892089844,0.778011679649353,0.19104668498039246,622.0,437.8628397603259,0.7753269672393799,247.77467346191406,36000,0.08320292085409164,1.9555978775024414,6.215794563293457,417.24127197265625,0.10341724753379822,622.0,36.0,440.71929931640625,508.3300476074219,256.4694519042969,288.6395225139207
320.5999375091791,85.35484241344571,0.16398897767066956,0.0,58.353312302839115,433.48448610305786,0.02152991267583435,37,1.0,254.7378692626953,0.7350276708602905,370.68563172663767,415.23394775390625,-382.6138916015625,0.7785910367965698,0.19030672311782837,634.0,388.595264422563,0.7725250720977783,254.63250732421875,37000,0.15998849272727966,1.9598164558410645,6.208676815032959,426.95916748046875,0.1131277084350586,634.0,37.0,449.9301452636719,425.6016845703125,260.8053283691406,291.30963795577617
320.3748639164255,85.33337728437937,0.16291464865207672,0.0,58.747678018575854,445.3122706413269,0.021962663920618616,38,1.0,259.1714782714844,0.7363303303718567,373.06054131534535,403.182861328125,-378.65252685546875,0.7865325212478638,0.18747754395008087,646.0,312.04714098454326,0.7714531421661377,258.8209228515625,38000,0.1711226999759674,1.9593168497085571,6.227303981781006,422.64984130859375,0.12797364592552185,646.0,38.0,449.0768737792969,401.6067199707031,265.9963073730469,292.90259265713325
320.7516798617963,85.31923977464221,0.1643458753824234,0.0,59.18844984802432,457.1067452430725,0.0211056883401964,39,1.0,272.151611328125,0.7369412779808044,382.0455787102392,610.109130859375,-395.4106140136719,0.7452491521835327,0.21256983280181885,658.0,335.0706857858835,0.7519768476486206,270.4229736328125,39000,0.2182832658290863,1.9628570079803467,6.219071865081787,439.59326171875,0.2438868135213852,658.0,39.0,465.0174255371094,489.20166015625,272.1756286621094,295.0201413544993
322.74097725083874,85.29787693460379,0.1666906774044037,0.0,59.67611940298507,468.94484877586365,0.021962663920618616,40,1.0,277.1908264160156,0.7379209399223328,389.4318813881094,537.3156127929688,-401.4585266113281,0.7617127299308777,0.21633629500865936,670.0,400.32357542350013,0.7676460146903992,275.31878662109375,40000,0.19942981004714966,1.969032883644104,6.205723762512207,446.2470703125,0.20210319757461548,670.0,40.0,471.95562744140625,480.2348937988281,276.7527160644531,297.27814552780376
327.5118368587165,85.23835473092663,0.16888129711151123,0.0,60.1985294117647,481.00412225723267,0.02152991267583435,41,1.0,283.72503662109375,0.7387682199478149,399.7063066016984,681.3931274414062,-406.6978454589844,0.7597824335098267,0.21231412887573242,680.0,518.3462211738268,0.7618799805641174,281.6727600097656,41000,0.16146165132522583,1.9758551120758057,6.186248302459717,448.1014099121094,0.15096689760684967,680.0,41.0,472.4083251953125,479.5726013183594,282.02850341796875,299.8354386495922
330.61468414373996,85.20152809841501,0.1699460744857788,0.0,60.69464544138929,492.9489052295685,0.020689822899908242,42,1.0,292.2416687011719,0.7398015856742859,406.2806462346534,736.131103515625,-425.10906982421875,0.7431050539016724,0.21585065126419067,691.0,457.83142282970186,0.7417705655097961,288.5436706542969,42000,0.226206436753273,1.9757119417190552,6.180588245391846,455.75244140625,0.17159292101860046,691.0,42.0,478.8856201171875,439.6981201171875,287.3639831542969,301.88414378006337
334.1573313737663,85.14132975231213,0.17124821245670319,0.0,61.28958630527817,505.0426170825958,0.019882513137642284,43,1.0,306.6534729003906,0.7405121922492981,419.41288673719754,736.7901000976562,-429.06707763671875,0.7271694540977478,0.21157732605934143,701.0,482.94851503487234,0.7330176830291748,301.1550598144531,43000,0.19905507564544678,1.9769372940063477,6.166996002197266,452.30291748046875,0.19378404319286346,701.0,43.0,475.4205017089844,583.0916748046875,293.5010986328125,304.5142796311136
334.26263659397534,85.12426376182391,0.17310161888599396,0.0,61.62044817927171,516.8914015293121,0.020689822899908242,44,1.0,310.6431884765625,0.7411376237869263,421.47644247813804,797.9712524414062,-437.5767822265625,0.7343416810035706,0.19673307240009308,714.0,338.7907610629641,0.7331658005714417,301.9152526855469,44000,0.14681117236614227,1.9776381254196167,6.157156467437744,451.9671630859375,0.18819177150726318,714.0,44.0,480.631103515625,465.8858337402344,298.1584777832031,305.90314571013613
336.3684704145446,85.09304558269112,0.17697803676128387,0.0,62.005524861878456,528.8328757286072,0.0211056883401964,45,1.0,316.60430908203125,0.7414679527282715,419.8733270017827,997.37548828125,-441.55975341796875,0.7444651126861572,0.1778108924627304,724.0,429.0251585195932,0.7270786762237549,309.7041931152344,45000,0.22720076143741608,1.9832619428634644,6.146503925323486,459.3785095214844,0.22264090180397034,724.0,45.0,485.9322814941406,376.0612487792969,303.56732177734375,307.5981232346383
342.79887586188124,85.02704550225242,0.17961837351322174,0.0,62.4375,541.0043325424194,0.0211056883401964,46,1.0,319.0315856933594,0.7420433759689331,427.2983826573085,783.65966796875,-443.9827880859375,0.7308499813079834,0.19976307451725006,736.0,632.1671209920298,0.7506229877471924,313.9287414550781,46000,0.21276655793190002,1.9894423484802246,6.135085105895996,460.59893798828125,0.23594461381435394,736.0,46.0,487.3809814453125,496.0805969238281,308.1304016113281,309.9317304017614
344.4523693264253,85.0189741835819,0.18305279314517975,0.0,62.902144772117964,552.8177733421326,0.020282151651708893,47,1.0,328.3950500488281,0.7421296238899231,435.99262359592535,840.9182739257812,-446.6410827636719,0.7000012993812561,0.2175314575433731,746.0,420.5130686954534,0.7086942195892334,321.1712341308594,47000,0.3183431029319763,1.9940154552459717,6.128292560577393,455.7549133300781,0.3234102427959442,746.0,47.0,484.77862548828125,519.1014404296875,313.11224365234375,312.0835619518775
345.2456325049723,85.01555687299549,0.18423648178577423,0.0,63.11184210526316,564.6025476455688,0.0211056883401964,48,1.0,332.60833740234375,0.7426165342330933,430.8923004521773,1068.2269287109375,-457.9341735839844,0.730695903301239,0.19129237532615662,760.0,382.5290018966785,0.7480471730232239,325.484375,48000,0.24928508698940277,1.996078372001648,6.134934425354004,464.1006164550781,0.26671722531318665,760.0,48.0,493.38580322265625,606.8662719726562,317.7397155761719,313.24374025325704
348.52781726076984,84.97768903383341,0.18614362180233002,0.0,63.34540750323415,576.6219410896301,0.020282151651708893,49,1.0,341.8294982910156,0.7430559992790222,423.1039349911746,1043.1121826171875,-462.6809387207031,0.7518534660339355,0.2112557739019394,773.0,506.07268553904913,0.7595497965812683,331.1949462890625,49000,0.20033299922943115,1.998275876045227,6.131294250488281,470.5826721191406,0.19956445693969727,773.0,49.0,498.98699951171875,665.54638671875,321.8222351074219,314.3560048512415
350.2787120710159,84.94561284706025,0.1866467148065567,0.0,63.62547770700637,588.6119167804718,0.020689822899908242,50,1.0,348.8141174316406,0.7438793182373047,417.35378810605215,1086.110595703125,-469.8893737792969,0.7845447659492493,0.20288223028182983,785.0,436.07255777307194,0.7830792665481567,339.1152648925781,50000,0.12296488881111145,1.9995133876800537,6.1292853355407715,479.4891357421875,0.13117623329162598,785.0,50.0,509.1473388671875,634.8107299804688,326.4950256347656,315.5293738025262
351.02196324286257,84.92483363995031,0.1878422349691391,0.0,63.984924623115575,600.531055688858,0.02152991267583435,51,1.0,358.0208740234375,0.7442227005958557,414.2338058815013,1049.225341796875,-467.97186279296875,0.768513560295105,0.2046806514263153,796.0,388.18452183519423,0.785233736038208,347.7911682128906,51000,0.1276380866765976,2.0007646083831787,6.106714725494385,478.0467224121094,0.1876145750284195,796.0,51.0,506.7626647949219,517.1942138671875,330.7240905761719,316.9168745279396
350.647249267603,84.92787905576539,0.18771620094776154,0.0,64.24103831891223,612.2842178344727,0.021962663920618616,52,1.0,358.623046875,0.7452402114868164,407.7000841872755,1013.0376586914062,-478.7015686035156,0.7880454063415527,0.21173477172851562,809.0,331.5368365293642,0.8007740378379822,349.15985107421875,52000,0.1916697472333908,2.0014641284942627,6.10016393661499,487.5604248046875,0.18912306427955627,809.0,52.0,516.1302490234375,518.7169189453125,334.99383544921875,318.0445235038116
353.60483254592623,84.88733988403845,0.1873856484889984,0.0,64.60927960927961,624.356942653656,0.0211056883401964,53,1.0,363.23175048828125,0.7459651827812195,415.78473050875516,1256.804931640625,-467.2991943359375,0.8029239773750305,0.20867404341697693,819.0,507.3991630187332,0.8000478744506836,351.6059265136719,53000,0.1186324879527092,2.0018014907836914,6.087267875671387,487.0032958984375,0.1129576563835144,819.0,53.0,518.3850708007812,627.2664794921875,339.23687744140625,319.4985126615829
353.1128782253688,84.87664371583456,0.1877908557653427,0.0,64.93020457280385,636.217428445816,0.021962663920618616,54,1.0,368.059814453125,0.746494710445404,404.61586043146366,1201.727783203125,-496.88848876953125,0.7578280568122864,0.21820487082004547,831.0,327.03929923582314,0.7557008862495422,356.22088623046875,54000,0.25054052472114563,2.0030362606048584,6.074879169464111,497.8424072265625,0.2560204863548279,831.0,54.0,527.7075805664062,539.57373046875,342.743408203125,320.8234562245083
353.6924528952318,84.86706085615702,0.18836067616939545,0.0,65.20640569395017,648.0724022388458,0.020282151651708893,55,1.0,372.9002380371094,0.7471025586128235,400.1728357241411,1301.978271484375,-498.6941833496094,0.7932723164558411,0.21229234337806702,843.0,384.9894850678331,0.7953225374221802,355.7090759277344,55000,0.1274307817220688,2.0032684803009033,6.056938171386719,491.71990966796875,0.10590623319149017,843.0,55.0,523.4215087890625,520.6060180664062,346.7920837402344,321.8329041742245
352.4109054349184,84.87661798965786,0.18678364157676697,0.0,65.16880093131549,659.7812368869781,0.0211056883401964,56,1.0,377.920654296875,0.7478439211845398,382.6927493862547,1465.9326171875,-494.8794860839844,0.7687838077545166,0.1919088214635849,859.0,281.92579511768895,0.7833128571510315,363.44622802734375,56000,0.1652715802192688,1.9982603788375854,6.061466217041016,503.28057861328125,0.20286859571933746,859.0,56.0,534.42041015625,526.97265625,352.2091064453125,321.2572851344829
354.7034724490924,84.8500900070739,0.1894644796848297,0.0,65.30733944954129,671.7730057239532,0.02152991267583435,57,1.0,374.72589111328125,0.7475203275680542,377.58741295497623,1330.0550537109375,-494.6513671875,0.7531142830848694,0.19478991627693176,872.0,483.0872252428338,0.760879635810852,362.44024658203125,57000,0.2591265141963959,1.999448537826538,6.054940700531006,511.58221435546875,0.2377125471830368,872.0,57.0,544.833984375,503.9994201660156,356.65997314453125,321.53623598930466
