total/epochs,total/steps_per_second,train/loss_critic,rollout/episodes,reference_Q_std,total/episodes,eval/return_history,rollout/return_history,total/duration,eval/Q,rollout/Q_mean,eval/episodes,reference_action_std,reference_perturbed_action_mean,eval/return,obs_rms_std,train/param_noise_distance,rollout/actions_mean,reference_actor_Q_mean,param_noise_stddev,reference_actor_Q_std,train/loss_actor,rollout/actions_std,reference_perturbed_action_std,rollout/episode_steps,total/steps,ret_rms_mean,obs_rms_mean,reference_Q_mean,rollout/return,reference_action_mean,ret_rms_std
274,58.66466762147853,29.20557403564453,316.0,1.7888765335083008,316.0,-17.366133262156612,105.6835224459519,4670.613694906235,147.6573486328125,140.27145385742188,274.0,0.28027722239494324,-0.07541937381029129,-196.6470001459338,0.35412198305130005,0.1889025717973709,0.03648680821061134,207.98641967773438,0.029019069447335507,1.852382779121399,-168.1429443359375,0.524609386920929,0.3136439621448517,865.4588607594936,274000,0.0,0.026388486847281456,206.49343872070312,-35.09752173166381,-0.10551740229129791,1.0
275,58.68850557994412,35.36995315551758,318.0,1.617881417274475,318.0,-8.672008592568579,112.50307413764271,4685.755707740784,205.58935546875,140.48211669921875,275.0,0.2842530906200409,0.01042286679148674,487.39548736498136,0.3541303277015686,0.2271227389574051,0.036428313702344894,207.65736389160156,0.028447279136688073,1.7131235599517822,-168.7986297607422,0.524268627166748,0.3010217547416687,864.2232704402516,275000,0.0,0.026411930099129677,206.26104736328125,-32.603532806599105,-0.03041711449623108,1.0
276,58.70685224505785,42.68729019165039,319.0,1.6349347829818726,319.0,-3.643862186680339,112.80065336961343,4701.325134038925,170.4121551513672,140.71022033691406,276.0,0.28088030219078064,-0.10577906668186188,246.54164435104195,0.3539949655532837,0.24151448905467987,0.03668244555592537,207.78073120117188,0.02788675535407124,1.7049078941345215,-169.3861846923828,0.5237734913825989,0.34390202164649963,864.6489028213166,276000,0.0,0.02646363340318203,206.3460235595703,-31.14029856868667,-0.009834949858486652,1.0
277,58.75329191763761,14.303689002990723,321.0,2.6518099308013916,321.0,-10.49905566829853,112.12225721723449,4714.629443883896,153.0326385498047,140.93568420410156,277.0,0.3585653007030487,-0.0627521276473999,-43.77827001745974,0.3541145622730255,0.1935933530330658,0.036485739052295685,207.5527801513672,0.028447279136688073,1.6491940021514893,-167.82855224609375,0.5233651399612427,0.33942681550979614,862.6853582554517,277000,0.0,0.02644990384578705,205.8697052001953,-28.631372346491798,-0.03603144735097885,1.0
278,58.77177735179721,60.53739929199219,322.0,3.098449230194092,322.0,-13.34363340339698,113.6501234344321,4730.161525249481,148.17628479003906,141.16207885742188,278.0,0.2614319622516632,-0.06084603816270828,-80.43592672217409,0.35405924916267395,0.18274995684623718,0.03620658069849014,207.58071899414062,0.028447279136688073,1.673795461654663,-169.27517700195312,0.5228541493415833,0.3244915306568146,863.111801242236,278000,0.0,0.026421913877129555,205.7793426513672,-26.77949613541661,-0.11421835422515869,1.0
279,58.795387611036695,39.15031433105469,323.0,1.8177943229675293,323.0,-16.71475309386753,98.85267323202659,4745.270187616348,135.43577575683594,140.9192352294922,279.0,0.2744903564453125,0.07846269756555557,-149.24190496162075,0.3538722097873688,0.2339760661125183,0.03517407178878784,207.48211669921875,0.02788675535407124,1.8109636306762695,-170.85711669921875,0.5237278938293457,0.29811498522758484,863.5356037151703,279000,0.0,0.026365770027041435,205.87985229492188,-29.971260920602816,-0.03963180631399155,1.0
280,58.80393262893955,52.24480056762695,324.0,1.8368228673934937,324.0,-13.287793050709308,86.74760511702927,4761.586300134659,208.7685089111328,141.02841186523438,280.0,0.28044867515563965,0.027712693437933922,876.8459106378893,0.353912353515625,0.188388392329216,0.03493873402476311,206.67965698242188,0.02788675535407124,1.9863682985305786,-168.55816650390625,0.5241687893867493,0.32339727878570557,863.9567901234568,280000,0.0,0.026339713484048843,205.14483642578125,-31.64826806222561,-0.06819412857294083,1.0
281,58.821739927922195,24.97197723388672,325.0,1.737027645111084,325.0,-14.162609937399612,82.39083152530372,4777.14532661438,199.3258056640625,141.2570343017578,281.0,0.3215007781982422,-0.15333020687103271,418.9655110237148,0.35378023982048035,0.20885595679283142,0.03506092727184296,206.536376953125,0.027337276104373337,2.0186595916748047,-167.5723114013672,0.5236129760742188,0.31937873363494873,862.0861538461538,281000,0.0,0.02637193351984024,205.16952514648438,-31.0147464794739,-0.08402030915021896,1.0
282,58.85270511101878,38.21019744873047,326.0,9.124401092529297,326.0,-18.848732941419517,85.8694498572902,4791.6234176158905,145.7847137451172,141.22926330566406,282.0,0.3929385840892792,-0.11356868594884872,-365.51181790993047,0.3538430631160736,0.17057137191295624,0.03471800312399864,206.4388427734375,0.028447279136688073,2.9131357669830322,-166.9218292236328,0.5236856341362,0.37487679719924927,862.5092024539878,282000,0.0,0.026341965422034264,203.40821838378906,-29.244460168218296,-0.012324605137109756,1.0
283,58.86559778721592,64.43525695800781,327.0,2.2867820262908936,327.0,-21.019208964959997,78.94872431485516,4807.561812639236,155.6597442626953,141.3341064453125,283.0,0.2834045886993408,-0.18491756916046143,180.93119194498806,0.3537387549877167,0.18732677400112152,0.03411006182432175,206.427490234375,0.029019069447335507,1.9946688413619995,-171.4057159423828,0.5235776305198669,0.3945889472961426,862.9296636085627,283000,0.0,0.026313137263059616,204.6626739501953,-30.336141613426232,-0.07368220388889313,1.0
284,58.85967537026284,30.273941040039062,328.0,2.4793739318847656,328.0,-20.53132832138843,76.67286857736104,4825.035106182098,206.72764587402344,141.55426025390625,284.0,0.3281017243862152,-0.25974589586257935,672.6227072175791,0.35374757647514343,0.1682344526052475,0.03349864110350609,206.0364990234375,0.028447279136688073,2.085270643234253,-168.84132385253906,0.5230817198753357,0.27784475684165955,863.3475609756098,284000,0.0,0.026256222277879715,204.10751342773438,-29.00852713679767,0.012303432449698448,1.0
285,58.80998869841013,27.021888732910156,330.0,2.108466625213623,330.0,-19.940528611775356,74.11102407869433,4846.115537643433,210.72804260253906,141.77926635742188,285.0,0.2974638342857361,0.013695970177650452,579.6118658933125,0.35378918051719666,0.2197646200656891,0.03345615789294243,205.00119018554688,0.029019069447335507,1.9449033737182617,-168.9076385498047,0.5225595831871033,0.3494638204574585,861.939393939394,285000,0.0,0.02623857371509075,203.3240966796875,-27.09627233266231,-0.040404483675956726,1.0
286,58.747589925814786,20.46271324157715,331.0,1.7092320919036865,331.0,-16.07135428337506,71.68295814867035,4868.284815788269,204.8385772705078,142.00173950195312,286.0,0.3467298150062561,0.018569597974419594,610.5035424707322,0.35376250743865967,0.2115769386291504,0.03364598751068115,205.4756622314453,0.029019069447335507,1.8088728189468384,-168.5383758544922,0.5220398902893066,0.33121827244758606,862.3564954682779,286000,0.0,0.026250189170241356,203.6290740966797,-25.38437287548036,-0.054987285286188126,1.0
287,58.670157806962976,38.766387939453125,332.0,3.054100513458252,332.0,-14.015016754231024,73.03129182976973,4891.754355669022,204.14791870117188,142.2001953125,287.0,0.3077240288257599,0.07353831082582474,303.2916089429681,0.35370612144470215,0.2111956626176834,0.03400992229580879,205.23049926757812,0.030197360033365813,1.6606886386871338,-168.75367736816406,0.5216120481491089,0.3231748044490814,862.7710843373494,287000,0.0,0.02627234160900116,203.19992065429688,-23.129922646232203,0.03004041314125061,1.0
288,58.63610978319553,41.955501556396484,333.0,2.262704849243164,333.0,-10.4204205954201,70.58072399770836,4911.649170875549,203.1341552734375,142.3542938232422,288.0,0.3117084801197052,-0.0446443185210228,598.8366767972244,0.3537866771221161,0.214752659201622,0.03419199585914612,205.037353515625,0.02788675535407124,1.5698857307434082,-167.7203369140625,0.5213189125061035,0.33711156249046326,863.1831831831831,288000,0.0,0.026262125000357628,203.39846801757812,-23.255380531559794,0.0029908325523138046,1.0
289,58.60680520686511,13.001407623291016,334.0,16.615638732910156,334.0,-15.518609593438683,73.92737506856243,4931.16795873642,100.5322265625,142.5228271484375,289.0,0.2942180037498474,-0.05317995697259903,-565.5354540428318,0.3537546992301941,0.22711220383644104,0.03386058658361435,203.5458984375,0.02788675535407124,6.9400787353515625,-167.87533569335938,0.5210766792297363,0.39018890261650085,863.5928143712575,289000,0.0,0.026223747059702873,200.5928497314453,-20.664603133554625,0.03132191672921181,1.0
290,58.58938463495979,14.444049835205078,335.0,9.154132843017578,335.0,-16.38283924093945,59.372419616755934,4949.7020971775055,202.52565002441406,142.60400390625,290.0,0.32339683175086975,0.14923861622810364,352.3510113516731,0.3537929654121399,0.20852860808372498,0.033707067370414734,204.00213623046875,0.02788675535407124,2.250241279602051,-168.99453735351562,0.5213013291358948,0.31810733675956726,864.0,290000,0.0,0.026198316365480423,201.57730102539062,-22.304923341492103,0.04139520227909088,1.0
291,58.607350510562874,42.729068756103516,336.0,11.994047164916992,336.0,-9.973733166059368,77.9122735345707,4965.247489690781,204.89334106445312,142.8067169189453,291.0,0.33045586943626404,0.001336619257926941,543.3383332231253,0.3537856340408325,0.22264701128005981,0.03395703062415123,204.17361450195312,0.029019069447335507,5.075698375701904,-165.52098083496094,0.5208775401115417,0.31950148940086365,864.4047619047619,291000,0.0,0.026208190247416496,201.43179321289062,-20.72716469508322,0.07257804274559021,1.0
292,58.60006968216148,38.247154235839844,338.0,7.13184118270874,338.0,-10.05059505945658,97.35682664532922,4982.929228305817,169.5476837158203,142.92361450195312,292.0,0.296413391828537,0.12029793858528137,327.5945854114766,0.35373425483703613,0.19815756380558014,0.0342249795794487,204.2008056640625,0.030804326970036468,2.381432056427002,-167.18536376953125,0.5205383896827698,0.3019695580005646,863.0739644970414,292000,0.0,0.02624080888926983,201.84744262695312,-18.72618289380062,0.060028139501810074,1.0
293,58.61737082194257,32.200347900390625,340.0,4.487833023071289,340.0,-2.1409455046469192,87.67910831748014,4998.518287181854,132.86167907714844,142.73268127441406,293.0,0.27712059020996094,0.08048364520072937,-6.185511551289537,0.35359442234039307,0.20050188899040222,0.034840457141399384,205.44656372070312,0.02960235274322695,1.7772296667099,-163.85157775878906,0.5207148194313049,0.32682955265045166,861.1882352941177,293000,0.0,0.02624267339706421,203.38140869140625,-19.89469651062404,0.11628422141075134,1.0
294,58.61497109670121,69.06240844726562,341.0,5.00435733795166,341.0,6.462414973236439,83.37553061183759,5015.783416748047,202.36279296875,142.45790100097656,294.0,0.33179301023483276,0.03993888571858406,585.7951921957093,0.3535531163215637,0.22289793193340302,0.03502741456031799,205.5606231689453,0.0314234939421342,1.9962319135665894,-163.1441192626953,0.5212979912757874,0.2845515310764313,859.4134897360703,294000,0.0,0.026222072541713715,203.34130859375,-19.492200281000652,0.023089993745088577,1.0
295,58.648516810974144,33.636844635009766,342.0,2.7947280406951904,342.0,1.5699077408964996,68.81553640010003,5029.965224027634,115.07230377197266,142.32949829101562,295.0,0.29048052430152893,0.07951000332832336,-146.83783916916508,0.353498250246048,0.20233480632305145,0.0355091355741024,205.07525634765625,0.030197360033365813,1.7749733924865723,-165.85589599609375,0.5214849710464478,0.36945316195487976,859.8245614035088,295000,0.0,0.02622612752020359,203.17189025878906,-22.164019825409163,0.029142364859580994,1.0
296,58.64740863549685,43.78874206542969,344.0,2.019737958908081,344.0,-8.473724082812996,72.10756765193061,5047.11131978035,52.323219299316406,142.49545288085938,296.0,0.2904740571975708,0.02257593348622322,-839.0729381970074,0.3535798192024231,0.2113499492406845,0.035495270043611526,204.5230255126953,0.029019069447335507,2.0532419681549072,-164.2993621826172,0.5209999084472656,0.26892557740211487,858.6162790697674,296000,0.0,0.026217984035611153,203.32762145996094,-22.20143978948993,0.03809313848614693,1.0
297,58.643141637087204,23.970592498779297,345.0,2.0953123569488525,345.0,-6.89705291414482,79.94757259057141,5064.53085064888,195.17974853515625,142.52679443359375,297.0,0.3134816884994507,0.18232794106006622,310.785350072335,0.35358166694641113,0.20339378714561462,0.03592193126678467,204.39141845703125,0.030197360033365813,2.080904722213745,-163.57907104492188,0.5210485458374023,0.29167941212654114,859.0260869565218,297000,0.0,0.026236746460199356,203.09925842285156,-20.179161754007456,0.10273978114128113,1.0
298,58.636388634641655,30.151063919067383,346.0,2.1211085319519043,346.0,-19.436143947787183,66.04924016112949,5082.168375968933,87.835205078125,142.490234375,298.0,0.3061135709285736,0.06326214224100113,-1108.94178846046,0.35344329476356506,0.23253397643566132,0.03646354749798775,204.20013427734375,0.02960235274322695,1.9308205842971802,-164.65257263183594,0.5213509798049927,0.3200603723526001,859.4335260115607,298000,0.0,0.026274288073182106,202.64599609375,-22.953585646854116,0.06163874641060829,1.0
299,58.64390436081597,40.3210334777832,347.0,2.025566816329956,347.0,-27.11954749344464,87.01113678050334,5098.569122552872,184.08445739746094,142.69363403320312,299.0,0.34451040625572205,0.020884277299046516,-63.00011250625106,0.3532281517982483,0.2211953103542328,0.036366816610097885,204.5397186279297,0.028447279136688073,2.0315403938293457,-162.33897399902344,0.5211202502250671,0.41406044363975525,859.8386167146974,299000,0.0,0.026336779817938805,203.00022888183594,-22.46587348640182,-0.08214087784290314,1.0
300,58.67578136700491,13.970486640930176,348.0,1.8965944051742554,348.0,-26.71719581845861,85.91786913831318,5112.842010974884,201.3954315185547,142.7002410888672,300.0,0.35814791917800903,-0.06868790090084076,214.73898412257827,0.35316383838653564,0.19348646700382233,0.036831848323345184,204.65765380859375,0.028447279136688073,1.9033108949661255,-162.3651123046875,0.5212568640708923,0.35558128356933594,860.2413793103449,300000,0.0,0.026361938565969467,203.2506103515625,-21.290754732434205,-0.05313289165496826,1.0
301,58.71390623850779,29.361276626586914,351.0,1.946382761001587,351.0,-20.46146102547208,76.49786132922779,5126.553814649582,157.2781524658203,142.65530395507812,301.0,0.35090360045433044,-0.06119702383875847,-0.11105379587106556,0.35322049260139465,0.23636658489704132,0.03733859956264496,204.70751953125,0.029019069447335507,1.9228004217147827,-161.64804077148438,0.5214118361473083,0.3241070806980133,857.3703703703703,301000,0.0,0.026370946317911148,203.41954040527344,-22.680906656138948,-0.06701198220252991,1.0
302,58.71621789399281,18.968223571777344,352.0,15.710021018981934,352.0,-17.684967853729027,82.19407928859165,5143.383052110672,158.4178466796875,142.35122680664062,302.0,0.378998726606369,0.061515502631664276,76.87094601071571,0.3531455993652344,0.17602507770061493,0.03732908517122269,203.57797241210938,0.028447279136688073,6.3727006912231445,-161.85977172851562,0.52230304479599,0.3434029221534729,855.7613636363636,302000,0.0,0.02633449248969555,200.5761260986328,-22.394379775593517,-0.0029628872871398926,1.0
303,58.73088696003311,23.729961395263672,353.0,9.445594787597656,353.0,-14.698978835953676,59.3241983709667,5159.125218153,178.66741943359375,142.3307647705078,303.0,0.3674050271511078,-0.11990182846784592,206.2639241010023,0.3531123399734497,0.191999152302742,0.03728402033448219,204.33489990234375,0.029019069447335507,2.399979591369629,-158.94602966308594,0.5226531624794006,0.40021008253097534,856.1699716713881,303000,0.0,0.02631334960460663,201.74569702148438,-27.574608771300852,0.004528459161520004,1.0
304,58.7294566872804,55.831382751464844,354.0,4.43065071105957,354.0,-2.7438640464351796,55.6694951343335,5176.278091907501,205.51585388183594,142.51858520507812,304.0,0.3478860557079315,-0.001401526853442192,643.9597984957202,0.3531523048877716,0.23262913525104523,0.0373394638299942,204.5161590576172,0.029019069447335507,2.0754520893096924,-158.76876831054688,0.5223860144615173,0.39191967248916626,856.5762711864406,304000,0.0,0.026330837979912758,202.5955810546875,-27.450870547238683,-0.04318934679031372,1.0
305,58.73707042735844,58.89144515991211,355.0,17.571195602416992,355.0,7.2853158457811595,61.9202647230402,5192.6321449279785,203.2171173095703,142.71836853027344,305.0,0.3059118092060089,-0.08244749903678894,605.1853767696406,0.35314950346946716,0.2038620114326477,0.037219494581222534,202.15322875976562,0.028447279136688073,7.465806484222412,-157.89601135253906,0.5219327807426453,0.33571794629096985,856.9802816901408,305000,0.0,0.02632915787398815,199.50067138671875,-25.586891302095072,0.06801004707813263,1.0
306,58.72938468021361,57.106204986572266,356.0,12.22529411315918,356.0,4.675646882724609,65.73666667006489,5210.338941335678,150.51107788085938,142.91973876953125,306.0,0.34710946679115295,0.07759591937065125,53.63166778850795,0.35317113995552063,0.175877183675766,0.03729931265115738,202.42906188964844,0.02788675535407124,4.746052265167236,-159.24185180664062,0.5214014649391174,0.30764463543891907,857.3820224719101,306000,0.0,0.0263400599360466,200.18804931640625,-24.065410956750803,0.04958225414156914,1.0
307,58.728994406066064,26.357498168945312,357.0,14.585402488708496,357.0,21.073387261776453,70.5560892552976,5227.400930404663,203.92811584472656,143.1217803955078,307.0,0.30051514506340027,-0.06283074617385864,709.081175558427,0.3531164228916168,0.19028735160827637,0.03718698397278786,202.19424438476562,0.030197360033365813,6.274803161621094,-157.4541778564453,0.520862877368927,0.38766157627105713,857.781512605042,307000,0.0,0.026337485760450363,199.62939453125,-21.75282284450646,0.013419746421277523,1.0
308,58.75339680420419,45.982112884521484,358.0,11.033705711364746,358.0,17.950938552811362,75.48329699853745,5242.250095367432,152.67254638671875,143.31356811523438,308.0,0.3850862681865692,0.03288198634982109,61.479993355712,0.35305607318878174,0.22097651660442352,0.037164002656936646,202.52880859375,0.029019069447335507,3.906033754348755,-161.75119018554688,0.5204594135284424,0.34633493423461914,858.1787709497206,308000,0.0,0.02633495070040226,200.04583740234375,-20.002764535902354,0.052042338997125626,1.0
309,58.7454753797286,26.316139221191406,359.0,1.9777605533599854,359.0,14.594184802427513,73.88997908397238,5259.9795644283295,155.21603393554688,143.23651123046875,309.0,0.2850708067417145,0.04837170988321304,-78.08709427883522,0.3531814515590668,0.20576845109462738,0.036855392158031464,202.0569610595703,0.028447279136688073,2.144285202026367,-157.98858642578125,0.5209882855415344,0.3418205976486206,858.5738161559889,309000,0.0,0.026285642758011818,200.93966674804688,-18.80353956517537,0.11399869620800018,1.0
310,58.72244461354598,48.42843246459961,361.0,2.0100302696228027,361.0,20.810479531019567,71.38582834902869,5279.071776390076,202.04075622558594,143.33050537109375,310.0,0.3618813157081604,0.01533108577132225,421.2759215530459,0.35321664810180664,0.18135415017604828,0.036606643348932266,201.5483856201172,0.02960235274322695,2.0779643058776855,-156.05889892578125,0.5209325551986694,0.3250833749771118,857.6537396121884,310000,0.0,0.02626911550760269,200.11106872558594,-21.089274776541185,0.08710767328739166,1.0
311,58.70640008373945,38.93992614746094,362.0,9.524327278137207,362.0,33.89522477582938,79.54260141490263,5297.5484709739685,202.45277404785156,143.50918579101562,311.0,0.3732638359069824,0.03881843015551567,575.9427307770691,0.3531879484653473,0.18494684994220734,0.036538027226924896,201.45675659179688,0.030197360033365813,2.4489059448242188,-160.21270751953125,0.5204678773880005,0.4388282001018524,858.0469613259669,311000,0.0,0.026261858642101288,198.4332733154297,-19.74298448617144,-0.04372532665729523,1.0
312,58.72483138788515,37.67143630981445,364.0,3.0095434188842773,364.0,41.89150053596811,98.4799579162787,5312.914360523224,189.36892700195312,143.68409729003906,312.0,0.3256169259548187,0.002166304737329483,251.87489894259497,0.35320577025413513,0.23349112272262573,0.03662461042404175,202.5800323486328,0.030197360033365813,2.265761613845825,-159.70668029785156,0.5200316905975342,0.3519580066204071,856.6483516483516,312000,0.0,0.026267116889357567,200.91973876953125,-17.746713032554155,-0.004287084564566612,1.0
313,58.70987468399345,18.15274429321289,365.0,2.1787109375,365.0,51.50833598566499,102.69711229662417,5331.300768136978,160.3505096435547,143.85403442382812,313.0,0.3303174376487732,0.032100606709718704,75.10828889466067,0.35321542620658875,0.18914632499217987,0.03675779327750206,202.74452209472656,0.029019069447335507,2.3847556114196777,-160.3450164794922,0.5196317434310913,0.3668523132801056,856.1616438356165,313000,0.0,0.026287024840712547,201.23477172851562,-16.5642312489132,-0.002694956958293915,1.0
314,58.71312580806968,28.553205490112305,366.0,2.436851978302002,366.0,50.88487144738678,102.30386067912993,5348.037524461746,142.46322631835938,143.9647674560547,314.0,0.37356317043304443,0.12421385198831558,-87.32709203262347,0.35312315821647644,0.1849273145198822,0.03681473433971405,202.60250854492188,0.030197360033365813,2.4902429580688477,-159.126708984375,0.519381046295166,0.33212026953697205,856.5546448087432,314000,0.0,0.026334574446082115,200.63897705078125,-16.050127538149816,-0.03166244179010391,1.0
315,58.70110285805895,39.670162200927734,367.0,4.058452606201172,367.0,60.023385807452215,103.72518321613762,5366.168345451355,150.29527282714844,144.13308715820312,315.0,0.38512855768203735,0.09559188783168793,-43.83299766678008,0.3531648814678192,0.2571311891078949,0.03698837757110596,202.3900146484375,0.030804326970036468,2.2337582111358643,-160.3893280029297,0.5189881324768066,0.44304054975509644,856.9455040871935,315000,0.0,0.026339642703533173,200.60797119140625,-14.573107327760445,0.041020262986421585,1.0
316,58.698841538041144,22.153043746948242,368.0,2.8954546451568604,368.0,63.17872960010309,119.18142886873864,5383.411183595657,203.49984741210938,144.3175811767578,316.0,0.4140430688858032,0.09521777927875519,502.79454196864606,0.35314932465553284,0.1786281168460846,0.03718967363238335,202.29501342773438,0.030804326970036468,2.3755924701690674,-157.1767120361328,0.5186343193054199,0.37600722908973694,857.3342391304348,316000,0.0,0.02636430226266384,200.54074096679688,-13.708841623160483,0.05513354390859604,1.0
317,58.677394026901986,27.165081024169922,369.0,2.44451904296875,369.0,78.00441821928145,123.68228988900633,5402.421243429184,197.84951782226562,144.50396728515625,317.0,0.33061403036117554,0.09238274395465851,613.3693503266992,0.35308510065078735,0.1858719289302826,0.03750073164701462,202.35519409179688,0.02960235274322695,2.2274482250213623,-157.75393676757812,0.5181913375854492,0.41267848014831543,857.7208672086721,317000,0.0,0.02639791928231716,200.73446655273438,-11.577253105860683,0.06147392839193344,1.0
318,58.65729748057868,45.25270462036133,370.0,5.791332244873047,370.0,82.81367862060601,131.1272943733732,5421.320341348648,177.00836181640625,144.6793212890625,318.0,0.3237645924091339,-0.011889688670635223,203.32262411467326,0.3530396819114685,0.24554377794265747,0.037416063249111176,201.4424591064453,0.030804326970036468,2.2884771823883057,-158.26531982421875,0.5178614258766174,0.37895679473876953,858.1054054054053,318000,0.0,0.02639097161591053,199.20181274414062,-10.438067346816762,-0.06214046850800514,1.0
319,58.65270738316738,37.63172912597656,371.0,7.6041340827941895,371.0,87.23268491383492,131.3187353764086,5438.794119358063,155.87074279785156,144.68692016601562,319.0,0.3579826056957245,0.0759384036064148,181.22446208029882,0.35311245918273926,0.21616661548614502,0.03734971210360527,200.87069702148438,0.02960235274322695,2.3771748542785645,-158.20175170898438,0.5179799795150757,0.3972165882587433,858.4878706199461,319000,0.0,0.026375288143754005,198.41067504882812,-9.787861683013151,0.036577384918928146,1.0
320,58.63868124094721,36.07167053222656,372.0,5.759423732757568,372.0,91.15017263740552,122.64046500352838,5457.148647069931,202.4940185546875,144.5473175048828,320.0,0.3559008836746216,-0.06113909184932709,584.4547601761825,0.3530847430229187,0.25220394134521484,0.037110336124897,201.2095489501953,0.028447279136688073,2.387364625930786,-158.09584045410156,0.5183922648429871,0.38597428798675537,858.8682795698925,320000,0.0,0.026363717392086983,199.03366088867188,-12.26938327445899,-0.03638225048780441,1.0
321,58.66546339181877,30.83388900756836,373.0,5.8271803855896,373.0,96.8502300400819,124.90782736905727,5471.703135728836,193.53810119628906,144.6917266845703,321.0,0.3675541877746582,-0.00593310222029686,157.10790187547826,0.3531705141067505,0.1910364180803299,0.037173882126808167,201.66592407226562,0.029019069447335507,2.322103977203369,-156.93031311035156,0.5180758833885193,0.3430916666984558,859.2466487935657,321000,0.0,0.026386911049485207,199.52964782714844,-11.304671972432956,-0.013724856078624725,1.0
322,58.67950625670063,22.110998153686523,375.0,9.174448013305664,375.0,105.2369104863727,125.63186536157771,5487.435401916504,189.34689331054688,144.85626220703125,322.0,0.3506622314453125,-0.03839738294482231,352.12806918677353,0.3533768653869629,0.18609021604061127,0.03698340058326721,202.22027587890625,0.030197360033365813,2.4770524501800537,-160.06544494628906,0.5176828503608704,0.36834296584129333,857.7066666666667,322000,0.0,0.02637242153286934,199.31640625,-9.459842105817865,-0.017310574650764465,1.0
323,58.7014402961269,34.85299301147461,376.0,4.759835243225098,376.0,106.0662828905583,147.61076436981486,5502.420355796814,201.0997772216797,145.03115844726562,323.0,0.2971872389316559,0.13201600313186646,429.49943869903245,0.353503942489624,0.22724385559558868,0.037021346390247345,201.74462890625,0.02960235274322695,2.2726690769195557,-159.6872100830078,0.517259418964386,0.33360055088996887,858.0851063829788,323000,0.0,0.02638525515794754,200.12184143066406,-7.887227883957079,0.06997541338205338,1.0
324,58.72230619543762,23.605947494506836,378.0,2.126188039779663,378.0,104.0914342347232,147.49666264757445,5517.4944751262665,31.78459930419922,144.8662872314453,324.0,0.30563434958457947,-0.03145023062825203,-981.5424125571533,0.35364359617233276,0.23481501638889313,0.036904800683259964,202.47311401367188,0.02788675535407124,2.318807363510132,-158.20582580566406,0.5176228284835815,0.3072633743286133,857.0608465608466,324000,0.0,0.026369282975792885,201.2021484375,-8.11029874618401,0.06035924702882767,1.0
325,58.72875223943503,44.154903411865234,379.0,2.183431386947632,379.0,106.63205974198057,146.294168400766,5533.916311979294,188.0840301513672,145.01348876953125,325.0,0.3900652229785919,0.04224978759884834,416.88555757926696,0.35379502177238464,0.19253239035606384,0.03682323172688484,203.11770629882812,0.030197360033365813,2.3328897953033447,-158.18482971191406,0.5172779560089111,0.4172988533973694,857.4379947229552,325000,0.0,0.026377949863672256,201.73562622070312,-6.796117368928109,0.017559949308633804,1.0
326,58.73549487153471,43.25852584838867,380.0,1.953328013420105,380.0,117.97933259784331,151.8126567899803,5550.306517601013,196.1360626220703,145.1893768310547,326.0,0.37648123502731323,-0.09853978455066681,588.9650709899115,0.353544145822525,0.23620575666427612,0.03684740886092186,202.593994140625,0.030197360033365813,1.9592374563217163,-158.5004119873047,0.5167837142944336,0.36524417996406555,857.8131578947368,326000,0.0,0.02637934312224388,201.19781494140625,-5.188071505463851,0.008315552026033401,1.0
327,58.70997438754741,38.527889251708984,381.0,1.9373111724853516,381.0,112.96687310833985,135.18393610840624,5569.752046585083,139.91978454589844,144.79766845703125,327.0,0.31378787755966187,-0.000189315527677536,-29.053963660625435,0.35370516777038574,0.20857788622379303,0.035300809890031815,202.7030487060547,0.02960235274322695,2.032313823699951,-157.78636169433594,0.5180379748344421,0.33867818117141724,858.1863517060367,327000,0.0,0.026299085468053818,201.45248413085938,-9.435431996284358,-0.014925693161785603,1.0
328,58.67975404549278,16.350297927856445,382.0,2.0188751220703125,382.0,119.94158726670756,111.01387127618067,5589.662147283554,163.5142364501953,144.3938446044922,328.0,0.33887040615081787,-0.04326481372117996,229.1267861068834,0.353790283203125,0.20087654888629913,0.033432986587285995,203.0277099609375,0.029019069447335507,2.121786594390869,-157.0582275390625,0.5193197131156921,0.3622554838657379,858.5575916230366,328000,0.0,0.026200799271464348,201.56204223632812,-13.66885464676476,0.03452753275632858,1.0
329,58.658768094559065,27.575883865356445,383.0,2.023667335510254,383.0,120.92571139469736,112.24002866818903,5608.709672689438,188.37103271484375,144.56716918945312,329.0,0.33820274472236633,-0.06643225997686386,758.5441792480283,0.3537195026874542,0.195514976978302,0.03327848017215729,203.37863159179688,0.02960235274322695,1.9894808530807495,-158.60218811035156,0.5189014077186584,0.40065768361091614,858.9268929503917,329000,0.0,0.026213550940155983,201.87643432617188,-12.315591847516107,-0.006335586309432983,1.0
330,58.631124782881585,36.228153228759766,384.0,13.825027465820312,384.0,136.16406575011243,98.90213618241438,5628.40984582901,202.99362182617188,144.35260009765625,330.0,0.3259317874908447,-0.17026522755622864,635.2055004142927,0.3536880910396576,0.23163099586963654,0.03264310583472252,202.28582763671875,0.029019069447335507,4.994101524353027,-159.78990173339844,0.5195748209953308,0.3065199851989746,859.2942708333334,330000,0.0,0.02617376111447811,199.47776794433594,-14.417136925989999,-0.11984963715076447,1.0
