rollout/Q_mean,param_noise_stddev,eval/return_history,reference_action_mean,total/epochs,obs_rms_mean,eval/Q,total/steps_per_second,total/episodes,reference_actor_Q_std,rollout/actions_std,reference_perturbed_action_mean,eval/return,total/duration,rollout/actions_mean,rollout/return,rollout/return_history,rollout/episode_steps,train/loss_critic,total/steps,train/param_noise_distance,rollout/episodes,train/loss_actor,ret_rms_std,reference_Q_std,obs_rms_std,ret_rms_mean,eval/episodes,reference_perturbed_action_std,reference_actor_Q_mean,reference_Q_mean,reference_action_std
12.951462745666504,0.025245515830755405,-604.1201802758972,0.392899751663208,11,0.016383156180381775,36.6146240234375,68.80380249058722,14.0,2.9024829864501953,0.6661404967308044,0.25775793194770813,-219.9216401874143,159.8748848438263,0.05564536526799202,-586.2733239403439,-586.2733239403439,752.8571428571429,2.397700548171997,11000,0.1874171495437622,14.0,-24.854387283325195,1.0,2.873814821243286,0.405059814453125,0.0,11.0,0.5020877718925476,38.91333770751953,38.421295166015625,0.4335097372531891
15.08446979522705,0.024748079434129402,-582.9411104712357,0.18846730887889862,12,0.01666596718132496,31.238622665405273,68.72474907296517,15.0,2.8726799488067627,0.6546365022659302,0.19982695579528809,-349.9713426199593,174.60958623886108,0.06736889481544495,-555.8310775494637,-555.8310775494637,769.3333333333334,2.163180112838745,12000,0.17701002955436707,15.0,-26.87130355834961,1.0,2.922853946685791,0.40577661991119385,0.0,12.0,0.4752303659915924,40.79381561279297,40.344093322753906,0.4729262888431549
15.422276496887207,0.02575295069895359,-540.8624856551534,0.29140225052833557,13,0.01696128398180008,35.68739318847656,68.38423108810608,16.0,2.4944417476654053,0.6542222499847412,0.1512921303510666,-35.91898786216517,190.10230565071106,0.07668334990739822,-558.7268332239236,-558.7268332239236,783.75,2.926225185394287,13000,0.19222408533096313,16.0,-26.01712417602539,1.0,2.568490743637085,0.40896016359329224,0.0,13.0,0.5089454650878906,42.99650573730469,42.636783599853516,0.44494158029556274
16.3138484954834,0.02426044449968572,-524.6531608722019,0.18557628989219666,14,0.017897779121994972,28.299314498901367,68.20951352386696,17.0,2.2140860557556152,0.6493736505508423,0.08969113975763321,-313.9319386938327,205.2499611377716,0.08596228808164597,-565.0041183702392,-565.0041183702392,796.4705882352941,2.1649184226989746,14000,0.2066510170698166,17.0,-25.844276428222656,1.0,2.3047149181365967,0.40758711099624634,0.0,14.0,0.4971465766429901,44.86960983276367,44.484596252441406,0.4665406346321106
18.068389892578125,0.023782417899897774,-508.1361720611005,0.20965400338172913,15,0.018090691417455673,37.63848114013672,68.21849690204265,18.0,2.293916940689087,0.6393396854400635,0.19038251042366028,-276.89832870568137,219.88171362876892,0.08932119607925415,-522.2705184694398,-522.2705184694398,807.7777777777778,2.354017496109009,15000,0.19886745512485504,18.0,-28.340883255004883,1.0,2.3693158626556396,0.4075883626937866,0.0,15.0,0.4774114489555359,46.056007385253906,45.702171325683594,0.4635207951068878
19.59446907043457,0.02426044449968572,-496.6788839878436,0.19427591562271118,16,0.018301650881767273,38.540489196777344,68.34234741824352,19.0,2.2283847332000732,0.6350085735321045,0.11152391880750656,-324.8195628889899,234.11545848846436,0.08482147008180618,-489.8224531073826,-489.8224531073826,794.7894736842105,2.6620490550994873,16000,0.19812382757663727,19.0,-29.063980102539062,1.0,2.402263879776001,0.4054797291755676,0.0,16.0,0.542569100856781,47.79796600341797,47.314449310302734,0.45228204131126404
20.755512237548828,0.02426044449968572,-462.43101687831063,0.13455408811569214,17,0.018040994182229042,46.067874908447266,68.80487854745425,20.0,2.167623996734619,0.6333250403404236,0.2138407826423645,85.53485687421706,247.0755033493042,0.08864890784025192,-473.95843538803575,-473.95843538803575,805.05,3.3904407024383545,17000,0.20830054581165314,20.0,-29.798175811767578,1.0,2.279597043991089,0.40333229303359985,0.0,17.0,0.48173224925994873,48.78273010253906,48.38212966918945,0.4573509991168976
20.002737045288086,0.02240411346542305,-489.52709737640674,0.15979936718940735,18,0.01811894215643406,9.787030220031738,68.92637066302534,22.0,2.197747230529785,0.6439682245254517,0.2168748825788498,-950.1604658440405,261.1482343673706,0.09664279222488403,-463.778438214392,-463.778438214392,777.9090909090909,3.4059207439422607,18000,0.1883285790681839,22.0,-28.673171997070312,1.0,2.282343626022339,0.40489694476127625,0.0,18.0,0.4641782343387604,50.79533767700195,50.390655517578125,0.43375062942504883
21.080078125,0.023313810312614227,-475.75583378342964,0.014423858374357224,19,0.018722953274846077,32.15495681762695,68.74042235287588,23.0,2.760230302810669,0.63873291015625,0.2060827761888504,-227.87308910984265,276.40214228630066,0.1008598804473877,-518.0254883858862,-518.0254883858862,787.5652173913044,2.8904950618743896,19000,0.17419448494911194,23.0,-29.6446475982666,1.0,2.8917343616485596,0.40525251626968384,0.0,19.0,0.4384673535823822,52.163597106933594,51.673423767089844,0.4282814562320709
21.66522216796875,0.022854436146078055,-447.3912706963247,0.010967530310153961,20,0.018896592780947685,48.71656036376953,69.28460924939087,24.0,2.2038679122924805,0.6357329487800598,0.0011967625468969345,91.5354279586692,288.6643977165222,0.09900529682636261,-485.05572253946974,-485.05572253946974,796.4166666666666,2.894537925720215,20000,0.24609659612178802,24.0,-31.33578109741211,1.0,2.203989028930664,0.40818071365356445,0.0,20.0,0.4191519021987915,53.51675033569336,53.10517120361328,0.44472819566726685
