eval/Q,train/param_noise_distance,rollout/actions_mean,reference_action_std,ret_rms_std,train/loss_actor,ret_rms_mean,reference_actor_Q_mean,total/steps_per_second,rollout/return,reference_Q_std,rollout/episode_steps,eval/return,reference_perturbed_action_mean,total/duration,rollout/Q_mean,total/episodes,param_noise_stddev,train/loss_critic,reference_actor_Q_std,reference_perturbed_action_std,rollout/return_history,eval/episodes,reference_Q_mean,obs_rms_std,total/steps,obs_rms_mean,total/epochs,reference_action_mean,eval/return_history,rollout/actions_std,rollout/episodes
3.9997172355651855,0.18605968356132507,0.20019246637821198,0.036823295056819916,1.0,-4.131263256072998,0.0,4.251286506652832,64.57761273069062,382.6300638201104,0.5138738751411438,1000.0,-1526.1587278129061,-0.050013989210128784,15.48524260520935,1.8808695077896118,1.0,0.18469664449646242,0.023169558495283127,0.22370687127113342,0.6218879222869873,382.6300638201104,1.0,3.5440237522125244,0.24024225771427155,1000,0.03203941509127617,1,-0.7948914766311646,-1526.1587278129061,0.3402595520019531,1.0
8.869390487670898,0.20437641441822052,0.07628698647022247,0.5595194697380066,1.0,-7.62978982925415,0.0,8.783636093139648,65.55834515220548,-87.71880147817865,0.4523734152317047,1000.0,-917.4508651833432,-0.6311999559402466,30.507176399230957,3.3489298820495605,2.0,0.16720346283821505,0.040147267282009125,0.28409549593925476,0.28981131315231323,-87.71880147817865,2.0,8.233708381652832,0.23329441249370575,2000,0.03595217689871788,2,-0.40429288148880005,-1221.8047964981247,0.5162100791931152,2.0
10.366291999816895,0.7368059158325195,-0.1642930954694748,0.8560634851455688,1.0,-8.43631649017334,0.0,10.181406021118164,66.15630598900356,-392.47263398027394,0.9672960042953491,1000.0,-1777.0906322527117,-0.07726645469665527,45.347151041030884,4.293587684631348,3.0,0.15136711368692907,0.11323921382427216,0.9129215478897095,0.8821417093276978,-392.47263398027394,3.0,10.496454238891602,0.2205815464258194,3000,0.024171210825443268,3,-0.03994518518447876,-1406.900075082987,0.5665856599807739,3.0
9.636152267456055,0.49306726455688477,-0.1385260820388794,0.3564068675041199,1.0,-9.295123100280762,0.0,10.819604873657227,66.27814015401108,-851.605132391807,1.1894314289093018,1000.0,145.33997432252835,-0.037580057978630066,60.35172367095947,5.61279821395874,4.0,0.12654552784140155,0.16980695724487305,1.0477380752563477,0.5155037045478821,-851.605132391807,4.0,10.909892082214355,0.21053582429885864,4000,0.026472318917512894,4,0.33729761838912964,-1018.8400627316082,0.6658138036727905,4.0
11.253971099853516,0.47940823435783386,-0.1150255873799324,0.5525299310684204,1.0,-11.980198860168457,0.0,12.935245513916016,67.62939479148737,-719.4924708526773,1.3424099683761597,1000.0,-365.0363359986623,-0.046836256980895996,73.93234872817993,7.181256294250488,5.0,0.10370968758833489,0.23882019519805908,1.3008040189743042,0.5111084580421448,-719.4924708526773,5.0,12.871297836303711,0.2020573616027832,5000,0.027877382934093475,5,0.035766005516052246,-888.0793173850191,0.6451613306999207,5.0
10.478679656982422,0.4858698546886444,-0.09542250633239746,0.3861590623855591,1.0,-13.333459854125977,0.0,13.836231231689453,67.36415582753598,-642.6960721999316,1.2913310527801514,1000.0,14.697160968721992,0.2838665843009949,89.06813907623291,7.933382987976074,6.0,0.0849947009834283,0.18287384510040283,1.210837483406067,0.19713525474071503,-642.6960721999316,6.0,13.962478637695312,0.23798799514770508,6000,0.024737738072872162,6,0.24085980653762817,-737.616570992729,0.626105546951294,6.0
11.187440872192383,0.3808674216270447,-0.03654821962118149,0.3007105588912964,1.0,-14.699344635009766,0.0,15.45427417755127,67.26677548455918,-497.5959276267589,1.3170000314712524,1000.0,465.2361963707431,0.030600203201174736,104.06326079368591,8.54033374786377,7.0,0.06965693719894053,0.30000928044319153,1.3026026487350464,0.3079833388328552,-497.5959276267589,7.0,15.480484008789062,0.23603342473506927,7000,0.030336696654558182,7,0.21660441160202026,-565.7804613693758,0.6039365530014038,7.0
15.083325386047363,0.24161584675312042,-0.02889196388423443,0.4333372414112091,1.0,-17.006559371948242,0.0,17.905792236328125,67.17078807782106,-355.509634590687,1.115532398223877,1000.0,-12.554042357710333,0.05846545100212097,119.09939169883728,9.349319458007812,8.0,0.05823440555183466,0.2809566557407379,1.0004531145095825,0.34129276871681213,-355.509634590687,8.0,17.635963439941406,0.24752040207386017,8000,0.030421385541558266,8,0.23156499862670898,-496.62715899291754,0.5761407017707825,8.0
17.251861572265625,0.2993656098842621,-0.018602939322590828,0.46345803141593933,1.0,-20.523670196533203,0.0,21.050827026367188,67.13541441531335,-264.32186573356637,0.8123810291290283,1000.0,-274.96765332205035,0.2072201669216156,134.05741333961487,10.434283256530762,9.0,0.051680078090752424,0.6651808023452759,0.7599881291389465,0.45638635754585266,-264.32186573356637,9.0,20.842193603515625,0.24288882315158844,9000,0.0296641755849123,9,0.2793446481227875,-471.99832502948783,0.5567922592163086,9.0
23.2113094329834,0.2420603185892105,0.0018818710232153535,0.3945350646972656,1.0,-22.084388732910156,0.0,22.725006103515625,67.11661720423284,-241.78681519564302,0.8656508922576904,1000.0,479.49471096717696,-0.061707593500614166,148.994398355484,11.3859281539917,10.0,0.04495975420378481,0.4841339886188507,0.7896146178245544,0.42693883180618286,-241.78681519564302,10.0,22.60675048828125,0.25285959243774414,10000,0.029629703611135483,10,0.06452077627182007,-376.84902142982133,0.5526959300041199,10.0
