rollout/return_history,reference_action_std,eval/return,eval/episodes,ret_rms_mean,rollout/episodes,reference_Q_std,rollout/actions_std,rollout/Q_mean,total/duration,total/steps,total/episodes,reference_actor_Q_mean,eval/Q,rollout/return,reference_actor_Q_std,eval/return_history,train/param_noise_distance,reference_Q_mean,ret_rms_std,train/loss_critic,reference_action_mean,obs_rms_mean,rollout/actions_mean,total/steps_per_second,train/loss_actor,obs_rms_std,total/epochs,rollout/episode_steps
-284.4245656741925,0.644217848777771,-38.518494240331776,1.0,0.0,1.0,1.4979292154312134,0.6188012361526489,-0.7553317546844482,18.406142950057983,1000,1.0,-0.7904335856437683,0.39901071786880493,-284.4245656741925,1.4255982637405396,-38.518494240331776,0.0,-1.0277539491653442,1.0,0.04037477448582649,0.18403416872024536,0.08194726705551147,0.31890153884887695,54.32968779571767,0.8054070472717285,0.39153751730918884,1,1000.0
-301.57966468144116,0.8868339657783508,-217.674588269377,2.0,0.0,2.0,1.2948516607284546,0.7479895353317261,-0.7362565994262695,36.629600524902344,2000,2.0,2.3499951362609863,3.170407772064209,-301.57966468144116,1.0944561958312988,-128.0965412548544,0.0,1.7093297243118286,1.0,0.047886867076158524,0.05976990982890129,0.04754582792520523,-0.13913048803806305,54.600650057330434,-1.1177403926849365,0.7944018244743347,2,1000.0
-309.31676710150685,0.8482626676559448,-422.20709608291855,3.0,0.0,3.0,2.1173644065856934,0.754126787185669,0.1782425194978714,54.76506018638611,3000,3.0,5.168304443359375,1.7223950624465942,-309.31676710150685,1.9627444744110107,-226.1333928642091,0.0,4.496091842651367,1.0,0.13748103380203247,-0.0413476936519146,0.05641873925924301,-0.13222965598106384,54.77945226007004,-2.821004629135132,1.2811247110366821,3,1000.0
-275.130703014887,0.817715585231781,-358.5831575806325,4.0,0.0,4.0,2.263101100921631,0.749527096748352,0.664459228515625,72.89148378372192,4000,4.0,8.86416244506836,2.4034390449523926,-275.130703014887,2.1468746662139893,-259.24583404331497,0.0,8.011858940124512,1.0,0.38385313749313354,0.21144264936447144,0.05665336549282074,-0.19943594932556152,54.876095153564115,-4.919180870056152,1.4857927560806274,4,1000.0
-320.5199963549871,0.6626012325286865,227.151413328215,5.0,0.0,5.0,3.0233161449432373,0.7539381980895996,0.6252778768539429,91.05874180793762,5000,5.0,14.021921157836914,15.779150009155273,-320.5199963549871,3.0080182552337646,-161.966384569009,0.0,13.077677726745605,1.0,0.3588201105594635,0.16577328741550446,0.07167508453130722,-0.20095784962177277,54.909610002585694,-8.303044319152832,1.8067502975463867,5,1000.0
-321.6586864684084,0.5957029461860657,270.9287084527576,6.0,0.0,6.0,3.313136100769043,0.7629393339157104,0.9987589716911316,109.18228387832642,6000,6.0,20.6754207611084,24.021127700805664,-321.6586864684084,3.126399278640747,-89.81720239871454,0.0,19.764862060546875,1.0,0.3173507750034332,0.09000524133443832,0.0847177505493164,-0.1721731722354889,54.95397043247828,-11.4683837890625,1.7385520935058594,6,1000.0
-267.04350407624855,0.4444277584552765,446.44560341664857,7.0,0.0,7.0,3.173449993133545,0.7371701002120972,4.281654357910156,127.31452298164368,7000,7.0,24.335948944091797,28.910362243652344,-267.04350407624855,3.325160264968872,-13.20823013937696,0.0,23.540401458740234,1.0,0.4639298617839813,0.3518701493740082,0.0835028663277626,-0.16531139612197876,54.98194421236033,-17.787195205688477,1.7163385152816772,7,1000.0
-231.40146671634972,0.5606727600097656,259.0708292166801,8.0,0.0,8.0,3.99275279045105,0.719216525554657,7.117679595947266,145.4972791671753,8000,8.0,29.564361572265625,32.290489196777344,-231.40146671634972,3.777947425842285,20.82665228013019,0.0,28.5134334564209,1.0,0.7312121391296387,0.19662553071975708,0.08388685435056686,-0.16220125555992126,54.98384606084667,-23.841161727905273,1.7092735767364502,8,1000.0
-188.17398423700894,0.5451444387435913,-10.01484898390162,9.0,0.0,9.0,2.5393221378326416,0.709868311882019,10.055887222290039,163.73094415664673,9000,9.0,35.064552307128906,36.64297103881836,-188.17398423700894,2.429518938064575,17.399818806348875,0.0,34.19727325439453,1.0,0.8543487787246704,0.1312427967786789,0.08514774590730667,-0.14134415984153748,54.96822879973994,-30.450368881225586,1.7103960514068604,9,1000.0
-160.05475989485575,0.5965547561645508,-333.72209285408354,10.0,0.0,10.0,2.124335527420044,0.6975980997085571,12.926921844482422,182.05655694007874,10000,10.0,39.491676330566406,37.859519958496094,-160.05475989485575,1.883583664894104,-17.712372359694363,0.0,38.48544692993164,1.0,0.9938744902610779,0.17374111711978912,0.08333203196525574,-0.1284063160419464,54.92798594060721,-36.492679595947266,1.754367709159851,10,1000.0
-171.2468136061677,0.6530860066413879,-477.0416134452512,11.0,0.0,11.0,2.232633113861084,0.7010880708694458,14.981409072875977,200.2970814704895,11000,11.0,44.66765213012695,43.6887321472168,-171.2468136061677,2.0602293014526367,-59.46957609474498,0.0,43.66987228393555,1.0,1.809944748878479,-0.015073277987539768,0.0887504443526268,-0.11447348445653915,54.918423769547886,-40.88356018066406,1.8800383806228638,11,1000.0
-167.2891084410475,0.595670223236084,-93.7216944584491,12.0,0.0,12.0,1.805291771888733,0.6922552585601807,17.69184684753418,218.46230673789978,12000,12.0,49.12076950073242,49.34491729736328,-167.2891084410475,1.8350054025650024,-62.32391929172032,0.0,48.34113693237305,1.0,1.6847201585769653,0.17059604823589325,0.08441866934299469,-0.11381180584430695,54.92938429143753,-44.143550872802734,1.8595659732818604,12,1000.0
-154.57023959544856,0.6480113863945007,416.14621340928835,13.0,0.0,13.0,1.5832128524780273,0.6817635297775269,20.27175521850586,236.54030632972717,13000,13.0,54.52605438232422,54.26963806152344,-154.57023959544856,1.5019761323928833,-25.518524468565808,0.0,53.39563751220703,1.0,1.7134760618209839,0.08212603628635406,0.08198155462741852,-0.09707722067832947,54.95892096241116,-48.378028869628906,1.8555588722229004,13,1000.0
-165.21200649575144,0.644025981426239,296.68900770255595,14.0,0.0,14.0,1.4298382997512817,0.6867804527282715,21.520124435424805,254.69211959838867,14000,14.0,59.424415588378906,66.1847152709961,-165.21200649575144,1.3686257600784302,-2.50370074205711,0.0,58.42727279663086,1.0,1.8529390096664429,0.01908138394355774,0.0903867706656456,-0.11061897873878479,54.96832812132509,-53.264251708984375,1.995747685432434,14,1000.0
-159.34114580469583,0.5694824457168579,148.73873328295196,15.0,0.0,15.0,1.5529733896255493,0.6814453601837158,23.783876419067383,272.93359899520874,15000,15.0,66.00477600097656,63.76134490966797,-159.34114580469583,1.6617227792739868,7.579128192943495,0.0,64.7489242553711,1.0,3.418071985244751,-0.012297549284994602,0.08968159556388855,-0.12508001923561096,54.95842232404417,-56.083641052246094,2.029834032058716,15,1000.0
-143.7792498532665,0.5721317529678345,315.74025058926117,16.0,0.0,16.0,1.9272029399871826,0.6733450889587402,26.870386123657227,291.10608100891113,16000,16.0,71.79426574707031,77.53990936279297,-143.7792498532665,2.109053373336792,26.839198342713374,0.0,70.39138793945312,1.0,3.6981070041656494,-0.005863070487976074,0.08962763100862503,-0.12368156760931015,54.962781761711874,-60.866058349609375,1.9968595504760742,16,1000.0
-126.17444174268321,0.6135128140449524,807.1319482744202,17.0,0.0,17.0,2.2115981578826904,0.6660829782485962,29.88347625732422,309.29496669769287,17000,17.0,77.12251281738281,86.08002471923828,-126.17444174268321,2.1361656188964844,72.73877186810789,0.0,76.05477905273438,1.0,4.454740524291992,0.1050928607583046,0.08770310878753662,-0.13894708454608917,54.96371370509861,-65.93853759765625,1.9671523571014404,17,1000.0
-132.22853873738927,0.5684491395950317,221.96251392136156,18.0,0.0,18.0,1.9545588493347168,0.6691662669181824,29.83462142944336,327.56415271759033,18000,18.0,83.09381103515625,86.49161529541016,-132.22853873738927,1.909077525138855,81.02897975995532,0.0,82.17985534667969,1.0,3.101339340209961,0.05991816520690918,0.10599471628665924,-0.13498350977897644,54.951067907356496,-69.53247833251953,1.9612334966659546,18,1000.0
-121.70144336433216,0.5379467606544495,655.4156338412508,19.0,0.0,19.0,1.6044615507125854,0.6627686023712158,32.81696701049805,345.74008297920227,19000,19.0,89.43643188476562,96.81635284423828,-121.70144336433216,1.8430691957473755,111.25985629054982,0.0,87.99090576171875,1.0,2.729418992996216,0.04415735602378845,0.10483576357364655,-0.1388719379901886,54.95457696509817,-73.92385864257812,1.9467328786849976,19,1000.0
-106.67899258651896,0.5375521183013916,557.390479876356,20.0,0.0,20.0,2.0391299724578857,0.6603116393089294,35.79555892944336,364.035124540329,20000,20.0,94.29258728027344,99.12529754638672,-106.67899258651896,2.1563074588775635,133.56638746984012,0.0,93.07461547851562,1.0,3.16940975189209,0.02922450751066208,0.10273540765047073,-0.1459275335073471,54.9397534791573,-77.97985076904297,1.9525985717773438,20,1000.0
-92.66427665907501,0.5607001781463623,628.1147897276614,21.0,0.0,21.0,1.3087594509124756,0.6577350497245789,38.50652313232422,382.1720516681671,21000,21.0,96.86664581298828,102.51374816894531,-92.66427665907501,1.3633023500442505,157.11631138687923,0.0,95.96422576904297,1.0,5.006919860839844,0.32434508204460144,0.10170339047908783,-0.14146241545677185,54.949073089818484,-82.4912338256836,1.9667577743530273,21,1000.0
-72.14156904044317,0.5708208084106445,711.4871724654333,22.0,0.0,22.0,1.1361453533172607,0.6536371111869812,41.424415588378906,400.2882957458496,22000,22.0,101.01948547363281,107.45709991455078,-72.14156904044317,1.2445820569992065,182.31498689044986,0.0,99.97325897216797,1.0,5.05718994140625,0.3086566627025604,0.10151325166225433,-0.13780538737773895,54.960387884956305,-85.33206939697266,1.9702657461166382,22,1000.0
-49.67594289847661,0.5479146838188171,916.1596216418599,23.0,0.0,23.0,1.3615806102752686,0.6519733667373657,44.327938079833984,418.4591279029846,23000,23.0,104.20841979980469,114.23184967041016,-49.67594289847661,1.510284662246704,214.2212753579025,0.0,102.99467468261719,1.0,6.458958148956299,0.16741077601909637,0.10089906305074692,-0.1433144360780716,54.96355191308507,-88.91295623779297,1.982914924621582,23,1000.0
-31.012480717590567,0.47722673416137695,561.1430113369613,24.0,0.0,24.0,1.6045538187026978,0.6467607021331787,47.18015670776367,436.611962556839,24000,24.0,109.14728546142578,101.42655181884766,-31.012480717590567,1.8748852014541626,228.6763476903633,0.0,107.85247802734375,1.0,9.440613746643066,0.22494745254516602,0.10001267492771149,-0.14703182876110077,54.96871835451745,-93.7108383178711,1.9748117923736572,24,1000.0
-42.37054181175494,0.5290652513504028,930.5237481805829,25.0,0.0,25.0,1.4266701936721802,0.6516973376274109,47.21369171142578,454.72330474853516,25000,25.0,113.05292510986328,125.00655364990234,-42.37054181175494,1.5110561847686768,256.75024370997204,0.0,111.86395263671875,1.0,4.339909553527832,0.12150472402572632,0.10129597038030624,-0.15038661658763885,54.97848854222494,-95.59313201904297,2.057016134262085,25,1000.0
-28.82456528954104,0.5596494674682617,837.0147879388518,26.0,0.0,26.0,2.209258794784546,0.6476861238479614,50.078590393066406,472.9261667728424,26000,26.0,118.00347137451172,128.96319580078125,-28.82456528954104,2.389350414276123,279.0681107956982,0.0,116.71302795410156,1.0,6.715426445007324,-0.04028299078345299,0.10049818456172943,-0.15517288446426392,54.97686917477842,-99.56249237060547,2.0570013523101807,26,1000.0
-14.505500613195354,0.5278701782226562,830.1986905731035,27.0,0.0,27.0,2.038970708847046,0.6484962701797485,52.88172149658203,491.0585799217224,27000,27.0,121.15155792236328,133.71292114257812,-14.505500613195354,2.391906976699829,299.48035449115764,0.0,119.96171569824219,1.0,13.124529838562012,0.09639061242341995,0.10143449157476425,-0.1511167585849762,54.983256792507234,-104.43572998046875,2.0720748901367188,27,1000.0
10.728190233940685,0.5891440510749817,880.9643650342035,28.0,0.0,28.0,1.6085214614868164,0.6447156071662903,55.80927276611328,509.20373606681824,28000,28.0,127.40829467773438,138.90049743652344,10.728190233940685,1.4490320682525635,320.2476405819807,0.0,125.79280090332031,1.0,3.4511499404907227,-0.07821404188871384,0.10148634016513824,-0.15581253170967102,54.9878133579244,-109.0673599243164,2.0761044025421143,28,1000.0
22.355074707041027,0.6405647993087769,990.2138453989741,29.0,0.0,29.0,1.485691785812378,0.6451174020767212,57.416221618652344,527.371166229248,29000,29.0,132.247802734375,144.90206909179688,22.355074707041027,1.4382978677749634,343.3499235067046,0.0,131.06716918945312,1.0,15.192015647888184,-0.016722604632377625,0.10228338092565536,-0.1585569828748703,54.98973371516051,-112.71502685546875,2.118319272994995,29,1000.0
28.297317280728507,0.5676511526107788,688.2564185883925,30.0,0.0,30.0,1.2182668447494507,0.6431771516799927,60.1142692565918,545.7107253074646,30000,30.0,137.45877075195312,147.38485717773438,28.297317280728507,1.3636653423309326,354.8468066760942,0.0,136.2625732421875,1.0,9.901638984680176,0.09398222714662552,0.10090354084968567,-0.1572803258895874,54.97418065788864,-116.33505249023438,2.1077349185943604,30,1000.0
31.607813767076035,0.6290923953056335,696.45166803106,31.0,0.0,31.0,1.6556479930877686,0.6422315835952759,62.55221939086914,563.8937757015228,31000,31.0,140.06411743164062,153.01112365722656,31.607813767076035,1.613311767578125,365.86631833270604,0.0,138.7626495361328,1.0,11.698783874511719,0.09935697913169861,0.09970209002494812,-0.15298625826835632,54.97489303093275,-120.51900482177734,2.1059398651123047,31,1000.0
51.54257534391181,0.6518003344535828,836.0830510055223,32.0,0.0,32.0,1.8409961462020874,0.6404867172241211,65.38951110839844,582.1016640663147,32000,32.0,144.28695678710938,159.0260772705078,51.54257534391181,1.7147748470306396,380.5605912287316,0.0,142.71322631835938,1.0,11.08991813659668,0.16304592788219452,0.09991353750228882,-0.154861718416214,54.9732151192656,-124.98860168457031,2.1154794692993164,32,1000.0
43.522754604654665,0.5607626438140869,145.30711974357902,33.0,0.0,33.0,1.9549070596694946,0.6487153768539429,64.95052337646484,600.2799940109253,33000,33.0,149.25010681152344,102.9109878540039,43.522754604654665,2.06099271774292,373.4316981534239,0.0,147.798828125,1.0,21.491758346557617,0.2587957978248596,0.10690294206142426,-0.1482701450586319,54.97434585401057,-127.35487365722656,2.1303141117095947,33,1000.0
54.33005339208692,0.5963909029960632,952.8998266955425,34.0,0.0,34.0,1.6164848804473877,0.648197591304779,67.77106475830078,618.3645536899567,34000,34.0,155.67245483398438,166.6027374267578,54.33005339208692,1.6672838926315308,390.4748784046627,0.0,154.25242614746094,1.0,9.53525161743164,0.17115600407123566,0.10579156130552292,-0.15416084229946136,54.983746718844664,-131.106201171875,2.142244338989258,34,1000.0
73.77469142107448,0.6072728037834167,868.9331189374365,35.0,0.0,35.0,1.6547774076461792,0.6462938189506531,70.61822509765625,636.6189517974854,35000,35.0,159.5618438720703,173.9353485107422,73.77469142107448,1.5482234954833984,404.1451138484563,0.0,158.38095092773438,1.0,13.382061958312988,0.03316475823521614,0.10549283027648926,-0.15645629167556763,54.97794230155724,-134.96575927734375,2.151552438735962,35,1000.0
88.49176554103519,0.584413468837738,865.3949736648032,36.0,0.0,36.0,2.021125555038452,0.6434181332588196,73.46647644042969,654.7423760890961,36000,36.0,165.33493041992188,177.59559631347656,88.49176554103519,2.139700412750244,416.95760995446585,0.0,163.71878051757812,1.0,12.179971694946289,0.053764645010232925,0.10505720227956772,-0.1595640331506729,54.983458096961776,-140.12338256835938,2.15261173248291,36,1000.0
105.72467289140327,0.6345943212509155,752.7010176901897,37.0,0.0,37.0,1.4485323429107666,0.6419562101364136,76.25794219970703,672.8529250621796,37000,37.0,169.7013702392578,176.90463256835938,105.72467289140327,1.51142156124115,426.03175610948546,0.0,168.1324462890625,1.0,17.855192184448242,0.11874287575483322,0.1051626056432724,-0.1608429104089737,54.98972899104327,-143.04855346679688,2.163912534713745,37,1000.0
112.22660309556649,0.6266916394233704,640.1408406501364,38.0,0.0,38.0,1.7293510437011719,0.6409341096878052,78.8454360961914,690.9547097682953,38000,38.0,172.79904174804688,152.20909118652344,112.22660309556649,2.001453161239624,431.6662057026605,0.0,171.28451538085938,1.0,4.368584632873535,0.11539390683174133,0.10421519726514816,-0.1581491082906723,54.99636873847045,-148.39073181152344,2.1527109146118164,38,1000.0
125.0528088992896,0.6174494624137878,585.7195799009556,39.0,0.0,39.0,3.0636165142059326,0.6397578716278076,81.45872497558594,709.07954454422,39000,39.0,177.44674682617188,160.4940948486328,125.0528088992896,3.304548501968384,435.6162922205655,0.0,175.67739868164062,1.0,5.668888568878174,0.19607006013393402,0.10400287061929703,-0.15770305693149567,55.00088149499264,-150.26971435546875,2.152125358581543,39,1000.0
132.99304809607128,0.5998513102531433,1024.73475245506,40.0,0.0,40.0,2.37939453125,0.6397715210914612,84.05288696289062,727.325977563858,40000,40.0,179.81344604492188,191.33273315429688,132.99304809607128,2.0856199264526367,450.34425372642784,0.0,178.338134765625,1.0,32.325584411621094,0.2510533630847931,0.10399556905031204,-0.15963366627693176,54.99597324156907,-153.92373657226562,2.1577587127685547,40,1000.0
145.59738715231208,0.7033737301826477,988.4871294649716,41.0,0.0,41.0,1.5238264799118042,0.6392837166786194,86.62340545654297,745.4685566425323,41000,41.0,183.41781616210938,194.69009399414062,145.59738715231208,2.2125582695007324,463.46968972005084,0.0,181.51473999023438,1.0,14.905736923217773,0.07860865443944931,0.10363695025444031,-0.16479329764842987,54.99896626714512,-157.27719116210938,2.1672563552856445,41,1000.0
149.49749589018091,0.6754172444343567,778.6321627051304,42.0,0.0,42.0,2.2536585330963135,0.6393209099769592,88.20002746582031,763.6195225715637,42000,42.0,188.91665649414062,175.8899688720703,149.49749589018091,2.2122905254364014,470.97355812445744,0.0,187.37228393554688,1.0,16.395605087280273,0.19965828955173492,0.10442504286766052,-0.1692488193511963,55.001212984394215,-160.5565185546875,2.1795692443847656,42,1000.0
165.67436882206482,0.6609510183334351,555.4792270818324,43.0,0.0,43.0,1.7293813228607178,0.6376268863677979,90.70054626464844,781.7375221252441,43000,43.0,191.63626098632812,151.59634399414062,165.67436882206482,1.7969921827316284,472.93880623974525,0.0,190.26144409179688,1.0,22.497154235839844,0.18885134160518646,0.10449635982513428,-0.16972248256206512,55.00567490108382,-163.25584411621094,2.189695358276367,43,1000.0
162.31998023055527,0.6598815321922302,-247.94852907711456,44.0,0.0,44.0,1.6908650398254395,0.6404554843902588,90.2667007446289,799.8852865695953,44000,44.0,196.1381072998047,53.292694091796875,162.31998023055527,2.247466564178467,456.55500316436206,0.0,193.9598388671875,1.0,27.584962844848633,0.12807881832122803,0.11000939458608627,-0.17353643476963043,55.00788767936877,-165.3995361328125,2.2372376918792725,44,1000.0
152.59413216716956,0.6718521118164062,-300.8787715059599,45.0,0.0,45.0,2.4514408111572266,0.6424579620361328,89.00218200683594,818.1868388652802,45000,45.0,200.75537109375,53.70732498168945,152.59413216716956,2.479759931564331,439.7231415050216,0.0,199.10069274902344,1.0,16.770475387573242,0.22844606637954712,0.12525078654289246,-0.1788078248500824,54.99966250057164,-166.9199676513672,2.3065059185028076,45,1000.0
