reference_action_mean,eval/episodes,ret_rms_mean,reference_Q_std,eval/Q,rollout/Q_mean,eval/return,ret_rms_std,reference_actor_Q_std,reference_action_std,total/steps,total/epochs,rollout/actions_mean,rollout/episode_steps,rollout/actions_std,obs_rms_std,total/episodes,total/duration,rollout/episodes,reference_Q_mean,rollout/return_history,train/loss_critic,train/loss_actor,train/param_noise_distance,obs_rms_mean,eval/return_history,total/steps_per_second,rollout/return,reference_actor_Q_mean
0.13213247060775757,1.0,0.0,0.8945875763893127,-0.2760433852672577,-0.32580479979515076,-408.82289057058875,1.0,0.7830642461776733,0.8243111371994019,1000,1,0.06559213995933533,1000.0,0.5414838790893555,0.7675295472145081,1.0,19.834373712539673,1.0,0.4856822192668915,-177.10878276251682,0.03447963297367096,-0.7591512799263,0.0,0.0025659725069999695,-408.82289057058875,50.41752336086018,-177.10878276251682,0.8199916481971741
-0.04832295700907707,2.0,0.0,1.0946128368377686,2.7981038093566895,-0.01098263543099165,-272.78516393491725,1.0,0.8033818602561951,0.9506638646125793,2000,2,-0.07845667004585266,1000.0,0.6665130257606506,0.8112325072288513,2.0,39.330442905426025,2.0,2.9479868412017822,-267.68048454086755,0.04314388707280159,-2.6925346851348877,0.0,0.03506840392947197,-340.80402725275303,50.851194450293875,-267.68048454086755,3.4631173610687256
0.23971213400363922,3.0,0.0,1.0347044467926025,-0.015577065758407116,0.14537806808948517,-242.65426047776228,1.0,0.9969716668128967,0.8069708347320557,3000,3,-0.16180634498596191,1000.0,0.705740213394165,1.0832507610321045,3.0,58.77920484542847,3.0,5.429781913757324,-317.9260666723986,0.0851854532957077,-2.9918997287750244,0.0,0.03393599018454552,-308.0874383277561,51.03845837807933,-317.9260666723986,5.712709426879883
0.11736726760864258,4.0,0.0,1.3617205619812012,-3.5764617919921875,-0.44949665665626526,-531.6806098322936,1.0,1.3250455856323242,0.7397191524505615,4000,4,-0.25109249353408813,1000.0,0.724572479724884,1.0678411722183228,4.0,78.2895815372467,4.0,6.822722434997559,-350.69572226630606,0.09083156287670135,-1.7292671203613281,0.0,0.039639849215745926,-363.9857312038905,51.0923665889947,-350.69572226630606,7.206113815307617
0.1816353052854538,5.0,0.0,1.6374202966690063,3.734171152114868,0.4889051616191864,-200.82941953327943,1.0,1.5524362325668335,0.6925417184829712,5000,5,-0.2283439338207245,1000.0,0.7364851832389832,1.1504390239715576,5.0,97.72691607475281,5.0,8.714300155639648,-358.0284319815994,0.26019394397735596,-3.191683292388916,0.0,0.04022695869207382,-331.3544688697683,51.16297741530515,-358.0284319815994,8.900362968444824
0.13265888392925262,6.0,0.0,1.5150659084320068,5.878988742828369,1.2435221672058105,31.136493432177964,1.0,1.481979489326477,0.6854984760284424,6000,6,-0.24037085473537445,1000.0,0.728621244430542,1.3190585374832153,6.0,117.1821038722992,6.0,10.184996604919434,-327.0935415857395,0.2716311812400818,-4.920420169830322,0.0,0.04163371026515961,-270.9393084861106,51.20235771273216,-327.0935415857395,10.560428619384766
0.23141737282276154,7.0,0.0,1.684730887413025,10.395234107971191,2.047184944152832,288.1654795419662,1.0,1.6055448055267334,0.5923790335655212,7000,7,-0.2268354445695877,1000.0,0.7238855957984924,1.3591173887252808,7.0,136.82608699798584,7.0,12.451444625854492,-271.7135616070499,0.3051108121871948,-7.189273834228516,0.0,0.04889591783285141,-191.06719591067102,51.15983474776301,-271.7135616070499,12.791183471679688
0.155194953083992,8.0,0.0,1.6782559156417847,13.26829719543457,3.1545114517211914,243.04034918658414,1.0,1.5339367389678955,0.5716181397438049,8000,8,-0.21130330860614777,1000.0,0.7156628966331482,1.3777047395706177,8.0,156.8152642250061,8.0,14.136931419372559,-226.7388633494976,0.28423652052879333,-10.315177917480469,0.0,0.05599883198738098,-136.80375277351413,51.015441892960204,-226.7388633494976,14.58449935913086
0.20378100872039795,9.0,0.0,1.4956722259521484,18.42118263244629,4.478953838348389,539.5914077515398,1.0,1.3046951293945312,0.5539424419403076,9000,9,-0.17440132796764374,1000.0,0.70340496301651,1.3362289667129517,9.0,176.35668063163757,9.0,16.41224479675293,-204.23391883669547,0.34140002727508545,-14.136870384216309,0.0,0.05557621642947197,-61.64873493739703,51.03294055981139,-204.23391883669547,16.931400299072266
0.09010473638772964,10.0,0.0,1.3820892572402954,23.165916442871094,6.015176773071289,533.4673948442962,1.0,1.2241408824920654,0.5936272144317627,10000,10,-0.16669277846813202,1000.0,0.6914796233177185,1.3869004249572754,10.0,195.89518666267395,10.0,19.089570999145508,-143.76584970034057,0.3708614408969879,-18.59869956970215,0.0,0.06522141396999359,-2.1371219592277044,51.04770653308456,-143.76584970034057,19.67304801940918
