reference_action_std,train/loss_actor,total/steps_per_second,rollout/return,train/param_noise_distance,total/epochs,rollout/episode_steps,reference_perturbed_action_mean,eval/return,rollout/return_history,reference_actor_Q_mean,eval/Q,rollout/actions_mean,reference_Q_std,reference_Q_mean,total/episodes,rollout/episodes,reference_perturbed_action_std,train/loss_critic,ret_rms_std,eval/return_history,param_noise_stddev,ret_rms_mean,rollout/Q_mean,obs_rms_std,reference_actor_Q_std,rollout/actions_std,eval/episodes,obs_rms_mean,reference_action_mean,total/steps,total/duration
0.6490095257759094,-18.98211669921875,95.0716730431547,110.51467196777556,0.7078691124916077,1,23.61904761904762,0.17482532560825348,88.54522854620168,110.51467196777556,19.059307098388672,19.863693237304688,0.017941882833838463,4.060863494873047,18.498807907104492,42.0,42.0,0.7279253602027893,1.5522555112838745,1.0,88.54522854620168,0.16720346283821505,0.0,9.250786781311035,9.523158073425293,3.1570568084716797,0.7579813599586487,1.0,0.8349012136459351,-0.029448501765727997,1000,10.518380165100098
0.7140390872955322,-37.8911018371582,95.5378907040557,119.74370867443344,0.7144643664360046,2,25.20253164556962,0.17273420095443726,67.44024265683035,119.74370867443344,36.930931091308594,31.240346908569336,0.04787662252783775,11.947050094604492,35.67840576171875,79.0,79.0,0.7707335352897644,2.602296829223633,1.0,77.99273560151602,0.1370306733903066,0.0,18.424589157104492,8.931946754455566,10.529645919799805,0.7643532752990723,2.0,0.9273051619529724,0.03715798631310463,2000,20.934102535247803
0.7065436244010925,-57.417518615722656,94.56198784561462,126.83821252950777,0.7024099230766296,3,26.758928571428573,-0.0031748651526868343,301.70460751100234,130.443370962963,55.63343048095703,58.646339416503906,0.06863740086555481,18.77578353881836,52.88567352294922,112.0,112.0,0.7531763315200806,6.498198986053467,1.0,152.5633595713448,0.11230273064362171,0.0,27.925460815429688,8.63314151763916,15.707818031311035,0.7634775042533875,3.0,1.0570342540740967,0.18455226719379425,3000,31.725221395492554
0.7477606534957886,-75.792724609375,94.7326619072262,136.22721027758902,0.6906677484512329,4,28.795620437956206,0.07367472350597382,119.49520652480385,146.7362443730296,72.80632019042969,86.93222045898438,0.09322749823331833,28.047117233276367,69.42115020751953,137.0,137.0,0.7654935121536255,9.990299224853516,1.0,144.29632130970955,0.09203708190275892,0.0,37.76177978515625,8.448370933532715,25.13410758972168,0.7584377527236938,4.0,1.184801459312439,0.15603268146514893,4000,42.224085330963135
0.7698781490325928,-95.88929748535156,94.79027984157565,145.66475384054226,0.6450513005256653,5,30.664596273291924,0.2492256760597229,95.06563181534081,163.00237455062972,91.47549438476562,96.90247344970703,0.10307125747203827,36.46586608886719,86.05656433105469,161.0,161.0,0.7239367961883545,12.036674499511719,1.0,134.4501834108358,0.07542848153938683,0.0,47.482582092285156,8.256794929504395,31.70003318786621,0.7553761601448059,5.0,1.2772432565689087,0.12573403120040894,5000,52.748024463653564
0.7717685103416443,-115.62985229492188,94.32696547898657,154.2550713829158,0.5138587951660156,6,32.351351351351354,0.09326194226741791,243.711722955195,182.50034062847314,108.83861541748047,106.64732360839844,0.11766214668750763,44.823272705078125,103.0223617553711,185.0,185.0,0.7645975947380066,16.05440902709961,1.0,152.66044000156234,0.06181699495154324,0.0,56.957984924316406,8.253460884094238,39.77495193481445,0.7546383738517761,6.0,1.3469338417053223,0.11187812685966492,6000,63.60853409767151
0.7614525556564331,-131.503173828125,93.91365436494961,162.1532113241239,0.4619898200035095,7,34.083333333333336,-0.05074591934680939,271.6679550458321,200.1091860043625,120.55567932128906,130.0462646484375,0.11751088500022888,56.69126510620117,114.8062973022461,204.0,204.0,0.7484081983566284,16.74761199951172,1.0,169.66151357931517,0.05066177638540577,0.0,66.2970199584961,8.270018577575684,53.19041442871094,0.7549995183944702,7.0,1.3715155124664307,0.041710201650857925,7000,74.53655219078064
0.775976300239563,-148.1184539794922,93.6956655243737,172.02480761823938,0.37569180130958557,8,36.14932126696833,-0.0006750664324499667,234.72459126530234,222.81533888964736,136.55255126953125,143.9667205810547,0.12006944417953491,68.50282287597656,128.58367919921875,221.0,221.0,0.7687170505523682,26.823816299438477,1.0,177.79439829006355,0.04151957869412388,0.0,74.9494400024414,8.159615516662598,64.49909210205078,0.7607613801956177,8.0,1.4089699983596802,-0.01614980772137642,8000,85.38281846046448
0.7894479632377625,-160.71588134765625,93.49247548600935,179.13090553053402,0.34743693470954895,9,37.30705394190871,0.02331334352493286,245.27863338356096,237.90068028781516,149.62864685058594,151.23866271972656,0.11102020740509033,79.4216079711914,141.24301147460938,241.0,241.0,0.7846172451972961,30.814443588256836,1.0,185.29264663378547,0.034027141129503384,0.0,83.4629135131836,7.99850606918335,76.0188980102539,0.7673272490501404,9.0,1.4503192901611328,-0.027343211695551872,9000,96.26443147659302
0.7747383117675781,-176.29742431640625,93.1366340186544,187.01949003562288,0.3177535831928253,10,38.64341085271318,0.09606942534446716,406.6125780395197,256.501160143379,166.72862243652344,189.92286682128906,0.1112917959690094,87.99320220947266,157.99234008789062,258.0,258.0,0.7755655646324158,48.912353515625,1.0,207.42463977435892,0.027886755354071244,0.0,91.61710357666016,7.91070556640625,85.06900024414062,0.7707773447036743,10.0,1.4927306175231934,0.03699684143066406,10000,107.36913681030273
