reference_perturbed_action_mean,total/episodes,rollout/return,eval/return_history,rollout/episode_steps,total/duration,eval/Q,reference_Q_mean,ret_rms_mean,param_noise_stddev,rollout/Q_mean,train/loss_critic,rollout/return_history,reference_action_mean,train/param_noise_distance,rollout/actions_std,reference_Q_std,eval/return,reference_action_std,ret_rms_std,total/steps_per_second,obs_rms_std,train/loss_actor,obs_rms_mean,rollout/actions_mean,rollout/episodes,eval/episodes,total/epochs,reference_actor_Q_std,total/steps,reference_actor_Q_mean,reference_perturbed_action_std
0.0709230899810791,1.0,-348.6318154999603,-444.8971907503442,1000.0,13.56449580192566,0.9269083738327026,-0.22519949078559875,0.0,0.16720346283821505,-0.11196274310350418,0.006007198244333267,-348.6318154999603,-0.3929613530635834,0.34824734926223755,0.6571453213691711,0.2524445652961731,-444.8971907503442,0.7681848406791687,1.0,73.7218702856642,1.1203722953796387,-0.3259221017360687,0.13400231301784515,0.40667828917503357,1.0,1.0,1,0.15852342545986176,1000,0.37029579281806946,0.6330730319023132
-0.26470503211021423,2.0,-294.541411982197,-486.1287004088831,1000.0,26.779165267944336,-0.8441004753112793,-0.30800533294677734,0.0,0.15136711368692907,0.11406584084033966,0.013753487728536129,-294.541411982197,-0.340207576751709,0.11288964748382568,0.6315714716911316,0.2537117302417755,-527.360210067422,0.8739049434661865,1.0,74.68492688209646,1.2729594707489014,0.26044484972953796,0.06031365320086479,0.25243207812309265,2.0,2.0,2,0.25686806440353394,2000,-0.3935222029685974,0.7895583510398865
-0.02618386410176754,3.0,-350.50892285532456,-440.3535401481097,1000.0,39.94037747383118,-0.7460442781448364,-0.2897298336029053,0.0,0.12654552784140155,-0.27309975028038025,0.013054740615189075,-350.50892285532456,-0.06765016168355942,0.5404121279716492,0.7455211877822876,0.24640585482120514,-348.8032196265628,0.8468273878097534,1.0,75.11195911870367,1.0969632863998413,-0.6163904666900635,0.021975141018629074,0.09619219601154327,3.0,3.0,3,0.19588392972946167,3000,0.1717401146888733,0.7466200590133667
0.010470668785274029,4.0,-346.10635756534555,-432.35779359702644,1000.0,53.14960813522339,-1.1434475183486938,-0.07910186797380447,0.0,0.10370968758833489,-0.09023517370223999,0.12656792998313904,-346.10635756534555,-0.03083678148686886,0.5937126874923706,0.7446134686470032,0.3263164758682251,-408.37055394377666,0.9028484225273132,1.0,75.25925665948822,1.0255299806594849,-1.3776884078979492,0.018479719758033752,0.06548631936311722,4.0,4.0,4,0.4087334871292114,4000,0.04780533164739609,0.7893633246421814
-0.1160004511475563,5.0,-326.48550643191413,-428.98568597726234,1000.0,66.34409189224243,1.075689673423767,0.3450844883918762,0.0,0.0849947009834283,-0.18549604713916779,0.050006188452243805,-326.48550643191413,0.2850935459136963,0.3858475685119629,0.7375220060348511,0.36013263463974,-415.4972554982058,0.8856093287467957,1.0,75.3646610782029,1.1716339588165283,-1.786259651184082,0.03149872273206711,0.07562444359064102,5.0,5.0,5,0.3756023943424225,5000,0.6207594275474548,0.7054268717765808
0.2137407809495926,6.0,-344.6066788358255,-438.6509160854382,1000.0,79.58707880973816,1.9750202894210815,0.9910070896148682,0.0,0.07105704163663924,-0.278013676404953,0.10098088532686234,-344.6066788358255,0.22686202824115753,0.18654248118400574,0.7389891147613525,0.36768364906311035,-486.9770666263174,0.9032750129699707,1.0,75.38912207525135,1.1707106828689575,-2.465768575668335,0.03617991879582405,0.11071170121431351,6.0,6.0,6,0.3040846586227417,6000,1.58335280418396,0.8607749938964844
0.431322306394577,7.0,-329.1868367177485,-438.2930653652982,1000.0,93.04717493057251,0.7547057867050171,1.1400330066680908,0.0,0.05940491710342653,-0.05380689352750778,0.07454649358987808,-329.1868367177485,0.49758318066596985,0.3323630690574646,0.7390956878662109,0.44915708899497986,-436.14596104445826,0.7511661052703857,1.0,75.23065590355726,1.1842540502548218,-3.146009922027588,0.044793881475925446,0.11345653235912323,7.0,7.0,7,0.42755207419395447,7000,1.4842917919158936,0.7160399556159973
-0.08212906867265701,8.0,-335.76639291848323,-442.4506965003691,1000.0,106.57068276405334,0.996315062046051,0.9914910793304443,0.0,0.048684971322958646,-0.03049151971936226,0.07990183681249619,-335.76639291848323,0.04766528680920601,0.2199651449918747,0.7405811548233032,0.4893580675125122,-471.5541144458656,0.8829235434532166,1.0,75.06754946585016,1.2070157527923584,-3.3461263179779053,0.055819954723119736,0.1559925675392151,8.0,8.0,8,0.5068820118904114,8000,1.2358815670013428,0.8894109725952148
0.0949532762169838,9.0,-341.0287913798426,-430.7069934089096,1000.0,120.06991791725159,0.9376599788665771,1.3784921169281006,0.0,0.039899499036260555,0.04519110918045044,0.06363236159086227,-341.0287913798426,0.31335291266441345,0.24273346364498138,0.7536284327507019,0.580394983291626,-336.7573686772338,0.7625847458839417,1.0,74.95632674790798,1.1988883018493652,-3.5936429500579834,0.05948328971862793,0.14892560243606567,9.0,9.0,9,0.5994836091995239,9000,1.8230714797973633,0.8381512761116028
0.004691185895353556,10.0,-329.08393771170006,-429.0895391478546,1000.0,133.61468505859375,5.306597709655762,1.2983102798461914,0.0,0.03335667202186392,0.14177541434764862,0.161620631814003,-329.08393771170006,-0.08524736016988754,0.241127148270607,0.7481692433357239,0.5235090255737305,-414.5324507983595,0.8364786505699158,1.0,74.84207290250112,1.4338188171386719,-4.160478591918945,0.06393720209598541,0.1460803896188736,10.0,10.0,10,0.589383065700531,10000,1.5700846910476685,0.7865251302719116
