eval/return_history,reference_actor_Q_std,rollout/Q_mean,obs_rms_mean,total/epochs,rollout/episodes,total/episodes,reference_actor_Q_mean,reference_action_std,total/steps,train/loss_critic,eval/return,total/steps_per_second,rollout/actions_mean,obs_rms_std,rollout/episode_steps,ret_rms_mean,reference_Q_std,eval/Q,total/duration,train/loss_actor,rollout/return_history,rollout/return,train/param_noise_distance,rollout/actions_std,reference_Q_mean,ret_rms_std,eval/episodes,reference_action_mean
-321.57789324364785,0.9156771302223206,-0.4280684292316437,0.0773344486951828,1,1.0,1.0,0.42837828397750854,0.691620945930481,1000,0.02557854726910591,-321.57789324364785,29.74351952774402,0.06100067123770714,1.131377100944519,1000.0,0.0,1.018845558166504,1.86808443069458,33.620769023895264,-0.2995336055755615,-311.4845176939659,-311.4845176939659,0.0,0.7411463260650635,-0.060116395354270935,1.0,1.0,-0.5597819685935974
-364.808792941284,2.5535037517547607,1.0809824466705322,0.0661538615822792,2,2.0,2.0,4.797290802001953,0.7769176363945007,2000,0.08413386344909668,-408.0396926389202,29.81402224995548,0.10361026972532272,1.3861660957336426,1000.0,0.0,2.5103607177734375,-0.8027674555778503,67.082528591156,-4.753830432891846,-231.32271066614683,-231.32271066614683,0.0,0.7155489921569824,4.181425094604492,1.0,2.0,0.06624472141265869
-412.7702674660921,6.300827503204346,-0.6708772778511047,0.08224786072969437,3,3.0,3.0,13.408679962158203,0.739564061164856,3000,0.17383348941802979,-508.6932165157083,29.902321599880974,0.005012861452996731,1.3440253734588623,1000.0,0.0,6.08070182800293,-2.99619460105896,100.32665824890137,-7.889647960662842,-266.46353383288306,-266.46353383288306,0.0,0.7431132197380066,12.541558265686035,1.0,3.0,0.06659521907567978
-270.0707287145855,8.7253999710083,0.05148974433541298,0.09722549468278885,4,4.0,4.0,24.017833709716797,0.7419695258140564,4000,0.40995433926582336,158.02788753993414,29.964450781165603,-0.01551075279712677,1.6132923364639282,1000.0,0.0,8.495588302612305,30.74053192138672,133.49151730537415,-13.286779403686523,-326.66217943208613,-326.66217943208613,0.0,0.7533107399940491,23.244234085083008,1.0,4.0,0.11050952225923538
-201.45418987959502,8.731069564819336,7.076687335968018,0.09635204076766968,5,5.0,5.0,32.35295104980469,0.6806528568267822,5000,0.4021669626235962,73.0119654603671,29.979408155341307,0.039079565554857254,1.596929669380188,1000.0,0.0,8.889374732971191,35.890480041503906,166.78114438056946,-25.884546279907227,-178.5948434977286,-178.5948434977286,0.0,0.7234607934951782,31.309803009033203,1.0,5.0,0.17735479772090912
-13.317171770171512,7.780047416687012,11.936098098754883,0.10153276473283768,6,6.0,6.0,43.57453536987305,0.6669778227806091,6000,0.5768015384674072,927.367918776946,30.000599932746734,0.04366789758205414,1.606249213218689,1000.0,0.0,7.882855415344238,56.89253616333008,199.99600052833557,-39.9883918762207,-174.64322715221613,-174.64322715221613,0.0,0.7131156921386719,42.642730712890625,1.0,6.0,0.10610783100128174
93.90487557766947,9.065027236938477,17.87726593017578,0.10185747593641281,7,7.0,7.0,51.300228118896484,0.6618602871894836,7000,1.3824673891067505,737.2371596647154,30.01672040586993,0.06825942546129227,1.6183542013168335,1000.0,0.0,9.055938720703125,67.56441497802734,233.20335817337036,-50.63017272949219,-107.99506430953377,-107.99506430953377,0.0,0.6971389055252075,50.358306884765625,1.0,7.0,0.17589540779590607
147.0150066650292,11.295904159545898,24.18250274658203,0.09780912101268768,8,8.0,8.0,59.64631652832031,0.7037705779075623,8000,1.6235884428024292,518.7859242765475,30.009469648220744,0.07307581603527069,1.6542322635650635,1000.0,0.0,11.277734756469727,76.57685089111328,266.5825185775757,-61.127830505371094,-58.8526052181996,-58.8526052181996,0.0,0.6888123750686646,58.3863410949707,1.0,8.0,0.05988447740674019
196.1000135983994,11.571162223815918,31.442214965820312,0.09528122842311859,9,9.0,9.0,72.0606689453125,0.6600591540336609,9000,1.6738708019256592,588.7800690653612,29.966968919825298,0.08976053446531296,1.6504011154174805,1000.0,0.0,11.650701522827148,92.2364273071289,300.3306748867035,-74.61824035644531,40.24798302797053,40.24798302797053,0.0,0.6810040473937988,70.72686004638672,1.0,9.0,0.10891876369714737
284.2772677993135,12.533968925476074,38.662445068359375,0.09133691340684891,10,10.0,10.0,85.97239685058594,0.7036211490631104,10000,3.8121371269226074,1077.87255560754,29.960366643592643,0.08419094979763031,1.660772681236267,1000.0,0.0,12.533561706542969,111.43513488769531,333.7742865085602,-91.23548889160156,122.89143938763998,122.89143938763998,0.0,0.6711184978485107,84.44830322265625,1.0,10.0,0.05061974748969078
356.1193379895183,10.778114318847656,45.53858947753906,0.0904024988412857,11,11.0,11.0,101.2618408203125,0.7115111947059631,11000,7.34819221496582,1074.5400398915667,29.967154471691728,0.09472805261611938,1.6685477495193481,1000.0,0.0,11.065129280090332,128.83712768554688,367.0685520172119,-108.22872161865234,172.06546274573017,172.06546274573017,0.0,0.666245698928833,99.8755874633789,1.0,11.0,0.11851076036691666
409.3630528077521,8.164474487304688,53.02814483642578,0.0867595449090004,12,12.0,12.0,121.22821807861328,0.7663532495498657,12000,6.232244491577148,995.0439158083233,29.958374199064867,0.09379436075687408,1.6665791273117065,1000.0,0.0,8.295060157775879,145.01194763183594,400.5557818412781,-128.186279296875,220.65951697681172,220.65951697681172,0.0,0.6589210033416748,119.6094970703125,1.0,12.0,0.024102071300148964
