eval/Q,ret_rms_std,reference_perturbed_action_mean,rollout/actions_std,total/epochs,reference_action_mean,train/loss_critic,obs_rms_mean,rollout/episodes,rollout/return,rollout/episode_steps,rollout/Q_mean,eval/return_history,train/loss_actor,reference_Q_std,obs_rms_std,eval/return,rollout/return_history,ret_rms_mean,total/duration,reference_Q_mean,eval/episodes,rollout/actions_mean,reference_actor_Q_mean,reference_actor_Q_std,total/steps_per_second,total/steps,param_noise_stddev,reference_action_std,reference_perturbed_action_std,total/episodes,train/param_noise_distance
19.71906852722168,1.0,0.23625129461288452,0.6826624870300293,1,0.2559288740158081,1.5213643312454224,1.2516447305679321,36.0,130.14215299696662,26.916666666666668,9.411957740783691,395.72418311825606,-19.4263858795166,3.4959938526153564,7.552129745483398,395.72418311825606,130.14215299696662,0.0,11.394096374511719,19.595314025878906,1.0,0.129609614610672,19.83766746520996,2.9978761672973633,87.76474826358083,1000,0.16720346283821505,0.6132568717002869,0.694653332233429,36.0,0.6583077311515808
36.9259147644043,1.0,0.11620565503835678,0.6669825315475464,2,0.09631204605102539,1.976082444190979,1.3571723699569702,66.0,146.6953223582691,30.303030303030305,18.617151260375977,239.07196915521675,-38.203155517578125,11.211487770080566,7.668381690979004,82.41975519217742,146.6953223582691,0.0,22.0969660282135,37.3914794921875,2.0,0.16888800263404846,38.10334014892578,10.292271614074707,90.51016313490238,2000,0.1370306733903066,0.585550844669342,0.7305235266685486,66.0,0.7823843359947205
55.10853958129883,1.0,0.20258945226669312,0.6585060954093933,3,0.17128358781337738,2.6127169132232666,1.449416160583496,91.0,157.45454049238768,32.37362637362637,27.781843185424805,227.47014781897906,-57.86237335205078,18.603967666625977,7.666445255279541,204.26650514650362,157.45454049238768,0.0,32.89880418777466,55.23827362060547,3.0,0.19049419462680817,57.163421630859375,16.080760955810547,91.18872475963164,3000,0.11230273064362171,0.7037184238433838,0.6159576177597046,91.0,0.7162705659866333
74.48871612548828,1.0,0.3328942060470581,0.6601513624191284,4,0.24117691814899445,4.499181747436523,1.5659679174423218,114.0,171.32584820897995,34.833333333333336,37.32840347290039,306.64636001602565,-76.36609649658203,26.99605941772461,7.3509697914123535,544.1749966071654,180.95358462022435,0.0,44.24613308906555,72.58323669433594,4.0,0.21241909265518188,75.00169372558594,25.414871215820312,90.40338038011532,4000,0.09203708190275892,0.7133306264877319,0.6742433309555054,114.0,0.5424288511276245
100.71722412109375,1.0,0.35648179054260254,0.663703978061676,5,0.29837897419929504,5.935703277587891,1.7189843654632568,130.0,188.84397835993786,38.223076923076924,46.90922164916992,307.84833226121026,-96.80708312988281,36.348968505859375,7.068854331970215,312.6562212419487,208.86722983699738,0.0,55.280293464660645,90.06001281738281,5.0,0.24253813922405243,93.4791030883789,34.173709869384766,90.44814501928032,5000,0.07542848153938683,0.7312262654304504,0.669694185256958,130.0,0.5363878011703491
106.19647979736328,1.0,0.42614269256591797,0.6711367964744568,6,0.3493941128253937,11.060266494750977,1.843704104423523,145.0,204.10068271148924,41.2,56.31814956665039,289.52533991375157,-115.19404602050781,44.58889389038086,6.898422718048096,197.91037817645807,232.3558796115859,0.0,66.21217322349548,105.51246643066406,6.0,0.26510652899742126,110.0676498413086,42.367431640625,90.61777778758803,6000,0.06181699495154324,0.7190110087394714,0.6528648734092712,145.0,0.4216024577617645
123.47944641113281,1.0,0.35708555579185486,0.6726099252700806,7,0.30745890736579895,14.28038215637207,1.900480031967163,166.0,209.5637849659207,42.024096385542165,65.33638000488281,278.5637006983225,-134.79296875,53.089439392089844,6.884589195251465,212.79386540574805,251.0569702869707,0.0,77.11711978912354,123.58597564697266,7.0,0.2833292782306671,128.19094848632812,50.582359313964844,90.77102489228686,7000,0.05066177638540577,0.7461968064308167,0.6982277631759644,166.0,0.40748274326324463
137.94862365722656,1.0,0.4902688264846802,0.6776577234268188,8,0.49977684020996094,12.911247253417969,1.951932430267334,186.0,214.66277448347037,42.956989247311824,74.09640502929688,274.635557852192,-150.8152313232422,64.6504898071289,6.889352798461914,247.13855792927856,269.0993415906533,0.0,88.10385513305664,137.4947052001953,8.0,0.3011987507343292,143.76300048828125,61.221256256103516,90.801929017955,8000,0.04151957869412388,0.66178297996521,0.6597265005111694,186.0,0.3237309455871582
186.4058074951172,1.0,0.44359707832336426,0.6806720495223999,9,0.387349009513855,21.84744644165039,1.9999905824661255,204.0,220.71822315584816,44.11764705882353,82.71076202392578,266.9438947881306,-165.2906036376953,76.0518569946289,6.851102352142334,205.41059027563944,280.3023294908642,0.0,99.04718399047852,149.66696166992188,9.0,0.3209158778190613,157.0887451171875,72.24700164794922,90.86578373460044,9000,0.034027141129503384,0.7250399589538574,0.6977730989456177,204.0,0.2681271433830261
162.02359008789062,1.0,0.36207446455955505,0.6839147806167603,10,0.30966055393218994,29.337543487548828,2.0061755180358887,222.0,222.63636660296785,44.891891891891895,92.41358947753906,258.791800996186,-180.77255249023438,86.50418853759766,6.803524494171143,185.42295686868405,273.81307708744936,0.0,109.90901470184326,160.22454833984375,10.0,0.3268718719482422,168.96389770507812,81.64633178710938,90.98434761814212,10000,0.027886755354071244,0.7442973852157593,0.7341735363006592,222.0,0.24450090527534485
