total/epochs,total/episodes,train/loss_actor,eval/episodes,obs_rms_mean,reference_actor_Q_std,rollout/episode_steps,reference_actor_Q_mean,total/duration,total/steps_per_second,rollout/return,rollout/Q_mean,rollout/return_history,rollout/actions_mean,obs_rms_std,total/steps,eval/return_history,train/param_noise_distance,train/loss_critic,rollout/actions_std,reference_action_mean,ret_rms_std,ret_rms_mean,reference_perturbed_action_std,param_noise_stddev,reference_action_std,eval/Q,reference_Q_std,rollout/episodes,reference_Q_mean,eval/return,reference_perturbed_action_mean
105,467.0,-344.7254333496094,105.0,-0.024069055914878845,162.7996063232422,223.7473233404711,233.16104125976562,1205.6731216907501,87.08828131853473,252.91434499965888,232.09097290039062,349.06965097149,0.5109893679618835,1.6506836414337158,105000,314.5465075857053,0.18216441571712494,186.4517364501953,0.5313118696212769,0.5925695896148682,1.0,0.0,0.5843039751052856,0.018361167303396805,0.5550747513771057,360.9299011230469,164.44775390625,467.0,219.60321044921875,451.54849305024334,0.5410749316215515
106,471.0,-343.7862854003906,106.0,-0.023714246228337288,160.88717651367188,224.96815286624204,241.20980834960938,1217.201404094696,87.08501291849758,254.72117089485593,233.2747039794922,366.6329877811989,0.5109904408454895,1.6494817733764648,106000,319.5602864472344,0.19596783816814423,131.4214324951172,0.5310764312744141,0.6413686871528625,1.0,0.0,0.5696173310279846,0.018730226766195082,0.5543784499168396,353.73895263671875,162.85528564453125,471.0,226.527587890625,498.5817004193629,0.5946843028068542
107,474.0,-350.7254638671875,107.0,-0.022636445239186287,161.63894653320312,225.20886075949366,239.03421020507812,1229.0613179206848,87.05830900367255,255.5724568728938,234.6669464111328,378.1492685119211,0.5117289423942566,1.6446901559829712,107000,324.54423623318985,0.16518500447273254,148.66494750976562,0.5304322838783264,0.6246390342712402,1.0,0.0,0.6718310117721558,0.018361167303396805,0.5513188242912292,378.37579345703125,163.18348693847656,474.0,223.71682739257812,575.9825129084921,0.4943048059940338
108,477.0,-346.33087158203125,108.0,-0.02244509942829609,160.02362060546875,225.18867924528303,237.44723510742188,1242.338927268982,86.93279879542618,255.7466380867749,235.9480438232422,377.1277180985542,0.5112888216972351,1.6453160047531128,108000,335.49225381481085,0.18237388134002686,286.66473388671875,0.5307856798171997,0.6694353222846985,1.0,0.0,0.5598307847976685,0.019106704324195603,0.5144990086555481,378.8568115234375,163.3534698486328,477.0,221.9853973388672,1130.3630781349254,0.6238541007041931
109,479.0,-347.9693298339844,109.0,-0.021967077627778053,158.46974182128906,226.80167014613778,247.40255737304688,1254.942397594452,86.85657621332874,258.5144599308785,237.08106994628906,389.3118230436393,0.5122007131576538,1.644500494003296,109000,344.22628894027866,0.21159520745277405,204.74057006835938,0.530449628829956,0.6153331398963928,1.0,0.0,0.4733004570007324,0.018730226766195082,0.5415889024734497,374.54339599609375,160.05474853515625,479.0,231.85903930664062,848.4170879902873,0.7079936861991882
110,481.0,-350.2445983886719,110.0,-0.02076597884297371,160.77223205566406,228.04781704781703,246.52027893066406,1266.6023874282837,86.84651244290214,259.23738992775907,238.19895935058594,388.96244284551875,0.5135332345962524,1.6397324800491333,110000,348.06687357757124,0.2235463559627533,131.46621704101562,0.529527485370636,0.6623890995979309,1.0,0.0,0.4909419119358063,0.018730226766195082,0.5025985240936279,385.98046875,162.4973907470703,481.0,233.39373779296875,442.9945698326422,0.6744368672370911
111,482.0,-346.67449951171875,111.0,-0.02071746625006199,162.63519287109375,228.67634854771785,238.5803985595703,1278.468309879303,86.82264483386314,260.4711916348074,239.42251586914062,396.90063407810317,0.5133205056190491,1.6377280950546265,111000,349.7612263052093,0.1777302771806717,142.50755310058594,0.5300006866455078,0.6642152070999146,1.0,0.0,0.5376619696617126,0.018361167303396805,0.5166327357292175,392.90478515625,165.89305114746094,482.0,226.16526794433594,540.646002766634,0.6086855530738831
112,484.0,-351.52130126953125,112.0,-0.019801000133156776,162.6106719970703,230.58264462809916,237.6701202392578,1290.0295143127441,86.8197190508989,262.45746072269964,240.7735137939453,407.82855024918354,0.5141725540161133,1.6345930099487305,112000,354.1480003588783,0.21915550529956818,160.1336669921875,0.5297529697418213,0.6993851065635681,1.0,0.0,0.5470877885818481,0.019106704324195603,0.5114607810974121,356.6825866699219,166.12518310546875,484.0,224.05462646484375,490.6470858801713,0.6728879809379578
113,485.0,-351.3710632324219,113.0,-0.018975257873535156,165.21746826171875,232.16907216494846,233.35623168945312,1302.2755362987518,86.77119154150873,263.2279589672054,242.11424255371094,414.07693577401517,0.5148882269859314,1.6335400342941284,113000,361.91317927932374,0.2186802327632904,219.2244110107422,0.5294088125228882,0.7075424194335938,1.0,0.0,0.5616169571876526,0.018361167303396805,0.4991094768047333,349.90081787109375,169.01449584960938,485.0,221.49884033203125,778.6952271004635,0.6025917530059814
114,487.0,-354.6695556640625,114.0,-0.018439222127199173,163.1328582763672,233.9158110882957,238.8012237548828,1314.3608331680298,86.73417308489294,265.18577268682634,243.16302490234375,418.47252941581837,0.5158584117889404,1.6308355331420898,114000,361.81976896314745,0.18047280609607697,160.63572692871094,0.5294192433357239,0.7117531895637512,1.0,0.0,0.43225884437561035,0.018361167303396805,0.4785439670085907,348.8456726074219,167.61041259765625,487.0,224.642822265625,455.5293838384249,0.7473030090332031
115,490.0,-354.8352355957031,115.0,-0.017972994595766068,161.1783447265625,234.36938775510205,243.70201110839844,1326.9106879234314,86.66747584946427,265.36293938802595,244.2285614013672,421.627845224404,0.5164211392402649,1.6285840272903442,115000,363.0384714886214,0.2294287383556366,107.40259552001953,0.5290295481681824,0.7191055417060852,1.0,0.0,0.5264031291007996,0.017644720880324885,0.4450625479221344,353.5871276855469,166.4066619873047,490.0,226.90635681152344,575.3063861453974,0.6128474473953247
116,491.0,-354.0160827636719,116.0,-0.01671266183257103,162.9176788330078,235.928716904277,252.19967651367188,1339.946274280548,86.57063512660865,266.83786417290503,245.64393615722656,429.26108036708735,0.5166009068489075,1.6227046251296997,116000,367.4724287101877,0.2385123074054718,163.45181274414062,0.5280929207801819,0.6342854499816895,1.0,0.0,0.5368260741233826,0.017999379770019416,0.5094349384307861,374.6017150878906,164.69029235839844,491.0,234.99853515625,790.9748786090892,0.5967177748680115
117,492.0,-357.42730712890625,117.0,-0.01562529057264328,164.5927276611328,237.48170731707316,251.30184936523438,1351.9553260803223,86.54132110948821,267.9972955465704,247.01644897460938,433.5852958047367,0.5167919397354126,1.6186447143554688,117000,370.8950769219229,0.20360206067562103,149.0806427001953,0.5270801782608032,0.6004790663719177,1.0,0.0,0.5657345056533813,0.017297050171870294,0.5769780874252319,353.8364562988281,165.00318908691406,492.0,236.72251892089844,589.7075655756335,0.6087702512741089
118,493.0,-355.9945068359375,118.0,-0.01467711478471756,167.78372192382812,237.76876267748477,251.3480987548828,1365.8749442100525,86.39151080426676,268.6924684195381,248.208740234375,437.7170847400513,0.5160742402076721,1.6148686408996582,118000,373.2890045641676,0.19881536066532135,115.25780487060547,0.5264555215835571,0.5698913335800171,1.0,0.0,0.5098361372947693,0.018361167303396805,0.626087486743927,380.7629699707031,168.05694580078125,493.0,237.3667755126953,563.1504548353914,0.6068263053894043
119,494.0,-359.6841125488281,119.0,-0.013754541985690594,167.01577758789062,239.30769230769232,243.06997680664062,1377.0203576087952,86.41847547311812,270.13645432291617,249.44082641601562,445.5117626855161,0.5157126784324646,1.6113688945770264,119000,373.58242924993186,0.21087853610515594,93.82417297363281,0.5258060693740845,0.576848030090332,1.0,0.0,0.5266123414039612,0.017644720880324885,0.597009539604187,344.9880676269531,169.0150604248047,494.0,230.21580505371094,265.4937377770722,0.6320885419845581
120,496.0,-354.6907043457031,120.0,-0.013514816761016846,170.78709411621094,241.16129032258064,240.18470764160156,1388.4530301094055,86.42712241446468,272.64367183059056,250.50608825683594,463.3665536644046,0.5149866938591003,1.6137478351593018,120000,374.76924117274046,0.18503127992153168,271.90972900390625,0.5260039567947388,0.630398154258728,1.0,0.0,0.6056634187698364,0.017297050171870294,0.544451117515564,351.677001953125,172.77198791503906,496.0,226.355224609375,412.2402915747192,0.5267216563224792
121,499.0,-359.82501220703125,121.0,-0.01321452297270298,170.58065795898438,241.52104208416833,239.7023468017578,1399.5855340957642,86.45416593146982,274.04487236416577,251.4698486328125,467.07594190672614,0.5152866244316101,1.6132689714431763,121000,373.59547359027107,0.212486132979393,118.47979736328125,0.5258486866950989,0.5551137328147888,1.0,0.0,0.5111835598945618,0.017644720880324885,0.6399850249290466,321.6358337402344,173.3813934326172,499.0,223.27932739257812,243.6902538641571,0.6645871996879578
122,503.0,-359.7206726074219,122.0,-0.013494079001247883,169.94125366210938,241.92842942345925,243.2814483642578,1411.0637958049774,86.45959194949225,274.7235299579367,252.37957763671875,467.62175233949415,0.514634370803833,1.6167597770690918,122000,374.2106803831686,0.1857200264930725,124.5787124633789,0.5264506936073303,0.5380750298500061,1.0,0.0,0.6556392908096313,0.017297050171870294,0.621709406375885,339.2718505859375,172.12538146972656,503.0,228.37716674804688,433.41850912782775,0.4512871503829956
123,505.0,-358.9975891113281,123.0,-0.013990207575261593,170.41006469726562,242.27128712871288,237.11871337890625,1422.6239321231842,86.45995418931945,275.6305602876,253.6246337890625,467.56629912114215,0.5139442086219788,1.6153955459594727,123000,376.57461548878723,0.20352262258529663,97.82383728027344,0.5262086987495422,0.518716037273407,1.0,0.0,0.6011824011802673,0.017297050171870294,0.6327630877494812,342.5004577636719,174.6635284423828,505.0,222.66641235351562,377.3862942699254,0.5437256693840027
124,507.0,-361.9235534667969,124.0,-0.01408496592193842,169.2239532470703,243.63510848126234,241.86819458007812,1433.8569843769073,86.48003346992454,277.08027013711353,254.67489624023438,479.33549918416253,0.5135021805763245,1.6144965887069702,124000,377.99084647377936,0.1850663125514984,180.4925994873047,0.5260995626449585,0.6304738521575928,1.0,0.0,0.7062583565711975,0.01695622994987775,0.5306865572929382,356.8446350097656,174.05337524414062,507.0,226.17233276367188,334.3678725448563,0.46374037861824036
125,508.0,-360.2038269042969,125.0,-0.013666979968547821,170.6543426513672,244.55708661417322,243.43304443359375,1448.2242186069489,86.31260159441186,277.38699238765645,255.64088439941406,478.989369921051,0.5138601064682007,1.6154699325561523,125000,384.0846991022663,0.20296232402324677,138.3688507080078,0.5260364413261414,0.6598110795021057,1.0,0.0,0.5225109457969666,0.017644720880324885,0.5298076868057251,409.941162109375,173.3798370361328,508.0,228.84559631347656,943.37452393223,0.617257297039032
126,512.0,-364.04241943359375,126.0,-0.013509281910955906,167.227294921875,245.998046875,248.0139923095703,1459.6301791667938,86.3232357061328,279.04596933447056,256.4821472167969,487.6373667323719,0.5131986141204834,1.6182719469070435,126000,385.99422943551684,0.18579109013080597,163.3776397705078,0.5266730785369873,0.6700844764709473,1.0,0.0,0.4885779619216919,0.018730226766195082,0.4836204946041107,353.0227966308594,170.85911560058594,512.0,232.1240234375,436.520746767111,0.6773368716239929
127,515.0,-361.8175048828125,127.0,-0.013170273043215275,166.36984252929688,246.1766990291262,251.16641235351562,1471.2631657123566,86.32038302849043,280.3956586802857,257.3789367675781,497.4934824812523,0.512387752532959,1.617781639099121,127000,388.1203973718508,0.23420006036758423,107.62065124511719,0.5272520184516907,0.5586850643157959,1.0,0.0,0.5030075311660767,0.018730226766195082,0.5768046379089355,353.41522216796875,168.88706970214844,515.0,234.53009033203125,418.7962777969431,0.620525598526001
128,519.0,-364.5526428222656,128.0,-0.013453795574605465,167.4881591796875,246.3121387283237,251.97653198242188,1483.3372848033905,86.2919049573852,281.65812797082356,258.0981140136719,495.02203600055407,0.5113304257392883,1.6210963726043701,128000,394.0005577293315,0.17755311727523804,179.08755493164062,0.5283957719802856,0.6994550228118896,1.0,0.0,0.4860578179359436,0.018361167303396805,0.42136698961257935,379.5137023925781,170.45562744140625,519.0,235.51339721679688,592.734191386545,0.6129871010780334
129,522.0,-367.4637145996094,129.0,-0.014638707041740417,170.2621307373047,246.93869731800766,256.2371520996094,1495.128478050232,86.28021062659873,282.3105927660518,258.77044677734375,503.82482751611633,0.5107909440994263,1.6287182569503784,129000,398.93187859722144,0.18626800179481506,141.47552490234375,0.5291829109191895,0.5797621011734009,1.0,0.0,0.5859057903289795,0.017999379770019416,0.575945258140564,356.54498291015625,171.91551208496094,522.0,240.15631103515625,496.4366228326812,0.614122211933136
130,527.0,-370.140869140625,130.0,-0.015860414132475853,169.7893829345703,246.51612903225808,252.70384216308594,1505.898231267929,86.32721474846491,281.1878963369592,259.6046447753906,486.60073410997836,0.5098817348480225,1.637028455734253,130000,397.30898635604456,0.20460185408592224,122.49214935302734,0.5296708941459656,0.4616152346134186,1.0,0.0,0.6283129453659058,0.01662212523270047,0.6238903403282166,399.78363037109375,173.11581420898438,527.0,238.7762908935547,46.85417005627416,0.47783032059669495
131,531.0,-368.9437255859375,131.0,-0.01618454046547413,170.28688049316406,246.59322033898306,254.75717163085938,1517.6481308937073,86.31776848224837,281.75304934146385,260.33154296875,485.01669375572004,0.5088844299316406,1.6418414115905762,131000,398.82806142505666,0.2080296277999878,206.53445434570312,0.530362069606781,0.6418890953063965,1.0,0.0,0.4909290671348572,0.017644720880324885,0.5150097012519836,358.81488037109375,172.6420440673828,531.0,240.18362426757812,447.00093522896776,0.7073657512664795
132,534.0,-369.4501953125,132.0,-0.016485821455717087,170.26611328125,247.10861423220973,264.8804931640625,1529.8949310779572,86.28043489692027,282.55630725620074,261.15692138671875,490.3653084373475,0.5083813667297363,1.645399570465088,132000,395.9282528701106,0.18884848058223724,122.33230590820312,0.5309456586837769,0.6315823197364807,1.0,0.0,0.5793138742446899,0.018730226766195082,0.6136161684989929,364.10797119140625,172.68148803710938,534.0,250.08348083496094,321.2733330310948,0.6399039626121521
133,538.0,-374.42535400390625,133.0,-0.0172417089343071,167.79354858398438,246.9200743494424,269.1683349609375,1541.0908980369568,86.30250179883325,283.36390848239364,261.73443603515625,484.4981039658935,0.5070196390151978,1.6542497873306274,133000,396.56128087872094,0.20909415185451508,92.93645477294922,0.5325121283531189,0.6607971787452698,1.0,0.0,0.6073713898658752,0.017644720880324885,0.583473801612854,291.3655700683594,170.48806762695312,538.0,253.21783447265625,307.8304360656201,0.620067834854126
134,542.0,-373.7923889160156,134.0,-0.017873510718345642,171.37281799316406,246.78044280442805,264.11822509765625,1552.5121865272522,86.31172184209314,283.3698306590319,262.31024169921875,473.4602320716134,0.5065353512763977,1.6619995832443237,134000,400.02847504953024,0.20001263916492462,211.8336944580078,0.5331725478172302,0.6373578906059265,1.0,0.0,0.5175080299377441,0.017297050171870294,0.5944609045982361,354.84893798828125,173.82327270507812,542.0,249.88613891601562,443.10861468431585,0.694089949131012
135,544.0,-373.47979736328125,135.0,-0.01757030002772808,174.05674743652344,248.09375,257.67242431640625,1564.0308446884155,86.31543326557255,283.57878194337854,263.0689697265625,470.86634650076047,0.5072705745697021,1.6621116399765015,135000,402.3438987677021,0.1881144642829895,207.1218719482422,0.5328899025917053,0.5755886435508728,1.0,0.0,0.5575379729270935,0.017297050171870294,0.5769837498664856,357.7340393066406,177.21824645996094,544.0,243.38314819335938,427.39718712084823,0.5212144255638123
136,546.0,-373.7078857421875,136.0,-0.01758081465959549,172.7425537109375,247.65018315018315,260.7318420410156,1575.161527633667,86.34035152211344,282.786730794756,263.6708984375,466.9622132715804,0.5080617666244507,1.6641241312026978,136000,402.1829294764967,0.19705136120319366,151.60650634765625,0.5327426791191101,0.6207214593887329,1.0,0.0,0.5297063589096069,0.017999379770019416,0.5773391723632812,366.3430480957031,177.2030029296875,546.0,245.2075958251953,193.98888438277586,0.6567656397819519
137,549.0,-380.99139404296875,137.0,-0.018033506348729134,173.60537719726562,249.21311475409837,263.8155517578125,1586.8192112445831,86.33623731625191,283.8123606892216,264.3865051269531,461.7363507982424,0.5071250796318054,1.6684664487838745,137000,403.29334474510375,0.24432840943336487,276.3154296875,0.5332515835762024,0.5026401877403259,1.0,0.0,0.6507896184921265,0.01662212523270047,0.6120448708534241,371.7822570800781,176.31895446777344,549.0,247.75927734375,469.99271939825456,0.46757447719573975
138,553.0,-378.8131103515625,138.0,-0.018917599692940712,175.08169555664062,249.34900542495478,265.36590576171875,1598.5955383777618,86.3257757744282,285.1618576392372,265.01617431640625,473.7874090718524,0.5054293870925903,1.6741777658462524,138000,405.215074386033,0.19274519383907318,148.67527770996094,0.5344386100769043,0.6300100088119507,1.0,0.0,0.5323264002799988,0.017297050171870294,0.4958123564720154,357.0511169433594,179.54188537597656,553.0,250.54031372070312,273.01582126114886,0.5919545888900757
139,557.0,-380.0400085449219,139.0,-0.01958942413330078,177.43495178222656,249.06283662477557,261.62286376953125,1609.8831152915955,86.34167206283368,285.0602742751055,265.7344055175781,460.1083804778729,0.5042778849601746,1.6779650449752808,139000,403.25265351253984,0.27096351981163025,256.8544616699219,0.5349213480949402,0.5554930567741394,1.0,0.0,0.47894325852394104,0.017644720880324885,0.529218852519989,357.38946533203125,182.30697631835938,557.0,246.00546264648438,190.41284691593134,0.5821266174316406
140,560.0,-382.4089050292969,140.0,-0.02012149803340435,178.7216339111328,249.68928571428572,265.400146484375,1621.7563745975494,86.3261598307218,286.7077091251483,266.34893798828125,456.6651325289369,0.5033051371574402,1.681718349456787,140000,405.79097946227483,0.19125309586524963,161.69688415527344,0.5358290076255798,0.5906144380569458,1.0,0.0,0.4724811315536499,0.017644720880324885,0.5010780692100525,385.87579345703125,182.42250061035156,560.0,247.74667358398438,526.7563321978378,0.6231533288955688
141,561.0,-385.4775695800781,141.0,-0.0202192310243845,179.50125122070312,250.6060606060606,268.0625915527344,1634.2971518039703,86.27561997789775,287.24143609019586,267.1792907714844,457.51309920483106,0.5030900835990906,1.6844289302825928,141000,407.7610386794318,0.1806427538394928,265.8521423339844,0.5359466671943665,0.47353100776672363,1.0,0.0,0.5720150470733643,0.017297050171870294,0.595721423625946,386.6601867675781,183.01173400878906,561.0,251.03140258789062,543.5940539952455,0.5036553144454956
142,565.0,-383.4812927246094,142.0,-0.021036691963672638,180.55636596679688,250.88141592920354,269.7242126464844,1645.6071507930756,86.29033966676995,287.78627386507765,267.6971740722656,456.6773190368893,0.5018652081489563,1.6880412101745605,142000,405.85497865126354,0.22192594408988953,104.94381713867188,0.5369265079498291,0.5532360672950745,1.0,0.0,0.4278790056705475,0.017644720880324885,0.5367326736450195,364.13140869140625,184.585693359375,565.0,253.90869140625,315.6281488744988,0.6685886383056641
143,566.0,-382.24664306640625,143.0,-0.02076561748981476,179.6556854248047,252.20494699646642,271.281982421875,1658.0626873970032,86.24523130937592,288.0010097139159,268.7815246582031,453.9382487235107,0.5028675198554993,1.685144066810608,143000,404.5832959870209,0.19229276478290558,123.50419616699219,0.5361509323120117,0.5647462010383606,1.0,0.0,0.5088772177696228,0.019490749081111935,0.5606582760810852,357.7349548339844,184.36016845703125,566.0,254.24671936035156,174.5101265402739,0.6052364706993103
144,567.0,-387.8188171386719,144.0,-0.020739832893013954,178.66897583007812,253.52380952380952,273.2483825683594,1671.002047777176,86.17583694260203,289.28072078954324,270.04443359375,459.1116957283029,0.5032578110694885,1.6819950342178345,144000,408.04923592965855,0.21790924668312073,182.00570678710938,0.5354792475700378,0.5956627726554871,1.0,0.0,0.6052124500274658,0.018361167303396805,0.5443805456161499,392.6804504394531,183.19448852539062,567.0,255.50894165039062,730.7633960770402,0.45417293906211853
145,568.0,-388.9711608886719,145.0,-0.02058897539973259,183.40126037597656,254.83802816901408,269.6367492675781,1683.374034166336,86.13653119094766,289.90487725634324,271.0167236328125,458.7910938640346,0.5029253363609314,1.683923363685608,145000,409.5299156107001,0.20122912526130676,123.1473617553711,0.5355631709098816,0.632997453212738,1.0,0.0,0.520134687423706,0.019106704324195603,0.5471670627593994,400.7562255859375,187.03607177734375,568.0,252.78004455566406,504.06753239403105,0.6390708088874817
146,569.0,-387.1142883300781,146.0,-0.019833294674754143,182.0882110595703,255.65026362038665,273.1060485839844,1696.4659163951874,86.06126335283807,290.4100222436202,272.0999450683594,458.42005051536734,0.5030469298362732,1.6802458763122559,146000,413.8446435943781,0.20778867602348328,119.7392807006836,0.5351475477218628,0.4523131847381592,1.0,0.0,0.5092774629592896,0.018730226766195082,0.6185964345932007,419.9634094238281,185.3920440673828,569.0,255.3629150390625,592.6275679713954,0.6027360558509827
147,571.0,-386.4150695800781,147.0,-0.019750449806451797,174.9336395263672,256.52189141856394,281.825439453125,1710.5514936447144,85.93719659779634,291.35807851095586,272.9815673828125,463.9179133827864,0.5023314952850342,1.6810380220413208,147000,416.94609122164695,0.202226921916008,177.2593231201172,0.5353997349739075,0.5834671854972839,1.0,0.0,0.6037076115608215,0.018730226766195082,0.5335425138473511,420.6083984375,179.1805877685547,571.0,264.4018249511719,675.952779897179,0.5275570750236511
148,572.0,-388.11761474609375,148.0,-0.019448287785053253,178.05984497070312,257.32167832167835,281.79095458984375,1724.6526284217834,85.81438230574796,292.4058652348266,273.78277587890625,468.1211889978277,0.5015783309936523,1.679569959640503,148000,420.92149424964805,0.20682814717292786,100.60143280029297,0.5354278683662415,0.5562961101531982,1.0,0.0,0.5310718417167664,0.018730226766195082,0.5551944375038147,416.4678649902344,181.37258911132812,572.0,265.44744873046875,561.7897175119406,0.5745474696159363
149,576.0,-390.3470764160156,149.0,-0.019917955622076988,177.3616180419922,258.2951388888889,280.46893310546875,1737.4764444828033,85.75655829645103,293.70466374510806,274.4100036621094,472.05254011377235,0.49995559453964233,1.6854532957077026,149000,429.410559789412,0.17648464441299438,150.3324737548828,0.5361899733543396,0.4867703914642334,1.0,0.0,0.5766499042510986,0.019106704324195603,0.5718149542808533,395.6402587890625,180.36636352539062,576.0,265.26873779296875,1117.018619896378,0.4790571630001068
150,579.0,-390.52093505859375,150.0,-0.019840499386191368,183.17440795898438,258.18998272884284,272.27880859375,1748.8804903030396,85.76915394259362,294.58799246291403,275.1789855957031,467.3802132913642,0.49943822622299194,1.6876691579818726,150000,430.24659356499103,0.18786439299583435,104.37035369873047,0.5364281535148621,0.5560222864151001,1.0,0.0,0.5699706673622131,0.019490749081111935,0.5190786719322205,366.93408203125,186.0142059326172,579.0,256.24200439453125,382.6365827958271,0.5352933406829834
151,582.0,-387.3227233886719,151.0,-0.020556168630719185,179.5347442626953,259.24226804123714,279.0062255859375,1761.0644629001617,85.74359609263236,294.6841019361647,276.0031433105469,459.5903295887067,0.4989604949951172,1.6893402338027954,151000,428.18265495745067,0.22403863072395325,146.1353759765625,0.5365437865257263,0.43474388122558594,1.0,0.0,0.541674017906189,0.020282151651708893,0.6479629278182983,357.2399597167969,181.3970489501953,582.0,262.76153564453125,168.81514065288616,0.5740867853164673
152,585.0,-390.89886474609375,152.0,-0.021009536460042,180.51661682128906,259.21709401709404,281.81005859375,1772.9315586090088,85.73370994605953,294.9155462954312,276.7980041503906,448.60034483732653,0.4983745515346527,1.6891357898712158,152000,425.9676227688844,0.210737943649292,183.24461364746094,0.5368446111679077,0.5043961405754089,1.0,0.0,0.5125476717948914,0.019490749081111935,0.6134615540504456,352.6962890625,183.0596466064453,585.0,266.4925842285156,155.76110473782103,0.6188241839408875
153,586.0,-392.240478515625,153.0,-0.020830877125263214,187.3809356689453,260.481228668942,276.4281311035156,1787.163866519928,85.61050436742028,296.24443911809163,277.8691711425781,451.0636075032632,0.4989306628704071,1.6850680112838745,153000,426.0387724949904,0.17400464415550232,95.30374145507812,0.536344587802887,0.49791789054870605,1.0,0.0,0.5388526320457458,0.019490749081111935,0.6039764881134033,405.0493469238281,188.95233154296875,586.0,261.6904602050781,428.5453310944748,0.5851396918296814
154,588.0,-390.5752868652344,154.0,-0.020338257774710655,188.01417541503906,261.6326530612245,274.89703369140625,1799.9797937870026,85.55651598510295,296.0812796533921,278.6574401855469,441.8408028356251,0.4996301531791687,1.6828393936157227,154000,427.89435284187607,0.17312537133693695,173.42022705078125,0.5357750654220581,0.46588411927223206,1.0,0.0,0.5771093964576721,0.019490749081111935,0.6306350827217102,392.45513916015625,189.89035034179688,588.0,259.549072265625,357.94552378928336,0.5464686155319214
155,590.0,-390.3749084472656,155.0,-0.01960120163857937,182.06930541992188,262.7050847457627,281.75982666015625,1813.2726395130157,85.48080229216264,296.2101962831406,279.4823913574219,447.3617550692023,0.4999673366546631,1.6798169612884521,155000,431.1944956212281,0.20511946082115173,260.6526794433594,0.5352197885513306,0.508539617061615,1.0,0.0,0.6163137555122375,0.019490749081111935,0.5995939373970032,424.616455078125,185.78636169433594,590.0,265.26861572265625,748.1453553733852,0.44705429673194885
156,591.0,-392.9354248046875,156.0,-0.019101575016975403,185.4169921875,263.95262267343486,278.1255187988281,1824.7931122779846,85.48914337212565,296.5928274533607,280.3981018066406,442.689697160398,0.49951860308647156,1.6790404319763184,156000,431.52501755412015,0.21044199168682098,249.66648864746094,0.5348489284515381,0.588239848613739,1.0,0.0,0.5478184819221497,0.018361167303396805,0.5325309634208679,357.85162353515625,188.9702911376953,591.0,262.2229309082031,106.3826903223437,0.5394302010536194
157,592.0,-391.4446105957031,157.0,-0.01839618943631649,184.12939453125,265.19594594594594,279.1135559082031,1838.1133263111115,85.41366723839683,296.8008347584958,281.1669006347656,438.5142476811687,0.5001599192619324,1.67625093460083,157000,437.09892028261237,0.21535548567771912,178.42091369628906,0.5341522097587585,0.5660683512687683,1.0,0.0,0.5079439282417297,0.019106704324195603,0.545126736164093,427.0123291015625,187.50714111328125,592.0,264.6937255859375,794.0457931327635,0.619742214679718
158,593.0,-391.4588623046875,158.0,-0.017427928745746613,186.99476623535156,266.43507588532884,275.29046630859375,1850.1501796245575,85.39847291318925,298.01783466314794,282.1560363769531,442.5918902441442,0.5001561641693115,1.6712430715560913,158000,433.6643962014487,0.209807887673378,198.7720184326172,0.5333353281021118,0.505222737789154,1.0,0.0,0.6062242984771729,0.018730226766195082,0.5802436470985413,350.1134033203125,189.70790100097656,593.0,261.06268310546875,51.634348229748035,0.4601711332798004
159,596.0,-391.68572998046875,159.0,-0.017376437783241272,181.8065643310547,266.48489932885906,280.83404541015625,1864.1453878879547,85.2937764581465,297.2081484715026,282.6922302246094,419.04795261042653,0.4999576508998871,1.6721996068954468,159000,437.18950739273373,0.22124984860420227,145.04287719726562,0.5330536365509033,0.493179053068161,1.0,0.0,0.5384136438369751,0.019490749081111935,0.5834628939628601,427.1723937988281,185.61956787109375,596.0,266.12451171875,558.8218944652747,0.5610690712928772
160,597.0,-392.8296813964844,160.0,-0.017477046698331833,178.81239318847656,267.713567839196,283.15081787109375,1878.5947597026825,85.17004488254963,297.6291837818834,283.5340881347656,417.9053449177764,0.5002816319465637,1.671154260635376,160000,438.6611945109445,0.1811579018831253,174.3231658935547,0.5324958562850952,0.556664228439331,1.0,0.0,0.6001086831092834,0.019882513137642284,0.545181393623352,412.1131591796875,183.11488342285156,597.0,267.99444580078125,403.4363551369016,0.48679423332214355
161,600.0,-394.4750671386719,161.0,-0.01761733926832676,181.38966369628906,268.15833333333336,277.84747314453125,1890.1178269386292,85.17987487624895,296.4497563191873,284.13958740234375,405.60926942009763,0.5011433959007263,1.6713961362838745,161000,436.65569835720885,0.20142200589179993,201.4966278076172,0.5321203470230103,0.5044824481010437,1.0,0.0,0.6532403230667114,0.019882513137642284,0.6144853234291077,373.0861511230469,185.19752502441406,600.0,263.02227783203125,82.71219778132945,0.41720128059387207
162,603.0,-394.42559814453125,162.0,-0.01865415647625923,177.6029510498047,268.46268656716416,278.82244873046875,1902.2313895225525,85.16314097869078,296.5929151240349,284.7106018066406,406.5959225095088,0.5003582239151001,1.6752550601959229,162000,438.25683276936905,0.18379870057106018,261.11309814453125,0.5326817035675049,0.5789933800697327,1.0,0.0,0.4676494300365448,0.019882513137642284,0.504141628742218,390.55596923828125,181.77589416503906,603.0,264.0080261230469,433.85875499108016,0.5975030064582825
