reference_perturbed_action_mean,rollout/actions_std,eval/return_history,reference_action_std,train/loss_actor,rollout/Q_mean,reference_perturbed_action_std,total/epochs,eval/Q,total/steps,ret_rms_mean,rollout/return_history,reference_action_mean,obs_rms_std,train/param_noise_distance,total/steps_per_second,eval/return,ret_rms_std,rollout/return,obs_rms_mean,train/loss_critic,param_noise_stddev,reference_actor_Q_std,total/duration,rollout/episode_steps,reference_Q_std,reference_Q_mean,rollout/actions_mean,rollout/episodes,reference_actor_Q_mean,total/episodes,eval/episodes
0.2907589077949524,0.5451555252075195,92.88668833467104,0.5149581432342529,-18.934755325317383,9.061506271362305,0.5005826354026794,1,19.787710189819336,1000,0.0,111.14497555196917,-0.034715358167886734,6.550650119781494,0.5925822854042053,71.51485899106974,92.88668833467104,1.0,111.14497555196917,0.7409948706626892,1.688346266746521,0.16720346283821505,2.82710599899292,13.983108043670654,22.59090909090909,3.2824652194976807,19.33828353881836,0.0611310675740242,44.0,19.60401153564453,44.0,1.0
-0.19153711199760437,0.5682947635650635,153.35769078645507,0.6216897368431091,-38.30476379394531,18.225000381469727,0.5394425988197327,2,38.04581069946289,2000,0.0,119.22848626272338,0.0050073591992259026,6.567277431488037,0.527202308177948,72.44886150867411,213.8286932382391,1.0,119.22848626272338,0.7845291495323181,2.433082342147827,0.1370306733903066,8.39287281036377,27.60567879676819,24.679012345679013,10.09636116027832,37.72043991088867,0.04162922501564026,81.0,38.80311584472656,81.0,2.0
-0.09225288778543472,0.5794081687927246,183.0584366071862,0.6217212677001953,-55.607688903808594,27.300865173339844,0.6060499548912048,3,59.006038665771484,3000,0.0,123.24319166235352,-0.08293117582798004,6.695413589477539,0.5938764214515686,72.9598544276342,242.4599282486485,1.0,120.69907278413375,0.7877013683319092,4.921320915222168,0.11230273064362171,16.915122985839844,41.11850309371948,24.85,19.080286026000977,53.064300537109375,0.022012587636709213,120.0,55.09910583496094,120.0,3.0
0.19250845909118652,0.5966064929962158,173.29152912915703,0.7161689400672913,-73.44300079345703,36.46521759033203,0.6910302639007568,4,80.26608276367188,4000,0.0,144.80708217143192,0.04783802852034569,6.736045837402344,0.5597515106201172,73.12342193857036,143.99080669506947,1.0,134.38954834119028,0.942376971244812,4.979671001434326,0.09203708190275892,26.115598678588867,54.70203518867493,27.46206896551724,27.972244262695312,66.60186004638672,0.024432023987174034,145.0,69.5713119506836,145.0,4.0
0.23676277697086334,0.6168294548988342,202.94208264468517,0.7336308360099792,-91.9522476196289,46.250797271728516,0.6509425640106201,5,98.06681823730469,5000,0.0,167.88603743961892,0.20810312032699585,7.208400726318359,0.5679493546485901,73.07282528071555,321.54429670679764,1.0,146.95995661308544,1.123771071434021,5.809442520141602,0.07542848153938683,34.7956657409668,68.42488956451416,30.00602409638554,37.27418899536133,80.61259460449219,0.06584181636571884,166.0,85.71210479736328,166.0,5.0
0.2361723929643631,0.6334660053253174,221.54165843715714,0.7647415995597839,-110.40900421142578,56.351158142089844,0.7091230154037476,6,123.05359649658203,6000,0.0,194.77828155334475,0.13955724239349365,7.105043888092041,0.5086459517478943,73.02927677588073,314.53953739951714,1.0,160.54402321856816,1.2521014213562012,9.227690696716309,0.06181699495154324,43.098812103271484,82.15883088111877,32.86813186813187,45.52412033081055,95.76639556884766,0.09267286956310272,182.0,101.39382934570312,182.0,6.0
0.11655960232019424,0.6480602025985718,218.46019776166176,0.7670164108276367,-128.5369110107422,65.95513916015625,0.7517369985580444,7,135.51182556152344,7000,0.0,227.15677202661547,0.12348034977912903,6.982317924499512,0.47197842597961426,73.14903404929183,199.97143370868952,1.0,173.09424178460452,1.3114513158798218,12.359898567199707,0.05066177638540577,51.362972259521484,95.69504356384277,35.52791878172589,54.55101013183594,112.7042465209961,0.0944814532995224,197.0,120.27754974365234,197.0,7.0
0.2361338585615158,0.656947672367096,207.98778650806767,0.7623386383056641,-149.98231506347656,75.3707046508789,0.741474449634552,8,163.2596893310547,8000,0.0,251.67272445505824,0.18803107738494873,6.924568176269531,0.43545693159103394,73.31120049914946,134.68090773290908,1.0,182.07326553925196,1.3667209148406982,16.1688232421875,0.04151957869412388,57.363426208496094,109.12384390830994,37.56872037914692,62.40697479248047,132.3380584716797,0.10299517959356308,211.0,141.7323455810547,211.0,8.0
0.276230126619339,0.6698387861251831,224.23732796141388,0.7689383029937744,-168.7100830078125,84.64002990722656,0.7651153206825256,9,173.6140594482422,9000,0.0,281.11329021077734,0.26335248351097107,6.882543087005615,0.3338935375213623,73.24149906445646,354.2336595881837,1.0,192.09194823830234,1.4347050189971924,20.6113338470459,0.034027141129503384,61.466800689697266,122.88115501403809,39.52422907488987,68.42963409423828,155.6405029296875,0.11552493274211884,227.0,165.5277557373047,227.0,9.0
0.15595638751983643,0.6806860566139221,209.57017796331826,0.7787788510322571,-183.06292724609375,92.85640716552734,0.7694244980812073,10,176.76510620117188,10000,0.0,286.80286281862294,0.18101896345615387,6.8788161277771,0.3005055785179138,73.40842759378559,77.56582798045767,1.0,196.43512535057596,1.490552544593811,30.866056442260742,0.027886755354071244,76.51862335205078,136.22414112091064,40.314516129032256,81.47789001464844,166.79971313476562,0.12739989161491394,248.0,177.5604705810547,248.0,10.0
0.06719430536031723,0.6882662773132324,210.44666812810354,0.7736045718193054,-195.38475036621094,102.23544311523438,0.7668712139129639,11,200.66177368164062,11000,0.0,290.006622381203,0.0862383171916008,6.830673694610596,0.28590354323387146,73.45717202803779,219.2115697759562,1.0,200.76083835955626,1.5289007425308228,31.618749618530273,0.022854436146078055,88.83433532714844,149.7471206188202,41.149812734082396,93.80919647216797,171.5994415283203,0.134196937084198,267.0,182.66024780273438,267.0,11.0
0.15155184268951416,0.6951515674591064,212.59121984158912,0.7650586366653442,-211.18666076660156,110.49027252197266,0.7668555974960327,12,196.29127502441406,12000,0.0,279.492843684884,0.18500681221485138,6.805953025817871,0.2111181914806366,73.48089104691552,236.18128868993054,1.0,203.9143805899715,1.577433705329895,46.07557678222656,0.018730226766195082,96.61790466308594,163.30776381492615,41.64459930313589,100.75118255615234,183.12384033203125,0.13951382040977478,287.0,194.59201049804688,287.0,12.0
