reference_actor_Q_mean,rollout/episodes,train/param_noise_distance,reference_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,param_noise_stddev,eval/episodes,train/loss_critic,rollout/Q_mean,obs_rms_mean,reference_Q_std,total/duration,obs_rms_std,rollout/actions_mean,total/epochs,reference_perturbed_action_std,reference_action_mean,eval/return_history,eval/return,total/steps,total/episodes,ret_rms_mean,total/steps_per_second,rollout/return_history,rollout/actions_std,train/loss_actor,eval/Q,rollout/return,ret_rms_std,reference_action_std,rollout/episode_steps
3.428162097930908,12.0,0.3923704922199249,2.841444969177246,3.9786338806152344,0.574134886264801,0.16720346283821505,1.0,0.1448880136013031,1.9565132856369019,-0.1285841017961502,4.386115550994873,9.361182689666748,1.422715187072754,0.5525098443031311,1,0.6218884587287903,0.9608330130577087,88.6767506046881,88.6767506046881,1000,12.0,0.0,106.82410899894523,24.7762905125421,0.5804240703582764,-3.077692985534668,1.5124235153198242,24.7762905125421,1.0,0.0307865459471941,59.083333333333336
8.877250671386719,16.0,0.5140019059181213,8.194585800170898,7.733016490936279,0.8005898594856262,0.1370306733903066,2.0,0.6375738382339478,4.484889984130859,0.018799928948283195,8.030515670776367,18.426255464553833,1.1110321283340454,0.663332462310791,2,0.3653818666934967,0.7051908373832703,156.7154454106548,224.7541402166215,2000,16.0,0.0,108.54077236947867,95.26265368802544,0.5039160251617432,-9.083166122436523,8.705459594726562,95.26265368802544,1.0,0.5495309233665466,105.8125
15.344654083251953,18.0,0.5347388982772827,14.562265396118164,11.587242126464844,0.7598628997802734,0.11230273064362171,3.0,0.8034624457359314,5.744119644165039,0.05257396772503853,11.880420684814453,27.466277599334717,0.9388258457183838,0.7197872400283813,3,0.3743322193622589,0.6496836543083191,171.82675198060477,202.04936512050472,3000,18.0,0.0,109.22484814879557,152.73598881246699,0.45806223154067993,-14.229889869689941,10.6602201461792,152.73598881246699,1.0,0.6096152067184448,156.0
22.201168060302734,24.0,0.6556499600410461,21.164710998535156,15.4000825881958,0.5066752433776855,0.09203708190275892,4.0,0.8111052513122559,7.551860332489014,0.07287648320198059,15.620405197143555,36.318668603897095,0.9091206789016724,0.7385271191596985,4,0.5081833600997925,0.6725838780403137,201.8541661631882,291.93640871093845,4000,24.0,0.0,110.13619589487894,153.61974251319728,0.4329879879951477,-19.73858070373535,31.39822769165039,153.61974251319728,1.0,0.5105577707290649,166.29166666666666
29.603797912597656,29.0,0.4832521378993988,28.19908332824707,18.584077835083008,0.4567706286907196,0.07542848153938683,5.0,1.163283109664917,10.885823249816895,0.07967425882816315,19.131534576416016,44.87091636657715,0.9032377004623413,0.7192942500114441,5,0.6446733474731445,0.5273797512054443,161.22897595781689,-1.2717848636684201,5000,29.0,0.0,111.43075303281155,160.02090576997955,0.43237873911857605,-26.934999465942383,21.815034866333008,160.02090576997955,1.0,0.6246287822723389,171.93103448275863
36.18135070800781,35.0,0.3573055565357208,34.702972412109375,22.255449295043945,0.5848214626312256,0.06181699495154324,6.0,1.3735971450805664,14.152246475219727,0.08237587660551071,22.60130500793457,53.66397523880005,0.8924381136894226,0.6947424411773682,6,0.4514363408088684,0.4664253890514374,176.27187481838735,251.48636912123965,6000,35.0,0.0,111.80684944230313,153.58989019396952,0.44536086916923523,-32.600460052490234,52.344276428222656,153.58989019396952,1.0,0.5848367214202881,169.2
42.94150924682617,43.0,0.43395018577575684,41.43922805786133,26.16524887084961,0.46469512581825256,0.05066177638540577,7.0,3.355062246322632,17.448135375976562,0.07609648257493973,26.697856903076172,62.099270820617676,0.9674592614173889,0.6681683659553528,7,0.6250693798065186,0.3076566159725189,150.19731655830807,-6.250033002167489,7000,43.0,0.0,112.72274066181014,150.2620186794769,0.4554203748703003,-39.31571960449219,25.729970932006836,150.2620186794769,1.0,0.6846168637275696,162.53488372093022
49.41462707519531,48.0,0.33762407302856445,48.020118713378906,29.298622131347656,0.5621398091316223,0.04151957869412388,8.0,3.680410385131836,19.829240798950195,0.06864364445209503,29.992351531982422,73.89448499679565,0.9983472228050232,0.6566230058670044,8,0.6112682819366455,0.4852936267852783,247.17990903221556,926.058056349568,8000,48.0,0.0,108.26247723827983,149.4871970367362,0.462467759847641,-45.4254264831543,68.52629089355469,149.4871970367362,1.0,0.608371376991272,164.875
54.110557556152344,49.0,0.28747081756591797,52.447059631347656,32.71622848510742,0.5236504673957825,0.034027141129503384,9.0,3.4453084468841553,25.740896224975586,0.07144292443990707,33.582096099853516,82.5182614326477,0.9608755707740784,0.6741071343421936,9,0.554735541343689,0.5354734063148499,235.76195372233744,144.41831124331253,9000,49.0,0.0,109.06676708580315,153.1436705505995,0.448941171169281,-53.17292022705078,65.71847534179688,153.1436705505995,1.0,0.5727567076683044,165.44897959183675
59.87225341796875,51.0,0.225916787981987,57.75611877441406,34.99114990234375,0.572685718536377,0.028447279136688076,10.0,4.913026332855225,30.112699508666992,0.07215684652328491,36.1207389831543,91.1702446937561,0.9483246803283691,0.677513599395752,10,0.5578551292419434,0.5915483832359314,227.25813998835415,150.72381638250445,10000,51.0,0.0,109.68490907960523,170.90105114193912,0.44181719422340393,-60.07866668701172,67.35380554199219,170.90105114193912,1.0,0.5364422798156738,181.98039215686273
67.02994537353516,55.0,0.25314560532569885,64.49983215332031,36.10554504394531,0.6346293091773987,0.024748079434129402,11.0,5.812221050262451,33.73128890991211,0.06943164020776749,37.720703125,99.84898042678833,1.0062851905822754,0.6773838400840759,11,0.5100501179695129,0.49233731627464294,219.20032910611687,138.62222028374393,11000,55.0,0.0,110.1663727860042,182.68808041414437,0.4416118860244751,-66.34465026855469,75.38604736328125,182.68808041414437,1.0,0.6058614253997803,194.3272727272727
