#{"t_start": 1521399264.6612296, "env_id": "Humanoid-v2"}
r,l,t
287.398282,60,6.210763
82.547782,17,6.244744
73.424073,15,6.27264
179.792356,38,6.900162
84.089655,17,6.931381
110.766465,23,7.686498
372.387415,69,8.388272
70.969711,15,8.979258
88.950651,18,9.013612
112.253343,23,9.058071
146.947632,29,9.678133
72.333719,16,9.707772
82.799229,18,10.302983
326.905891,61,10.991847
88.448566,19,11.027649
325.110957,60,11.722225
77.053218,16,12.316149
174.099702,36,12.389364
129.739044,28,13.008145
475.881042,97,14.327105
235.334521,48,14.981385
80.562702,17,15.012465
467.681325,98,16.344133
263.966173,61,17.029672
257.705646,49,17.693332
337.502524,72,19.643573
215.277831,45,20.296088
315.748559,63,20.985346
83.163783,18,21.019762
234.827575,48,21.676061
68.880667,14,22.263177
73.403126,15,22.291903
331.411937,61,22.977486
89.423099,20,23.578068
261.563055,49,24.241437
342.697697,69,24.94609
301.928435,58,25.633201
84.185487,18,25.668757
122.386739,25,26.280001
281.184025,52,26.948694
376.974594,80,28.23529
449.114372,87,28.983459
238.524837,48,29.650706
288.480175,54,30.321173
77.918122,16,30.915856
138.829005,28,30.969556
131.286363,27,31.590574
79.430963,17,31.624343
266.416823,54,32.292378
74.597841,16,33.183935
309.330118,61,33.87459
342.636177,68,34.576772
80.939122,18,34.612439
159.05154,36,35.244087
78.433443,16,35.839437
170.967695,38,35.912982
78.456684,16,36.504148
91.209329,19,36.539971
73.674645,15,36.56792
200.855623,40,37.207362
325.703541,64,37.897472
205.849317,47,38.553851
77.908355,16,39.146969
117.635397,27,39.200157
81.558476,17,39.230803
341.157579,74,40.506704
153.50546,30,41.130458
74.221279,16,41.160494
205.825134,45,41.819848
70.761069,15,41.85002
270.23527,53,42.526721
67.7298,15,42.554816
74.041762,16,43.151885
76.286805,16,43.181393
233.053231,43,43.836974
107.890296,23,43.88053
77.108678,16,44.472993
68.770101,15,44.504148
122.500027,27,45.124545
76.465535,16,45.156626
76.884249,16,45.1887
69.846392,16,45.785664
66.905492,15,45.815891
72.62082,16,45.846172
78.782262,16,45.875926
101.498437,22,46.755963
89.00586,19,46.791095
290.672717,57,47.476757
68.896423,15,48.073632
76.872625,16,48.103469
186.2298,43,48.75926
82.829016,17,48.790939
333.164187,65,50.051905
162.296418,36,50.123755
296.615307,59,50.810639
273.334447,52,51.486502
245.854669,48,52.145776
75.141719,16,52.743719
72.260451,15,52.772075
206.274756,41,53.422061
72.792358,16,53.452725
110.640821,22,54.062918
276.65664,55,54.742076
223.211435,43,55.402725
73.12644,15,55.431489
231.005846,45,56.089546
101.400052,21,56.132024
251.109518,48,56.793627
225.705117,47,57.452668
272.964066,50,58.120129
216.590393,43,58.775173
349.052244,78,60.354371
197.528549,39,60.438204
189.232244,37,61.082076
453.342365,90,62.392154
153.11189,32,63.020143
245.747475,46,63.121202
235.851551,45,63.784757
263.420178,64,65.048042
