obs_rms_std,eval/episodes,rollout/actions_std,rollout/actions_mean,total/episodes,reference_action_mean,reference_actor_Q_std,rollout/episode_steps,ret_rms_std,eval/Q,total/epochs,train/loss_critic,param_noise_stddev,ret_rms_mean,rollout/episodes,obs_rms_mean,reference_Q_mean,eval/return_history,rollout/Q_mean,reference_perturbed_action_mean,total/duration,rollout/return,train/param_noise_distance,total/steps,reference_Q_std,train/loss_actor,total/steps_per_second,reference_action_std,eval/return,reference_actor_Q_mean,rollout/return_history,reference_perturbed_action_std
6.288839340209961,1.0,0.5338886380195618,0.16452960669994354,25.0,0.16447913646697998,1.0296679735183716,37.92,1.0,20.459959030151367,1,1.5762107372283936,0.16720346283821505,0.0,25.0,1.4838181734085083,20.381614685058594,297.5663776854499,9.583622932434082,0.2115800529718399,14.556854009628296,186.6859640278664,0.5286653637886047,1000,1.528568983078003,-19.86252212524414,68.69616191373308,0.46085551381111145,297.5663776854499,20.586620330810547,186.6859640278664,0.5137787461280823
6.070198059082031,2.0,0.5585768222808838,0.16155019402503967,49.0,0.07778433710336685,4.106215000152588,40.53061224489796,1.0,41.58231735229492,2,3.4350616931915283,0.1370306733903066,0.0,49.0,1.5063302516937256,41.99666213989258,237.31129569808016,19.519859313964844,-0.028300058096647263,28.255524396896362,201.17773253886978,0.5789673924446106,2000,5.3484721183776855,-40.93482208251953,70.78261836186921,0.5803307294845581,177.05621371071044,42.590763092041016,201.17773253886978,0.6231613159179688
6.629928112030029,3.0,0.572921633720398,0.1436724066734314,85.0,0.11589141935110092,7.299109935760498,35.28235294117647,1.0,61.87229919433594,3,5.668964862823486,0.11230273064362171,0.0,85.0,1.3723565340042114,63.393768310546875,221.20232653450321,28.87038230895996,0.055101748555898666,41.79280495643616,173.07185220048635,0.5508107542991638,3000,9.175189018249512,-61.08513641357422,71.78269089923803,0.605323314666748,188.98438820734938,64.40852355957031,173.07185220048635,0.5830193161964417
6.702042102813721,4.0,0.5886055827140808,0.16374804079532623,111.0,0.3044312596321106,14.356640815734863,35.36036036036036,1.0,76.59602355957031,4,8.057833671569824,0.09203708190275892,0.0,111.0,1.4614530801773071,83.48271942138672,216.46931637162228,39.45778274536133,0.1785508096218109,55.42044377326965,174.1194320199984,0.6236746907234192,4000,16.57362937927246,-79.5270767211914,72.17553176521616,0.6236135363578796,202.27028588297944,84.97767639160156,177.17729590479564,0.6191577315330505
6.602248191833496,5.0,0.6069934964179993,0.19180698692798615,132.0,0.2797107696533203,23.39678192138672,37.74242424242424,1.0,101.66917419433594,5,6.938448905944824,0.07542848153938683,0.0,132.0,1.5983333587646484,100.82638549804688,224.89611573837436,49.502159118652344,0.33228811621665955,69.19725513458252,186.9158539961348,0.5264472365379333,5000,25.96389389038086,-99.4244155883789,72.25720139152115,0.6948801279067993,258.6033132053828,103.19624328613281,186.76939561603726,0.6507724523544312
6.474503040313721,6.0,0.6198548078536987,0.20915745198726654,150.0,0.29053038358688354,34.390289306640625,39.906666666666666,1.0,121.98613739013672,6,11.486074447631836,0.06181699495154324,0.0,150.0,1.683447003364563,117.14849853515625,225.28235232747716,60.08104705810547,0.43622374534606934,82.94280004501343,198.32638523924552,0.503287136554718,6000,36.78004837036133,-115.60781860351562,72.33900949502275,0.6953538656234741,227.21353527299115,119.92796325683594,198.16651050750772,0.6295650601387024
6.417228698730469,7.0,0.6356820464134216,0.21874076128005981,168.0,0.3443916141986847,44.581661224365234,41.601190476190474,1.0,137.7330322265625,7,14.434436798095703,0.05066177638540577,0.0,168.0,1.7569550275802612,133.42376708984375,239.80968621369487,69.43746948242188,0.3462473154067993,96.86491870880127,207.723158853441,0.444741815328598,7000,46.853939056396484,-134.43426513671875,72.26558482998006,0.7169134616851807,326.9736895310011,136.68478393554688,220.0209017272596,0.7012805342674255
6.42186975479126,8.0,0.6478031277656555,0.22641202807426453,185.0,0.34645378589630127,53.407894134521484,43.21081081081081,1.0,140.42259216308594,8,17.967121124267578,0.04151957869412388,0.0,185.0,1.7986916303634644,151.05279541015625,254.23319915306934,78.31416320800781,0.33614152669906616,110.81929993629456,215.6848962395213,0.4408402740955353,8000,55.495052337646484,-150.5330047607422,72.18959156571887,0.7086470127105713,355.1977897286906,154.71934509277344,251.90598367270096,0.7021964192390442
6.482461929321289,9.0,0.6603091955184937,0.2317987084388733,203.0,0.35420969128608704,62.12460708618164,44.206896551724135,1.0,160.80926513671875,9,19.596845626831055,0.034027141129503384,0.0,203.0,1.8458764553070068,167.30126953125,266.35956218011256,86.3719253540039,0.332125723361969,124.74671244621277,221.08204470032965,0.36245983839035034,9000,64.6616439819336,-167.0313262939453,72.14618985554866,0.7278310060501099,363.37046639645797,171.77301025390625,271.4751098723093,0.7387874722480774
6.492339611053467,10.0,0.6688259840011597,0.24203082919120789,219.0,0.3712778389453888,70.75849151611328,45.49315068493151,1.0,183.2623291015625,10,24.346118927001953,0.027886755354071244,0.0,219.0,1.8972070217132568,181.655517578125,267.14258727116726,95.7375259399414,0.3768079876899719,138.5327787399292,227.80209284189425,0.28964468836784363,10000,73.56963348388672,-179.27468872070312,72.18508205031556,0.7141732573509216,274.18981309065987,187.11380004882812,284.74114881681095,0.711753785610199
6.463278770446777,11.0,0.6767048239707947,0.24594861268997192,238.0,0.29601749777793884,81.08141326904297,46.09243697478992,1.0,200.9307861328125,11,27.227678298950195,0.022854436146078055,0.0,238.0,1.9382952451705933,192.04222106933594,275.06024542048596,103.72313690185547,0.32597726583480835,152.42754817008972,231.29589106033706,0.28295445442199707,11000,83.93097686767578,-194.14804077148438,72.16543290275457,0.7318973541259766,354.23682691367264,197.99620056152344,287.83342001603995,0.7290043830871582
6.411087989807129,12.0,0.6840959787368774,0.24690264463424683,256.0,0.3452724516391754,90.28160858154297,46.62109375,1.0,197.75572204589844,12,44.84429168701172,0.019106704324195603,0.0,256.0,1.966846227645874,202.5767059326172,276.3514335627114,111.43683624267578,0.32947859168052673,166.56891322135925,234.70870878996465,0.21384787559509277,12000,93.22457885742188,-203.64581298828125,72.04225427137644,0.7179351449012756,290.5545031271912,209.44143676757812,285.7684042985499,0.7373893857002258
6.336978912353516,13.0,0.6871640086174011,0.2500672936439514,272.0,0.3368607461452484,102.8036117553711,47.75,1.0,212.5042266845703,13,39.61534881591797,0.017999379770019416,0.0,272.0,1.9839959144592285,212.38095092773438,279.739417353726,119.14215087890625,0.30771368741989136,180.69066262245178,240.72032681238892,0.2144888937473297,13000,104.72920227050781,-213.47775268554688,71.94616374374112,0.6937792301177979,320.395222845902,219.09747314453125,291.76448407403694,0.7154844403266907
6.319103717803955,14.0,0.6895904541015625,0.2532237470149994,287.0,0.3032810091972351,113.93035125732422,48.73170731707317,1.0,252.31517028808594,14,43.71137237548828,0.019106704324195603,0.0,287.0,1.9999178647994995,220.67047119140625,286.8092642157881,126.33746337890625,0.30640432238578796,194.94554734230042,245.92998255666345,0.21521346271038055,14000,116.25114440917969,-225.88880920410156,71.81492571060225,0.7294484376907349,378.71727342259476,228.77584838867188,301.3964596879191,0.7325024008750916
6.257938385009766,15.0,0.6910402178764343,0.26198485493659973,301.0,0.37609636783599854,120.87154388427734,49.714285714285715,1.0,257.7730712890625,15,61.912540435791016,0.018730226766195082,0.0,301.0,2.025163412094116,234.10604858398438,293.2857269459709,133.7635955810547,0.41089165210723877,209.19693565368652,251.146188924229,0.2047211080789566,15000,122.8601303100586,-237.19712829589844,71.7027711382524,0.6952178478240967,383.95620516852983,242.291015625,312.92637619249587,0.6811288595199585
6.291049957275391,16.0,0.6936360597610474,0.267528235912323,318.0,0.2437112182378769,127.62815856933594,50.160377358490564,1.0,229.97718811035156,16,74.8932113647461,0.017999379770019416,0.0,318.0,2.0475194454193115,246.41000366210938,293.67202447411375,140.2934112548828,0.23009580373764038,223.2847490310669,253.82980279040675,0.17253336310386658,16000,131.04080200195312,-240.85391235351562,71.65737950948825,0.7507174015045166,299.4664873962569,256.7564697265625,311.134577444018,0.7592699527740479
6.336681842803955,17.0,0.6987558603286743,0.2606006860733032,337.0,0.18300218880176544,134.51710510253906,50.34124629080119,1.0,274.2315673828125,17,128.06092834472656,0.018730226766195082,0.0,337.0,2.048302412033081,257.4535827636719,297.2314942093004,146.47555541992188,0.1501660794019699,237.18803238868713,254.3149679269669,0.18493373692035675,17000,137.332763671875,-257.6857604980469,71.67309340524227,0.7634966969490051,354.1830099722877,268.40826416015625,309.01006951041677,0.7657116651535034
