reference_action_std,eval/return,reference_actor_Q_std,total/epochs,ret_rms_mean,rollout/Q_mean,eval/Q,total/episodes,reference_Q_std,rollout/return_history,obs_rms_std,train/loss_critic,reference_actor_Q_mean,train/param_noise_distance,rollout/return,eval/episodes,total/steps_per_second,total/duration,reference_perturbed_action_mean,rollout/actions_mean,rollout/episode_steps,total/steps,param_noise_stddev,reference_perturbed_action_std,reference_action_mean,reference_Q_mean,rollout/actions_std,rollout/episodes,obs_rms_mean,eval/return_history,train/loss_actor,ret_rms_std
0.7727435827255249,185.58951951135757,22.95098114013672,1,0.0,35.90587615966797,79.1905517578125,40.0,24.508737564086914,117.52394537041769,7.612676620483398,2.044019937515259,77.90216064453125,0.721339762210846,117.52394537041769,1.0,27.818872787353616,35.9468195438385,0.08473066985607147,0.008068278431892395,24.775,1000,0.13978498992545177,0.8397482633590698,-0.022967001423239708,75.84461212158203,0.7957935333251953,40.0,1.069588303565979,185.58951951135757,-73.40362548828125,1.0
0.8639823794364929,218.6886661003398,55.848148345947266,2,0.0,69.49751281738281,146.31622314453125,65.0,61.00294494628906,147.62433865718967,7.396238803863525,8.620726585388184,154.53701782226562,0.6507705450057983,147.62433865718967,2.0,27.74882743072745,72.07511758804321,0.17673280835151672,0.08130157738924026,30.56923076923077,2000,0.09388702724900437,0.8914187550544739,0.11386720836162567,147.41111755371094,0.825168788433075,65.0,1.5118659734725952,202.1390928058487,-142.49827575683594,1.0
0.8372592329978943,247.1238961124237,105.15644073486328,3,0.0,102.09095001220703,155.19175720214844,90.0,107.58932495117188,159.757395917622,7.133946418762207,29.909379959106445,216.17098999023438,0.5422632694244385,159.757395917622,3.0,27.70475672488408,108.28465414047241,0.015694253146648407,0.081919364631176,33.17777777777778,3000,0.06305951655006926,0.8972962498664856,0.0187849011272192,205.51748657226562,0.8379440307617188,90.0,1.5147380828857422,217.1340272413737,-199.7325439453125,1.0
0.8440655469894409,195.86567873340036,153.60667419433594,4,0.0,129.05091857910156,288.5043029785156,110.0,157.52423095703125,182.76419730229284,6.973821640014648,55.9923210144043,278.4684143066406,0.4386049658060074,175.69742528771445,4.0,27.690290127423438,144.45496892929077,0.04411059990525246,0.09100108593702316,36.36363636363637,4000,0.04235412222587577,0.8564905524253845,0.036445192992687225,261.60009765625,0.8472064733505249,110.0,1.596516489982605,211.81694011438037,-253.89041137695312,1.0
0.832163393497467,322.5434144435455,185.47451782226562,5,0.0,172.22579956054688,346.2337646484375,126.0,191.82081604003906,210.9331050787105,6.724419593811035,70.40772247314453,374.9549865722656,0.32477107644081116,189.91012344643943,5.0,27.651653885223823,180.8210105895996,0.18688011169433594,0.09673105180263519,39.404761904761905,5000,0.028447279136688076,0.8291023373603821,0.13572841882705688,351.8336486816406,0.8486486673355103,126.0,1.6447502374649048,233.9622349802134,-340.6922302246094,1.0
0.8442912101745605,443.7286283611758,238.36672973632812,6,0.0,207.56130981445312,477.35394287109375,143.0,238.3877716064453,234.58754492483823,6.630762577056885,177.6194305419922,407.313232421875,0.2558308243751526,199.85854545557785,6.0,27.61115166764332,217.30350375175476,0.12631286680698395,0.10987631231546402,41.60839160839161,6000,0.019106704324195603,0.8445901870727539,0.15126605331897736,381.01177978515625,0.8516998887062073,143.0,1.689815878868103,268.92330054370717,-376.6800842285156,1.0
0.8557883501052856,354.14728802360287,298.8487548828125,7,0.0,238.52415466308594,491.386474609375,158.0,295.0164489746094,259.9358549187524,6.581496238708496,312.0361022949219,471.8843078613281,0.19865231961011887,212.8755643997097,7.0,27.59747617556034,253.64638257026672,0.0986035019159317,0.12504151463508606,43.91139240506329,7000,0.015047793132436803,0.8542303442955017,0.11786185950040817,436.38372802734375,0.8528861403465271,158.0,1.7609477043151855,281.09815589797796,-438.7137145996094,1.0
0.8488609194755554,254.26969173126582,364.8475646972656,8,0.0,273.9646911621094,627.8871459960938,172.0,353.8569030761719,277.42822679862405,6.559998989105225,444.5356140136719,522.7103881835938,0.20691533386707306,224.95560248296266,8.0,27.609991339219114,289.7501814365387,0.20069195330142975,0.135298490524292,46.47093023255814,8000,0.014460633428115275,0.8417490124702454,0.1809353530406952,481.17230224609375,0.8531287908554077,172.0,1.7989577054977417,277.7445978771389,-507.4998779296875,1.0
0.8616830706596375,419.7720790395123,405.2960510253906,9,0.0,306.0134582519531,465.055908203125,187.0,394.2823181152344,293.66682066088674,6.567633628845215,769.4093627929688,570.3451538085938,0.1999741867184639,231.618857248047,9.0,27.580703944272972,326.3150939941406,0.12436515837907791,0.14279401302337646,47.919786096256686,9000,0.014751292160020392,0.8526979684829712,0.13460411131381989,516.5391845703125,0.8545774221420288,187.0,1.832270860671997,293.5254291174026,-543.073974609375,1.0
0.8538501262664795,402.7434782293307,435.2712097167969,10,0.0,338.3952331542969,771.4927368164062,207.0,421.41644287109375,291.3296609302147,6.631026744842529,1186.912841796875,625.8087158203125,0.21745788305997849,231.71518293319534,10.0,27.576589792583707,362.62641882896423,0.11334618180990219,0.13970445096492767,48.270531400966185,10000,0.0136225708197137,0.8552758097648621,0.11903740465641022,572.9819946289062,0.8554222583770752,207.0,1.8318475484848022,304.44723402859546,-603.3894653320312,1.0
0.8544638156890869,215.8514333346236,487.5270690917969,11,0.0,376.9782409667969,933.8729858398438,221.0,469.6346130371094,305.4892165940921,6.570061683654785,1557.9765625,743.8427734375,0.20509136468172073,238.85643511523602,11.0,27.589478382226474,398.70271730422974,0.1123514175415039,0.14069263637065887,49.76923076923077,11000,0.014175701821503062,0.863987386226654,0.14814983308315277,669.1505126953125,0.8564253449440002,221.0,1.8437532186508179,296.3930703291435,-698.5917358398438,1.0
0.8652166724205017,310.5752426855881,575.2359619140625,12,0.0,413.6641540527344,629.9190673828125,238.0,560.6820678710938,298.27439769094724,6.577051162719727,2608.71875,846.0078125,0.19679724425077438,239.8787387296186,12.0,27.585284203099466,435.0145502090454,0.18703880906105042,0.1437712013721466,50.247899159663866,12000,0.014460633428115275,0.8637164831161499,0.15407247841358185,781.3204345703125,0.8563968539237976,238.0,1.8540931940078735,297.57491802551385,-786.0535278320312,1.0
0.874140739440918,364.55940059109963,643.2528686523438,13,0.0,453.0849304199219,854.1481323242188,251.0,628.3223876953125,304.5403733240415,6.477916240692139,3216.689453125,899.7930908203125,0.19429010152816772,245.79271317844996,13.0,27.586827799348455,471.2393934726715,0.17481569945812225,0.14660553634166718,51.55378486055777,13000,0.015047793132436803,0.8775203227996826,0.15522143244743347,822.611328125,0.8580889701843262,251.0,1.8691470623016357,302.7275705305589,-853.9283447265625,1.0
