reference_actor_Q_mean,rollout/episodes,train/param_noise_distance,reference_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,param_noise_stddev,eval/episodes,train/loss_critic,rollout/Q_mean,obs_rms_mean,reference_Q_std,total/duration,obs_rms_std,rollout/actions_mean,total/epochs,reference_perturbed_action_std,reference_action_mean,eval/return_history,eval/return,total/steps,total/episodes,ret_rms_mean,total/steps_per_second,rollout/return_history,rollout/actions_std,train/loss_actor,eval/Q,rollout/return,ret_rms_std,reference_action_std,rollout/episode_steps
19.783098220825195,41.0,0.6581554412841797,19.452167510986328,1.543300747871399,-0.09606491774320602,0.16720346283821505,1.0,2.1503047943115234,9.093886375427246,0.8855195641517639,2.353933572769165,10.774451494216919,8.593345642089844,-0.012551392428576946,1,0.757351279258728,-0.13014428317546844,83.06750038930204,83.06750038930204,1000,41.0,0.0,92.81214923439398,113.37346793943372,0.7596355080604553,-19.012754440307617,19.18092155456543,113.37346793943372,1.0,0.6004545092582703,24.24390243902439
38.825218200683594,87.0,0.7882251739501953,37.80042266845703,7.679257392883301,-0.25859102606773376,0.1370306733903066,2.0,2.135883331298828,17.987010955810547,0.8054730892181396,9.274887084960938,21.422815561294556,9.36375617980957,-0.04871908575296402,2,0.694595217704773,-0.14107145369052887,79.92957232837257,76.7916442674431,2000,87.0,0.0,93.35841006881834,106.79138436957777,0.7608601450920105,-37.46195983886719,38.01067352294922,106.79138436957777,1.0,0.6273865103721619,22.79310344827586
56.00175857543945,125.0,0.6841645240783691,54.42292785644531,15.353985786437988,0.02618034929037094,0.11230273064362171,3.0,5.075279712677002,27.29393768310547,0.8380178809165955,16.89885711669922,32.395647048950195,9.371164321899414,-0.057423967868089676,3,0.7642690539360046,-0.06460419297218323,152.15000582141718,296.59087280750646,3000,125.0,0.0,92.60503411050767,116.35959756930845,0.7578443288803101,-53.63151550292969,63.759090423583984,111.84909195009573,1.0,0.735177218914032,23.904
72.44271087646484,151.0,0.6731160283088684,69.81204223632812,23.017452239990234,-0.014283861964941025,0.09203708190275892,4.0,5.91796875,36.50223159790039,1.0125105381011963,25.109987258911133,43.23278737068176,9.09839153289795,-0.044277675449848175,4,0.7829510569572449,-0.035659950226545334,160.26246521711482,184.59984340420766,4000,151.0,0.0,92.52237117407314,132.02116567198016,0.7582473158836365,-70.81990051269531,74.79145812988281,124.74198180580215,1.0,0.7617877721786499,26.3841059602649
88.53158569335938,171.0,0.5828157067298889,85.06950378417969,31.1824951171875,-0.15343888103961945,0.07542848153938683,5.0,9.333739280700684,44.93547821044922,1.132625699043274,33.13304901123047,54.19187092781067,8.813240051269531,-0.05192062258720398,5,0.7159724831581116,-0.03844410553574562,184.77077861188687,282.804032190975,5000,171.0,0.0,92.26476064390785,159.05947066162838,0.7573229670524597,-88.95259857177734,93.10009002685547,138.359574918848,1.0,0.7872013449668884,29.105263157894736
105.37939453125,190.0,0.5430992841720581,100.26099395751953,39.454864501953125,0.04683908820152283,0.06181699495154324,6.0,10.144590377807617,54.91352081298828,1.2392990589141846,42.026058197021484,65.27716255187988,8.568628311157227,-0.043855585157871246,6,0.7654392123222351,0.010095312260091305,217.29527521870168,379.91775825277557,6000,190.0,0.0,91.91575989889911,190.430704070018,0.7588298320770264,-106.85948181152344,120.64340209960938,150.425427916887,1.0,0.8152082562446594,31.352631578947367
123.74531555175781,206.0,0.39159396290779114,117.80656433105469,45.832855224609375,0.026424558833241463,0.05066177638540577,7.0,17.89072036743164,64.35868072509766,1.3240755796432495,48.65630340576172,76.4035849571228,8.3826904296875,-0.035609494894742966,7,0.8141453862190247,-0.03099793568253517,233.84628299441906,333.1523296487236,7000,206.0,0.0,91.61873757531606,221.45616438169804,0.7640019655227661,-125.3834457397461,142.3124237060547,162.46227272800567,1.0,0.8244122266769409,33.90291262135922
139.39572143554688,222.0,0.3829461932182312,132.66908264160156,54.97053527832031,0.05113241821527481,0.04151957869412388,8.0,15.223245620727539,73.21398162841797,1.3991235494613647,57.70903396606445,87.36734437942505,8.123887062072754,-0.029889913275837898,8,0.8140407204627991,0.031532127410173416,245.89112920421763,330.2050526728076,8000,222.0,0.0,91.56739347893004,246.8035723796247,0.7706822156906128,-140.19650268554688,129.19700622558594,172.44112042219956,1.0,0.8230570554733276,35.88288288288288
154.55377197265625,237.0,0.3187916874885559,146.87667846679688,64.2479019165039,0.0023888524156063795,0.034027141129503384,9.0,20.187725067138672,81.16029357910156,1.45404052734375,67.54129791259766,98.38163185119629,8.169333457946777,-0.019460882991552353,9,0.8327334523200989,0.018163397908210754,258.8072735269627,362.13642810892327,9000,237.0,0.0,91.48049113083057,267.36715001400154,0.7770384550094604,-156.0112762451172,158.7099609375,181.08392046508308,1.0,0.8230684399604797,37.81012658227848
167.6257781982422,253.0,0.3158664405345917,159.54302978515625,74.79585266113281,-0.013414750806987286,0.027886755354071244,10.0,25.202369689941406,88.6992416381836,1.499214768409729,77.48468780517578,109.24420857429504,8.069013595581055,-0.014039980247616768,10,0.8388849496841431,0.011195230297744274,253.31707307316765,203.90526898901211,10000,253.0,0.0,91.53803327889165,283.07237581088907,0.7825329899787903,-170.1683807373047,178.5393524169922,188.0320746692732,1.0,0.8111749291419983,39.308300395256914
