train/param_noise_distance,reference_action_mean,reference_perturbed_action_mean,reference_perturbed_action_std,param_noise_stddev,eval/Q,total/steps_per_second,rollout/actions_std,eval/return,total/duration,rollout/return_history,rollout/episodes,reference_actor_Q_std,rollout/Q_mean,reference_actor_Q_mean,total/steps,obs_rms_std,eval/return_history,rollout/return,total/episodes,train/loss_critic,reference_action_std,eval/episodes,total/epochs,obs_rms_mean,rollout/episode_steps,rollout/actions_mean,reference_Q_std,ret_rms_std,ret_rms_mean,reference_Q_mean,train/loss_actor
0.6439219117164612,0.9768330454826355,0.8749216198921204,0.24973736703395844,0.16720346283821505,3.305511951446533,107.4395771747048,0.6081729531288147,109.5647621202426,9.307557106018066,29.220489250281464,18.0,3.375835418701172,1.661649465560913,2.8937788009643555,1000,1.8577537536621094,109.5647621202426,29.220489250281464,18.0,0.15971891582012177,0.03168574720621109,1.0,1,-0.283287912607193,53.44444444444444,0.4700462222099304,3.639940023422241,1.0,0.0,2.083536148071289,-3.336519718170166
0.08446302264928818,0.9963274002075195,0.8789889812469482,0.2908848226070404,0.15440959267203633,4.3853068351745605,109.31800271197942,0.5102782845497131,73.33966783521142,18.29524827003479,39.178324236185844,23.0,6.167771339416504,2.556824207305908,7.933286190032959,2000,1.379386305809021,91.45221497772701,39.178324236185844,23.0,0.3557825982570648,0.0023431836161762476,2.0,2,-0.10270234942436218,82.69565217391305,0.6866898536682129,6.663266658782959,1.0,0.0,7.146273612976074,-6.791906356811523
0.5328490138053894,0.806616485118866,0.7858900427818298,0.3467647433280945,0.13978498992545177,11.951665878295898,107.74037417621128,0.4617754817008972,264.8600992004734,27.844714879989624,55.82856433786167,29.0,8.796817779541016,4.367943286895752,11.681661605834961,3000,1.2416563034057617,149.25484305197583,55.82856433786167,29.0,0.283010870218277,0.44585880637168884,3.0,3,-0.032537538558244705,102.0,0.7382453083992004,9.14543628692627,1.0,0.0,10.970396995544434,-9.630833625793457
0.5486316680908203,0.6950500011444092,0.8128287196159363,0.36739596724510193,0.11456001552955852,28.87850570678711,108.77521976143257,0.45278099179267883,306.03063364816916,36.77308130264282,59.709861279387,34.0,12.492971420288086,7.311202049255371,16.40939712524414,4000,1.1528645753860474,188.44879070102417,59.709861279387,34.0,0.4342176020145416,0.5250013470649719,4.0,4,-0.0021509199868887663,105.17647058823529,0.7326017022132874,12.795573234558105,1.0,0.0,15.417051315307617,-14.52511978149414
0.6084023118019104,0.6427541375160217,0.8222039341926575,0.350937157869339,0.09388702724900437,31.820261001586914,109.55450509959893,0.43417423963546753,236.79331038973586,45.63938283920288,85.58222706871291,37.0,15.928524017333984,9.885038375854492,22.002613067626953,5000,1.0505338907241821,198.11769463876652,85.58222706871291,37.0,0.9026069641113281,0.606011152267456,5.0,5,0.020192231982946396,133.45945945945945,0.7445023655891418,16.218515396118164,1.0,0.0,20.745101928710938,-20.664228439331055
0.45362207293510437,0.5949971079826355,0.5434041023254395,0.5186525583267212,0.07694459401832851,40.66859436035156,106.79558839387028,0.42970049381256104,618.40031897514,56.182096004486084,92.1024845471174,43.0,18.465234756469727,12.515386581420898,25.733863830566406,6000,1.0314173698425293,268.16479869482873,92.1024845471174,43.0,2.401899576187134,0.5173557996749878,6.0,6,0.029167789965867996,135.53488372093022,0.7358238101005554,18.814762115478516,1.0,0.0,24.63079071044922,-25.43154525756836
0.4432651996612549,0.5662702918052673,0.7970817685127258,0.35747459530830383,0.06305951655006926,26.509151458740234,108.09242884388532,0.4170435070991516,-8.48850262959687,64.75939226150513,108.44755990550023,45.0,20.55458641052246,15.481300354003906,32.15530776977539,7000,1.018348217010498,228.64289850562506,108.44755990550023,45.0,1.271532416343689,0.607509970664978,7.0,7,0.03515901416540146,153.82222222222222,0.7217618823051453,21.209362030029297,1.0,0.0,30.39594841003418,-32.0668830871582
0.37695375084877014,0.5897789001464844,0.7200746536254883,0.425447553396225,0.051680078090752424,29.60323715209961,109.19362884043024,0.4227977395057678,-13.873877920558986,73.26434779167175,126.64955982262715,48.0,23.32145118713379,19.786550521850586,36.509666442871094,8000,1.1656638383865356,198.32830145235206,126.64955982262715,48.0,3.7362451553344727,0.6018336415290833,8.0,8,0.04149060323834419,162.08333333333334,0.7114892601966858,23.650211334228516,1.0,0.0,34.7067985534668,-37.30186080932617
0.23103463649749756,0.6131771206855774,0.5804290771484375,0.5679744482040405,0.04235412222587577,26.038108825683594,110.03127033096183,0.42711326479911804,-16.13281539938257,81.79492950439453,143.55758394823715,50.0,27.6588191986084,23.26003646850586,41.91532897949219,9000,1.147660493850708,174.499288468826,143.55758394823715,50.0,3.161306381225586,0.5899392366409302,9.0,9,0.045572757720947266,179.66,0.6978504061698914,27.88924789428711,1.0,0.0,40.028533935546875,-47.818851470947266
0.3350498676300049,0.5950686931610107,0.6514706611633301,0.5027390718460083,0.034711086666206405,45.14079284667969,109.84942479687213,0.447044312953949,125.91099132893399,91.03370380401611,122.69721059897878,59.0,30.689773559570312,24.31182098388672,48.72618103027344,10000,1.2007238864898682,169.6404587548368,122.69721059897878,59.0,5.651681423187256,0.566407322883606,10.0,10,0.028378617018461227,168.79661016949152,0.6857863068580627,31.14114761352539,1.0,0.0,46.77870559692383,-53.1755485534668
0.17430037260055542,0.5884436964988708,0.6261610388755798,0.5303049087524414,0.03269941380439557,81.41349029541016,110.29449994472886,0.452457994222641,137.4646853207102,99.73298764228821,128.32668795446307,64.0,33.826637268066406,27.90467643737793,52.3244514465332,11000,1.2787132263183594,166.71538844264347,128.32668795446307,64.0,3.807637929916382,0.5903582572937012,11.0,11,0.02418425865471363,171.265625,0.681152880191803,33.97007369995117,1.0,0.0,50.5947265625,-58.563331604003906
0.16429072618484497,0.6055421233177185,0.6956092715263367,0.4957129657268524,0.03269941380439557,82.35404968261719,110.64938897013403,0.4542523920536041,183.44047586967298,108.45066666603088,133.0202591277677,70.0,36.88565444946289,31.77604103088379,53.988487243652344,12000,1.3063393831253052,168.10914572822927,133.0202591277677,70.0,4.352540016174316,0.5743504762649536,12.0,12,0.02669881284236908,169.74285714285713,0.6778331398963928,37.11670684814453,1.0,0.0,52.539520263671875,-61.700279235839844
0.1927722841501236,0.6234179735183716,0.6302422881126404,0.5649378895759583,0.03019736003336582,68.21713256835938,110.69422956356588,0.4603549540042877,22.58448107892875,117.44062948226929,129.42635380230655,79.0,39.36361312866211,34.613929748535156,59.654415130615234,13000,1.3565664291381836,156.91494075520615,129.42635380230655,79.0,11.989253997802734,0.5585068464279175,13.0,13,0.027892956510186195,164.1139240506329,0.6722773909568787,39.83692169189453,1.0,0.0,57.478424072265625,-67.41212463378906
0.18623918294906616,0.6543670296669006,0.7134168744087219,0.42367494106292725,0.030197360033365817,88.93635559082031,110.71303529594611,0.4610157012939453,265.6135756300336,126.45304107666016,130.12749335501078,83.0,41.27296829223633,37.2172737121582,63.781368255615234,14000,1.361414909362793,164.67912896055097,130.12749335501078,83.0,8.080574989318848,0.4976188838481903,14.0,14,0.029480520635843277,165.53012048192772,0.669917106628418,41.98554992675781,1.0,0.0,61.76293182373047,-71.89741516113281
0.22618968784809113,0.5976654291152954,0.6307078003883362,0.5186159014701843,0.028447279136688076,97.1133041381836,111.07947677473446,0.4601837396621704,127.13157069121817,135.03844666481018,137.31012780824742,86.0,42.80339813232422,40.44301223754883,67.25799560546875,15000,1.3894411325454712,162.1759584092621,137.31012780824742,86.0,14.833703994750977,0.5430195927619934,15.0,15,0.027461962774395943,174.15116279069767,0.6670790314674377,43.4521598815918,1.0,0.0,65.0613021850586,-78.21290588378906
0.2029084414243698,0.6439222097396851,0.6887252926826477,0.48725801706314087,0.02733727610437334,101.98155212402344,111.27124389873077,0.46618977189064026,196.0085080627167,143.79276657104492,144.7722327364285,90.0,45.85205841064453,43.99156188964844,69.65050506591797,16000,1.402543306350708,164.29049276260304,144.7722327364285,90.0,10.962976455688477,0.529964029788971,16.0,16,0.027668515220284462,177.76666666666668,0.6620806455612183,46.53988265991211,1.0,0.0,67.01119232177734,-83.69039154052734
0.2015763223171234,0.6279218196868896,0.6512047052383423,0.5254063010215759,0.02733727610437334,110.3221435546875,111.43805012756847,0.46210941672325134,225.0917598459136,152.5511257648468,144.0866097533455,92.0,46.34404373168945,45.6214485168457,74.08074951171875,17000,1.387988567352295,167.86703788515072,144.0866097533455,92.0,11.549954414367676,0.5430848598480225,17.0,17,0.02678806707262993,176.2173913043478,0.6696382761001587,47.3372688293457,1.0,0.0,71.44805908203125,-86.60089874267578
0.1927492916584015,0.6547641754150391,0.633639395236969,0.5357544422149658,0.02901906944733551,120.31124877929688,111.2817048803051,0.4563073217868805,369.4324763588035,161.75165557861328,152.12132040070895,93.0,49.714942932128906,47.25307083129883,77.26445770263672,18000,1.372929334640503,179.06511780035365,152.12132040070895,93.0,12.725554466247559,0.5116271376609802,18.0,18,0.02616173028945923,185.0752688172043,0.6776488423347473,50.650508880615234,1.0,0.0,74.91618347167969,-91.63064575195312
0.1931297928094864,0.5149514079093933,0.5720054507255554,0.5434237122535706,0.02901906944733551,104.83544158935547,111.47329776811497,0.4562526345252991,197.2707732452996,170.44440579414368,161.26512355745396,99.0,52.10649490356445,49.882198333740234,80.2898941040039,19000,1.3766018152236938,180.0233101921929,161.26512355745396,99.0,14.301006317138672,0.5922001600265503,19.0,19,0.028839711099863052,190.93939393939394,0.6788693070411682,52.6651496887207,1.0,0.0,78.13052368164062,-97.37681579589844
0.2465543895959854,0.6384567618370056,0.5893943905830383,0.5501137375831604,0.027886755354071244,119.59734344482422,111.32072236959861,0.4576849937438965,321.29508256576185,179.66106915473938,172.91968576031536,104.0,54.90919494628906,52.51681900024414,81.86355590820312,20000,1.4023938179016113,187.08689881087133,166.03854179406068,104.0,20.26793670654297,0.5221739411354065,20.0,20,0.02993679791688919,189.17307692307693,0.6781325936317444,55.26295852661133,1.0,0.0,79.7899169921875,-100.34891510009766
0.19607943296432495,0.6990478038787842,0.7422547340393066,0.45926976203918457,0.0314234939421342,130.76220703125,111.24434525217077,0.4582657217979431,413.59102930569213,188.77364015579224,185.23227350884906,108.0,55.62175750732422,55.74819564819336,87.39503479003906,21000,1.4126251935958862,197.8728097868152,170.8071568521595,108.0,15.942465782165527,0.4684479534626007,21.0,21,0.03137136250734329,193.38888888888889,0.6777371168136597,56.78841018676758,1.0,0.0,83.94256591796875,-106.55580139160156
0.22792790830135345,0.6620633006095886,0.7589581608772278,0.4048975110054016,0.030804326970036468,138.18345642089844,111.24175147610558,0.4575314223766327,312.6441227304766,197.76747226715088,188.10754112335763,109.0,56.088680267333984,58.46035385131836,92.04087829589844,22000,1.4040558338165283,203.0896876478907,171.89388787468815,109.0,14.759551048278809,0.49064502120018005,22.0,22,0.03521883487701416,193.12844036697248,0.6798744201660156,57.63356018066406,1.0,0.0,88.47262573242188,-112.8220443725586
0.29233312606811523,0.6236494183540344,0.6784024238586426,0.4712294936180115,0.029019069447335507,131.83352661132812,111.27531514350375,0.4559398591518402,310.4859889278903,206.69453930854797,205.23631800788644,114.0,56.32892990112305,61.47942352294922,97.83155822753906,23000,1.396683931350708,207.75909205136898,179.32706615699945,114.0,25.194541931152344,0.53779137134552,23.0,23,0.040849972516298294,199.00877192982455,0.6800867319107056,57.35541915893555,1.0,0.0,94.26222229003906,-118.65792083740234
0.24141517281532288,0.5549497008323669,0.6229515075683594,0.5177931189537048,0.027337276104373337,138.82508850097656,111.3092254372343,0.4585515260696411,336.2683052179251,215.61555123329163,216.9496766490289,120.0,58.70305633544922,64.25590515136719,100.29423522949219,24000,1.4123364686965942,213.11364259997546,186.5806679177204,120.0,22.451675415039062,0.5833465456962585,24.0,24,0.04445750266313553,199.9,0.6771318316459656,59.586570739746094,1.0,0.0,96.96096801757812,-122.22600555419922
0.1878846436738968,0.5894300937652588,0.5540154576301575,0.5858755111694336,0.026270585008002553,150.1029052734375,111.25313439750958,0.4632200598716736,401.44390595178436,224.71276998519897,229.65222733753632,126.0,59.556610107421875,67.01272583007812,104.83145141601562,25000,1.412672996520996,220.6468531340478,191.21402168277794,126.0,23.142417907714844,0.5736085176467896,25.0,25,0.04811203107237816,197.9206349206349,0.6738408207893372,60.6096305847168,1.0,0.0,101.3232192993164,-128.4285888671875
0.1978648602962494,0.5314287543296814,0.5740286707878113,0.5962954759597778,0.026270585008002553,137.37042236328125,111.35262505952475,0.4672686457633972,210.3748194333294,233.49247479438782,238.83077538127597,134.0,60.51877975463867,69.78297424316406,108.45271301269531,26000,1.4265984296798706,220.25177491478942,193.3821852360206,134.0,21.684999465942383,0.6151496171951294,26.0,26,0.04886794090270996,193.63432835820896,0.6707953810691833,61.444129943847656,1.0,0.0,104.85940551757812,-133.4220428466797
0.244746595621109,0.6353955268859863,0.6527642607688904,0.5167022943496704,0.025752950698953586,155.79893493652344,111.37374821820377,0.4700343608856201,367.6327185887706,242.42696714401245,238.44429023333478,139.0,63.5698356628418,72.3961181640625,110.91831970214844,27000,1.430748462677002,225.71032838419612,195.8427846219293,139.0,18.991479873657227,0.5384496450424194,27.0,27,0.049589283764362335,193.23021582733813,0.6692762970924377,64.59459686279297,1.0,0.0,107.9803466796875,-136.33807373046875
0.22978195548057556,0.6537055373191833,0.5982581973075867,0.5533451437950134,0.027337276104373337,156.99610900878906,111.3160400606445,0.4741293489933014,379.71935723122346,251.5360767841339,239.7929370472242,146.0,65.52568817138672,74.74285125732422,114.67051696777344,28000,1.4373750686645508,231.21065084301853,198.26842821156703,146.0,17.021739959716797,0.5213842391967773,28.0,28,0.051684051752090454,191.23287671232876,0.6674609780311584,66.53876495361328,1.0,0.0,111.10971069335938,-141.38726806640625
0.18957628309726715,0.5674561858177185,0.6323471665382385,0.5544643998146057,0.026798623766663403,139.16958618164062,111.47371009016452,0.47955161333084106,157.17460795265183,260.15102553367615,240.93967815590622,154.0,67.44970703125,77.18201446533203,116.93446350097656,29000,1.444945216178894,228.657683846799,201.91225048004944,154.0,27.318035125732422,0.591309130191803,29.0,29,0.05403255671262741,188.17532467532467,0.6652224063873291,68.40911102294922,1.0,0.0,113.00789642333984,-144.50714111328125
0.23890145123004913,0.6185418963432312,0.618259847164154,0.5286973118782043,0.025752950698953586,139.517822265625,111.57477801544779,0.4841596782207489,207.4137690681605,268.8779716491699,250.98407484585016,161.0,71.57598114013672,79.70586395263672,118.64471435546875,30000,1.4488120079040527,227.94955335417768,204.85862076796278,161.0,25.487550735473633,0.5208861231803894,30.0,30,0.054882366210222244,186.0,0.662652313709259,72.20822143554688,1.0,0.0,115.25635528564453,-148.10122680664062
